t=1hr FeCl3 0 uM,,t=1hr FeCl3 5 uM,,t=1hr FeCl3 20 uM,,t=1hr FeCl3 50 uM,,t=1hr FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
682.666687,0.004017283674,682.666687,0.025254976,682.666687,0.05201170221,682.666687,0.07364556938,682.666687,0.06708246469,
682,0.004058539867,682,0.02532219887,682,0.05200563371,682,0.0735199973,682,0.06687295437,
681.333374,0.004123605788,681.333374,0.02539083175,681.333374,0.05193169788,681.333374,0.07349357009,681.333374,0.06685902923,
680.666687,0.004012372345,680.666687,0.02525626495,680.666687,0.0517121926,680.666687,0.07317589968,680.666687,0.06662040949,
680,0.004152169917,680,0.02536465041,680,0.05176742375,680,0.07321594656,680,0.0665345937,
679.333374,0.004194614943,679.333374,0.02543688752,679.333374,0.05171058699,679.333374,0.07310330123,679.333374,0.06646019965,
678.666687,0.004214949906,678.666687,0.02549428307,678.666687,0.05164842308,678.666687,0.07288176566,678.666687,0.06632344425,
678,0.004262367729,678,0.02561857179,678,0.0516538769,678,0.07292288542,678,0.06622948498,
677.333374,0.004188812338,677.333374,0.02546872757,677.333374,0.05145190656,677.333374,0.07266849279,677.333374,0.06602704525,
676.666687,0.004295646679,676.666687,0.02568914741,676.666687,0.05146720633,676.666687,0.07256810367,676.666687,0.06594032049,
676,0.004282313865,676,0.02567450888,676,0.05139438435,676,0.07248039544,676,0.06578586996,
675.333374,0.00420161942,675.333374,0.02559193783,675.333374,0.05123552307,675.333374,0.07224258035,675.333374,0.06565514207,
674.666687,0.004322365858,674.666687,0.02579970099,674.666687,0.05125224218,674.666687,0.0722155869,674.666687,0.06553727388,
674,0.00432066666,674,0.0257110633,674,0.05117864162,674,0.07204602659,674,0.06541489065,
673.333374,0.00440015411,673.333374,0.02582442388,673.333374,0.05112511665,673.333374,0.07202866673,673.333374,0.06539072841,
672.666687,0.004378136713,672.666687,0.02583590895,672.666687,0.05101182684,672.666687,0.07184693217,672.666687,0.06523244083,
672,0.004318783991,672,0.02578612976,672,0.05083055422,672,0.07162002474,672,0.06496765465,
671.333374,0.004330549389,671.333374,0.02584560588,671.333374,0.05084772035,671.333374,0.07158837467,671.333374,0.0648669228,
670.666687,0.004247441422,670.666687,0.02582335286,670.666687,0.0506699793,670.666687,0.0714147836,670.666687,0.06472301483,
670,0.004416001029,670,0.02592330799,670,0.05063565448,670,0.07127850503,670,0.06469831616,
669.333374,0.004353296477,669.333374,0.0258668717,669.333374,0.05059990659,669.333374,0.07123333216,669.333374,0.06449340284,
668.666687,0.004393642768,668.666687,0.02590426616,668.666687,0.05053345487,668.666687,0.0710581094,668.666687,0.06436116993,
668,0.004269164521,668,0.02591819689,668,0.0503729023,668,0.07090622187,668,0.06413258612,
667.333374,0.004311385099,667.333374,0.02587546967,667.333374,0.05021025985,667.333374,0.07075261325,667.333374,0.06401645392,
666.666687,0.004344119225,666.666687,0.02598019131,666.666687,0.05024461076,666.666687,0.07069290429,666.666687,0.06396587938,
666,0.004251806531,666,0.02586143091,666,0.05006844923,666,0.07050027698,666,0.06371212006,
665.333374,0.004379051737,665.333374,0.02596169524,665.333374,0.05008407682,665.333374,0.07042410225,665.333374,0.06362123787,
664.666687,0.004218844697,664.666687,0.02584983781,664.666687,0.04984465241,664.666687,0.07019890845,664.666687,0.063382864,
664,0.004158181138,664,0.02584566176,664,0.04976864904,664,0.06996994466,664,0.06320680678,
663.333374,0.004237403627,663.333374,0.02589698322,663.333374,0.04961784184,663.333374,0.06989160925,663.333374,0.06311932206,
662.666687,0.004174176138,662.666687,0.02584876493,662.666687,0.04965510219,662.666687,0.06986062974,662.666687,0.06294764578,
662,0.004188760184,662,0.02582931519,662,0.0495076105,662,0.06959279627,662,0.06283296645,
661.333374,0.004242709838,661.333374,0.02593344636,661.333374,0.04945794493,661.333374,0.06953166425,661.333374,0.06269881874,
660.666687,0.004242212977,660.666687,0.02593042515,660.666687,0.04945379868,660.666687,0.0694578439,660.666687,0.0625628829,
660,0.004131550435,660,0.02581953444,660,0.04925125465,660,0.06920516491,660,0.06246196479,
659.333374,0.004220073111,659.333374,0.02593317255,659.333374,0.04917900637,659.333374,0.06916549057,659.333374,0.06235177442,
658.666687,0.004213460255,658.666687,0.02587025054,658.666687,0.0491450876,658.666687,0.06904709339,658.666687,0.06217526272,
658,0.004117464647,658,0.02586992085,658,0.04897018522,658,0.06883808225,658,0.06195690483,
657.333374,0.004228385165,657.333374,0.02596309781,657.333374,0.04892394319,657.333374,0.06875504553,657.333374,0.06192994863,
656.666687,0.00409347564,656.666687,0.02596499398,656.666687,0.04882072285,656.666687,0.06857582182,656.666687,0.06170234457,
656,0.00412747357,656,0.02593253925,656,0.04881655425,656,0.06846943498,656,0.0615661554,
655.333374,0.00403418811,655.333374,0.02586788684,655.333374,0.04864247516,655.333374,0.06830147654,655.333374,0.06133808941,
654.666687,0.004204599187,654.666687,0.02594540082,654.666687,0.04856103659,654.666687,0.06817507744,654.666687,0.06130648777,
654,0.004160298035,654,0.02607718483,654,0.04851978645,654,0.06818870455,654,0.06117313728,
653.333374,0.004101053812,653.333374,0.02611121535,653.333374,0.04853564873,653.333374,0.06808319688,653.333374,0.06106368825,
652.666687,0.004160820507,652.666687,0.02605912648,652.666687,0.04849370942,652.666687,0.06794260442,652.666687,0.0609094128,
652,0.004091907758,652,0.02604521811,652,0.04827827215,652,0.06772626191,652,0.0607771948,
651.333374,0.004090078641,651.333374,0.02608493716,651.333374,0.04821113497,651.333374,0.06764243543,651.333374,0.06067416072,
650.666687,0.004120470025,650.666687,0.02607429959,650.666687,0.04810927063,650.666687,0.06746016443,650.666687,0.06047318876,
650,0.004143441096,650,0.02616812475,650,0.04811681807,650,0.06743836403,650,0.06043364853,
649.333374,0.004180500749,649.333374,0.0261683166,649.333374,0.04801439866,649.333374,0.06726463884,649.333374,0.06027796119,
648.666687,0.004119319841,648.666687,0.02623859607,648.666687,0.04798574746,648.666687,0.06723447889,648.666687,0.06006459519,
648,0.004161186516,648,0.02625399642,648,0.0478511937,648,0.06703086942,648,0.05992984399,
647.333374,0.004108736292,647.333374,0.0262238849,647.333374,0.04777949676,647.333374,0.06692483276,647.333374,0.05976019427,
646.666687,0.004178253002,646.666687,0.02630569786,646.666687,0.04773433134,646.666687,0.0668284148,646.666687,0.05964338407,
646,0.004107926507,646,0.02628067136,646,0.04761556908,646,0.06669009477,646,0.05942294002,
645.333374,0.004144590814,645.333374,0.02640719339,645.333374,0.04764806479,645.333374,0.06657828391,645.333374,0.05935642868,
644.666687,0.004144878592,644.666687,0.0263657663,644.666687,0.04752256721,644.666687,0.06646215916,644.666687,0.05921112373,
644,0.004229640123,644,0.02645387687,644,0.0475080125,644,0.06645829976,644,0.05915939063,
643.333374,0.004251702223,643.333374,0.02642702684,643.333374,0.04741024226,643.333374,0.06631436944,643.333374,0.05899214745,
642.666687,0.004256250802,642.666687,0.02658014745,642.666687,0.04738907889,642.666687,0.06620301306,642.666687,0.05890438706,
642,0.00422825478,642,0.02654965594,642,0.04733532295,642,0.06611704081,642,0.05877165124,
641.333374,0.004303829744,641.333374,0.02662285976,641.333374,0.04727040976,641.333374,0.06602053344,641.333374,0.0586855039,
640.666687,0.004309868906,640.666687,0.02670485713,640.666687,0.04729399085,640.666687,0.06602336466,640.666687,0.05858207494,
640,0.004309032112,640,0.02660882473,640,0.04706654325,640,0.06577996165,640,0.05835935846,
639.333374,0.004337268881,639.333374,0.02674364485,639.333374,0.04710136354,639.333374,0.06575316191,639.333374,0.05831118673,
638.666687,0.004269896541,638.666687,0.02673343197,638.666687,0.04697189853,638.666687,0.06562322378,638.666687,0.05811408535,
638,0.004367886577,638,0.02677993104,638,0.04693057016,638,0.06553022563,638,0.05802961066,
637.333374,0.004365742672,637.333374,0.02684474736,637.333374,0.04694487527,637.333374,0.06541579217,637.333374,0.057921011,
636.666687,0.004422852304,636.666687,0.02690321207,636.666687,0.04696013033,636.666687,0.06535455585,636.666687,0.05779247731,
636,0.004423218314,636,0.02696559578,636,0.04693178087,636,0.06527657062,636,0.05771956593,
635.333374,0.004493099637,635.333374,0.02703027427,635.333374,0.04678276181,635.333374,0.06517297775,635.333374,0.05755707249,
634.666687,0.004475418944,634.666687,0.0270974692,634.666687,0.04684362561,634.666687,0.06508879364,634.666687,0.05749356747,
634,0.004459412768,634,0.02716029249,634,0.04672202095,634,0.06495022029,634,0.05731266737,
633.333374,0.004521400202,633.333374,0.02722169273,633.333374,0.04661485553,633.333374,0.0649260506,633.333374,0.05715372413,
632.666687,0.004476334434,632.666687,0.02731061354,632.666687,0.04663139954,632.666687,0.06475795805,632.666687,0.0571305193,
632,0.004524800926,632,0.02727918886,632,0.04657828808,632,0.06476505101,632,0.05706763268,
631.333374,0.004588916432,631.333374,0.02741796896,631.333374,0.04661027342,631.333374,0.06465259194,631.333374,0.05693162233,
630.666687,0.004655265715,630.666687,0.02748729289,630.666687,0.04657995701,630.666687,0.06455529481,630.666687,0.05676045641,
630,0.004702757578,630,0.02770711109,630,0.04649031907,630,0.06454695016,630,0.05662215129,
629.333374,0.004678840749,629.333374,0.02768917754,629.333374,0.04644097015,629.333374,0.06436398625,629.333374,0.05645344034,
628.666687,0.00474609388,628.666687,0.02780040726,628.666687,0.04641256481,628.666687,0.06434750557,628.666687,0.0564237237,
628,0.004840421956,628,0.02790396474,628,0.04643500596,628,0.06427648664,628,0.05638372526,
627.333374,0.00481715193,627.333374,0.02791771106,627.333374,0.04638010263,627.333374,0.06424292922,627.333374,0.05629171804,
626.666687,0.004819010384,626.666687,0.02806238271,626.666687,0.04636244848,626.666687,0.06412034482,626.666687,0.05616614223,
626,0.004813958891,626,0.02807958797,626,0.0462589711,626,0.06402727962,626,0.05600172654,
625.333374,0.004899086431,625.333374,0.0282434579,625.333374,0.04635665938,625.333374,0.0639552027,625.333374,0.05605061352,
624.666687,0.00495173689,624.666687,0.02832670137,624.666687,0.04626571015,624.666687,0.06386820227,624.666687,0.05584458634,
624,0.00504312478,624,0.02847712114,624,0.04630697891,624,0.06381914765,624,0.0557644926,
623.333374,0.0050649927,623.333374,0.02853359282,623.333374,0.04629750177,623.333374,0.0637729466,623.333374,0.05555533618,
622.666687,0.005071906373,622.666687,0.02859308757,622.666687,0.04623127356,622.666687,0.06364521384,622.666687,0.05544897169,
622,0.005123268347,622,0.02874282375,622,0.046216961,622,0.06362313032,622,0.05542809144,
621.333374,0.005234236829,621.333374,0.02891043201,621.333374,0.04627912864,621.333374,0.06354506314,621.333374,0.05533122644,
620.666687,0.005247860681,620.666687,0.02898240089,620.666687,0.04620178789,620.666687,0.06354335696,620.666687,0.05517030135,
620,0.005266385153,620,0.02904987149,620,0.04614501446,620,0.0633764565,620,0.0550188981,
619.333374,0.005282918923,619.333374,0.02915447392,619.333374,0.04619951546,619.333374,0.06335093826,619.333374,0.05494501069,
618.666687,0.005421081558,618.666687,0.02934187651,618.666687,0.04623291269,618.666687,0.06330385804,618.666687,0.05486420169,
618,0.005453375168,618,0.02946718782,618,0.0462622568,618,0.06326261908,618,0.05478977785,
617.333374,0.005510863848,617.333374,0.0295424927,617.333374,0.0462144874,617.333374,0.06320434809,617.333374,0.05460927263,
616.666687,0.005671207793,616.666687,0.02981810831,616.666687,0.04624964297,616.666687,0.06314563751,616.666687,0.0546637252,
616,0.00573339453,616,0.02992436662,616,0.04628175125,616,0.06316680461,616,0.05451038852,
615.333374,0.005716109183,615.333374,0.03011379391,615.333374,0.04622951522,615.333374,0.06313788146,615.333374,0.05436927825,
614.666687,0.005959057249,614.666687,0.03025831096,614.666687,0.04637056962,614.666687,0.06311872602,614.666687,0.05423874035,
614,0.005984015763,614,0.03043483384,614,0.04636584595,614,0.06313336641,614,0.05428652093,
613.333374,0.006062679458,613.333374,0.03061342798,613.333374,0.04637189582,613.333374,0.06299124658,613.333374,0.0540972501,
612.666687,0.006123268045,612.666687,0.03082691506,612.666687,0.04647813365,612.666687,0.06296595931,612.666687,0.05404453725,
612,0.00625492353,612,0.03101784736,612,0.04647187889,612,0.06296503544,612,0.05402128771,
611.333374,0.00630382495,611.333374,0.03113021143,611.333374,0.04643370956,611.333374,0.06293666363,611.333374,0.05384880677,
610.666687,0.006515357643,610.666687,0.03140349686,610.666687,0.0465188995,610.666687,0.06292263418,610.666687,0.05381367356,
610,0.006502192933,610,0.03159515932,610,0.04643163458,610,0.06286492199,610,0.05361043289,
609.333374,0.006681724451,609.333374,0.03181107715,609.333374,0.04655304551,609.333374,0.06276766956,609.333374,0.05351145193,
608.666687,0.006776027381,608.666687,0.03202733025,608.666687,0.04671798274,608.666687,0.06274047494,608.666687,0.05349816009,
608,0.006887603085,608,0.03229309618,608,0.04666627198,608,0.06280679256,608,0.05345837027,
607.333374,0.006961511914,607.333374,0.03237586468,607.333374,0.04669031128,607.333374,0.06274403632,607.333374,0.05331359431,
606.666687,0.00711489236,606.666687,0.03264792636,606.666687,0.04671772569,606.666687,0.0626507625,606.666687,0.05320809782,
606,0.007234083023,606,0.03294364735,606,0.0467820093,606,0.06268747896,606,0.05312904343,
605.333374,0.00728420075,605.333374,0.03304793313,605.333374,0.04675995559,605.333374,0.06254138798,605.333374,0.05296688899,
604.666687,0.007396486122,604.666687,0.03325370699,604.666687,0.04683085158,604.666687,0.06253828108,604.666687,0.05283095688,
604,0.007605891209,604,0.03351130337,604,0.04687119275,604,0.06252094358,604,0.05271423981,
603.333374,0.007788541261,603.333374,0.03383206949,603.333374,0.04706302285,603.333374,0.06258177757,603.333374,0.05273405463,
602.666687,0.007976014167,602.666687,0.0341287367,602.666687,0.0470626168,602.666687,0.0625897646,602.666687,0.05266058072,
602,0.008085920475,602,0.03430344909,602,0.04709432274,602,0.06252656132,602,0.05253634229,
601.333374,0.00827267766,601.333374,0.03468947858,601.333374,0.04720896482,601.333374,0.06257759035,601.333374,0.05254747346,
600.666687,0.008460333571,600.666687,0.03492385894,600.666687,0.04726189375,600.666687,0.06254775822,600.666687,0.05242975056,
600,0.008629797027,600,0.03525644913,600,0.04737556726,600,0.06256733835,600,0.05230347812,
599.333374,0.008800013922,599.333374,0.03549647331,599.333374,0.0474453494,599.333374,0.06254868209,599.333374,0.05226394162,
598.666687,0.009006423876,598.666687,0.03584119678,598.666687,0.04753172025,598.666687,0.06254386902,598.666687,0.05217659846,
598,0.009189954959,598,0.03609029204,598,0.04759855568,598,0.06253439188,598,0.05208874121,
597.333374,0.009524703026,597.333374,0.03646333143,597.333374,0.04773054644,597.333374,0.06261320412,597.333374,0.0519949235,
596.666687,0.009728888981,596.666687,0.03674717993,596.666687,0.04780330509,596.666687,0.06256470829,596.666687,0.05191649869,
596,0.009945752099,596,0.03713121638,596,0.04787026718,596,0.06257672608,596,0.05183266476,
595.333374,0.01026981883,595.333374,0.03751073778,595.333374,0.04795678332,595.333374,0.06258557737,595.333374,0.05174476281,
594.666687,0.0103307059,594.666687,0.03779355064,594.666687,0.04795588553,594.666687,0.06240368262,594.666687,0.05158997327,
594,0.01075163577,594,0.03820135072,594,0.04817402363,594,0.06256213784,594,0.0515839383,
593.333374,0.01099494845,593.333374,0.03861720487,593.333374,0.04832777381,593.333374,0.06255337596,593.333374,0.05150515214,
592.666687,0.01134937257,592.666687,0.03900521994,592.666687,0.04846027866,592.666687,0.06264708191,592.666687,0.05142419413,
592,0.01162266545,592,0.03942155838,592,0.04857568443,592,0.06263108552,592,0.05132463202,
591.333374,0.01192380022,591.333374,0.03979346901,591.333374,0.04871020466,591.333374,0.06256371737,591.333374,0.05120281503,
590.666687,0.01245953329,590.666687,0.04026478156,590.666687,0.04885267466,590.666687,0.0626937598,590.666687,0.05117503181,
590,0.01277188584,590,0.04062786326,590,0.04892057925,590,0.06264785677,590,0.05108300969,
589.333374,0.0133126704,589.333374,0.04114085808,589.333374,0.04912007228,589.333374,0.06267668307,589.333374,0.0510109812,
588.666687,0.01373674255,588.666687,0.04161842167,588.666687,0.04927030206,588.666687,0.06281355023,588.666687,0.05097080767,
588,0.01416684594,588,0.04209764674,588,0.04946769401,588,0.06283054501,588,0.05080276355,
587.333374,0.01477356255,587.333374,0.04268477485,587.333374,0.0497010164,587.333374,0.0628534928,587.333374,0.05081859231,
