t=1hr FeCl3 0 uM,,t=1hr FeCl3 5 uM,,t=1hr FeCl3 20 uM,,t=1hr FeCl3 50 uM,,t=1hr FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
847.333374,0.004140932113,847.333374,0.02372554131,847.333374,0.08241817355,847.333374,0.1210074201,847.333374,0.1148803756,
846.666687,0.004296718631,846.666687,0.02383480407,846.666687,0.08243228495,846.666687,0.121033214,846.666687,0.1147365347,
846,0.003849949688,846,0.0234974809,846,0.08223900944,846,0.1204675436,846,0.1140235141,
845.333374,0.003926059697,845.333374,0.02345884405,845.333374,0.08179021627,845.333374,0.1201218367,845.333374,0.1141780987,
844.666687,0.004210715648,844.666687,0.02368136309,844.666687,0.08161812276,844.666687,0.1202528253,844.666687,0.1140112579,
844,0.00446584681,844,0.02379619144,844,0.08178018034,844,0.1202420369,844,0.1140628606,
843.333374,0.004399892408,843.333374,0.0236853268,843.333374,0.08158625662,843.333374,0.1197487041,843.333374,0.113582544,
842.666687,0.004052634351,842.666687,0.02380603552,842.666687,0.08132327348,842.666687,0.1195309684,842.666687,0.1133345738,
842,0.004186015576,842,0.02374087833,842,0.08142698556,842,0.1193355545,842,0.1133518443,
841.333374,0.004385379609,841.333374,0.02338988706,841.333374,0.08123287559,841.333374,0.1191432625,841.333374,0.1128983349,
840.666687,0.004413281102,840.666687,0.02391561866,840.666687,0.08143045008,840.666687,0.1192379519,840.666687,0.1129157245,
840,0.004680044483,840,0.0235450007,840,0.08120135963,840,0.1187681481,840,0.1127434671,
839.333374,0.004216100089,839.333374,0.02356973477,839.333374,0.08086182177,839.333374,0.1183833629,839.333374,0.1123364866,
838.666687,0.004244226031,838.666687,0.02349089459,838.666687,0.08046083152,838.666687,0.1182623506,838.666687,0.1119736731,
838,0.004180683754,838,0.02354923822,838,0.08060413599,838,0.1179266423,838,0.1117377952,
837.333374,0.004301999696,837.333374,0.02349791862,837.333374,0.08052859455,837.333374,0.1179363206,837.333374,0.1118990406,
836.666687,0.004645427689,836.666687,0.02383031882,836.666687,0.08076435328,836.666687,0.1180392057,836.666687,0.1115820035,
836,0.004487868398,836,0.02395487018,836,0.08046503365,836,0.1179081649,836,0.1114911139,
835.333374,0.004409960005,835.333374,0.0234194193,835.333374,0.08021555096,835.333374,0.1173711121,835.333374,0.1110915244,
834.666687,0.004777002148,834.666687,0.0236386098,834.666687,0.08011362702,834.666687,0.1174243987,834.666687,0.1109998971,
834,0.004373037722,834,0.02357052639,834,0.07988584042,834,0.1170503944,834,0.1106356233,
833.333374,0.004289843142,833.333374,0.02352568135,833.333374,0.07968175411,833.333374,0.1166545004,833.333374,0.1102607101,
832.666687,0.004435823299,832.666687,0.02362234704,832.666687,0.07982184738,832.666687,0.1166456267,832.666687,0.1102715507,
832,0.004516770598,832,0.02369874902,832,0.07943455875,832,0.1161830798,832,0.1100171953,
831.333374,0.004328248557,831.333374,0.023524452,831.333374,0.07931164652,831.333374,0.1161055639,831.333374,0.1097370163,
830.666687,0.004608537536,830.666687,0.02364260145,830.666687,0.07945333421,830.666687,0.1161117852,830.666687,0.1095680818,
830,0.004411869217,830,0.02342788875,830,0.07906649262,830,0.1157949716,830,0.109136872,
829.333374,0.004415007308,829.333374,0.02338226512,829.333374,0.0788468048,829.333374,0.115554139,829.333374,0.1091236249,
828.666687,0.0044938582,828.666687,0.02350923046,828.666687,0.07865257561,828.666687,0.1152521819,828.666687,0.1088004634,
828,0.004453319125,828,0.02330209501,828,0.07855448127,828,0.1149227694,828,0.1084555089,
827.333374,0.004344982095,827.333374,0.02333877794,827.333374,0.07842254639,827.333374,0.1148230806,827.333374,0.1080552116,
826.666687,0.004291019402,826.666687,0.02336046658,826.666687,0.07828541845,826.666687,0.1144930944,826.666687,0.1080610529,
826,0.004265818279,826,0.02341004834,826,0.07800915092,826,0.1143062636,826,0.1079010665,
825.333374,0.004217955749,825.333374,0.02321481146,825.333374,0.07795800269,825.333374,0.1142243296,825.333374,0.1075939015,
824.666687,0.004262942821,824.666687,0.02293563075,824.666687,0.07786264271,824.666687,0.1138696522,824.666687,0.1071504951,
824,0.004238501191,824,0.02310444973,824,0.0776187703,824,0.1135359481,824,0.1070342585,
823.333374,0.004197489936,823.333374,0.02297965065,823.333374,0.07754145563,823.333374,0.1133728847,823.333374,0.1068440899,
822.666687,0.004217511509,822.666687,0.02318387479,822.666687,0.07738347352,822.666687,0.1131882519,822.666687,0.1066592038,
822,0.004099329002,822,0.02305323817,822,0.07706858218,822,0.1129903272,822,0.1064355895,
821.333374,0.004097447265,821.333374,0.02288184501,821.333374,0.07697671652,821.333374,0.1124802083,821.333374,0.1059720293,
820.666687,0.004332144279,820.666687,0.0232447423,820.666687,0.07715260983,820.666687,0.1126594767,820.666687,0.1061292887,
820,0.004123788793,820,0.02288793027,820,0.07673311979,820,0.1124176979,820,0.1057655737,
819.333374,0.004130714107,819.333374,0.02298546396,819.333374,0.07653816789,819.333374,0.1119495556,819.333374,0.1052781492,
818.666687,0.004103875719,818.666687,0.02300768159,818.666687,0.07642811537,818.666687,0.1117395386,818.666687,0.1053028628,
818,0.004325058777,818,0.02308495715,818,0.07637067139,818,0.1115097478,818,0.1050599664,
817.333374,0.004159958102,817.333374,0.02294048853,817.333374,0.07609195262,817.333374,0.1114176363,817.333374,0.1047390848,
816.666687,0.004136672243,816.666687,0.02285442315,816.666687,0.07592909783,816.666687,0.1110751703,816.666687,0.1044829711,
816,0.004115765914,816,0.02291753702,816,0.07600603253,816,0.1109755635,816,0.1044399068,
815.333374,0.004179664422,815.333374,0.02297451906,815.333374,0.07591371238,815.333374,0.1107694581,815.333374,0.1041852534,
814.666687,0.004094364122,814.666687,0.02292433195,814.666687,0.07557258755,814.666687,0.1103885919,814.666687,0.1037804857,
814,0.004224203061,814,0.02300110273,814,0.07548815757,814,0.1102914065,814,0.1037427485,
813.333374,0.004064183682,813.333374,0.0228407532,813.333374,0.07534495741,813.333374,0.1101674214,813.333374,0.1034962609,
812.666687,0.004207369871,812.666687,0.02273438685,812.666687,0.07526411116,812.666687,0.1100511402,812.666687,0.1033790931,
812,0.004314234946,812,0.02284291014,812,0.07517179847,812,0.1096958965,812,0.1030945703,
811.333374,0.004096428398,811.333374,0.02283990756,811.333374,0.07485985756,811.333374,0.1093889177,811.333374,0.1028443128,
810.666687,0.004218112677,810.666687,0.02280176617,810.666687,0.0749200806,810.666687,0.1094002724,810.666687,0.1026511118,
810,0.00419124309,810,0.02262938209,810,0.07461409271,810,0.1090685874,810,0.1022202596,
809.333374,0.004321450833,809.333374,0.02286899276,809.333374,0.07461812347,809.333374,0.1089239269,809.333374,0.1021990404,
808.666687,0.004202037584,808.666687,0.02284149081,808.666687,0.07442893833,808.666687,0.1085962579,808.666687,0.102024883,
808,0.004112159833,808,0.02278700843,808,0.07428047061,808,0.1083169952,808,0.1017147452,
807.333374,0.004270053003,807.333374,0.02281426266,807.333374,0.07426216453,807.333374,0.1081362218,807.333374,0.1015705839,
806.666687,0.004215472843,806.666687,0.02276122943,806.666687,0.07402819395,806.666687,0.1079103574,806.666687,0.1013262719,
806,0.004330837168,806,0.02279612049,806,0.0740134865,806,0.1079155356,806,0.1012333781,
805.333374,0.004059715662,805.333374,0.02285398729,805.333374,0.07372716069,805.333374,0.1075649485,805.333374,0.100861527,
804.666687,0.004064261913,804.666687,0.02279532887,804.666687,0.0735501349,804.666687,0.1072958931,804.666687,0.1007101387,
804,0.004350211006,804,0.02279527485,804,0.07366482913,804,0.1071329415,804,0.1006058604,
803.333374,0.004016839899,803.333374,0.02291287109,803.333374,0.07333953679,803.333374,0.1068685278,803.333374,0.1002030224,
802.666687,0.004136280622,802.666687,0.02272764966,802.666687,0.07300743461,802.666687,0.1066693291,802.666687,0.1000560671,
802,0.00412028702,802,0.0227079019,802,0.07296536118,802,0.1063318774,802,0.09981091321,
801.333374,0.004011692945,801.333374,0.02268943749,801.333374,0.07272351533,801.333374,0.1062114611,801.333374,0.09953033924,
800.666687,0.003951397724,800.666687,0.0227556359,800.666687,0.07275430113,800.666687,0.1060397625,800.666687,0.09929780662,
800,0.004024024587,800,0.02258725278,800,0.07260322571,800,0.1057351977,800,0.09906677157,
799.333374,0.004157972056,799.333374,0.02258493379,799.333374,0.0724882558,799.333374,0.105565697,799.333374,0.09903561324,
798.666687,0.003977495246,798.666687,0.02230056934,798.666687,0.07211139053,798.666687,0.105140619,798.666687,0.09854818135,
798,0.003920809366,798,0.02239680104,798,0.07193597406,798,0.1047439277,798,0.09820117801,
797.333374,0.00400416879,797.333374,0.02248705365,797.333374,0.07189103961,797.333374,0.1046839356,797.333374,0.09816599637,
796.666687,0.003881029319,796.666687,0.02233629674,796.666687,0.07170850039,796.666687,0.1044069156,796.666687,0.09791801125,
796,0.004172006622,796,0.02254929766,796,0.071842134,796,0.1043158993,796,0.09780872613,
795.333374,0.004062694032,795.333374,0.02253820002,795.333374,0.07162106782,795.333374,0.1040398702,795.333374,0.09756357223,
794.666687,0.004000092857,794.666687,0.02229146846,794.666687,0.07114531845,794.666687,0.1036948264,794.666687,0.09721631557,
794,0.003968090285,794,0.02236352116,794,0.0711485818,794,0.1034753025,794,0.09703424573,
793.333374,0.003859638935,793.333374,0.02233686857,793.333374,0.07098549604,793.333374,0.1033054292,793.333374,0.09679107368,
792.666687,0.003923290875,792.666687,0.02231923677,792.666687,0.0710401237,792.666687,0.1032621861,792.666687,0.09649696946,
792,0.003843707731,792,0.02223664708,792,0.07071398199,792,0.1028426662,792,0.09641780704,
791.333374,0.004059401806,791.333374,0.02248244733,791.333374,0.07074688375,791.333374,0.1027831733,791.333374,0.09628544003,
790.666687,0.003933530301,790.666687,0.02224678174,790.666687,0.07051285356,790.666687,0.102579087,790.666687,0.09604156017,
790,0.003908036277,790,0.02238916792,790,0.0703857094,790,0.1022983268,790,0.09578697383,
789.333374,0.003921775613,789.333374,0.02242798172,789.333374,0.07036239654,789.333374,0.102064833,789.333374,0.09570839256,
788.666687,0.003910726868,788.666687,0.02240279689,788.666687,0.07016705722,788.666687,0.101858303,788.666687,0.09536667913,
788,0.003889909713,788,0.02230525762,788,0.06993357092,788,0.1017822176,788,0.09514258802,
787.333374,0.003989564721,787.333374,0.02234008349,787.333374,0.06990186125,787.333374,0.1014945135,787.333374,0.09499498457,
786.666687,0.003940400202,786.666687,0.02237698622,786.666687,0.06971374154,786.666687,0.1012878641,786.666687,0.09479217231,
786,0.004007016309,786,0.0222913865,786,0.06970997155,786,0.1010232568,786,0.09448473901,
785.333374,0.004053601064,785.333374,0.02243245207,785.333374,0.06953740865,785.333374,0.1009544358,785.333374,0.09433993697,
784.666687,0.00385885546,784.666687,0.02233727649,784.666687,0.06932290643,784.666687,0.1006348431,784.666687,0.09403748065,
784,0.003926712554,784,0.02240437828,784,0.06923224777,784,0.1004507467,784,0.09393067658,
783.333374,0.003790826071,783.333374,0.02233474329,783.333374,0.06904254109,783.333374,0.1001522243,783.333374,0.09367366135,
782.666687,0.004037506413,782.666687,0.02248918079,782.666687,0.0689464733,782.666687,0.1000392511,782.666687,0.09359938651,
782,0.003759256564,782,0.02224482037,782,0.06875895709,782,0.09984169155,782,0.09324238449,
781.333374,0.003833130933,781.333374,0.02233643271,781.333374,0.0685877353,781.333374,0.09953799099,781.333374,0.09297663718,
780.666687,0.003765810514,780.666687,0.02224659175,780.666687,0.06838009506,780.666687,0.09930951893,780.666687,0.09273217618,
780,0.0038975887,780,0.02226517349,780,0.0683715269,780,0.09912872314,780,0.0924981311,
779.333374,0.003798790509,779.333374,0.02238805033,779.333374,0.06813631207,779.333374,0.09893339872,779.333374,0.09237848222,
778.666687,0.00376092759,778.666687,0.0222234875,778.666687,0.06798997521,778.666687,0.09872139245,778.666687,0.09205594659,
778,0.0038180626,778,0.02232852951,778,0.06804446876,778,0.09857790172,778,0.09205713123,
777.333374,0.003854911774,777.333374,0.02239701897,777.333374,0.0678685084,777.333374,0.0983985737,777.333374,0.09178955108,
776.666687,0.00395657029,776.666687,0.02249114402,776.666687,0.06774701178,776.666687,0.09818945825,776.666687,0.0916377157,
776,0.003918536939,776,0.02228934318,776,0.06756953895,776,0.09787296504,776,0.09138288349,
775.333374,0.003823442152,775.333374,0.02234310843,775.333374,0.0672487095,775.333374,0.09774359316,775.333374,0.09111782908,
774.666687,0.003925981466,774.666687,0.02244572714,774.666687,0.06729685515,774.666687,0.09751042724,774.666687,0.09102702886,
774,0.003831537906,774,0.02237019874,774,0.06720471382,774,0.09733370692,774,0.09068205953,
773.333374,0.003851124784,773.333374,0.02259575948,773.333374,0.06718138605,773.333374,0.09725105762,773.333374,0.09066218883,
772.666687,0.003877033247,772.666687,0.02254073508,772.666687,0.06697508693,772.666687,0.09705068916,772.666687,0.09032435715,
772,0.003863948165,772,0.02244981565,772,0.06674222648,772,0.09675258398,772,0.09004042298,
771.333374,0.003781242529,771.333374,0.02240974642,771.333374,0.06659325212,771.333374,0.09650278836,771.333374,0.08985503018,
770.666687,0.003823076608,770.666687,0.02245913818,770.666687,0.06649667025,770.666687,0.09628272802,770.666687,0.08978359401,
770,0.003802838037,770,0.02243825793,770,0.06635339558,770,0.09621436149,770,0.08952456713,
769.333374,0.003917465918,769.333374,0.02268531919,769.333374,0.06639172882,769.333374,0.09616025537,769.333374,0.08948264271,
768.666687,0.003940400202,768.666687,0.02250570059,768.666687,0.06621652097,768.666687,0.09585911036,768.666687,0.08919553459,
768,0.00389980874,768,0.02252298594,768,0.0661130324,768,0.09559124708,768,0.08893755823,
767.333374,0.003864287864,767.333374,0.0224724412,767.333374,0.06588629633,767.333374,0.09527015686,767.333374,0.08866459131,
766.666687,0.003887402127,766.666687,0.02254872397,766.666687,0.06575105339,766.666687,0.09524775296,766.666687,0.08857062459,
766,0.003789964132,766,0.02247118764,766,0.06557920575,766,0.09487957507,766,0.08823115379,
765.333374,0.003923891578,765.333374,0.02261173911,765.333374,0.06547565758,765.333374,0.09478831291,765.333374,0.08827187866,
764.666687,0.003811168484,764.666687,0.02254534326,764.666687,0.06536301225,764.666687,0.09461971372,764.666687,0.08785489202,
764,0.003853971604,764,0.02258891612,764,0.0652898401,764,0.09455363452,764,0.08789257705,
763.333374,0.003938467242,763.333374,0.02261212096,763.333374,0.06515108049,763.333374,0.09424258024,763.333374,0.08757646382,
762.666687,0.00374849909,762.666687,0.02246917039,762.666687,0.06489358842,762.666687,0.09401299059,762.666687,0.08722152561,
762,0.003818506608,762,0.02259826846,762,0.06486281008,762,0.09384228289,762,0.08713597059,
761.333374,0.003932407126,761.333374,0.02271232009,761.333374,0.06478425115,761.333374,0.09365838021,761.333374,0.08696712554,
760.666687,0.003791087074,760.666687,0.02262035571,760.666687,0.06451156735,760.666687,0.09334413707,760.666687,0.08666088432,
760,0.003829970956,760,0.02272025868,760,0.06453508139,760,0.09328489751,760,0.08661901206,
759.333374,0.003876537085,759.333374,0.02278586291,759.333374,0.06449721754,759.333374,0.09318793565,759.333374,0.08641306311,
758.666687,0.003729908727,758.666687,0.0226643458,758.666687,0.06411317736,758.666687,0.09271730483,758.666687,0.08594358712,
758,0.003911667038,758,0.02271264791,758,0.06416820735,758,0.0925712958,758,0.08596809953,
757.333374,0.003875622759,757.333374,0.0227548182,757.333374,0.06404627115,757.333374,0.09249694645,757.333374,0.08575684577,
756.666687,0.003713251324,756.666687,0.02261094935,756.666687,0.06364863366,756.666687,0.0921112746,756.666687,0.08546447009,
756,0.003791844472,756,0.02284763008,756,0.06368007511,756,0.09210842848,756,0.08548681438,
755.333374,0.003807799658,755.333374,0.02277233079,755.333374,0.06356336921,755.333374,0.09178808331,755.333374,0.08509365469,
754.666687,0.003806781257,754.666687,0.02282765694,754.666687,0.0635035634,754.666687,0.09163238108,754.666687,0.08498673141,
754,0.003889753018,754,0.02275760099,754,0.06329313666,754,0.09153172374,754,0.08479514718,
753.333374,0.003740431042,753.333374,0.0226957649,753.333374,0.06314662844,753.333374,0.0910442695,753.333374,0.08438745886,
752.666687,0.003866272746,752.666687,0.02279494703,752.666687,0.06297595799,752.666687,0.09113682806,752.666687,0.08436620981,
752,0.003845405299,752,0.02285936102,752,0.0630024448,752,0.09086997062,752,0.08425399661,
751.333374,0.003712833626,751.333374,0.02286037058,751.333374,0.06267522275,751.333374,0.09065558761,751.333374,0.08396106213,
750.666687,0.003790669376,750.666687,0.02286653779,750.666687,0.06275420636,750.666687,0.09059397131,750.666687,0.08393646777,
750,0.003627181053,750,0.02283101343,750,0.06242026761,750,0.09017366916,750,0.08352722973,
749.333374,0.003798894817,749.333374,0.02286443673,749.333374,0.06249065697,749.333374,0.09013222158,749.333374,0.08339208364,
748.666687,0.003731945297,748.666687,0.02295074798,748.666687,0.06229045987,748.666687,0.08984617889,748.666687,0.08320108056,
748,0.003963492811,748,0.02309159189,748,0.06239328161,748,0.08976755291,748,0.08322710544,
747.333374,0.003622352146,747.333374,0.02295997366,747.333374,0.06200581044,747.333374,0.08947793394,747.333374,0.08282207698,
746.666687,0.003727820003,746.666687,0.02303298377,746.666687,0.06195908412,746.666687,0.08937638253,746.666687,0.08267074078,
746,0.00373782008,746,0.02293955907,746,0.06177470833,746,0.0890917629,746,0.08241163194,
745.333374,0.003710014047,745.333374,0.02302888967,745.333374,0.06164007634,745.333374,0.08903065324,745.333374,0.08220225573,
744.666687,0.003757872619,744.666687,0.02306153625,744.666687,0.06156910956,744.666687,0.08878871799,744.666687,0.08210586011,
744,0.003746958449,744,0.0229696352,744,0.06131999195,744,0.08851134032,744,0.08173006028,
743.333374,0.003800200531,743.333374,0.02308364771,743.333374,0.06130162999,743.333374,0.08842857182,743.333374,0.08177899569,
742.666687,0.00376309501,742.666687,0.0231433548,742.666687,0.06122615561,742.666687,0.08829902858,742.666687,0.08154131472,
742,0.003751318902,742,0.02320323326,742,0.06120872125,742,0.08810376376,742,0.08137927949,
741.333374,0.00363767473,741.333374,0.02313415334,741.333374,0.06095584854,741.333374,0.0877411738,741.333374,0.0810681507,
740.666687,0.003751031822,740.666687,0.02314472012,740.666687,0.06095316634,740.666687,0.08764284849,740.666687,0.08101068437,
740,0.003749569412,740,0.02316268533,740,0.06072426215,740,0.08749729395,740,0.0807890743,
739.333374,0.00377991097,739.333374,0.02312361449,739.333374,0.06051671878,739.333374,0.08730754256,739.333374,0.08064639568,
738.666687,0.0036419034,738.666687,0.02322660945,738.666687,0.06051582471,738.666687,0.08709367365,738.666687,0.08046344668,
738,0.003682862502,738,0.02321156301,738,0.06023329124,738,0.08691225946,738,0.08021627367,
737.333374,0.003712442005,737.333374,0.02332697809,737.333374,0.06027495489,737.333374,0.08679296821,737.333374,0.08014129847,
736.666687,0.003698813729,736.666687,0.02326620743,736.666687,0.06014316902,736.666687,0.08650725335,736.666687,0.07981528342,
736,0.003739047097,736,0.02335352823,736,0.05998485163,736,0.08641593158,736,0.07973639667,
735.333374,0.003863034071,735.333374,0.02338385023,735.333374,0.05990164354,735.333374,0.08625043184,735.333374,0.07956577092,
734.666687,0.003712520469,734.666687,0.02341838181,734.666687,0.05990532786,734.666687,0.08608750999,734.666687,0.07946231216,
734,0.003719282569,734,0.02341168746,734,0.05962589383,734,0.08586601168,734,0.07923844457,
733.333374,0.003764557187,733.333374,0.02348889969,733.333374,0.05953337252,733.333374,0.0857264474,733.333374,0.07898088545,
732.666687,0.003793045646,732.666687,0.02348518372,732.666687,0.05942967907,732.666687,0.08548347652,732.666687,0.07878153026,
732,0.003714113031,732,0.02336663939,732,0.05934105814,732,0.08519984782,732,0.07863216102,
731.333374,0.003776438069,731.333374,0.02351494133,731.333374,0.05923699588,731.333374,0.08521430939,731.333374,0.07848032564,
730.666687,0.003689571982,730.666687,0.02334350348,730.666687,0.05897287652,730.666687,0.08491064608,730.666687,0.07826260477,
730,0.003741501365,730,0.02353652939,730,0.05898022652,730,0.08484722674,730,0.07811715454,
729.333374,0.003711345606,729.333374,0.02358577773,729.333374,0.05887598544,729.333374,0.08469314128,729.333374,0.07795924693,
728.666687,0.00370826479,728.666687,0.02359282784,728.666687,0.058735881,728.666687,0.08447024226,728.666687,0.07775339484,
728,0.003680095309,728,0.02353923582,728,0.05856281891,728,0.08426188678,728,0.07755856961,
727.333374,0.00374024827,727.333374,0.02353019081,727.333374,0.05841413885,727.333374,0.0840261057,727.333374,0.07734941691,
726.666687,0.00380281196,726.666687,0.02372116596,726.666687,0.05843199417,726.666687,0.08390785754,726.666687,0.07733751088,
726,0.003746514674,726,0.02363642305,726,0.05828673393,726,0.08377702534,726,0.07711884379,
725.333374,0.003758264473,725.333374,0.02369530499,725.333374,0.05817721039,725.333374,0.0836052075,725.333374,0.0769476071,
724.666687,0.003677223576,724.666687,0.02362983674,724.666687,0.05810349435,724.666687,0.08334030211,724.666687,0.07672802359,
724,0.003732154146,724,0.02368084341,724,0.05784795433,724,0.08317837864,724,0.07644014806,
723.333374,0.003671558574,723.333374,0.02373576537,723.333374,0.05777994171,723.333374,0.08299034834,723.333374,0.07643280178,
722.666687,0.003667303361,722.666687,0.02370807156,722.666687,0.05764488876,722.666687,0.0828082934,722.666687,0.076197505,
722,0.003853214206,722,0.02386885136,722,0.05769969523,722,0.08280772716,722,0.07610789686,
721.333374,0.003723355476,721.333374,0.02377079055,721.333374,0.05739030242,721.333374,0.08252140135,721.333374,0.07585344464,
720.666687,0.003766881069,720.666687,0.02378755063,720.666687,0.05742782354,720.666687,0.08233530819,720.666687,0.07561799884,
720,0.00376432226,720,0.02392713353,720,0.05741266534,720,0.08217547834,720,0.07553626597,
719.333374,0.00364438328,719.333374,0.02379118837,719.333374,0.0571699366,719.333374,0.08188222349,719.333374,0.07530031353,
718.666687,0.003791661467,718.666687,0.02397582307,718.666687,0.05714616552,718.666687,0.08187294006,718.666687,0.07524970174,
718,0.003699544817,718,0.02375662699,718,0.0569127053,718,0.08165670186,718,0.07502316684,
717.333374,0.003670932027,717.333374,0.0239403192,717.333374,0.05687446147,717.333374,0.08146683127,717.333374,0.0748295933,
716.666687,0.00363678718,716.666687,0.02388698421,716.666687,0.05677833408,716.666687,0.08118188381,716.666687,0.07468482852,
716,0.003727532923,716,0.02394644544,716,0.05657355487,716,0.0810956955,716,0.07447739691,
715.333374,0.00377024943,715.333374,0.0239384044,715.333374,0.05656034499,715.333374,0.08090966195,715.333374,0.07434819639,
714.666687,0.003694166662,714.666687,0.0239192564,714.666687,0.05640456453,714.666687,0.0808223784,714.666687,0.07409941405,
714,0.003690590151,714,0.02402003296,714,0.05641202256,714,0.08062651008,714,0.07405139506,
713.333374,0.003613999346,713.333374,0.02390268259,713.333374,0.05606366321,713.333374,0.08038506657,713.333374,0.07371510565,
712.666687,0.003626972204,712.666687,0.02403414994,712.666687,0.05612401664,712.666687,0.08026132733,712.666687,0.07360371202,
712,0.003733825171,712,0.02409976162,712,0.05606808141,712,0.08016723394,712,0.07354231924,
711.333374,0.003735496197,711.333374,0.02411576919,711.333374,0.05591801181,711.333374,0.07994894683,711.333374,0.07334768772,
710.666687,0.003738446627,710.666687,0.02413073741,710.666687,0.05576205254,710.666687,0.0798182413,710.666687,0.07317048311,
710,0.003712128848,710,0.0241267141,710,0.05568644404,710,0.07963261753,710,0.07297047228,
709.333374,0.003635847475,709.333374,0.0241108425,709.333374,0.05562509224,709.333374,0.07939856499,709.333374,0.07286637276,
708.666687,0.003735235194,708.666687,0.02416305616,708.666687,0.05541856214,708.666687,0.07926186919,708.666687,0.07273315638,
708,0.003761319444,708,0.02417534404,708,0.05534651503,708,0.07918784022,708,0.07252202928,
707.333374,0.003688710276,707.333374,0.02417356521,707.333374,0.05524811149,707.333374,0.07906127721,707.333374,0.07229791582,
706.666687,0.003687509568,706.666687,0.02425055765,706.666687,0.0551803261,706.666687,0.07881610841,706.666687,0.07221647352,
706,0.003719935194,706,0.02418662049,706,0.05502286553,706,0.07860966772,706,0.0719621554,
705.333374,0.003733094083,705.333374,0.02430256829,705.333374,0.05497150868,705.333374,0.07856077701,705.333374,0.07194913924,
704.666687,0.003702495014,704.666687,0.02427667193,704.666687,0.05491730943,704.666687,0.07828126103,704.666687,0.07175222784,
704,0.003673908068,704,0.02430826239,704,0.05477568507,704,0.07818480581,704,0.07153300196,
703.333374,0.003778709797,703.333374,0.02434585243,703.333374,0.05476282164,703.333374,0.07808471471,703.333374,0.07146266103,
702.666687,0.003831302747,702.666687,0.02441964298,702.666687,0.05460789055,702.666687,0.07797621936,702.666687,0.07137941569,
702,0.003802472493,702,0.02436110191,702,0.05453005061,702,0.07771342993,702,0.07114226371,
701.333374,0.003714765655,701.333374,0.02440778539,701.333374,0.05443526432,701.333374,0.07764845341,701.333374,0.07098452002,
700.666687,0.003859873861,700.666687,0.02450747043,700.666687,0.05439515412,700.666687,0.07748099416,700.666687,0.07083579153,
700,0.003776359605,700,0.02449528128,700,0.05420158431,700,0.07729402184,700,0.07067188621,
699.333374,0.003797223559,699.333374,0.02448323183,699.333374,0.05408766121,699.333374,0.0771241039,699.333374,0.07059939951,
698.666687,0.003742206376,698.666687,0.02444289252,698.666687,0.05404406786,698.666687,0.07695811242,698.666687,0.07038897276,
698,0.003704374656,698,0.02452272549,698,0.05395052955,698,0.0767563805,698,0.07022166997,
697.333374,0.003834985197,697.333374,0.0245882459,697.333374,0.05389015377,697.333374,0.07678217441,697.333374,0.07005078346,
696.666687,0.003903857432,696.666687,0.02461925708,696.666687,0.05379222706,696.666687,0.07666502148,696.666687,0.07008068264,
696,0.003760040039,696,0.02463353053,696,0.05365082249,696,0.07639360428,696,0.06981414557,
695.333374,0.003764452646,695.333374,0.02458756231,695.333374,0.05360867456,695.333374,0.0762604773,695.333374,0.06962874532,
694.666687,0.003800879465,694.666687,0.02459139749,694.666687,0.05346170813,694.666687,0.07603544742,694.666687,0.06938324869,
694,0.00381928985,694,0.02466610633,694,0.05346923321,694,0.07603985816,694,0.06938695908,
693.333374,0.003861858975,693.333374,0.02471175604,693.333374,0.05334016681,693.333374,0.07584743202,693.333374,0.06926290691,
692.666687,0.003867212916,692.666687,0.02481731959,692.666687,0.05330256,692.666687,0.07566917688,692.666687,0.06903613359,
692,0.003872880479,692,0.02476944029,692,0.05314299837,692,0.07553245127,692,0.06890366971,
691.333374,0.003844830906,691.333374,0.02478355356,691.333374,0.05310195684,691.333374,0.07538535446,691.333374,0.0688361153,
690.666687,0.003878313117,690.666687,0.02489434369,690.666687,0.05302061141,690.666687,0.07528153807,690.666687,0.06865625083,
690,0.003865854815,690,0.02489253506,690,0.05292241275,690,0.07511046529,690,0.06849561632,
689.333374,0.003924048506,689.333374,0.02482225373,689.333374,0.05269609019,689.333374,0.07491506636,689.333374,0.06836782396,
688.666687,0.003810489317,688.666687,0.02488672175,688.666687,0.05269141123,688.666687,0.07489743829,688.666687,0.06816844642,
688,0.004012920894,688,0.02495334111,688,0.05267969519,688,0.07471916825,688,0.0681629926,
687.333374,0.003978879657,687.333374,0.02506924793,687.333374,0.05257090554,687.333374,0.07457066327,687.333374,0.06799242646,
686.666687,0.003836656455,686.666687,0.02492762357,686.666687,0.05237928405,686.666687,0.07433935255,686.666687,0.06774755567,
686,0.003973184619,686,0.02511101589,686,0.0524635762,686,0.07435093075,686,0.06772323698,
685.333374,0.004042888526,685.333374,0.02514554746,685.333374,0.05244207755,685.333374,0.07425248623,685.333374,0.06758710742,
684.666687,0.003937814385,684.666687,0.02512511425,684.666687,0.05216857046,684.666687,0.07402647287,684.666687,0.06739237905,
684,0.004113048315,684,0.02518274263,684,0.0522287339,684,0.07401434332,684,0.06736928225,
683.333374,0.004052948207,683.333374,0.02520910464,683.333374,0.05209256709,683.333374,0.07377314568,683.333374,0.06713690609,
