imine t=24hrs FeCl3 0uM,,imine t=24hrs FeCl3 5uM,,imine t=24hrs FeCl3 20uM,,imine t=24hrs FeCl3 50uM,,imine t=24hrs FeCl3 100uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
459.9999695,0.7745864391,459.9999695,0.1779677868,459.9999695,0.04748424515,459.9999695,0.07352315634,459.9999695,0.1428164691,
459.333313,0.7731034756,459.333313,0.1796225756,459.333313,0.04841113836,459.333313,0.07434003055,459.333313,0.1415687203,
458.666626,0.7715759873,458.666626,0.1814873815,458.666626,0.049392391,458.666626,0.0750797838,458.666626,0.1402510405,
457.9999695,0.7700042725,457.9999695,0.1832199991,457.9999695,0.05038772896,457.9999695,0.0758965686,457.9999695,0.1390216947,
457.333313,0.7682704329,457.333313,0.1849753559,457.333313,0.05138016492,457.333313,0.07671520859,457.333313,0.1377609074,
456.666626,0.7662340403,456.666626,0.1866038591,456.666626,0.05236114934,456.666626,0.07748154551,456.666626,0.1364247948,
455.9999695,0.7641809583,455.9999695,0.1883157939,455.9999695,0.05334385484,455.9999695,0.0782058835,455.9999695,0.1353124529,
455.333313,0.7620875835,455.333313,0.1898869276,455.333313,0.05429347232,455.333313,0.07896471024,455.333313,0.1340770423,
454.666626,0.7598702908,454.666626,0.1915374398,454.666626,0.05529626831,454.666626,0.07980128378,454.666626,0.1329114139,
453.9999695,0.757453084,453.9999695,0.1930905432,453.9999695,0.05613202602,453.9999695,0.08047899604,453.9999695,0.1317289025,
453.333313,0.7548467517,453.333313,0.1946756393,453.333313,0.05724662542,453.333313,0.08127176762,453.333313,0.1305845529,
452.666626,0.7521759868,452.666626,0.1962055415,452.666626,0.05823501945,452.666626,0.08198162913,452.666626,0.1295129359,
451.9999695,0.7494306564,451.9999695,0.1978023499,451.9999695,0.05919824913,451.9999695,0.08272939175,451.9999695,0.1284313649,
451.333313,0.7465906143,451.333313,0.1993939579,451.333313,0.06014307961,451.333313,0.08346385509,451.333313,0.1273899972,
450.666626,0.7436162233,450.666626,0.2008895278,450.666626,0.06106422469,450.666626,0.08407948166,450.666626,0.1263072193,
449.9999695,0.7404648662,449.9999695,0.2025544494,449.9999695,0.06192326173,449.9999695,0.08480615914,449.9999695,0.1252378672,
449.333313,0.7372912765,449.333313,0.204222545,449.333313,0.06299103796,449.333313,0.08554770797,449.333313,0.1242883801,
448.666626,0.733923912,448.666626,0.2056251764,448.666626,0.06389705092,448.666626,0.08619770408,448.666626,0.1232760772,
447.9999695,0.7304754853,447.9999695,0.207007125,447.9999695,0.06477841735,447.9999695,0.08679492772,447.9999695,0.1222818643,
447.333313,0.7268921733,447.333313,0.2083996385,447.333313,0.06569334865,447.333313,0.08740855008,447.333313,0.121356301,
446.666626,0.7232748866,446.666626,0.2098020315,446.666626,0.0666840896,446.666626,0.08805743605,446.666626,0.1203516871,
445.9999695,0.7195031047,445.9999695,0.2111196518,445.9999695,0.06766702235,445.9999695,0.08875394613,445.9999695,0.119502306,
445.333313,0.7155863643,445.333313,0.2123743296,445.333313,0.0685941577,445.333313,0.08938197792,445.333313,0.1185696721,
444.666626,0.7116522789,444.666626,0.2136522532,444.666626,0.06947291642,444.666626,0.09002586454,444.666626,0.1177009195,
443.9999695,0.7076330185,443.9999695,0.2149760127,443.9999695,0.07039871067,443.9999695,0.09062107652,443.9999695,0.1168582588,
443.333313,0.7035750151,443.333313,0.2163283229,443.333313,0.07151917368,443.333313,0.09129139781,443.333313,0.1161674559,
442.666626,0.6993862987,442.666626,0.2175386101,442.666626,0.07246516645,442.666626,0.09198924154,442.666626,0.1153372452,
441.9999695,0.6951519847,441.9999695,0.2188206911,441.9999695,0.07344960421,441.9999695,0.09262575954,441.9999695,0.1146627441,
441.333313,0.6907867193,441.333313,0.2200090736,441.333313,0.07447407395,441.333313,0.09329979122,441.333313,0.1139442846,
440.666626,0.6865525842,440.666626,0.2211627811,440.666626,0.07553873211,440.666626,0.0940772146,440.666626,0.1134239361,
439.9999695,0.6818714738,439.9999695,0.2221331,439.9999695,0.07635588944,439.9999695,0.094618164,439.9999695,0.1125820428,
439.333313,0.6773427725,439.333313,0.2232297808,439.333313,0.07724533975,439.333313,0.09514316916,439.333313,0.1118952557,
438.666626,0.6728801727,438.666626,0.2243418396,438.666626,0.07829636335,438.666626,0.09594401717,438.666626,0.1114079356,
437.9999695,0.6683772802,437.9999695,0.2253967971,437.9999695,0.07936879247,437.9999695,0.09662845731,437.9999695,0.1108875722,
437.333313,0.6637499928,437.333313,0.2265122682,437.333313,0.08044540882,437.333313,0.09732136875,437.333313,0.110370867,
436.666626,0.6590946913,436.666626,0.2275935113,436.666626,0.0815249458,436.666626,0.09803001583,436.666626,0.1099015847,
435.9999695,0.6544357538,435.9999695,0.2286507487,435.9999695,0.08254071325,435.9999695,0.09875181317,435.9999695,0.1094061062,
435.333313,0.6495922208,435.333313,0.2296401709,435.333313,0.08358653635,435.333313,0.09952148795,435.333313,0.1089924574,
434.666626,0.6449241638,434.666626,0.2304529101,434.666626,0.0845162496,434.666626,0.1000949889,434.666626,0.1084691659,
433.9999695,0.6400645971,433.9999695,0.2313034683,433.9999695,0.08551161736,433.9999695,0.1007351801,433.9999695,0.1081101894,
433.333313,0.6353620887,433.333313,0.232238397,433.333313,0.0866964981,433.333313,0.1015349999,433.333313,0.1077814475,
432.666626,0.630435288,432.666626,0.233103171,432.666626,0.08784636855,432.666626,0.102175653,432.666626,0.1075788066,
431.9999695,0.6256758571,431.9999695,0.2339983881,431.9999695,0.08891706914,431.9999695,0.103055805,431.9999695,0.107339412,
431.333313,0.6208376884,431.333313,0.234817192,431.333313,0.08996401727,431.333313,0.1037982404,431.333313,0.1070543975,
430.666626,0.6160405874,430.666626,0.2356198281,430.666626,0.09095352143,430.666626,0.1044037193,430.666626,0.1067200303,
429.9999695,0.611163795,429.9999695,0.2364607304,429.9999695,0.09201653302,429.9999695,0.1050751284,429.9999695,0.1064516306,
429.333313,0.6062200665,429.333313,0.2371988744,429.333313,0.09312224388,429.333313,0.1058551818,429.333313,0.1063108817,
428.666626,0.6014889479,428.666626,0.2379397005,428.666626,0.09428602457,428.666626,0.1065166295,428.666626,0.1062262729,
427.9999695,0.5966212153,427.9999695,0.2387672812,427.9999695,0.09541388601,427.9999695,0.1073431522,427.9999695,0.1062313989,
427.333313,0.5917570591,427.333313,0.2393653244,427.333313,0.09634741396,427.333313,0.108044818,427.333313,0.1061420515,
426.666626,0.5867173076,426.666626,0.2399672568,426.666626,0.0974657163,426.666626,0.1087262407,426.666626,0.1059699133,
425.9999695,0.5819959641,425.9999695,0.2406786829,425.9999695,0.0985885188,425.9999695,0.1094535589,425.9999695,0.1059702709,
425.333313,0.5771423578,425.333313,0.2415004075,425.333313,0.09972056001,425.333313,0.1102830991,425.333313,0.1061422154,
424.666626,0.5723462105,424.666626,0.2420624942,424.666626,0.1008514389,424.666626,0.1110592261,424.666626,0.10622558,
423.9999695,0.5673511028,423.9999695,0.2426438183,423.9999695,0.101961799,423.9999695,0.1117410809,423.9999695,0.1062506735,
423.333313,0.5623754859,423.333313,0.2431048453,423.333313,0.1029337049,423.333313,0.1123610288,423.333313,0.1063272133,
422.666626,0.5576311946,422.666626,0.243705824,422.666626,0.1040796712,422.666626,0.1132221445,422.666626,0.1065438911,
421.9999695,0.552870512,421.9999695,0.2443953604,421.9999695,0.1053153947,421.9999695,0.1140064821,421.9999695,0.1068696827,
421.333313,0.548188448,421.333313,0.2449887395,421.333313,0.1063833311,421.333313,0.1147893965,421.333313,0.1070351899,
420.666626,0.5432478786,420.666626,0.2454103976,420.666626,0.1074041799,420.666626,0.1154582947,420.666626,0.1073670238,
419.9999695,0.538644135,419.9999695,0.2459127307,419.9999695,0.1084815562,419.9999695,0.1162829101,419.9999695,0.1077082604,
419.333313,0.5339203477,419.333313,0.2466379851,419.333313,0.109738782,419.333313,0.1170807332,419.333313,0.1082415655,
418.666626,0.5293002725,418.666626,0.2470262349,418.666626,0.1107910126,418.666626,0.117780529,418.666626,0.1086918637,
417.9999695,0.5245679021,417.9999695,0.247510612,417.9999695,0.1119162217,417.9999695,0.1185617149,417.9999695,0.1091800109,
417.333313,0.5201125741,417.333313,0.2479798645,417.333313,0.1131666526,417.333313,0.119515188,417.333313,0.1097583473,
416.666626,0.5153974891,416.666626,0.2483042479,416.666626,0.1143030599,416.666626,0.1203161329,416.666626,0.1104247719,
415.9999695,0.5108428001,415.9999695,0.2488158643,415.9999695,0.1154005527,415.9999695,0.1210675538,415.9999695,0.1110472232,
415.333313,0.506449759,415.333313,0.2493948638,415.333313,0.1166302189,415.333313,0.1220722198,415.333313,0.1118791103,
414.666626,0.5019145012,414.666626,0.2496255934,414.666626,0.1177715659,414.666626,0.1229299083,414.666626,0.1125525907,
413.9999695,0.4975478947,413.9999695,0.2500732243,413.9999695,0.1190342233,413.9999695,0.1238252372,413.9999695,0.1135390699,
413.333313,0.4931991398,413.333313,0.2503628731,413.333313,0.1202796996,413.333313,0.1248682663,413.333313,0.1144084558,
412.666626,0.4889521301,412.666626,0.2508413494,412.666626,0.1215628684,412.666626,0.1258874387,412.666626,0.115511924,
411.9999695,0.4847224057,411.9999695,0.2512458563,411.9999695,0.1228773519,411.9999695,0.1269132048,411.9999695,0.1164547876,
411.333313,0.4806239307,411.333313,0.2516370416,411.333313,0.1240948141,411.333313,0.1279096454,411.333313,0.1176123694,
410.666626,0.4764851034,410.666626,0.2520779967,410.666626,0.1254191995,410.666626,0.1291123182,410.666626,0.118773967,
409.9999695,0.4723990858,409.9999695,0.2523588836,409.9999695,0.1268325746,409.9999695,0.1301918924,409.9999695,0.1199960038,
409.333313,0.4682751894,409.333313,0.2526540458,409.333313,0.1281518191,409.333313,0.1312634349,409.333313,0.1212377027,
408.666626,0.464343369,408.666626,0.2530010343,408.666626,0.1295042932,408.666626,0.1324683875,408.666626,0.1226158068,
407.9999695,0.4606955349,407.9999695,0.2535366118,407.9999695,0.1309286952,407.9999695,0.1337468922,407.9999695,0.1240112484,
407.333313,0.4569962323,407.333313,0.2538333833,407.333313,0.1325077564,407.333313,0.1351428926,407.333313,0.1256073862,
406.666626,0.4531609714,406.666626,0.2541940808,406.666626,0.1339681298,406.666626,0.1364583969,406.666626,0.1271659434,
405.9999695,0.4494853914,405.9999695,0.2544016242,405.9999695,0.1353873014,405.9999695,0.1376873553,405.9999695,0.1287209392,
405.333313,0.4460181892,405.333313,0.2547664344,405.333313,0.1369461715,405.333313,0.1390892267,405.333313,0.1302759498,
404.666626,0.4425483644,404.666626,0.2551154792,404.666626,0.1385498792,404.666626,0.1405619532,404.666626,0.1320348531,
403.9999695,0.4391587675,403.9999695,0.2555545568,403.9999695,0.1401539445,403.9999695,0.1421786994,403.9999695,0.1338947415,
403.333313,0.4357425869,403.333313,0.2557710409,403.333313,0.1417473853,403.333313,0.1435446143,403.333313,0.135720551,
402.666626,0.4323202074,402.666626,0.2560417056,402.666626,0.1433579326,402.666626,0.1452051997,402.666626,0.137493372,
401.9999695,0.4293105602,401.9999695,0.2564464808,401.9999695,0.1450987905,401.9999695,0.1469479799,401.9999695,0.13954781,
401.333313,0.4262295663,401.333313,0.2568540275,401.333313,0.1467562765,401.333313,0.148481831,401.333313,0.1415737122,
400.666626,0.423420608,400.666626,0.2572371066,400.666626,0.1484862715,400.666626,0.1502063274,400.666626,0.1436098218,
399.9999695,0.4203977287,399.9999695,0.2574734986,399.9999695,0.1501336396,399.9999695,0.1519020051,399.9999695,0.145634681,
399.333313,0.4175224304,399.333313,0.25786075,399.333313,0.1518251449,399.333313,0.1535906047,399.333313,0.147712484,
398.666626,0.4147562385,398.666626,0.2581490576,398.666626,0.1536753327,398.666626,0.155528307,398.666626,0.149978593,
397.9999695,0.412306577,397.9999695,0.2586428523,397.9999695,0.1554944962,397.9999695,0.1573320925,397.9999695,0.1522615403,
397.333313,0.4099709392,397.333313,0.2590870261,397.333313,0.1572732627,397.333313,0.1592525542,397.333313,0.1546069235,
396.666626,0.4073652923,396.666626,0.2593764961,396.666626,0.1589557081,396.666626,0.1610026807,396.666626,0.1568462104,
395.9999695,0.4050122797,395.9999695,0.2596949041,395.9999695,0.1608016342,395.9999695,0.1629828811,395.9999695,0.1591992229,
395.333313,0.4028967023,395.333313,0.2603034079,395.333313,0.1628460288,395.333313,0.1652023643,395.333313,0.1618385166,
394.666626,0.4008131921,394.666626,0.2605880201,394.666626,0.1647106409,394.666626,0.1671999246,394.666626,0.164229244,
393.9999695,0.3988687396,393.9999695,0.2610710263,393.9999695,0.1666078269,393.9999695,0.1693446636,393.9999695,0.1668109298,
393.333313,0.3970917463,393.333313,0.2616557777,393.333313,0.1685558856,393.333313,0.1714027673,393.333313,0.1694256812,
392.666626,0.3953947723,392.666626,0.2621535957,392.666626,0.170521155,392.666626,0.1735678017,392.666626,0.1720805019,
391.9999695,0.3938418925,391.9999695,0.2626751959,391.9999695,0.1725214273,391.9999695,0.1757494956,391.9999695,0.1748748422,
391.333313,0.3925057054,391.333313,0.2632465959,391.333313,0.1745556444,391.333313,0.1782518476,391.333313,0.1779526174,
390.666626,0.3914062083,390.666626,0.2640111446,390.666626,0.1768915057,390.666626,0.1808109879,390.666626,0.1810173094,
389.9999695,0.3902091682,389.9999695,0.2646199167,389.9999695,0.1792091876,389.9999695,0.1831788272,389.9999695,0.1838633418,
389.333313,0.3893022537,389.333313,0.2654058933,389.333313,0.1813927144,389.333313,0.1857154816,389.333313,0.1869106293,
388.666626,0.388500452,388.666626,0.2661504149,388.666626,0.1835776269,388.666626,0.1880514026,388.666626,0.189850986,
387.9999695,0.3879917562,387.9999695,0.2670214474,387.9999695,0.1859408319,387.9999695,0.1907581836,387.9999695,0.193151474,
387.333313,0.3875221908,387.333313,0.2678160071,387.333313,0.1879942864,387.333313,0.1932526082,387.333313,0.1960682571,
386.666626,0.3871628344,386.666626,0.2687059343,386.666626,0.1902947128,386.666626,0.1958703101,386.666626,0.1992361248,
385.9999695,0.3871002793,385.9999695,0.2696955502,385.9999695,0.1927037686,385.9999695,0.19852525,385.9999695,0.2025235444,
385.3332825,0.3870407939,385.3332825,0.2706928849,385.3332825,0.195000425,385.3332825,0.2012172192,385.3332825,0.2057387382,
384.666626,0.3875323236,384.666626,0.2718861699,384.666626,0.197492525,384.666626,0.2040860206,384.666626,0.2091256976,
383.9999695,0.3881133497,383.9999695,0.2731598318,383.9999695,0.1999965012,383.9999695,0.207122758,383.9999695,0.2126613855,
383.3332825,0.3887856901,383.3332825,0.2743477821,383.3332825,0.2026260495,383.3332825,0.2100229859,383.3332825,0.2160067409,
382.666626,0.3896763325,382.666626,0.2758521736,382.666626,0.2052548975,382.666626,0.2131219655,382.666626,0.2196272761,
381.9999695,0.390789777,381.9999695,0.2772831321,381.9999695,0.2079030871,381.9999695,0.2162738442,381.9999695,0.2231656015,
381.3332825,0.3921754956,381.3332825,0.2788746059,381.3332825,0.2107670903,381.3332825,0.2196095586,381.3332825,0.2268093079,
380.666626,0.3937021196,380.666626,0.2805013359,380.666626,0.2135282159,380.666626,0.2228715271,380.666626,0.2304125577,
379.9999695,0.3953765035,379.9999695,0.2822903097,379.9999695,0.2164236307,379.9999695,0.2262587547,379.9999695,0.2340878844,
379.3332825,0.3975292146,379.3332825,0.2842466831,379.3332825,0.2196200341,379.3332825,0.2299818099,379.3332825,0.23790209,
378.666626,0.3997432888,378.666626,0.286282599,378.666626,0.2225158066,378.666626,0.2334583253,378.666626,0.241610691,
377.9999695,0.4021511972,377.9999695,0.2885080576,377.9999695,0.2257574052,377.9999695,0.2373198271,377.9999695,0.2454526722,
377.3332825,0.4048393369,377.3332825,0.290771991,377.3332825,0.2290920317,377.3332825,0.2412472814,377.3332825,0.2492800951,
376.666626,0.4075386524,376.666626,0.2932668924,376.666626,0.2324307412,376.666626,0.2451237738,376.666626,0.253195405,
375.9999695,0.4104714394,375.9999695,0.2956353426,375.9999695,0.2358538806,375.9999695,0.2492943853,375.9999695,0.2571354508,
375.3332825,0.4137478471,375.3332825,0.2983831465,375.3332825,0.2394327074,375.3332825,0.253629446,375.3332825,0.2610898018,
374.666626,0.4171301425,374.666626,0.3012704253,374.666626,0.2433064729,374.666626,0.2582566738,374.666626,0.265185982,
373.9999695,0.4205775261,373.9999695,0.3042211533,373.9999695,0.2471169531,373.9999695,0.2628261149,373.9999695,0.2693033516,
373.3332825,0.4241987467,373.3332825,0.3073548973,373.3332825,0.2511480749,373.3332825,0.2677381039,373.3332825,0.2735764384,
372.666626,0.4279094934,372.666626,0.310505867,372.666626,0.255410105,372.666626,0.2727918625,372.666626,0.2778429687,
371.9999695,0.4316613972,371.9999695,0.3138889968,371.9999695,0.2596634626,371.9999695,0.2780340314,371.9999695,0.2823004723,
371.3332825,0.4354639351,371.3332825,0.3172482848,371.3332825,0.2641687393,371.3332825,0.2836142778,371.3332825,0.2867578566,
370.666626,0.4394910038,370.666626,0.3209311962,370.666626,0.2689308226,370.666626,0.2895983756,370.666626,0.2915276587,
369.9999695,0.4434397817,369.9999695,0.3246727288,369.9999695,0.2738218904,369.9999695,0.2957880199,369.9999695,0.2965730131,
369.3332825,0.4474269748,369.3332825,0.3284712136,369.3332825,0.2791922688,369.3332825,0.3023867309,369.3332825,0.301907599,
368.666626,0.451394707,368.666626,0.3322796524,368.666626,0.2846249044,368.666626,0.3094750345,368.666626,0.3074142635,
367.9999695,0.4549890757,367.9999695,0.3358792961,367.9999695,0.290096283,367.9999695,0.3166484833,367.9999695,0.3130925596,
367.3332825,0.4585918188,367.3332825,0.3395556211,367.3332825,0.29585886,367.3332825,0.3244886696,367.3332825,0.3192021847,
366.666626,0.4621775746,366.666626,0.3433595002,366.666626,0.3021578789,366.666626,0.3327819407,366.666626,0.3259022832,
365.9999695,0.4657859802,365.9999695,0.3473159671,365.9999695,0.308750093,365.9999695,0.3421022594,365.9999695,0.3335290551,
365.3332825,0.4691880047,365.3332825,0.3509742916,365.3332825,0.3155722618,365.3332825,0.3518592119,365.3332825,0.3415811956,
364.666626,0.4722364545,364.666626,0.354452461,364.666626,0.3227083385,364.666626,0.3623520434,364.666626,0.3503383994,
363.9999695,0.475056529,363.9999695,0.3577627242,363.9999695,0.3300468624,363.9999695,0.3734960556,363.9999695,0.3599124551,
363.3332825,0.477768153,363.3332825,0.3609030247,363.3332825,0.3379450738,363.3332825,0.3857439458,363.3332825,0.3706668615,
362.666626,0.4803518653,362.666626,0.3641946614,362.666626,0.3465853631,362.666626,0.3994464278,362.666626,0.3829070032,
361.9999695,0.4824748337,361.9999695,0.3668941259,361.9999695,0.3557692766,361.9999695,0.4142286181,361.9999695,0.3963779211,
361.3332825,0.4845281243,361.3332825,0.3696340919,361.3332825,0.3655298948,361.3332825,0.4303250313,361.3332825,0.4113483429,
360.666626,0.4862827957,360.666626,0.3718335032,360.666626,0.3753632307,360.666626,0.4471680522,360.666626,0.4272364378,
359.9999695,0.4877058268,359.9999695,0.373950392,359.9999695,0.3861148059,359.9999695,0.4655032456,359.9999695,0.4451350868,
359.3332825,0.4890175462,359.3332825,0.3755482733,359.3332825,0.3972899318,359.3332825,0.4853920341,359.3332825,0.4644641578,
358.666626,0.4897987545,358.666626,0.3771158755,358.666626,0.4092620611,358.666626,0.5067560077,358.666626,0.485658437,
357.9999695,0.4905771613,357.9999695,0.3783781826,357.9999695,0.4219383001,357.9999695,0.5294353962,357.9999695,0.5082541704,
357.3332825,0.4911131859,357.3332825,0.3795885444,357.3332825,0.4349027574,357.3332825,0.5532483459,357.3332825,0.5321888328,
356.666626,0.4912306964,356.666626,0.3801136315,356.666626,0.4480127096,356.666626,0.5777124763,356.666626,0.55685848,
355.9999695,0.4911797345,355.9999695,0.3806591928,355.9999695,0.4618240893,355.9999695,0.6033471823,355.9999695,0.5830632448,
355.3332825,0.4910307229,355.3332825,0.3811302781,355.3332825,0.475794822,355.3332825,0.6293244958,355.3332825,0.6097608209,
354.666626,0.4905637801,354.666626,0.3813101053,354.666626,0.4893504679,354.666626,0.6548186541,354.666626,0.6360925436,
353.9999695,0.489695847,353.9999695,0.381243825,353.9999695,0.5026319623,353.9999695,0.6800529957,353.9999695,0.6620717645,
353.3332825,0.4888735116,353.3332825,0.3810294271,353.3332825,0.515144825,353.3332825,0.7035896778,353.3332825,0.6862137318,
352.666626,0.4876980484,352.666626,0.3808819056,352.666626,0.5270374417,352.666626,0.726228416,352.666626,0.7096402049,
351.9999695,0.4864307642,351.9999695,0.3804979622,351.9999695,0.5376597643,351.9999695,0.746732235,351.9999695,0.7305897474,
351.3332825,0.4849241078,351.3332825,0.3799363673,351.3332825,0.5471204519,351.3332825,0.7652089596,351.3332825,0.7493731976,
350.666626,0.4834895134,350.666626,0.3797776103,350.666626,0.5552598834,350.666626,0.7808671594,350.666626,0.7647764683,
349.9999695,0.4816717207,349.9999695,0.3790406287,349.9999695,0.56137532,349.9999695,0.793179214,349.9999695,0.7767578363,
349.3332825,0.4795478582,349.3332825,0.3780412674,349.3332825,0.5657408834,349.3332825,0.8020218015,349.3332825,0.7850213051,
348.666626,0.4773694575,348.666626,0.3772588372,348.666626,0.5684476495,348.666626,0.8080857396,348.666626,0.78985852,
347.9999695,0.4749596119,347.9999695,0.3760916889,347.9999695,0.569057107,347.9999695,0.8106931448,347.9999695,0.7912654877,
347.3332825,0.4722933471,347.3332825,0.3748333454,347.3332825,0.5685374737,347.3332825,0.810266614,347.3332825,0.7894320488,
346.666626,0.4690982699,346.666626,0.3734275103,346.666626,0.5660644174,346.666626,0.8074362874,346.666626,0.7850754857,
345.9999695,0.4661906064,345.9999695,0.3720084727,345.9999695,0.5629897714,345.9999695,0.802780807,345.9999695,0.7787870765,
345.3332825,0.4629077017,345.3332825,0.3701907694,345.3332825,0.5587692261,345.3332825,0.796143353,345.3332825,0.7707808614,
344.666626,0.4593073726,344.666626,0.3681756854,344.666626,0.5540114641,344.666626,0.78888762,344.666626,0.7619249821,
343.9999695,0.4554482996,343.9999695,0.3659659028,343.9999695,0.5487018824,343.9999695,0.7811672688,343.9999695,0.7531360984,
343.3332825,0.4513701499,343.3332825,0.3636161983,343.3332825,0.5434685946,343.3332825,0.773652494,343.3332825,0.7445040345,
342.666626,0.447052896,342.666626,0.3609715998,342.666626,0.5383509398,342.666626,0.7665041685,342.666626,0.7367289662,
341.9999695,0.4423032701,341.9999695,0.3579077125,341.9999695,0.5335439444,341.9999695,0.7599469423,341.9999695,0.7303418517,
341.3332825,0.4374268651,341.3332825,0.354695946,341.3332825,0.5289862156,341.3332825,0.7548942566,341.3332825,0.7255613804,
340.666626,0.4324352741,340.666626,0.3511807621,340.666626,0.5255223513,340.666626,0.7515243888,340.666626,0.7230557203,
339.9999695,0.4269512296,339.9999695,0.3474788964,339.9999695,0.5227872133,339.9999695,0.7496139407,339.9999695,0.7226600051,
339.3332825,0.421567589,339.3332825,0.3438191414,339.3332825,0.5207669139,339.3332825,0.7495698333,339.3332825,0.7245540023,
338.666626,0.4156292677,338.666626,0.3394558132,338.666626,0.5194485784,338.666626,0.7510226369,338.666626,0.7287979126,
337.9999695,0.4094063938,337.9999695,0.3348507583,337.9999695,0.5189327002,337.9999695,0.7542622685,337.9999695,0.7346214056,
337.3332825,0.4029603601,337.3332825,0.3301143944,337.3332825,0.5189492702,337.3332825,0.7586163282,337.3332825,0.7427579165,
336.666626,0.3965342641,336.666626,0.3252251148,336.666626,0.5195004344,336.666626,0.7645965219,336.666626,0.7522862554,
335.9999695,0.3899176121,335.9999695,0.3202672303,335.9999695,0.5204360485,335.9999695,0.7710962892,335.9999695,0.7629867196,
335.3332825,0.3826323748,335.3332825,0.314964056,335.3332825,0.5216554999,335.3332825,0.7780799866,335.3332825,0.7744733691,
334.666626,0.3756654263,334.666626,0.3098752201,334.666626,0.5232008696,334.666626,0.7856494188,334.666626,0.7863880396,
333.9999695,0.36848405,333.9999695,0.3045554161,333.9999695,0.5241453648,333.9999695,0.792723,333.9999695,0.7977980375,
333.3332825,0.3613706827,333.3332825,0.2995083034,333.3332825,0.5248844028,333.3332825,0.7989213467,333.3332825,0.8086736202,
332.666626,0.353956759,332.666626,0.2943728864,332.666626,0.5247630477,332.666626,0.8037810922,332.666626,0.8171277642,
331.9999695,0.3463951051,331.9999695,0.289070487,331.9999695,0.5236691833,331.9999695,0.8066074848,331.9999695,0.824365139,
331.3332825,0.33910501,331.3332825,0.283996135,331.3332825,0.5215065479,331.3332825,0.8074472547,331.3332825,0.8287904263,
330.666626,0.3316194713,330.666626,0.27897048,330.666626,0.5178870559,330.666626,0.8055835962,330.666626,0.8301382065,
329.9999695,0.3241765499,329.9999695,0.2738933265,329.9999695,0.512988925,329.9999695,0.8009175062,329.9999695,0.8286398053,
329.3332825,0.3162974119,329.3332825,0.2686262131,329.3332825,0.505967021,329.3332825,0.7928866148,329.3332825,0.8232796192,
328.666626,0.308744669,328.666626,0.2632513046,328.666626,0.497724086,328.666626,0.7819530964,328.666626,0.8151763082,
327.9999695,0.3012986183,327.9999695,0.2582244873,327.9999695,0.488098681,327.9999695,0.7684532404,327.9999695,0.8039171696,
327.3332825,0.2936035991,327.3332825,0.2527455688,327.3332825,0.4769952595,327.3332825,0.752708137,327.3332825,0.789984405,
326.666626,0.285841763,326.666626,0.2471067458,326.666626,0.4651940465,326.666626,0.7354744077,326.666626,0.7744581699,
325.9999695,0.2779986858,325.9999695,0.2415581346,325.9999695,0.4526948929,325.9999695,0.71702075,325.9999695,0.7575175166,
325.3332825,0.2703191042,325.3332825,0.23599796,325.3332825,0.4398978055,325.3332825,0.6981568336,325.3332825,0.740023613,
324.666626,0.2626423538,324.666626,0.2304915488,324.666626,0.427275598,324.666626,0.6794155836,324.666626,0.7228444815,
323.9999695,0.2548632622,323.9999695,0.2247439176,323.9999695,0.4148569107,323.9999695,0.6612876654,323.9999695,0.706097126,
323.3332825,0.2472671866,323.3332825,0.2190784663,323.3332825,0.4030924737,323.3332825,0.6441337466,323.3332825,0.6908963323,
322.666626,0.2395877838,322.666626,0.2134249657,322.666626,0.3923341334,322.666626,0.6291165352,322.666626,0.6771882772,
321.9999695,0.2321091294,321.9999695,0.2079382241,321.9999695,0.3825054169,321.9999695,0.6153580546,321.9999695,0.664994061,
321.3332825,0.2242972255,321.3332825,0.202173546,321.3332825,0.3734058142,321.3332825,0.6032785177,321.3332825,0.6548708677,
320.666626,0.2167353183,320.666626,0.1965800226,320.666626,0.3652328253,320.666626,0.5930722952,320.666626,0.6465835571,
319.9999695,0.2089019865,319.9999695,0.1907569021,319.9999695,0.3577538729,319.9999695,0.5839329362,319.9999695,0.6394124627,
319.3332825,0.2015396059,319.3332825,0.1853937954,319.3332825,0.3515197337,319.3332825,0.5767964721,319.3332825,0.6340222359,
318.666626,0.1942322999,318.666626,0.1801996231,318.666626,0.3458343744,318.666626,0.5704112649,318.666626,0.6295807362,
317.9999695,0.1869038641,317.9999695,0.1749567837,317.9999695,0.3404813707,317.9999695,0.5647813678,317.9999695,0.6255343556,
317.3332825,0.1796092987,317.3332825,0.1697173417,317.3332825,0.3350945413,317.3332825,0.5593770742,317.3332825,0.6216522455,
316.666626,0.1724593043,316.666626,0.1648580283,316.666626,0.3301820457,316.666626,0.5539041162,316.666626,0.6174176931,
315.9999695,0.1656307876,315.9999695,0.1600637138,315.9999695,0.3250103891,315.9999695,0.5479890108,315.9999695,0.6123476624,
315.3332825,0.1586855799,315.3332825,0.155554384,315.3332825,0.3191876113,315.3332825,0.5409150124,315.3332825,0.6065148115,
314.666626,0.1516912431,314.666626,0.150639534,314.666626,0.3129791021,314.666626,0.5328607559,314.666626,0.5985728502,
