non-imine undoped,,non-imine 5 sec TFA vapour,,non-imine 10 sec TFA vapour,,non-imine 30 sec TFA vapour,,non-imine 1min TFA vapour,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
850.666626,-0.01523920987,850.666626,-0.02090789378,850.666626,-0.0209634956,850.666626,-0.02181093581,850.666626,-0.02239089459,
850,-0.01407666225,850,-0.02056683041,850,-0.01975425892,850,-0.02157187834,850,-0.02143308148,
849.333313,-0.01505666971,849.333313,-0.02039081417,849.333313,-0.02024467289,849.333313,-0.02193484455,849.333313,-0.02148304693,
848.666626,-0.0147172343,848.666626,-0.02070106752,848.666626,-0.02027975395,848.666626,-0.0218373742,848.666626,-0.02162034996,
848,-0.01500080712,848,-0.02101006173,848,-0.02004153281,848,-0.02105080523,848,-0.02142194472,
847.333313,-0.01515167393,847.333313,-0.02018996701,847.333313,-0.02009245008,847.333313,-0.02083540894,847.333313,-0.0218136441,
846.666626,-0.01428190805,846.666626,-0.01887072064,846.666626,-0.01942971349,846.666626,-0.02146309055,846.666626,-0.02067342401,
846,-0.01493018121,846,-0.0201954525,846,-0.0206484925,846,-0.02136590891,846,-0.02194163762,
845.333313,-0.01491547469,845.333313,-0.01913301833,845.333313,-0.02013080753,845.333313,-0.02126535214,845.333313,-0.0216953624,
844.666626,-0.01430234686,844.666626,-0.01960537769,844.666626,-0.01939540543,844.666626,-0.02049987018,844.666626,-0.02090216987,
844,-0.01531723235,844,-0.02065007202,844,-0.02042781189,844,-0.02168812416,844,-0.02168290317,
843.333313,-0.01463284716,843.333313,-0.02052135207,843.333313,-0.02032921091,843.333313,-0.02110727504,843.333313,-0.02164547145,
842.666626,-0.01440913603,842.666626,-0.01920846105,842.666626,-0.01879615895,842.666626,-0.02150581032,842.666626,-0.02057976648,
842,-0.01572715677,842,-0.0207758937,842,-0.02132997848,842,-0.02208243683,842,-0.02285294794,
841.333313,-0.01424929406,841.333313,-0.02023118176,841.333313,-0.01996015199,841.333313,-0.02124504186,841.333313,-0.02201438136,
840.666626,-0.01441324316,840.666626,-0.02006580681,840.666626,-0.02023385093,840.666626,-0.02182344161,840.666626,-0.0216668956,
840,-0.0140395714,840,-0.01994309202,840,-0.02023987845,840,-0.02171117254,840,-0.02072816528,
839.333313,-0.01503381506,839.333313,-0.01995194331,839.333313,-0.02085953951,839.333313,-0.02233513072,839.333313,-0.02151389048,
838.666626,-0.01441394445,838.666626,-0.01976257004,838.666626,-0.02041526511,838.666626,-0.02090878226,838.666626,-0.02139232494,
838,-0.01459580287,838,-0.02025336958,838,-0.0203836523,838,-0.02158375084,838,-0.02164936252,
837.333313,-0.01403746568,837.333313,-0.01943555661,837.333313,-0.01937807538,837.333313,-0.0209379904,837.333313,-0.02094341628,
836.666626,-0.01460831799,836.666626,-0.01985096186,836.666626,-0.02030658349,836.666626,-0.02150482498,836.666626,-0.02159581892,
836,-0.01570633426,836,-0.02132879384,836,-0.02105391212,836,-0.02239866368,836,-0.02213488705,
835.333313,-0.01499485504,835.333313,-0.02041822858,835.333313,-0.02104054578,835.333313,-0.02141652256,835.333313,-0.02210531756,
834.666626,-0.01520891674,834.666626,-0.02081206813,834.666626,-0.02050372213,834.666626,-0.02217060328,834.666626,-0.02205483243,
834,-0.01459670439,834,-0.02026661113,834,-0.01995238848,834,-0.02135117166,834,-0.02195606008,
833.333313,-0.01429297961,833.333313,-0.01995055936,833.333313,-0.02042563818,833.333313,-0.0213347096,833.333313,-0.02147408016,
832.666626,-0.01436025277,832.666626,-0.020342106,832.666626,-0.01993869245,832.666626,-0.0215970017,832.666626,-0.02180428803,
832,-0.01470091846,832,-0.02032713592,832,-0.02023142949,832,-0.02217011154,832,-0.02169531398,
831.333313,-0.01509867422,831.333313,-0.02037011646,831.333313,-0.02047097869,831.333313,-0.02217562124,831.333313,-0.02164497785,
830.666626,-0.01504866779,830.666626,-0.02087389864,830.666626,-0.02089506574,830.666626,-0.0218355041,830.666626,-0.02162862569,
830,-0.01528174616,830,-0.02069455013,830,-0.02119756304,830,-0.02249182947,830,-0.02196053788,
829.333313,-0.01448710728,829.333313,-0.02031532861,829.333313,-0.02057547122,829.333313,-0.02148570865,829.333313,-0.02192514762,
828.666626,-0.01467629336,828.666626,-0.02117286064,828.666626,-0.02067682892,828.666626,-0.02259849012,828.666626,-0.0223682262,
828,-0.01445000153,828,-0.02025964484,828,-0.02036586776,828,-0.022080075,828,-0.02126653679,
827.333313,-0.01451039128,827.333313,-0.02025089785,827.333313,-0.0203878507,827.333313,-0.02204061113,827.333313,-0.02233321406,
826.666626,-0.01484833751,826.666626,-0.02111043036,826.666626,-0.02092605084,826.666626,-0.02208455279,826.666626,-0.02228752524,
826,-0.01519151963,826,-0.02070689201,826,-0.02117340267,826,-0.02217631042,826,-0.02226701565,
825.333313,-0.0151044745,825.333313,-0.02067594044,825.333313,-0.02109149285,825.333313,-0.02240780741,825.333313,-0.02222515829,
824.666626,-0.01518592052,824.666626,-0.02078739181,824.666626,-0.02101903968,824.666626,-0.02248824015,824.666626,-0.02228905074,
824,-0.01513417438,824,-0.0210044384,824,-0.02138315886,824,-0.02292141318,824,-0.02258006111,
823.333313,-0.0148725519,823.333313,-0.0201961454,823.333313,-0.02124676667,823.333313,-0.02260369994,823.333313,-0.02247437648,
822.666626,-0.01530183852,822.666626,-0.02133914642,822.666626,-0.02122384124,822.666626,-0.0221909713,822.666626,-0.02261161245,
822,-0.01518307067,822,-0.0213900581,822,-0.02150709182,822,-0.02271750756,822,-0.02259888314,
821.333313,-0.01562568545,821.333313,-0.02136778273,821.333313,-0.02184032835,821.333313,-0.02314706519,821.333313,-0.02296723053,
820.666626,-0.01454709098,820.666626,-0.02081058733,820.666626,-0.02094534039,820.666626,-0.02204946801,820.666626,-0.02204144746,
820,-0.01542532071,820,-0.02149245888,820,-0.02162443846,820,-0.02288452908,820,-0.02291733772,
819.333313,-0.01500040665,819.333313,-0.02103368938,819.333313,-0.0212439578,819.333313,-0.02270276845,819.333313,-0.0225589741,
818.666626,-0.01464501023,818.666626,-0.02074040659,818.666626,-0.0211205408,818.666626,-0.0223632101,818.666626,-0.02246080898,
818,-0.01513047516,818,-0.02120826207,818,-0.02162921615,818,-0.02230459079,818,-0.02258084714,
817.333313,-0.01516137365,817.333313,-0.02134244889,817.333313,-0.02130774781,817.333313,-0.02271976881,817.333313,-0.02240161225,
816.666626,-0.01453322265,816.666626,-0.02092017978,816.666626,-0.02114702202,816.666626,-0.02252982743,816.666626,-0.02252992615,
816,-0.01522076409,816,-0.02138656005,816,-0.02204070799,816,-0.02312080376,816,-0.02311407961,
815.333313,-0.0149114728,815.333313,-0.02174140885,815.333313,-0.0219120048,815.333313,-0.0228129141,815.333313,-0.02292926982,
814.666626,-0.01545559801,814.666626,-0.02126007713,814.666626,-0.02191333473,814.666626,-0.02333035879,814.666626,-0.02300155349,
814,-0.01533697266,814,-0.02114569023,814,-0.02135260217,814,-0.02328359894,814,-0.02273332886,
813.333313,-0.01533532329,813.333313,-0.02143707313,813.333313,-0.02210118435,813.333313,-0.02311447263,813.333313,-0.02322858758,
812.666626,-0.01530453749,812.666626,-0.02138444036,812.666626,-0.02138813585,812.666626,-0.02291768044,812.666626,-0.02270144224,
812,-0.01491172239,812,-0.02110337839,812,-0.02150921151,812,-0.0226972159,812,-0.02302143909,
811.333313,-0.0153517155,811.333313,-0.02150965482,811.333313,-0.02157537639,811.333313,-0.02319374308,811.333313,-0.02272271551,
810.666626,-0.01516787242,810.666626,-0.02165763639,810.666626,-0.02144140936,810.666626,-0.02293565497,810.666626,-0.02310833521,
810,-0.0151663227,810,-0.021129122,810,-0.02118854038,810,-0.02275597863,810,-0.02295299061,
809.333313,-0.01513862424,809.333313,-0.02105055749,809.333313,-0.02135388367,809.333313,-0.022823181,809.333313,-0.02287898026,
808.666626,-0.0156873595,808.666626,-0.02163310722,808.666626,-0.02186016925,808.666626,-0.02354976721,808.666626,-0.02315506712,
808,-0.0156343244,808,-0.02163965814,808,-0.02195202373,808,-0.02296919562,808,-0.02306351438,
807.333313,-0.01509332377,807.333313,-0.02126619034,807.333313,-0.02136142366,807.333313,-0.022911001,807.333313,-0.02260733768,
806.666626,-0.01531373337,806.666626,-0.02161207423,806.666626,-0.02160912007,806.666626,-0.02308771759,806.666626,-0.02312217839,
806,-0.01517102215,806,-0.02186484635,806,-0.02192160487,806,-0.023205081,806,-0.02282769978,
805.333313,-0.01535551343,805.333313,-0.02182777412,805.333313,-0.02191530354,805.333313,-0.02321224473,805.333313,-0.02308933809,
804.666626,-0.0153793497,804.666626,-0.02187429741,804.666626,-0.02209867537,804.666626,-0.02345133387,804.666626,-0.02304726467,
804,-0.01501091011,804,-0.02159601636,804,-0.0218545571,804,-0.02296865545,804,-0.02307186089,
803.333313,-0.01568436436,803.333313,-0.02132135257,803.333313,-0.02162788622,803.333313,-0.02308629453,803.333313,-0.02301446721,
802.666626,-0.01500660926,802.666626,-0.02165881917,802.666626,-0.02172146365,802.666626,-0.0229305476,802.666626,-0.02267874032,
802,-0.01481896732,802,-0.02135550976,802,-0.02170407958,802,-0.02298250236,802,-0.02279498428,
801.333313,-0.01522221416,801.333313,-0.02158576995,801.333313,-0.02201083675,801.333313,-0.02333031036,801.333313,-0.02260768041,
800.666626,-0.01550221071,800.666626,-0.02165256441,800.666626,-0.02206674032,800.666626,-0.02292082459,800.666626,-0.02343764901,
800,-0.01510312408,800,-0.02136699297,800,-0.02173352987,800,-0.02297017723,800,-0.02309719287,
799.333313,-0.01448004693,799.333313,-0.02094869502,799.333313,-0.02145190537,799.333313,-0.02229195274,799.333313,-0.02229765616,
798.666626,-0.01523955911,798.666626,-0.02110811323,798.666626,-0.0215206407,798.666626,-0.02302016318,798.666626,-0.0230489336,
798,-0.01545684785,798,-0.02121832035,798,-0.02139350772,798,-0.02338677831,798,-0.02281124517,
797.333313,-0.01484733634,797.333313,-0.02118346095,797.333313,-0.0212774314,797.333313,-0.02273603156,797.333313,-0.02276433073,
796.666626,-0.01464170683,796.666626,-0.02096517198,796.666626,-0.02115249448,796.666626,-0.02278648689,796.666626,-0.02213164046,
796,-0.014552949,796,-0.02098618634,796,-0.02124819718,796,-0.02233109809,796,-0.0223653242,
795.333313,-0.01481026132,795.333313,-0.0213354975,795.333313,-0.02147674002,795.333313,-0.02270286717,795.333313,-0.02250048146,
794.666626,-0.01525105629,794.666626,-0.02149738558,794.666626,-0.02171821333,794.666626,-0.02305320464,794.666626,-0.0225552395,
794,-0.0150320651,794,-0.02117729746,794,-0.02169034071,794,-0.02285368554,794,-0.02288123965,
793.333313,-0.01488480903,793.333313,-0.02149073407,793.333313,-0.02161429077,793.333313,-0.0229487177,793.333313,-0.02277720161,
792.666626,-0.01483417768,792.666626,-0.02126269042,792.666626,-0.02163754031,792.666626,-0.02295235172,792.666626,-0.0226370208,
792,-0.01514302474,792,-0.02114879712,792,-0.02148669399,792,-0.02273151092,792,-0.02262242511,
791.333313,-0.01516452339,791.333313,-0.02143815719,791.333313,-0.02156724781,791.333313,-0.02317528799,791.333313,-0.02292887866,
790.666626,-0.01486114506,790.666626,-0.0213544257,790.666626,-0.02141317166,790.666626,-0.02293472178,790.666626,-0.0227438435,
790,-0.01502176281,790,-0.02154148184,790,-0.02141184174,790,-0.02281556837,790,-0.0227497872,
789.333313,-0.01550146099,789.333313,-0.02189403772,789.333313,-0.02181216702,789.333313,-0.02343568765,789.333313,-0.02310524322,
788.666626,-0.01501065958,788.666626,-0.02153320424,788.666626,-0.02144259214,788.666626,-0.02337441593,788.666626,-0.02292357385,
788,-0.01497294847,788,-0.02160675451,788,-0.02179286629,788,-0.02342209965,788,-0.02316129953,
787.333313,-0.01539673936,787.333313,-0.02148629911,787.333313,-0.02164990455,787.333313,-0.02333394065,787.333313,-0.02310848236,
786.666626,-0.01521571539,786.666626,-0.02141529135,786.666626,-0.0216588676,786.666626,-0.02349778265,786.666626,-0.02310573496,
786,-0.01515842322,786,-0.02179808542,786,-0.0216709841,786,-0.02317180298,786,-0.02307878248,
785.333313,-0.01503471565,785.333313,-0.02123774588,785.333313,-0.02152138017,785.333313,-0.02281340584,785.333313,-0.02281090058,
784.666626,-0.01497835014,784.666626,-0.02116398513,784.666626,-0.02155025117,784.666626,-0.02280461229,784.666626,-0.02288114093,
784,-0.01490071695,784,-0.02140568197,784,-0.02178572677,784,-0.02287421562,784,-0.02295176312,
783.333313,-0.01484968793,783.333313,-0.02156729624,783.333313,-0.02174657956,783.333313,-0.02309846878,783.333313,-0.02293899469,
782.666626,-0.01511757448,782.666626,-0.02107349224,782.666626,-0.02139557898,782.666626,-0.02287396975,782.666626,-0.0230636131,
782,-0.01531378366,782,-0.02176031843,782,-0.02177651785,782,-0.02295102552,782,-0.02311810479,
781.333313,-0.01485574152,781.333313,-0.02159197628,781.333313,-0.0217979867,781.333313,-0.02296487428,781.333313,-0.02295898087,
780.666626,-0.01507222187,780.666626,-0.02174495347,780.666626,-0.0218955148,780.666626,-0.02317837998,780.666626,-0.0231478028,
780,-0.01485999394,780,-0.02154562064,780,-0.0216192659,780,-0.02299418859,780,-0.02270792797,
779.333313,-0.01482247002,779.333313,-0.02108996361,779.333313,-0.02168457769,779.333313,-0.02294685133,779.333313,-0.02256762609,
778.666626,-0.01510452479,778.666626,-0.02112418972,778.666626,-0.02175485156,778.666626,-0.0229302533,778.666626,-0.02285844833,
778,-0.01501396112,778,-0.02109174058,778,-0.02152138017,778,-0.02330945618,778,-0.02281325869,
777.333313,-0.0147977015,777.333313,-0.02126224712,777.333313,-0.02172151394,777.333313,-0.02304785326,777.333313,-0.02289243788,
776.666626,-0.01479880232,776.666626,-0.02137892134,776.666626,-0.02160507999,776.666626,-0.02288040332,776.666626,-0.02258541808,
776,-0.01505036838,776,-0.02123015188,776,-0.02174648084,776,-0.02284066752,776,-0.02287136763,
775.333313,-0.01482362021,775.333313,-0.02119638026,775.333313,-0.02158739604,775.333313,-0.02295185998,775.333313,-0.02247791737,
774.666626,-0.01480370667,774.666626,-0.0213093739,774.666626,-0.02163857594,774.666626,-0.02303101309,774.666626,-0.02274261415,
774,-0.01479154732,774,-0.02139819041,774,-0.02171447128,774,-0.0232152883,774,-0.02317808568,
773.333313,-0.01525390521,773.333313,-0.02135462314,773.333313,-0.02166428603,773.333313,-0.02312389761,773.333313,-0.02314279601,
772.666626,-0.01465957612,772.666626,-0.02117078938,772.666626,-0.02172328718,772.666626,-0.02300670929,772.666626,-0.02296551131,
772,-0.01485894341,772,-0.02118252404,772,-0.02166438475,772,-0.02309306897,772,-0.02291949838,
771.333313,-0.01479194779,771.333313,-0.02112261206,771.333313,-0.02168457769,771.333313,-0.02305801585,771.333313,-0.02286399901,
770.666626,-0.0149077205,770.666626,-0.02136842348,770.666626,-0.02184269205,770.666626,-0.02338427678,770.666626,-0.02298446558,
770,-0.01485048886,770,-0.02138897404,770,-0.02161931619,770,-0.02297921292,770,-0.02306754142,
769.333313,-0.01503431518,769.333313,-0.02135797404,769.333313,-0.02177159488,769.333313,-0.0230022911,769.333313,-0.02283433266,
768.666626,-0.01472078729,768.666626,-0.02112216875,768.666626,-0.02161463723,768.666626,-0.02297415398,768.666626,-0.02287102304,
768,-0.01474776119,768,-0.02102352865,768,-0.02118903212,768,-0.02294341475,768,-0.02274448238,
767.333313,-0.01484603528,767.333313,-0.02147467062,767.333313,-0.02157744393,767.333313,-0.02278137766,767.333313,-0.02279360965,
766.666626,-0.01497534942,766.666626,-0.02146688476,766.666626,-0.02174652927,766.666626,-0.02305850759,766.666626,-0.02281365171,
766,-0.01461542677,766,-0.02117882669,766,-0.02162862569,766,-0.02298122458,766,-0.02298603766,
765.333313,-0.01478093863,765.333313,-0.02104927599,765.333313,-0.02148275264,765.333313,-0.02268099971,765.333313,-0.02270846814,
764.666626,-0.01465226803,764.666626,-0.02131060511,764.666626,-0.02162483335,764.666626,-0.02297768928,764.666626,-0.02277440019,
764,-0.01478434168,764,-0.02117774077,764,-0.02144742198,764,-0.02283064835,764,-0.02265367843,
763.333313,-0.01485514175,763.333313,-0.02126017585,763.333313,-0.02175731398,763.333313,-0.02299978584,763.333313,-0.02268105,
762.666626,-0.01477723569,762.666626,-0.02161064558,762.666626,-0.02164886892,762.666626,-0.02308506705,762.666626,-0.02293830737,
762,-0.01474590972,762,-0.02112823352,762,-0.0215683803,762,-0.02299330384,762,-0.02284248546,
761.333313,-0.01489431411,761.333313,-0.0213913396,761.333313,-0.02190683782,761.333313,-0.02330268547,761.333313,-0.02283698507,
760.666626,-0.01495174039,760.666626,-0.0214411635,760.666626,-0.02160567045,760.666626,-0.02323069796,760.666626,-0.02285560034,
760,-0.0148606943,760,-0.02102372609,760,-0.02137216926,760,-0.02301932871,760,-0.02269790322,
759.333313,-0.01477338281,759.333313,-0.02158010565,759.333313,-0.02200365253,759.333313,-0.02333016321,759.333313,-0.02296511829,
758.666626,-0.01455630362,758.666626,-0.02126766928,758.666626,-0.02159759216,758.666626,-0.02299752831,758.666626,-0.02262090147,
758,-0.01459319983,758,-0.02111072652,758,-0.02182708494,758,-0.02312762849,758,-0.02262090147,
757.333313,-0.01463580038,757.333313,-0.02098125406,757.333313,-0.02144687995,757.333313,-0.02289430425,757.333313,-0.02264655381,
756.666626,-0.01493978593,756.666626,-0.0211677812,756.666626,-0.02159330621,756.666626,-0.02317911759,756.666626,-0.02306194417,
756,-0.01461918093,756,-0.0213352032,756,-0.02144845575,756,-0.02306488901,756,-0.02288217284,
755.333313,-0.01502011251,755.333313,-0.02150305174,755.333313,-0.02184037864,755.333313,-0.02321504243,755.333313,-0.02316797525,
754.666626,-0.01460516453,754.666626,-0.02134323679,754.666626,-0.02179153636,754.666626,-0.0231697429,754.666626,-0.02284140512,
754,-0.01462243497,754,-0.02117118426,754,-0.02184884623,754,-0.02320900559,754,-0.02287259512,
753.333313,-0.01450633537,753.333313,-0.02105184086,753.333313,-0.02160468511,753.333313,-0.02313955501,753.333313,-0.02248474956,
752.666626,-0.01465672348,752.666626,-0.02105425671,752.666626,-0.02148191445,752.666626,-0.02283875272,752.666626,-0.02279017121,
752,-0.01467364095,752,-0.0212608669,752,-0.02174672671,752,-0.02317018434,752,-0.0229707174,
751.333313,-0.01461427566,751.333313,-0.02120821178,751.333313,-0.0218151696,751.333313,-0.02307490446,751.333313,-0.02280544862,
750.666626,-0.01486244611,750.666626,-0.02107886784,750.666626,-0.02174337767,750.666626,-0.02323187515,750.666626,-0.02289823256,
750,-0.01454498805,750,-0.02099264972,750,-0.02131849341,750,-0.02302463166,750,-0.02291340753,
749.333313,-0.01485389099,749.333313,-0.02130981721,749.333313,-0.02153896913,749.333313,-0.02323094383,749.333313,-0.02301633358,
748.666626,-0.01442055497,748.666626,-0.02120772004,748.666626,-0.02116674557,748.666626,-0.02284793742,748.666626,-0.02257765271,
748,-0.01460921951,748,-0.02123567462,748,-0.02163128555,748,-0.02320748568,748,-0.02289268188,
747.333313,-0.01456411369,747.333313,-0.02121708728,747.333313,-0.02155483328,747.333313,-0.02298142202,747.333313,-0.02279758826,
746.666626,-0.01470276993,746.666626,-0.02140361071,746.666626,-0.02169600315,746.666626,-0.02321092039,746.666626,-0.02288094349,
746,-0.01436395943,746,-0.02092989907,746,-0.02143214457,746,-0.02281443775,746,-0.02278692834,
745.333313,-0.01475571841,745.333313,-0.02134811692,745.333313,-0.02136990055,745.333313,-0.02300366573,745.333313,-0.0228659641,
744.666626,-0.0144047793,744.666626,-0.02103822678,744.666626,-0.02164261416,744.666626,-0.02293928899,744.666626,-0.02271210402,
744,-0.01461237296,744,-0.02128719166,744,-0.0213905517,744,-0.02300553024,744,-0.02270964719,
743.333313,-0.01457763091,743.333313,-0.02126643807,743.333313,-0.02151024528,743.333313,-0.02308413386,743.333313,-0.02253469266,
742.666626,-0.0143776834,742.666626,-0.0210269317,742.666626,-0.02134249732,742.666626,-0.02254983224,742.666626,-0.02279626206,
742,-0.01443502773,742,-0.02117384598,742,-0.02161251754,742,-0.02290884033,742,-0.02303091623,
741.333313,-0.0147112282,741.333313,-0.02140691318,741.333313,-0.02193277702,741.333313,-0.023451088,741.333313,-0.02286026627,
740.666626,-0.01447534002,740.666626,-0.02146777324,740.666626,-0.021531431,740.666626,-0.02283408679,740.666626,-0.0230843313,
740,-0.01470422186,740,-0.02146723121,740,-0.02178021148,740,-0.02308928967,740,-0.02289194614,
739.333313,-0.01472659223,739.333313,-0.02127141692,739.333313,-0.02183781751,739.333313,-0.02311673015,739.333313,-0.02293717675,
738.666626,-0.01457512751,738.666626,-0.02101479843,738.666626,-0.02155744284,738.666626,-0.02288639545,738.666626,-0.02272880822,
738,-0.01463920344,738,-0.02111521363,738,-0.0213744361,738,-0.02313155495,738,-0.02291443944,
737.333313,-0.01479174756,737.333313,-0.02130695805,737.333313,-0.02177469619,737.333313,-0.02327859402,737.333313,-0.02281546965,
736.666626,-0.01454543881,736.666626,-0.02127028257,736.666626,-0.02162813209,736.666626,-0.02292445861,736.666626,-0.02275371738,
736,-0.01428005472,736,-0.02077465877,736,-0.02133717388,736,-0.02303837799,736,-0.02296276204,
735.333313,-0.01446222048,735.333313,-0.02130710706,735.333313,-0.02152177505,735.333313,-0.02307073213,735.333313,-0.02278123051,
734.666626,-0.01468049828,734.666626,-0.02123128623,734.666626,-0.02161547355,734.666626,-0.02286517806,734.666626,-0.02286886238,
734,-0.01432273537,734,-0.0209476091,734,-0.02151108347,734,-0.0229332,734,-0.02253980562,
733.333313,-0.01462688949,733.333313,-0.02120707929,733.333313,-0.02163571864,733.333313,-0.02319811098,733.333313,-0.022955494,
732.666626,-0.01431812719,732.666626,-0.021096671,732.666626,-0.02157069556,732.666626,-0.02309184149,732.666626,-0.02272360027,
732,-0.01458083466,732,-0.02110165358,732,-0.02157729678,732,-0.02314843982,732,-0.02271907963,
731.333313,-0.01406854205,731.333313,-0.02099334076,731.333313,-0.02152256295,731.333313,-0.02271495387,731.333313,-0.02276673727,
730.666626,-0.01449376717,730.666626,-0.02116013877,730.666626,-0.0215330068,730.666626,-0.02320832014,730.666626,-0.02272920124,
730,-0.01435469277,730,-0.02110692859,730,-0.02163305879,730,-0.02315104194,730,-0.02278196625,
729.333313,-0.01432939712,729.333313,-0.02112162486,729.333313,-0.02139858529,729.333313,-0.02284793742,729.333313,-0.02255637012,
728.666626,-0.01410172135,728.666626,-0.02070689201,728.666626,-0.021207029,728.666626,-0.02273956873,728.666626,-0.02234235965,
728,-0.01406678837,728,-0.02111620083,728,-0.02155103907,728,-0.02304937504,728,-0.02268065698,
727.333313,-0.01434773114,727.333313,-0.02095209993,727.333313,-0.02155921794,727.333313,-0.02283089422,727.333313,-0.02259111963,
726.666626,-0.01448225044,726.666626,-0.02121738344,726.666626,-0.0215544384,726.666626,-0.02311741747,726.666626,-0.02282440849,
726,-0.01453422382,726,-0.02123882994,726,-0.0215610899,726,-0.02317946032,726,-0.02276428044,
725.333313,-0.01434252132,725.333313,-0.02106801793,725.333313,-0.02164921351,725.333313,-0.02322569303,725.333313,-0.0226396732,
724.666626,-0.01443142258,724.666626,-0.02129152976,724.666626,-0.02152369544,724.666626,-0.02314186282,724.666626,-0.0229068771,
724,-0.0143072065,724,-0.0210072007,724,-0.02157936618,724,-0.0228248015,724,-0.02272114344,
723.333313,-0.01423621736,723.333313,-0.02102959529,723.333313,-0.02156833187,723.333313,-0.02303945832,723.333313,-0.02275936864,
722.666626,-0.01423090603,722.666626,-0.02097350918,722.666626,-0.02158493176,722.666626,-0.02288315445,722.666626,-0.0225847289,
722,-0.0141990399,722,-0.02094109729,722,-0.02141469903,722,-0.02274472639,722,-0.0227535218,
721.333313,-0.01443357579,721.333313,-0.02091085352,721.333313,-0.02163089067,721.333313,-0.02281365171,721.333313,-0.02253100649,
720.666626,-0.01406247728,720.666626,-0.02071933076,720.666626,-0.02131351456,720.666626,-0.02259957232,720.666626,-0.0223791413,
720,-0.01431246661,720,-0.02091721818,720,-0.02142968029,720,-0.02288600244,720,-0.02259067632,
719.333313,-0.01437287498,719.333313,-0.02109060623,719.333313,-0.02157370001,719.333313,-0.02324640192,719.333313,-0.02278796025,
718.666626,-0.01426627766,718.666626,-0.02102155611,718.666626,-0.02165281028,718.666626,-0.02304333635,718.666626,-0.02267230302,
718,-0.01401806716,718,-0.02072401904,718,-0.0214557983,718,-0.02268945239,718,-0.02245309018,
717.333313,-0.01409029495,717.333313,-0.02090335451,717.333313,-0.02150049061,717.333313,-0.02299183235,717.333313,-0.02261146531,
716.666626,-0.01405846793,716.666626,-0.02082953788,716.666626,-0.02146304213,716.666626,-0.02290874161,716.666626,-0.02259981818,
716,-0.01398478076,716,-0.02090182528,716,-0.02132120356,716,-0.02285894006,716,-0.02273224853,
715.333313,-0.01409495529,715.333313,-0.02093690448,715.333313,-0.02153133228,715.333313,-0.02310578339,715.333313,-0.02270266972,
714.666626,-0.01426988468,714.666626,-0.02088613436,714.666626,-0.02137492783,714.666626,-0.02277410589,714.666626,-0.02264252491,
714,-0.01431627292,714,-0.02105642669,714,-0.0215198528,714,-0.02290176786,714,-0.02261362784,
713.333313,-0.01401325408,713.333313,-0.02095353045,713.333313,-0.02149309963,713.333313,-0.02286316454,713.333313,-0.02255676314,
712.666626,-0.01403380651,712.666626,-0.02075659484,712.666626,-0.02151167393,712.666626,-0.02279808,712.666626,-0.02246533148,
712,-0.01426041592,712,-0.02102333121,712,-0.0213931147,712,-0.02306047082,712,-0.02266448922,
711.333313,-0.01390446257,711.333313,-0.02092920803,711.333313,-0.02145205252,711.333313,-0.02280643024,711.333313,-0.02274428494,
710.666626,-0.0142088607,710.666626,-0.02099368535,710.666626,-0.02163542248,710.666626,-0.02311147749,710.666626,-0.02285270207,
710,-0.01405290421,710,-0.02091746591,710,-0.02149073407,710,-0.02280068398,710,-0.02250234969,
709.333313,-0.01421106514,709.333313,-0.02086195722,709.333313,-0.02140011266,709.333313,-0.02300504036,709.333313,-0.02284612134,
708.666626,-0.01422689762,708.666626,-0.02082159184,708.666626,-0.02159217373,708.666626,-0.02303980291,708.666626,-0.0226168707,
708,-0.01408112235,708,-0.02096211351,708,-0.02143037133,708,-0.02306400612,708,-0.02267092653,
707.333313,-0.01416767202,707.333313,-0.02098228969,707.333313,-0.02141272835,707.333313,-0.02306508645,707.333313,-0.02281075343,
706.666626,-0.01403125003,706.666626,-0.02078916878,706.666626,-0.02143002674,706.666626,-0.02293152921,706.666626,-0.02253375947,
706,-0.01392973308,706,-0.02086240239,706,-0.02143998072,706,-0.02284346893,706,-0.02264424413,
705.333313,-0.01414487138,705.333313,-0.02106540278,705.333313,-0.02158966102,705.333313,-0.02305099554,705.333313,-0.0228426829,
704.666626,-0.01381460205,704.666626,-0.02091233432,704.666626,-0.02139616944,704.666626,-0.02286321297,704.666626,-0.02253164537,
704,-0.01398357749,704,-0.02088006586,704,-0.02149802633,704,-0.02297120728,704,-0.02267033793,
703.333313,-0.01409691013,703.333313,-0.02098909765,703.333313,-0.0217177216,703.333313,-0.02297543176,703.333313,-0.02267215587,
702.666626,-0.01402754057,702.666626,-0.02076498605,702.666626,-0.02140070312,702.666626,-0.02288123965,702.666626,-0.02245697379,
702,-0.01404192671,702,-0.02099126764,702,-0.02139025554,702,-0.02275347151,702,-0.02250220068,
701.333313,-0.01400698815,701.333313,-0.02080861293,701.333313,-0.02150738798,701.333313,-0.02299708501,701.333313,-0.022508936,
700.666626,-0.01377984602,700.666626,-0.0207777191,700.666626,-0.02136807702,700.666626,-0.02268802747,700.666626,-0.02256752737,
700,-0.01393915899,700,-0.02088465542,700,-0.02142564021,700,-0.02263200842,700,-0.02257145941,
