non-imine undoped,,non-imine 5 sec TFA vapour,,non-imine 10 sec TFA vapour,,non-imine 30 sec TFA vapour,,non-imine 1min TFA vapour,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
400.666626,0.05434486642,400.666626,0.0433729738,400.666626,0.03926577047,400.666626,0.03089820221,400.666626,0.03429865837,
399.9999695,0.05386811867,399.9999695,0.04278000072,399.9999695,0.03873305023,399.9999695,0.03084917553,399.9999695,0.03397466615,
399.333313,0.05340708047,399.333313,0.04229220375,399.333313,0.03856972978,399.333313,0.03039671294,399.333313,0.0336483717,
398.666626,0.0526942201,398.666626,0.0418102257,398.666626,0.03796494007,398.666626,0.03012558445,398.666626,0.03322598338,
397.9999695,0.05214612186,397.9999695,0.04156437889,397.9999695,0.03788124397,397.9999695,0.03015546687,397.9999695,0.03319136426,
397.333313,0.05150314048,397.333313,0.04090949893,397.333313,0.03722554445,397.333313,0.02955194004,397.333313,0.03277640045,
396.666626,0.05112034082,396.666626,0.04051025957,396.666626,0.03700877726,396.666626,0.02959175967,396.666626,0.03262183443,
395.9999695,0.05021034926,395.9999695,0.04000774398,395.9999695,0.03639118001,395.9999695,0.02916463464,395.9999695,0.0321271345,
395.333313,0.05017376319,395.333313,0.03968255967,395.333313,0.03612298146,395.333313,0.02902346849,395.333313,0.03188124672,
394.666626,0.04962927476,394.666626,0.03924148902,394.666626,0.03577255085,394.666626,0.0288160108,394.666626,0.03147424012,
393.9999695,0.04943279549,393.9999695,0.03902699798,393.9999695,0.03561567888,393.9999695,0.0288858898,393.9999695,0.03166774288,
393.333313,0.04832537472,393.333313,0.03834559023,393.333313,0.03489241377,393.333313,0.0282096453,393.333313,0.03103503026,
392.666626,0.04794036224,392.666626,0.03779363632,392.666626,0.03456579149,392.666626,0.02793733776,392.666626,0.03063775972,
391.9999695,0.04758824408,391.9999695,0.03756797314,391.9999695,0.03424728662,391.9999695,0.02805622481,391.9999695,0.03067890182,
391.333313,0.04695750773,391.333313,0.03700640798,391.333313,0.03365614638,391.333313,0.02747154608,391.333313,0.03017419763,
390.666626,0.04658234864,390.666626,0.03663377464,390.666626,0.03352492303,390.666626,0.02744697593,390.666626,0.02994217165,
389.9999695,0.04619148001,389.9999695,0.0363221094,389.9999695,0.0331411548,389.9999695,0.02703492902,389.9999695,0.02976063639,
389.333313,0.04551889747,389.333313,0.035581287,389.333313,0.03266707063,389.333313,0.02657926641,389.333313,0.02939239517,
388.666626,0.04507700354,388.666626,0.03520538285,388.666626,0.03208339959,388.666626,0.02643627115,388.666626,0.02889266796,
387.9999695,0.04473689571,387.9999695,0.03482834622,387.9999695,0.03184166178,387.9999695,0.02619333751,387.9999695,0.02884027176,
387.333313,0.04425884783,387.333313,0.03454109654,387.333313,0.03166292608,387.333313,0.02611283772,387.333313,0.02860447764,
386.666626,0.04375873506,386.666626,0.03409745917,386.666626,0.03115568496,386.666626,0.02598486282,386.666626,0.02829782851,
385.9999695,0.04355404899,385.9999695,0.03370493278,385.9999695,0.03091421165,385.9999695,0.0257666558,385.9999695,0.02813774906,
385.3332825,0.04273207113,385.3332825,0.03321036324,385.3332825,0.03030757606,385.3332825,0.02534502931,385.3332825,0.0277617462,
384.666626,0.04264939204,384.666626,0.03289737552,384.666626,0.0304287523,384.666626,0.02534950338,384.666626,0.02778911963,
383.9999695,0.04195840284,383.9999695,0.03266654164,383.9999695,0.02985187992,383.9999695,0.02494390868,383.9999695,0.02745497227,
383.3332825,0.04175564647,383.3332825,0.03210829198,383.3332825,0.02977022901,383.3332825,0.02492814511,383.3332825,0.02723448165,
382.666626,0.04128869623,382.666626,0.03196727857,382.666626,0.02925037965,382.666626,0.02454277501,382.666626,0.02708890103,
381.9999695,0.04069830477,381.9999695,0.03143772855,381.9999695,0.02895796672,381.9999695,0.02436263487,381.9999695,0.0269377213,
381.3332825,0.04030556604,381.3332825,0.03112626262,381.3332825,0.02847593278,381.3332825,0.02421084233,381.3332825,0.02657500096,
380.666626,0.03989728913,380.666626,0.03076953255,380.666626,0.02827600203,380.666626,0.02432928793,380.666626,0.02638491057,
379.9999695,0.03973857686,379.9999695,0.03073182702,379.9999695,0.02804272249,379.9999695,0.02409541048,379.9999695,0.02630998753,
379.3332825,0.03920408711,379.3332825,0.02980685234,379.3332825,0.02749609016,379.3332825,0.02373644896,379.3332825,0.02577104978,
378.666626,0.03904472664,378.666626,0.03017797135,378.666626,0.02761946246,378.666626,0.0237251576,378.666626,0.02569354139,
377.9999695,0.03829333931,377.9999695,0.02948400378,377.9999695,0.02704611421,377.9999695,0.02327003144,377.9999695,0.02542571537,
377.3332825,0.03800782934,377.3332825,0.02931274101,377.3332825,0.02689280175,377.3332825,0.0231684465,377.3332825,0.02531481721,
376.666626,0.03771829978,376.666626,0.0291190967,376.666626,0.02665828355,376.666626,0.02292951755,376.666626,0.0250145942,
375.9999695,0.03738161549,375.9999695,0.02881590091,375.9999695,0.02630231343,375.9999695,0.02299654484,375.9999695,0.02494511567,
375.3332825,0.03693960607,375.3332825,0.02858540043,375.3332825,0.02630542219,375.3332825,0.02265561745,375.3332825,0.0247267168,
374.666626,0.03661763668,374.666626,0.02809046768,374.666626,0.02582458965,374.666626,0.02254359797,374.666626,0.02441509813,
373.9999695,0.0359644331,373.9999695,0.02780429833,373.9999695,0.02531709522,373.9999695,0.02211514674,373.9999695,0.02415613271,
373.3332825,0.03590448573,373.3332825,0.02779618464,373.3332825,0.02539201267,373.3332825,0.02183370292,373.3332825,0.02414157428,
372.666626,0.03548312932,372.666626,0.02741766535,372.666626,0.02532653511,372.666626,0.02192141674,372.666626,0.02397341654,
371.9999695,0.03545768186,371.9999695,0.02737429552,371.9999695,0.02494042739,371.9999695,0.0217982363,371.9999695,0.02395309322,
371.3332825,0.03504607826,371.3332825,0.0272019878,371.3332825,0.02492411435,371.3332825,0.02189683169,371.3332825,0.02377226762,
370.666626,0.03462919965,370.666626,0.02667468786,370.666626,0.02442109399,370.666626,0.02129411697,370.666626,0.02334339358,
369.9999695,0.03389251605,369.9999695,0.02631845884,369.9999695,0.02397593297,369.9999695,0.02098201588,369.9999695,0.02276938595,
369.3332825,0.03365572542,369.3332825,0.02603908814,369.3332825,0.02370241284,369.3332825,0.02098079398,369.3332825,0.0226547718,
368.666626,0.03392313421,368.666626,0.02616322972,368.666626,0.02386212349,368.666626,0.02117500082,368.666626,0.02288007177,
367.9999695,0.0331706889,367.9999695,0.02579143271,367.9999695,0.02334735543,367.9999695,0.02078849263,367.9999695,0.0223520752,
367.3332825,0.03282025829,367.3332825,0.02532321401,367.3332825,0.02294111438,367.3332825,0.02036659606,367.3332825,0.02235897072,
366.666626,0.03279273212,366.666626,0.02554611303,366.666626,0.02317923307,366.666626,0.02064122818,366.666626,0.02232629433,
365.9999695,0.03215408698,365.9999695,0.0251233317,365.9999695,0.02297692187,365.9999695,0.02020011283,365.9999695,0.02198768966,
365.3332825,0.03205603361,365.3332825,0.02463021688,365.3332825,0.02247206122,365.3332825,0.01998197287,365.3332825,0.02153661102,
364.666626,0.0316824168,364.666626,0.02446942776,364.666626,0.02226858027,364.666626,0.01976708323,364.666626,0.02153745294,
363.9999695,0.03140856326,363.9999695,0.02435439453,363.9999695,0.02215878479,363.9999695,0.01990050264,363.9999695,0.02146991529,
363.3332825,0.03120864183,363.3332825,0.02444064617,363.3332825,0.0222876817,363.3332825,0.02001433633,363.3332825,0.02144685201,
362.666626,0.03090884723,362.666626,0.02383461222,362.666626,0.02208515815,362.666626,0.01943136193,362.666626,0.02131029405,
361.9999695,0.03027227148,361.9999695,0.02350846492,361.9999695,0.0216630362,361.9999695,0.01936499029,361.9999695,0.02087322436,
361.3332825,0.03010072559,361.3332825,0.02365943976,361.3332825,0.02148367837,361.3332825,0.01921858639,361.3332825,0.02101027034,
360.666626,0.02984691598,360.666626,0.02331064455,360.666626,0.02124143206,360.666626,0.01902408898,360.666626,0.02053767815,
359.9999695,0.0297488831,359.9999695,0.02294578217,359.9999695,0.02113697864,359.9999695,0.01895337179,359.9999695,0.02050147578,
359.3332825,0.02962800674,359.3332825,0.02280053869,359.3332825,0.02123447321,359.3332825,0.01883116364,359.3332825,0.02064399607,
358.666626,0.02899679169,358.666626,0.0229307171,358.666626,0.02089411207,358.666626,0.01894022897,358.666626,0.02044001408,
357.9999695,0.02900276892,357.9999695,0.02261754684,357.9999695,0.02082121558,357.9999695,0.01872709952,357.9999695,0.02031448483,
357.3332825,0.02865535393,357.3332825,0.02229830809,357.3332825,0.02045561559,357.3332825,0.01860760339,357.3332825,0.02017044649,
356.666626,0.02841797471,356.666626,0.02208616585,356.666626,0.02036643401,356.666626,0.0183290448,356.666626,0.02011849359,
355.9999695,0.02804297209,355.9999695,0.02195030451,355.9999695,0.02023924515,355.9999695,0.0181579683,355.9999695,0.01963760704,
355.3332825,0.02775437757,355.3332825,0.02197434753,355.3332825,0.02005792595,355.3332825,0.01835826226,355.3332825,0.01993183047,
354.666626,0.02735562995,354.666626,0.02171449363,354.666626,0.01986031607,354.666626,0.01843579672,354.666626,0.01973427832,
353.9999695,0.02708925866,353.9999695,0.02138210274,353.9999695,0.01965106651,353.9999695,0.01796022058,353.9999695,0.01963887922,
353.3332825,0.02697777003,353.3332825,0.02143322676,353.3332825,0.01951712929,353.3332825,0.01797346771,353.3332825,0.0196390152,
352.666626,0.02643261105,352.666626,0.02097954415,352.666626,0.01927568018,352.666626,0.0174836833,352.666626,0.01914626732,
351.9999695,0.02639470436,351.9999695,0.0207215324,351.9999695,0.01925338246,351.9999695,0.01780490391,351.9999695,0.01884960197,
351.3332825,0.02595386468,351.3332825,0.02040767111,351.3332825,0.01890042797,351.3332825,0.0177083388,351.3332825,0.01896104962,
350.666626,0.02593930066,350.666626,0.02064513601,350.666626,0.01914534904,350.666626,0.01752432622,350.666626,0.01894558407,
349.9999695,0.02520194463,349.9999695,0.02003092691,349.9999695,0.01879567094,349.9999695,0.01724500582,349.9999695,0.01881654002,
349.3332825,0.02507986128,349.3332825,0.01993928477,349.3332825,0.01844171062,349.3332825,0.01703391783,349.3332825,0.01854041219,
348.666626,0.02513103746,348.666626,0.01980333403,348.666626,0.01873582974,348.666626,0.01724500582,348.666626,0.01855710894,
347.9999695,0.02496499196,347.9999695,0.01983872056,347.9999695,0.01836031489,347.9999695,0.01740060747,347.9999695,0.01844946295,
347.3332825,0.02423156053,347.3332825,0.01929570548,347.3332825,0.01835099794,347.3332825,0.01695407555,347.3332825,0.01821211539,
346.666626,0.02445694059,346.666626,0.01932850666,346.666626,0.01820339635,346.666626,0.01715809666,346.666626,0.01807451807,
345.9999695,0.02404569462,345.9999695,0.01925984956,345.9999695,0.01803412288,345.9999695,0.0171791818,345.9999695,0.01797697507,
345.3332825,0.0241767671,345.3332825,0.01942486502,345.3332825,0.01838591509,345.3332825,0.01730545051,345.3332825,0.01838542894,
344.666626,0.02365722507,344.666626,0.01880315877,344.666626,0.01762815751,344.666626,0.01696104743,344.666626,0.01810730807,
343.9999695,0.02353371494,343.9999695,0.01873731613,343.9999695,0.01783678308,343.9999695,0.01674073376,343.9999695,0.01822958142,
343.3332825,0.02351786569,343.3332825,0.01882032491,343.3332825,0.01762217283,343.3332825,0.01699407585,343.3332825,0.01792744361,
342.666626,0.02293049917,342.666626,0.01838723756,342.666626,0.01749985479,342.666626,0.01662869565,342.666626,0.017788589,
341.9999695,0.02283336036,341.9999695,0.01832896285,341.9999695,0.01736520417,341.9999695,0.01642247662,341.9999695,0.01743515022,
341.3332825,0.02270378359,341.3332825,0.01817359589,341.3332825,0.01726350933,341.3332825,0.01640790701,341.3332825,0.01792898029,
340.666626,0.02253626473,340.666626,0.01820358448,340.666626,0.01715478487,340.666626,0.01661987416,340.666626,0.01798827946,
339.9999695,0.02220308036,339.9999695,0.01773961633,339.9999695,0.01703092828,339.9999695,0.01649536379,339.9999695,0.01785509661,
339.3332825,0.02231558599,339.3332825,0.01791886427,339.3332825,0.01690883189,339.3332825,0.01652475446,339.3332825,0.01752222329,
338.666626,0.0221221745,338.666626,0.01768587902,338.666626,0.0169671569,338.666626,0.01689819992,338.666626,0.01780204475,
337.9999695,0.02150029689,337.9999695,0.01745905355,337.9999695,0.01662651822,337.9999695,0.01632100344,337.9999695,0.01756774634,
337.3332825,0.02195512503,337.3332825,0.01812536269,337.3332825,0.01689973474,337.3332825,0.01697095297,337.3332825,0.01791433245,
336.666626,0.02117565274,336.666626,0.01748616435,336.666626,0.01673879661,336.666626,0.01653774269,336.666626,0.01729621179,
335.9999695,0.02172608674,335.9999695,0.01794751361,335.9999695,0.01704005525,335.9999695,0.0169690419,335.9999695,0.01814366318,
335.3332825,0.02095984854,335.3332825,0.01731926948,335.3332825,0.01668327302,335.3332825,0.01636906341,335.3332825,0.01740634628,
334.666626,0.02088903263,334.666626,0.01707454398,334.666626,0.0163259767,334.666626,0.01666097343,334.666626,0.01738492586,
333.9999695,0.02074697427,333.9999695,0.01677751169,333.9999695,0.016444657,333.9999695,0.01652249508,333.9999695,0.01714818738,
333.3332825,0.02088808268,333.3332825,0.01725190133,333.3332825,0.01645151153,333.3332825,0.01631003805,333.3332825,0.01774827205,
332.666626,0.02038455755,332.666626,0.01654481515,332.666626,0.01596711949,332.666626,0.01628617197,332.666626,0.01731183566,
331.9999695,0.0203063488,331.9999695,0.01675827429,331.9999695,0.01641320251,331.9999695,0.01629947498,331.9999695,0.01709123701,
331.3332825,0.01992803626,331.3332825,0.01653292961,331.3332825,0.01578497142,331.3332825,0.0156149473,331.3332825,0.01680422947,
330.666626,0.01966060139,330.666626,0.01579922624,330.666626,0.01567849331,330.666626,0.01568013057,330.666626,0.01691456325,
329.9999695,0.01982872188,329.9999695,0.016311327,329.9999695,0.01586296037,329.9999695,0.01614754461,329.9999695,0.01688802801,
329.3332825,0.01924737543,329.3332825,0.01593116298,329.3332825,0.01579740085,329.3332825,0.01572089829,329.3332825,0.01659483463,
328.666626,0.01926388219,328.666626,0.01599513181,328.666626,0.01544528455,328.666626,0.01553182397,328.666626,0.01660024002,
327.9999695,0.01909151673,327.9999695,0.01549246907,327.9999695,0.01487997919,327.9999695,0.01529201679,327.9999695,0.01635989733,
327.3332825,0.01885887422,327.3332825,0.01549515128,327.3332825,0.01539072953,327.3332825,0.0157640595,327.3332825,0.01628735475,
326.666626,0.01863608323,326.666626,0.01508401986,326.666626,0.01510519255,326.666626,0.01504907291,326.666626,0.01580075547,
325.9999695,0.01844246686,325.9999695,0.01489473972,325.9999695,0.01477300003,325.9999695,0.01497131027,325.9999695,0.01586744376,
325.3332825,0.01814331114,325.3332825,0.01516158786,325.3332825,0.01487663016,325.3332825,0.01505949721,325.3332825,0.01624376513,
324.666626,0.01786569692,324.666626,0.01446011569,324.666626,0.01431744173,324.666626,0.01466117427,324.666626,0.01554966532,
323.9999695,0.01772675477,323.9999695,0.01460650377,323.9999695,0.01470364071,323.9999695,0.01493939944,323.9999695,0.01594179682,
323.3332825,0.01766555011,323.3332825,0.01459065545,323.3332825,0.01417957619,323.3332825,0.01447810046,323.3332825,0.01551618334,
322.666626,0.01763753779,322.666626,0.01430139039,322.666626,0.01436447725,322.666626,0.01482662,322.666626,0.0153917484,
321.9999695,0.01729311422,321.9999695,0.01428838819,321.9999695,0.01419078186,321.9999695,0.01438074559,321.9999695,0.01532518677,
321.3332825,0.0172618404,321.3332825,0.01426918153,321.3332825,0.01414443459,321.3332825,0.01424861047,321.3332825,0.01539099775,
320.666626,0.0170971863,320.666626,0.01366832387,320.666626,0.01380308811,320.666626,0.0142263025,320.666626,0.01492881682,
319.9999695,0.01681636646,319.9999695,0.01370342728,319.9999695,0.01381644979,319.9999695,0.01400924288,319.9999695,0.0153182419,
319.3332825,0.01679360121,319.3332825,0.01343354769,319.3332825,0.01344903372,319.3332825,0.01433204953,319.3332825,0.01493283547,
318.666626,0.01676704548,318.666626,0.01367735304,318.666626,0.01340858452,318.666626,0.01419230644,318.666626,0.01513304096,
317.9999695,0.01584183052,317.9999695,0.01339697186,317.9999695,0.0128368577,317.9999695,0.01345365308,317.9999695,0.01434917282,
317.3332825,0.0159133058,317.3332825,0.01313934196,317.3332825,0.01297877822,317.3332825,0.01366997976,317.3332825,0.014785829,
316.666626,0.01622414775,316.666626,0.01318019349,316.666626,0.01341509912,316.666626,0.01390739623,316.666626,0.01472077891,
315.9999695,0.01611189544,315.9999695,0.01329993922,315.9999695,0.01316634472,315.9999695,0.01380656194,315.9999695,0.01456824876,
315.3332825,0.01515949704,315.3332825,0.01270660385,315.3332825,0.01268639974,315.3332825,0.01315407082,315.3332825,0.01393089071,
314.666626,0.01538877189,314.666626,0.01263800077,314.666626,0.0125807859,314.666626,0.01339865383,314.666626,0.01395740826,
313.9999695,0.01545971539,313.9999695,0.01301030535,313.9999695,0.01281971391,313.9999695,0.01337131672,313.9999695,0.0138009768,
313.3332825,0.01485557575,313.3332825,0.01235900819,313.3332825,0.01285109576,313.3332825,0.01276460756,313.3332825,0.01335289702,
312.666626,0.01451803278,312.666626,0.01208325569,312.666626,0.01184412092,312.666626,0.01205160934,312.666626,0.01313392632,
311.9999695,0.01528534014,311.9999695,0.01236449461,311.9999695,0.01190427132,311.9999695,0.01286064088,311.9999695,0.01319689769,
311.3332825,0.01504909992,311.3332825,0.01221856754,311.3332825,0.01173711568,311.3332825,0.01229780912,311.3332825,0.01307755336,
310.666626,0.01489524823,310.666626,0.01165829506,310.666626,0.01153288689,310.666626,0.01281168871,310.666626,0.01294426713,
309.9999695,0.0143353669,309.9999695,0.01163861807,309.9999695,0.01150872372,309.9999695,0.01191818621,309.9999695,0.01255312748,
309.3332825,0.01412269287,309.3332825,0.01224567182,309.3332825,0.01198004931,309.3332825,0.01200237591,309.3332825,0.01237078011,
308.666626,0.01357326005,308.666626,0.01157550048,308.666626,0.01122944616,308.666626,0.01157773379,308.666626,0.01188453007,
307.9999695,0.0135208359,307.9999695,0.01101993304,307.9999695,0.01072385535,307.9999695,0.01112291031,307.9999695,0.0114719104,
307.3332825,0.01405661926,307.3332825,0.01137559954,307.3332825,0.011218342,307.3332825,0.01146329846,307.3332825,0.01188602019,
306.666626,0.01397841889,306.666626,0.01051177457,306.666626,0.01079064421,306.666626,0.01115719788,306.666626,0.01201075874,
305.9999695,0.01348694973,305.9999695,0.0105179539,305.9999695,0.01055484544,305.9999695,0.01111550163,305.9999695,0.01113640238,
305.3332825,0.01287128031,305.3332825,0.01054940838,305.3332825,0.01062566694,305.3332825,0.01072756946,305.3332825,0.01063022949,
304.666626,0.01351191662,304.666626,0.01047295053,304.666626,0.01054198202,304.666626,0.01087888889,304.666626,0.0115703959,
303.9999695,0.01297043078,303.9999695,0.01062654238,303.9999695,0.009700750001,303.9999695,0.01033598185,303.9999695,0.01098199282,
303.3332825,0.0126449829,303.3332825,0.01005462185,303.3332825,0.009769287892,303.3332825,0.00960729178,303.3332825,0.01062619779,
302.666626,0.01355379075,302.666626,0.01089561172,302.666626,0.009931715205,302.666626,0.01028330997,302.666626,0.01085890271,
301.9999695,0.0125419097,301.9999695,0.01016873959,301.9999695,0.008838661946,301.9999695,0.00997515209,301.9999695,0.01005311217,
301.3332825,0.01221380103,301.3332825,0.009733098559,301.3332825,0.009565796703,301.3332825,0.009738975205,301.3332825,0.01076442562,
300.666626,0.01252011582,300.666626,0.009315269999,300.666626,0.009180409834,300.666626,0.009259179235,300.666626,0.01017769612,

non-imine undoped,
non-imine undoped
Collection Time: 2024-09-03 1:37:58 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-03 1:29:02 PM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-03 1:29:03 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-03 1:29:03 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-03 1:29:03 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-03 1:29:03 PM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-03 1:30:02 PM, Old:800.000, New:1200.000
X Stop nm Changed: 2024-09-03 1:30:02 PM, Old:200.000, New:300.000
UVVIS Scan Rate nm Changed: 2024-09-03 1:30:02 PM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-03 1:30:02 PM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-03 1:30:02 PM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-03 1:30:02 PM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-03 1:30:02 PM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-03 1:30:02 PM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-03 1:30:02 PM, Old:0, New:2
Sipper Type Changed: 2024-09-03 1:30:02 PM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 299.333
<SBW (nm)> , 2.00
<Energy> , 87.10
<Slit Height> , Full

non-imine 5 sec TFA vapour,
non-imine 5 sec TFA vapour
Collection Time: 2024-09-03 4:06:35 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-03 1:29:02 PM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-03 1:29:03 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-03 1:29:03 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-03 1:29:03 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-03 1:29:03 PM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-03 1:30:02 PM, Old:800.000, New:1200.000
X Stop nm Changed: 2024-09-03 1:30:02 PM, Old:200.000, New:300.000
UVVIS Scan Rate nm Changed: 2024-09-03 1:30:02 PM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-03 1:30:02 PM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-03 1:30:02 PM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-03 1:30:02 PM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-03 1:30:02 PM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-03 1:30:02 PM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-03 1:30:02 PM, Old:0, New:2
Sipper Type Changed: 2024-09-03 1:30:02 PM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 300.000
<SBW (nm)> , 2.00
<Energy> , 87.10
<Slit Height> , Full

non-imine 10 sec TFA vapour,
non-imine 10 sec TFA vapour
Collection Time: 2024-09-03 4:10:42 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-03 1:29:02 PM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-03 1:29:03 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-03 1:29:03 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-03 1:29:03 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-03 1:29:03 PM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-03 1:30:02 PM, Old:800.000, New:1200.000
X Stop nm Changed: 2024-09-03 1:30:02 PM, Old:200.000, New:300.000
UVVIS Scan Rate nm Changed: 2024-09-03 1:30:02 PM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-03 1:30:02 PM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-03 1:30:02 PM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-03 1:30:02 PM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-03 1:30:02 PM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-03 1:30:02 PM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-03 1:30:02 PM, Old:0, New:2
Sipper Type Changed: 2024-09-03 1:30:02 PM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 299.333
<SBW (nm)> , 2.00
<Energy> , 87.10
<Slit Height> , Full

non-imine 30 sec TFA vapour,
non-imine 30 sec TFA vapour
Collection Time: 2024-09-03 4:15:05 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-03 1:29:02 PM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-03 1:29:03 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-03 1:29:03 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-03 1:29:03 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-03 1:29:03 PM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-03 1:30:02 PM, Old:800.000, New:1200.000
X Stop nm Changed: 2024-09-03 1:30:02 PM, Old:200.000, New:300.000
UVVIS Scan Rate nm Changed: 2024-09-03 1:30:02 PM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-03 1:30:02 PM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-03 1:30:02 PM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-03 1:30:02 PM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-03 1:30:02 PM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-03 1:30:02 PM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-03 1:30:02 PM, Old:0, New:2
Sipper Type Changed: 2024-09-03 1:30:02 PM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 300.000
<SBW (nm)> , 2.00
<Energy> , 87.10
<Slit Height> , Full

non-imine 1min TFA vapour,
non-imine 1min TFA vapour
Collection Time: 2024-09-03 4:20:07 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-03 1:29:02 PM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-03 1:29:03 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-03 1:29:03 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-03 1:29:03 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-03 1:29:03 PM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-03 1:30:02 PM, Old:800.000, New:1200.000
X Stop nm Changed: 2024-09-03 1:30:02 PM, Old:200.000, New:300.000
UVVIS Scan Rate nm Changed: 2024-09-03 1:30:02 PM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-03 1:30:02 PM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-03 1:30:02 PM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-03 1:30:02 PM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-03 1:30:02 PM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-03 1:30:02 PM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-03 1:30:02 PM, Old:0, New:2
Sipper Type Changed: 2024-09-03 1:30:02 PM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 300.000
<SBW (nm)> , 2.00
<Energy> , 87.10
<Slit Height> , Full

