0.0% TFA,,0.017% TFA,,0.017% TFA + triethylamine,,0.05% TFA,,0.05% TFA + triethylamine,,0.25% TFA,,0.25% TFA + triethylamine,,1.0% TFA,,1.0% TFA + triethylamine,,0.1% TFA,,0.1% TFA + triethylamine,,0.5% TFA,,0.5% TFA + triethylamine,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
822.666687,0.001135936822,822.666687,0.008232365362,822.666687,0.001592963468,822.666687,0.009463002905,822.666687,0.001620218507,822.666687,0.06134879217,822.666687,0.002026310423,822.666687,0.1569385976,822.666687,0.001797612756,822.666687,0.0295739416,822.666687,0.008392529562,822.666687,0.1209128946,822.666687,0.004145531915,
822,0.001187120681,822,0.008514552377,822,0.001513884286,822,0.00954409875,822,0.001734427526,822,0.06123715639,822,0.002032760065,822,0.1565061957,822,0.00191556057,822,0.02954238094,822,0.00848952774,822,0.1206752956,822,0.004296744708,
821.333374,0.001115537714,821.333374,0.008394693956,821.333374,0.001589975669,821.333374,0.009601337835,821.333374,0.001722862362,821.333374,0.06100368872,821.333374,0.002029431285,821.333374,0.1560307294,821.333374,0.001972531201,821.333374,0.02955681644,821.333374,0.008377512917,821.333374,0.1203166097,821.333374,0.004317790736,
820.666687,0.001167160342,820.666687,0.008295579813,820.666687,0.001582337311,820.666687,0.009536848404,820.666687,0.001740717096,820.666687,0.06090027094,820.666687,0.002010108205,820.666687,0.1556750983,820.666687,0.001939663547,820.666687,0.02938660607,820.666687,0.008418367244,820.666687,0.1199608892,820.666687,0.004257296212,
820,0.001154182712,820,0.008285104297,820,0.001557266922,820,0.009427632205,820,0.00168754498,820,0.06072545052,820,0.002021499211,820,0.1551847309,820,0.002002254594,820,0.029352732,820,0.008429900743,820,0.1194825321,820,0.004287202377,
819.333374,0.001117977197,819.333374,0.00821044296,819.333374,0.001609149971,819.333374,0.009394275025,819.333374,0.001726656803,819.333374,0.06034806371,819.333374,0.002039340092,819.333374,0.1547753662,819.333374,0.001818563906,819.333374,0.02913504094,819.333374,0.008416149765,819.333374,0.1192786247,819.333374,0.004337817896,
818.666687,0.001089404221,818.666687,0.008187123574,818.666687,0.001453077886,818.666687,0.0093782451,818.666687,0.001693132101,818.666687,0.06028230116,818.666687,0.001938103465,818.666687,0.1542590708,818.666687,0.001875495771,818.666687,0.02899731696,818.666687,0.008332679048,818.666687,0.1188880429,818.666687,0.004274314269,
818,0.001095762243,818,0.008180239238,818,0.001469311072,818,0.009367612191,818,0.00165090512,818,0.06005574018,818,0.002053982811,818,0.15387097,818,0.001917484566,818,0.02904439159,818,0.008399364538,818,0.1185072362,818,0.004296300467,
817.333374,0.001185770961,817.333374,0.008225901984,817.333374,0.001584909391,817.333374,0.009361396544,817.333374,0.001786877634,817.333374,0.06004896015,817.333374,0.002018950414,817.333374,0.1534340233,817.333374,0.001992970705,817.333374,0.02905197442,817.333374,0.008485567756,817.333374,0.1182213575,817.333374,0.004400049336,
816.666687,0.001041527255,816.666687,0.008143521845,816.666687,0.001630040118,816.666687,0.009325795807,816.666687,0.00185334601,816.666687,0.05988271534,816.666687,0.002161437878,816.666687,0.1530882716,816.666687,0.001949492376,816.666687,0.02898539044,816.666687,0.00846255105,816.666687,0.1180683896,816.666687,0.004309790675,
816,0.00107705174,816,0.008184300736,816,0.001550876186,816,0.009222212248,816,0.001785682049,816,0.05964694545,816,0.001978537999,816,0.1525908113,816,0.001937687513,816,0.02885521017,816,0.008432777599,816,0.1176628694,816,0.004360408522,
815.333374,0.001197425649,815.333374,0.008219306357,815.333374,0.001531418646,815.333374,0.009296624921,815.333374,0.001740067382,815.333374,0.05932565406,815.333374,0.002075700555,815.333374,0.1522806585,815.333374,0.002020432847,815.333374,0.02888793871,815.333374,0.008484089747,815.333374,0.1172949374,815.333374,0.004489830229,
814.666687,0.001090078964,814.666687,0.008062898181,814.666687,0.001588988351,814.666687,0.009297973476,814.666687,0.00173292018,814.666687,0.05919777602,814.666687,0.002086728811,814.666687,0.1516687423,814.666687,0.001938233501,814.666687,0.02878915332,814.666687,0.008545809425,814.666687,0.1168596148,814.666687,0.004331516568,
814,0.001122129615,814,0.008243656717,814,0.00157989515,814,0.009218405001,814,0.001821215381,814,0.05908143893,814,0.00221753004,814,0.151314795,814,0.001964548137,814,0.0286286436,814,0.008542007767,814,0.1165311858,814,0.004457739182,
813.333374,0.001136222389,813.333374,0.008283811621,813.333374,0.001572646783,813.333374,0.009209097363,813.333374,0.001802031649,813.333374,0.05893293768,813.333374,0.002085948596,813.333374,0.1509355456,813.333374,0.002078119433,813.333374,0.0286265146,813.333374,0.008588501252,813.333374,0.1162730008,813.333374,0.004452717956,
812.666687,0.001193687785,812.666687,0.008232339285,812.666687,0.001566463616,812.666687,0.009227077477,812.666687,0.001746876747,812.666687,0.05873196945,812.666687,0.002150641754,812.666687,0.1505819708,812.666687,0.001961245667,812.666687,0.02859869972,812.666687,0.00866283197,812.666687,0.1160787418,812.666687,0.004451619461,
812,0.001146032941,812,0.008096179925,812,0.001533185132,812,0.009182313457,812,0.001756363316,812,0.05866008252,812,0.002063059947,812,0.1500484198,812,0.002045243979,812,0.02831680886,812,0.008555894718,812,0.1156213954,812,0.004444793798,
811.333374,0.001025958685,811.333374,0.008051005192,811.333374,0.001575998147,811.333374,0.009209970012,811.333374,0.001821007463,811.333374,0.05834979564,811.333374,0.002089017769,811.333374,0.1495309621,811.333374,0.001939871581,811.333374,0.02837146446,811.333374,0.00851463154,811.333374,0.1152690947,811.333374,0.004402062856,
810.666687,0.001093893778,810.666687,0.008123608306,810.666687,0.001467285096,810.666687,0.00899289269,810.666687,0.001730711083,810.666687,0.05814439058,810.666687,0.001992502483,810.666687,0.149080649,810.666687,0.001954588806,810.666687,0.02822787687,810.666687,0.008456479758,810.666687,0.1148285121,810.666687,0.004370240029,
810,0.001228497829,810,0.008142888546,810,0.001576179988,810,0.009208410047,810,0.001801797771,810,0.05808144808,810,0.002177515533,810,0.1487760842,810,0.002158472082,810,0.02830993012,810,0.008699882776,810,0.1145968512,810,0.004614240956,
809.333374,0.001119923661,809.333374,0.008095520549,809.333374,0.001586026629,809.333374,0.009028359316,809.333374,0.001743160188,809.333374,0.05790790543,809.333374,0.002100853017,809.333374,0.1483411938,809.333374,0.001999888103,809.333374,0.02807215974,809.333374,0.008664865047,809.333374,0.1142784134,809.333374,0.004489594605,
808.666687,0.00124306127,808.666687,0.008047075942,808.666687,0.001701733912,808.666687,0.009118044749,808.666687,0.001744771493,808.666687,0.05774975196,808.666687,0.002238605637,808.666687,0.1479451507,808.666687,0.0021638053,808.666687,0.02819738165,808.666687,0.008624040522,808.666687,0.113838464,808.666687,0.004543398973,
808,0.001169055118,808,0.00809633825,808,0.001584155951,808,0.009015012532,808,0.001774739241,808,0.0575340502,808,0.002147910185,808,0.1475843489,808,0.002091358881,808,0.02796436474,808,0.008619341068,808,0.1135656014,808,0.004448193591,
807.333374,0.001043369644,807.333374,0.007977279834,807.333374,0.001491389237,807.333374,0.008925718255,807.333374,0.001659973874,807.333374,0.05731225386,807.333374,0.002039340092,807.333374,0.1469943374,807.333374,0.002043865388,807.333374,0.02776141465,807.333374,0.008570204489,807.333374,0.1132478788,807.333374,0.004499271978,
806.666687,0.001118392451,806.666687,0.008028722368,806.666687,0.001576128067,806.666687,0.009048737586,806.666687,0.001864446793,806.666687,0.05721012503,806.666687,0.002135293558,806.666687,0.1467037648,806.666687,0.002090474358,806.666687,0.02783529088,806.666687,0.00868173968,806.666687,0.1129207984,806.666687,0.004518496804,
806,0.001061014831,806,0.007956636138,806,0.001477466896,806,0.008913220838,806,0.001731100958,806,0.05696257949,806,0.00205104379,806,0.1461039633,806,0.001924738754,806,0.02766564302,806,0.008636372164,806,0.1125403866,806,0.004493020941,
805.333374,0.001200151164,805.333374,0.008106122725,805.333374,0.0015696591,805.333374,0.008991148323,805.333374,0.001830313588,805.333374,0.05680704117,805.333374,0.002124341903,805.333374,0.145849064,805.333374,0.002054892946,805.333374,0.02771075256,805.333374,0.008727032691,805.333374,0.1123147309,805.333374,0.004626851529,
804.666687,0.001202305662,804.666687,0.007972218096,804.666687,0.001657531247,804.666687,0.008943264373,804.666687,0.001830963534,804.666687,0.05660009384,804.666687,0.002097367309,804.666687,0.1453330964,804.666687,0.00206680526,804.666687,0.02765383571,804.666687,0.00870471634,804.666687,0.112030454,804.666687,0.004520458635,
804,0.001183694345,804,0.008131916635,804,0.00159182027,804,0.008947650902,804,0.001903600525,804,0.05652558059,804,0.002168670064,804,0.1450271308,804,0.002146687591,804,0.02769475058,804,0.008856574073,804,0.111800544,804,0.00463870354,
803.333374,0.001028838917,803.333374,0.007936150767,803.333374,0.001523911254,803.333374,0.008868119679,803.333374,0.001642226474,803.333374,0.05622544885,803.333374,0.002039574087,803.333374,0.1444547027,803.333374,0.001963248011,803.333374,0.02739814296,803.333374,0.008736884221,803.333374,0.1112784445,803.333374,0.004535891581,
802.666687,0.001178892446,802.666687,0.007930904627,802.666687,0.001464298228,802.666687,0.008911318146,802.666687,0.00174747454,802.666687,0.05614119023,802.666687,0.002123561455,802.666687,0.1441067904,802.666687,0.00208956399,802.666687,0.0273402743,802.666687,0.008746419102,802.666687,0.1110443845,802.666687,0.004598151427,
802,0.001152314013,802,0.008018412627,802,0.001552824513,802,0.008833246306,802,0.001736610662,802,0.05595378578,802,0.002156781266,802,0.1436585337,802,0.002186517231,802,0.02732103318,802,0.008729621768,802,0.1106955707,802,0.004519020207,
801.333374,0.001115719322,801.333374,0.008006257005,801.333374,0.00158789719,801.333374,0.008813354187,801.333374,0.0018984786,801.333374,0.05577985942,801.333374,0.002195102861,801.333374,0.1432491541,801.333374,0.00221068738,801.333374,0.0273338519,801.333374,0.008872928098,801.333374,0.1104075834,801.333374,0.004607098643,
800.666687,0.001212221687,800.666687,0.007983660325,800.666687,0.001615307759,800.666687,0.008748690598,800.666687,0.001789554954,800.666687,0.05555824935,800.666687,0.002150173532,800.666687,0.1429108083,800.666687,0.002096144948,800.666687,0.02711333893,800.666687,0.008744253777,800.666687,0.1101098433,800.666687,0.004572618287,
800,0.001214895397,800,0.008027404547,800,0.001520949882,800,0.008822177537,800,0.001832731185,800,0.05557801947,800,0.002181469928,800,0.1424189508,800,0.002143123653,800,0.02709347382,800,0.008785828948,800,0.1097293869,800,0.004613717552,
799.333374,0.001194440527,799.333374,0.007934173569,799.333374,0.001642538235,799.333374,0.008787149563,799.333374,0.001836188603,799.333374,0.05523611605,799.333374,0.002143097576,799.333374,0.1421427131,799.333374,0.002123093233,799.333374,0.0271549467,799.333374,0.008797689341,799.333374,0.1095169783,799.333374,0.004695535172,
798.666687,0.001015216694,798.666687,0.007763479371,798.666687,0.001473388984,798.666687,0.008603868075,798.666687,0.001620920026,798.666687,0.05493499339,798.666687,0.002079680096,798.666687,0.1413844675,798.666687,0.002030393574,798.666687,0.02680060826,798.666687,0.008745627478,798.666687,0.1089644432,798.666687,0.004568066914,
798,0.001108115306,798,0.00793683622,798,0.001527651912,798,0.00871932134,798,0.001725539216,798,0.05486073345,798,0.002094922354,798,0.1410850435,798,0.002061655279,798,0.02682866715,798,0.008726636879,798,0.1087969691,798,0.004572853912,
797.333374,0.001066567958,797.333374,0.00785000436,797.333374,0.00154848618,797.333374,0.008670199662,797.333374,0.001698459499,797.333374,0.0545976162,797.333374,0.002144788625,797.333374,0.1405841112,797.333374,0.002163206926,797.333374,0.02674196661,797.333374,0.008744728751,797.333374,0.1084231064,797.333374,0.004575182218,
796.666687,0.001169184921,796.666687,0.007912134752,796.666687,0.001698485459,796.666687,0.008687840775,796.666687,0.001755609526,796.666687,0.05442264676,796.666687,0.002135527553,796.666687,0.1403137892,796.666687,0.002180793555,796.666687,0.02684879489,796.666687,0.008845108561,796.666687,0.1081836075,796.666687,0.00463681994,
796,0.001110892161,796,0.007950387895,796,0.001596912625,796,0.008620660752,796,0.001762029366,796,0.05428437889,796,0.002128425986,796,0.1397806108,796,0.002169658663,796,0.02661110833,796,0.008850603364,796,0.1077799872,796,0.004585489631,
795.333374,0.001121480833,795.333374,0.007898874581,795.333374,0.001604914898,795.333374,0.008548687212,795.333374,0.001741003012,795.333374,0.05413668603,795.333374,0.002183187054,795.333374,0.1394005269,795.333374,0.002088861773,795.333374,0.0266042836,795.333374,0.008816787973,795.333374,0.1074899435,795.333374,0.004619709216,
794.666687,0.001209444134,794.666687,0.007878603414,794.666687,0.001663767733,794.666687,0.00856101606,794.666687,0.001799250371,794.666687,0.05403403938,794.666687,0.002219351474,794.666687,0.1390862614,794.666687,0.002185060177,794.666687,0.02653064206,794.666687,0.008862703107,794.666687,0.1072907224,794.666687,0.004720133264,
794,0.001131602563,794,0.007893128321,794,0.00168198382,794,0.008578309789,794,0.001735934988,794,0.05373412743,794,0.002110347152,794,0.1386652142,794,0.002072449308,794,0.0264617186,794,0.008860457689,794,0.1069341525,794,0.004629834089,
793.333374,0.001079205656,793.333374,0.007829788141,793.333374,0.001585402992,793.333374,0.008446528576,793.333374,0.001731542754,793.333374,0.05365146697,793.333374,0.002123041311,793.333374,0.1382170171,793.333374,0.002004568931,793.333374,0.02641054802,793.333374,0.00878017582,793.333374,0.1066335887,793.333374,0.004646395799,
792.666687,0.001063246396,792.666687,0.00781616196,792.666687,0.001516689663,792.666687,0.008503702469,792.666687,0.001783992513,792.666687,0.05348937586,792.666687,0.002115809824,792.666687,0.1377865672,792.666687,0.002049457282,792.666687,0.02632596716,792.666687,0.008910261095,792.666687,0.1063794941,792.666687,0.004644067027,
792,0.001111203572,792,0.007844996639,792,0.001562722493,792,0.008421058767,792,0.001762497239,792,0.05335222557,792,0.002169710817,792,0.1374689341,792,0.002144372324,792,0.0262847133,792,0.00891702529,792,0.106029585,792,0.004632215016,
791.333374,0.0009658173076,791.333374,0.007712094113,791.333374,0.001480921521,791.333374,0.008307004347,791.333374,0.001654932857,791.333374,0.05308847129,791.333374,0.001996481325,791.333374,0.1369334012,791.333374,0.00193422928,791.333374,0.02604356781,791.333374,0.008744279854,791.333374,0.105536975,791.333374,0.004541515373,
790.666687,0.001118833665,790.666687,0.007823884487,790.666687,0.001548823901,790.666687,0.008415860124,790.666687,0.001697056228,790.666687,0.05298367515,790.666687,0.002125564497,790.666687,0.1366360635,790.666687,0.002053488512,790.666687,0.02608708106,790.666687,0.008838768117,790.666687,0.1053243056,790.666687,0.004608668387,
790,0.001083020354,790,0.007784535643,790,0.00147925911,790,0.008345529437,790,0.001733933808,790,0.05282022804,790,0.002060276922,790,0.1362134218,790,0.002118905308,790,0.02607539855,790,0.008919350803,790,0.1050333604,790,0.004659896716,
789.333374,0.001147953561,789.333374,0.007777182851,789.333374,0.001567502739,789.333374,0.008423777297,789.333374,0.001858805423,789.333374,0.05275053903,789.333374,0.002186335158,789.333374,0.1358424872,789.333374,0.002200332237,789.333374,0.02606443129,789.333374,0.008931531571,789.333374,0.1048528254,789.333374,0.004743633792,
788.666687,0.0009941746248,788.666687,0.007737522479,788.666687,0.001512689283,788.666687,0.008384427056,788.666687,0.001712596859,788.666687,0.05251723528,788.666687,0.002122547012,788.666687,0.1353556216,788.666687,0.002105040709,788.666687,0.0259133596,788.666687,0.008898028173,788.666687,0.1045146435,788.666687,0.004708750173,
788,0.001153871301,788,0.00780361658,788,0.0014657008,788,0.008315553889,788,0.00171670306,788,0.05239610747,788,0.00217754161,788,0.1351350099,788,0.002186621306,788,0.02591297589,788,0.00890476536,788,0.1042981893,788,0.004711994901,
787.333374,0.001072458574,787.333374,0.007713675033,787.333374,0.001544823172,787.333374,0.008311305195,787.333374,0.001763042994,787.333374,0.05229258537,787.333374,0.002217660192,787.333374,0.1346876174,787.333374,0.002238995861,787.333374,0.02576885186,787.333374,0.008938560262,787.333374,0.1039886922,787.333374,0.004628630821,
786.666687,0.001066775527,786.666687,0.007711013779,786.666687,0.001549317385,786.666687,0.00833861623,786.666687,0.001768397284,786.666687,0.05209790543,786.666687,0.002202465665,786.666687,0.1342911273,786.666687,0.002069432056,786.666687,0.02578464709,786.666687,0.008983484469,786.666687,0.1037403867,786.666687,0.004608982243,
786,0.001076428918,786,0.007633552421,786,0.001526249107,786,0.00823196955,786,0.001664781128,786,0.05193540454,786,0.002106237225,786,0.1339085102,786,0.002151344204,786,0.0256702248,786,0.008950081654,786,0.1034126282,786,0.004635773133,
785.333374,0.001103651593,785.333374,0.007755678613,785.333374,0.001681178226,785.333374,0.008263575844,785.333374,0.001736220904,785.333374,0.05173268914,785.333374,0.002129726578,785.333374,0.133438766,785.333374,0.002124966122,785.333374,0.02561736293,785.333374,0.008926273324,785.333374,0.103075169,785.333374,0.004614607431,
784.666687,0.001037712907,784.666687,0.007660240866,784.666687,0.001499441569,784.666687,0.008198888972,784.666687,0.001694431528,784.666687,0.05160236359,784.666687,0.00205289037,784.666687,0.1331279129,784.666687,0.002079081722,784.666687,0.02540674992,784.666687,0.008905664086,784.666687,0.1027465686,784.666687,0.004667825066,
784,0.001026373822,784,0.007626966573,784,0.001522690291,784,0.008187729865,784,0.001702201669,784,0.05136143044,784,0.002066649031,784,0.1328158528,784,0.002038221806,784,0.02544660307,784,0.008932060562,784,0.1025341079,784,0.004668191541,
783.333374,0.001104352297,783.333374,0.007555710152,783.333374,0.001484973473,783.333374,0.008194509894,783.333374,0.001670056256,783.333374,0.05123366043,783.333374,0.002149158856,783.333374,0.1322920322,783.333374,0.002081266604,783.333374,0.02534700558,783.333374,0.008837948553,783.333374,0.1021135598,783.333374,0.004596555606,
782.666687,0.001109724282,782.666687,0.007640033495,782.666687,0.001473051263,782.666687,0.008087187074,782.666687,0.001766603789,782.666687,0.05112779513,782.666687,0.002043163171,782.666687,0.1320060939,782.666687,0.002137686824,782.666687,0.02537219785,782.666687,0.00890104007,782.666687,0.1019463465,782.666687,0.004688941408,
782,0.001045730896,782,0.007590401452,782,0.001509260503,782,0.008107810281,782,0.001750697382,782,0.05095433444,782,0.00201455527,782,0.1315875351,782,0.00200974429,782,0.02524493448,782,0.008986629546,782,0.1016144156,782,0.004635092802,
781.333374,0.001158802654,781.333374,0.007675601169,781.333374,0.001600679941,781.333374,0.00813642703,781.333374,0.001676500775,781.333374,0.05089064687,781.333374,0.002170673339,781.333374,0.1312538385,781.333374,0.002195206936,781.333374,0.02526592277,781.333374,0.009057221934,781.333374,0.1014701203,781.333374,0.004739813041,
780.666687,0.001129292767,780.666687,0.007614268456,780.666687,0.00165087916,780.666687,0.00809633825,780.666687,0.001773517579,780.666687,0.05074870214,780.666687,0.002101893304,780.666687,0.1309809089,780.666687,0.002182120457,780.666687,0.02513907477,780.666687,0.009077838622,780.666687,0.1011016592,780.666687,0.004738844465,
780,0.001081151888,780,0.007649017498,780,0.001539341873,780,0.008136532269,780,0.001703137299,780,0.05052854121,780,0.002074399963,780,0.1304491162,780,0.002085350221,780,0.02504687011,780,0.009050481953,780,0.1007207483,780,0.004649823532,
779.333374,0.001192260184,779.333374,0.007664245553,779.333374,0.001526457025,779.333374,0.008133947849,779.333374,0.001730659162,779.333374,0.05044857785,779.333374,0.002141302684,779.333374,0.1302386671,779.333374,0.00213089725,779.333374,0.02506261133,779.333374,0.009016492404,779.333374,0.1005460843,779.333374,0.004745648708,
778.666687,0.00111865194,778.666687,0.007580338977,778.666687,0.001509728027,778.666687,0.007996791042,778.666687,0.001675980981,778.666687,0.05020558089,778.666687,0.002055803314,778.666687,0.129738912,778.666687,0.002114821225,778.666687,0.02491616458,778.666687,0.009020008147,778.666687,0.1002240479,778.666687,0.004744444974,
778,0.001082968432,778,0.007623989601,778,0.001593301189,778,0.008004173636,778,0.001738767838,778,0.05015023053,778,0.002146167215,778,0.1294188052,778,0.002151760273,778,0.02492874861,778,0.009125314653,778,0.0999166891,778,0.00472329976,
777.333374,0.001048766891,777.333374,0.007625227794,777.333374,0.001563424012,777.333374,0.007962858304,777.333374,0.001731334836,777.333374,0.05001253262,777.333374,0.002177203307,777.333374,0.1290755868,777.333374,0.002150980057,777.333374,0.02485281415,777.333374,0.009095601737,777.333374,0.09964689612,777.333374,0.00472371839,
776.666687,0.001114343875,776.666687,0.007631339598,776.666687,0.001487129368,776.666687,0.008068067022,776.666687,0.001754725934,776.666687,0.04976490512,776.666687,0.002117942786,776.666687,0.1287243217,776.666687,0.002121792641,776.666687,0.02475516126,776.666687,0.009059230797,776.666687,0.09947900474,776.666687,0.004769935738,
776,0.001118600019,776,0.007499951404,776,0.001544537372,776,0.007928321138,776,0.001731334836,776,0.04961505532,776,0.002132119844,776,0.1283465922,776,0.002194764558,776,0.02472981438,776,0.009059442207,776,0.09912013263,776,0.004710555542,
775.333374,0.001063843258,775.333374,0.007501189131,775.333374,0.001479960396,775.333374,0.007861733437,775.333374,0.001690663397,775.333374,0.04942951724,775.333374,0.002040692605,775.333374,0.127769962,775.333374,0.002091748873,775.333374,0.02457512543,775.333374,0.009023443796,775.333374,0.09879142046,775.333374,0.00473285187,
774.666687,0.001036960515,774.666687,0.007503980771,774.666687,0.001489545102,774.666687,0.007891626097,774.666687,0.001621075906,774.666687,0.04929025099,774.666687,0.002031719778,774.666687,0.127539143,774.666687,0.002061239211,774.666687,0.02459230088,774.666687,0.009051935747,774.666687,0.09850985557,774.666687,0.004716155585,
774,0.001074430766,774,0.007532136049,774,0.001548823901,774,0.00784322992,774,0.001776506659,774,0.04922005534,774,0.002094740281,774,0.127256006,774,0.002115835901,774,0.02449172176,774,0.009076834656,774,0.09828335792,774,0.004821078386,
773.333374,0.001162488363,773.333374,0.007634922396,773.333374,0.001644538948,773.333374,0.007917961106,773.333374,0.001782068983,773.333374,0.0491803661,773.333374,0.002177827759,773.333374,0.1269246191,773.333374,0.002245058538,773.333374,0.0246321056,773.333374,0.00921010226,773.333374,0.09818095714,773.333374,0.004873064812,
772.666687,0.001123063965,772.666687,0.007590691559,772.666687,0.001610708889,772.666687,0.007803590037,772.666687,0.001744433655,772.666687,0.04901950434,772.666687,0.002175954636,772.666687,0.1265922338,772.666687,0.002117136493,772.666687,0.02450158074,772.666687,0.00926116202,772.666687,0.09787993878,772.666687,0.004814325366,
772,0.00109913596,772,0.00762780942,772,0.001557007083,772,0.007826809771,772,0.001717508654,772,0.04883039743,772,0.002143747872,772,0.1262406856,772,0.002235561376,772,0.02442043647,772,0.009216051549,772,0.09762492031,772,0.004780927673,
771.333374,0.001066957251,771.333374,0.00751559576,771.333374,0.001542069484,771.333374,0.007817531936,771.333374,0.0017493458,771.333374,0.04869488627,771.333374,0.00217977888,771.333374,0.125923872,771.333374,0.002151500201,771.333374,0.0243902076,771.333374,0.009140277281,771.333374,0.09730471671,771.333374,0.004781974945,
770.666687,0.001199164777,770.666687,0.007583157625,770.666687,0.001645318582,770.666687,0.007873938419,770.666687,0.001843259437,770.666687,0.04864123091,770.666687,0.002220574301,770.666687,0.1256115288,770.666687,0.002215448534,770.666687,0.02433210798,770.666687,0.009217928164,770.666687,0.09711675346,770.666687,0.004901966546,
770,0.001153248362,770,0.007481779438,770,0.001595249865,770,0.007802166976,770,0.001794207608,770,0.04835566878,770,0.002118931385,770,0.1251935661,770,0.002191746607,770,0.02422165312,770,0.009233660996,770,0.09677509964,770,0.00488940021,
769.333374,0.001072769985,769.333374,0.0074636871,769.333374,0.001584052108,769.333374,0.007813552395,769.333374,0.001758364611,769.333374,0.04821529984,769.333374,0.00215787394,769.333374,0.1247903854,769.333374,0.002151396126,769.333374,0.0241790656,769.333374,0.009251325391,769.333374,0.09650152177,769.333374,0.004830815364,
768.666687,0.001122908201,768.666687,0.007421790622,768.666687,0.001489908667,768.666687,0.007719208486,768.666687,0.001634041546,768.666687,0.04813526943,768.666687,0.002076897072,768.666687,0.1243766844,768.666687,0.002091852948,768.666687,0.02403694019,768.666687,0.009148922749,768.666687,0.09617233276,768.666687,0.004729188047,
768,0.001051647239,768,0.007414786145,768,0.00149668823,768,0.00775059266,768,0.00173398573,768,0.04799884558,768,0.002096821088,768,0.1240912974,768,0.00211146567,768,0.0240608789,768,0.009152306244,768,0.0958899036,768,0.004815948196,
767.333374,0.001224396285,767.333374,0.0074849925,767.333374,0.00154490117,767.333374,0.007721922826,767.333374,0.001838736236,767.333374,0.04786538333,767.333374,0.002172052162,767.333374,0.1238480955,767.333374,0.002273447346,767.333374,0.02400960959,767.333374,0.009259390645,767.333374,0.09579084814,767.333374,0.004851049744,
766.666687,0.001102353912,766.666687,0.007446438074,766.666687,0.001564255334,766.666687,0.007664509118,766.666687,0.001761197695,766.666687,0.04766872153,766.666687,0.002064282307,766.666687,0.1233776882,766.666687,0.002200228162,766.666687,0.02399040386,766.666687,0.009266530164,766.666687,0.09550166875,766.666687,0.004797076806,
766,0.0011416208,766,0.007389666513,766,0.001515261014,766,0.0077033462,766,0.001759638195,766,0.04754044488,766,0.002110763453,766,0.1231331378,766,0.002128842287,766,0.02393700927,766,0.009242995642,766,0.09521661699,766,0.004790349863,
765.333374,0.001109153382,765.333374,0.007421632763,765.333374,0.001544251689,765.333374,0.007620933466,765.333374,0.001801641774,765.333374,0.04741670936,765.333374,0.002109800931,765.333374,0.1227858812,765.333374,0.002179050585,765.333374,0.02382731065,765.333374,0.009221181273,765.333374,0.09498354793,765.333374,0.004831627011,
764.666687,0.001181462081,764.666687,0.007472825237,764.666687,0.001535626943,764.666687,0.007617008407,764.666687,0.001730451244,764.666687,0.04724316299,764.666687,0.002106393455,764.666687,0.1224630326,764.666687,0.00214000186,764.666687,0.02382993512,764.666687,0.009250690229,764.666687,0.09475121647,764.666687,0.004858248401,
764,0.001119093155,764,0.007329979911,764,0.001526742708,764,0.007606681436,764,0.001753036515,764,0.04707049578,764,0.002031381708,764,0.1221213192,764,0.002156807343,764,0.02376480214,764,0.00924733188,764,0.09445597231,764,0.004854348022,
763.333374,0.001138636027,763.333374,0.007505666465,763.333374,0.00157898583,763.333374,0.007628994994,763.333374,0.001779677696,763.333374,0.04703876004,763.333374,0.002204573015,763.333374,0.1218363866,763.333374,0.002205379773,763.333374,0.02370804362,763.333374,0.009343357757,763.333374,0.09427920729,763.333374,0.004882253706,
762.666687,0.001169963507,762.666687,0.007479988504,762.666687,0.001548174419,762.666687,0.007572331,762.666687,0.001796391094,762.666687,0.0469096303,762.666687,0.002183369128,762.666687,0.1215722859,762.666687,0.00221896125,762.666687,0.02373945713,762.666687,0.009316962212,762.666687,0.09403873235,762.666687,0.004889845382,
762,0.001096436987,762,0.007351989858,762,0.001486454043,762,0.007510986645,762,0.001694405451,762,0.04675701633,762,0.002140236087,762,0.1211042926,762,0.002155142371,762,0.02353942581,762,0.009257010184,762,0.0937006101,762,0.004835867323,
761.333374,0.001094724168,761.333374,0.007349330466,761.333374,0.001545602572,761.333374,0.007521574385,761.333374,0.001760157989,761.333374,0.04660226405,761.333374,0.002145698993,761.333374,0.1208864599,761.333374,0.002171844011,761.333374,0.023533687,761.333374,0.009289748967,761.333374,0.09351615608,761.333374,0.00486683473,
760.666687,0.001045289799,760.666687,0.007363679353,760.666687,0.001490687951,760.666687,0.007476617582,760.666687,0.001690663397,760.666687,0.04649144411,760.666687,0.002068209695,760.666687,0.120430246,760.666687,0.002150329528,760.666687,0.02344321646,760.666687,0.009267720394,760.666687,0.09324584901,760.666687,0.00483251689,
760,0.0009748457815,760,0.007298520766,760,0.001459726947,760,0.007381109521,760,0.001628559083,760,0.04630939662,760,0.002063736087,760,0.1201325879,760,0.002013385063,760,0.0233759284,760,0.009212005883,760,0.09295941889,760,0.004861154128,
