imine undoped,,imine 1 min FeCl3 doping,,imine 10 min FeCl3,,imine 30 min FeCl3 doping,,imine polymer 1 hour FeCl3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
481.333313,0.1415488571,481.333313,0.1377798468,481.333313,0.1313149929,481.333313,0.1280189157,481.333313,0.1204437315,
480.666626,0.1416742802,480.666626,0.1379977912,480.666626,0.1314572841,480.666626,0.1282309294,480.666626,0.1205708236,
479.9999695,0.1424574256,479.9999695,0.1385435015,479.9999695,0.1320108324,479.9999695,0.1286933422,479.9999695,0.1211898699,
479.333313,0.1427242905,479.333313,0.138709709,479.333313,0.1322524697,479.333313,0.1290284842,479.333313,0.1214192584,
478.666626,0.1430749148,478.666626,0.1388988495,478.666626,0.132481277,478.666626,0.1292635798,478.666626,0.1217196435,
477.9999695,0.1435178518,477.9999695,0.1392457187,477.9999695,0.1328657269,477.9999695,0.1294612885,477.9999695,0.1220269576,
477.333313,0.1437043846,477.333313,0.1394698173,477.333313,0.1329842657,477.333313,0.129617244,477.333313,0.1220938191,
476.666626,0.1442447156,476.666626,0.1397355795,476.666626,0.1333449781,476.666626,0.130070895,476.666626,0.1224127933,
475.9999695,0.1445280612,475.9999695,0.1400695294,475.9999695,0.1337556541,475.9999695,0.1303085238,475.9999695,0.1227664128,
475.333313,0.1448682249,475.333313,0.1403169483,475.333313,0.1339475513,475.333313,0.1304910034,475.333313,0.122970283,
474.666626,0.1453086436,474.666626,0.1405404955,474.666626,0.1341128498,474.666626,0.1308364272,474.666626,0.1232831925,
473.9999695,0.1454554945,473.9999695,0.1406363845,473.9999695,0.1343427896,473.9999695,0.1310891658,473.9999695,0.1235337108,
473.333313,0.1457594335,473.333313,0.1408082545,473.333313,0.1347353756,473.333313,0.1312907189,473.333313,0.1237903014,
472.666626,0.1460092515,472.666626,0.1411273479,472.666626,0.1347639114,472.666626,0.1314269453,472.666626,0.1239129677,
471.9999695,0.1462768167,471.9999695,0.1414412856,471.9999695,0.1350936741,471.9999695,0.1317382306,471.9999695,0.1241861433,
471.333313,0.1464570314,471.333313,0.1415263712,471.333313,0.1352415532,471.333313,0.1320856661,471.333313,0.1243876442,
470.666626,0.1468892395,470.666626,0.1418622434,470.666626,0.1355612427,470.666626,0.1323301196,470.666626,0.124660328,
469.9999695,0.1468922049,469.9999695,0.1419880837,469.9999695,0.1356336921,469.9999695,0.1323697567,469.9999695,0.1247863844,
469.333313,0.1470472962,469.333313,0.1419920325,469.333313,0.1356893331,469.333313,0.1325619519,469.333313,0.1247916967,
468.666626,0.1474306732,468.666626,0.1421876401,468.666626,0.1359682232,468.666626,0.1328285336,468.666626,0.1251918077,
467.9999695,0.1475864947,467.9999695,0.142344147,467.9999695,0.1361489445,467.9999695,0.1329187304,467.9999695,0.1252733171,
467.333313,0.1477050632,467.333313,0.1424224973,467.333313,0.1362333596,467.333313,0.1331623197,467.333313,0.1255584806,
466.666626,0.1477266252,466.666626,0.1425524503,466.666626,0.1363841444,466.666626,0.1334496886,466.666626,0.1256242245,
465.9999695,0.1479749829,465.9999695,0.142648831,465.9999695,0.1365175545,465.9999695,0.1335503161,465.9999695,0.1258314401,
465.333313,0.1482323408,465.333313,0.1428045928,465.333313,0.1367437243,465.333313,0.1337037086,465.333313,0.1262498498,
464.666626,0.1481163651,464.666626,0.1427222788,464.666626,0.136671707,464.666626,0.1337040663,464.666626,0.126199618,
463.9999695,0.1482927501,463.9999695,0.1428139061,463.9999695,0.1368976086,463.9999695,0.1339323968,463.9999695,0.1263845712,
463.333313,0.1481596529,463.333313,0.1427808553,463.333313,0.1368635148,463.333313,0.1340718567,463.333313,0.1264546663,
462.666626,0.1482771337,462.666626,0.142644152,462.666626,0.1368678808,462.666626,0.1341387928,462.666626,0.1266372353,
461.9999695,0.1483157426,461.9999695,0.1426717937,461.9999695,0.1370808184,461.9999695,0.1341421902,461.9999695,0.1266596615,
461.333313,0.1483061612,461.333313,0.1426957846,461.333313,0.1371344924,461.333313,0.1342812479,461.333313,0.1267795414,
460.666626,0.1483083814,460.666626,0.1427277476,460.666626,0.1371841133,460.666626,0.1344543248,460.666626,0.1269240677,
459.9999695,0.1483610123,459.9999695,0.1427101642,459.9999695,0.1371213496,459.9999695,0.1346057355,459.9999695,0.1268866211,
459.333313,0.1483805478,459.333313,0.1425726563,459.333313,0.1371751279,459.333313,0.1344292462,459.333313,0.1270784587,
458.666626,0.1482007653,458.666626,0.1424843818,458.666626,0.1371978968,458.666626,0.1345239431,458.666626,0.1270175874,
457.9999695,0.1479782313,457.9999695,0.1422684491,457.9999695,0.1369069666,457.9999695,0.1344670653,457.9999695,0.1270666569,
457.333313,0.1481361687,457.333313,0.1423286498,457.333313,0.1371057034,457.333313,0.1348153502,457.333313,0.1273404062,
456.666626,0.1479136646,456.666626,0.1421498656,456.666626,0.1370335817,456.666626,0.1346765012,456.666626,0.1272724271,
455.9999695,0.1477663517,455.9999695,0.1419111937,455.9999695,0.1368594617,455.9999695,0.134645164,455.9999695,0.1272035092,
455.333313,0.147836417,455.333313,0.1420498192,455.333313,0.1369500458,455.333313,0.1349798143,455.333313,0.1275543869,
454.666626,0.1474343538,454.666626,0.1417015344,454.666626,0.1366839707,454.666626,0.1346098334,454.666626,0.1272920966,
453.9999695,0.1474786997,453.9999695,0.1417753398,453.9999695,0.1366364509,453.9999695,0.1347820163,453.9999695,0.1272085756,
453.333313,0.1472767293,453.333313,0.141412437,453.333313,0.1364668608,453.333313,0.1347101778,453.333313,0.1271630526,
452.666626,0.1472340375,452.666626,0.1414379925,452.666626,0.136592105,452.666626,0.134935528,452.666626,0.1274043024,
451.9999695,0.1466392428,451.9999695,0.1408729553,451.9999695,0.1362061501,451.9999695,0.134466216,451.9999695,0.1270451844,
451.333313,0.1466053128,451.333313,0.1408542246,451.333313,0.1361711174,451.333313,0.1345666349,451.333313,0.1272151619,
450.666626,0.1463077068,450.666626,0.1405281126,450.666626,0.1359192282,450.666626,0.134484604,450.666626,0.1272127777,
449.9999695,0.1458974183,449.9999695,0.1403156221,449.9999695,0.1358089745,449.9999695,0.1343530864,449.9999695,0.1269879341,
449.333313,0.1456545442,449.333313,0.1400025934,449.333313,0.1356662661,449.333313,0.1342361867,449.333313,0.1268964261,
448.666626,0.1455004364,448.666626,0.1399612874,448.666626,0.1354837269,448.666626,0.1340256482,448.666626,0.1270602494,
447.9999695,0.1452802867,447.9999695,0.1395382732,447.9999695,0.1352663338,447.9999695,0.1340821087,447.9999695,0.1270035058,
447.333313,0.1449848861,447.333313,0.1393432915,447.333313,0.1350919008,447.333313,0.1339986473,447.333313,0.1269764602,
446.666626,0.1446359605,446.666626,0.1389839351,446.666626,0.1349170804,446.666626,0.1339108795,446.666626,0.1268327832,
445.9999695,0.144318983,445.9999695,0.1387538165,445.9999695,0.1345439404,445.9999695,0.1337687969,445.9999695,0.1266486347,
445.333313,0.1439785808,445.333313,0.138506189,445.333313,0.134418726,445.333313,0.1336052865,445.333313,0.126745224,
444.666626,0.1437480152,444.666626,0.1382240355,444.666626,0.134319365,444.666626,0.1335663795,444.666626,0.1266409457,
443.9999695,0.1432040483,443.9999695,0.1378014684,443.9999695,0.1338469237,443.9999695,0.1333554387,443.9999695,0.1263450682,
443.333313,0.1428319961,443.333313,0.1373796612,443.333313,0.1336809546,443.333313,0.1332343221,443.333313,0.1263373494,
442.666626,0.1426316798,442.666626,0.1371969283,442.666626,0.1334320456,442.666626,0.1331219077,442.666626,0.1263102293,
441.9999695,0.1421684623,441.9999695,0.13669613,441.9999695,0.1330489367,441.9999695,0.1327181458,441.9999695,0.1259863824,
441.333313,0.1417489648,441.333313,0.1363530308,441.333313,0.1328136027,441.333313,0.1325382739,441.333313,0.1257095784,
440.666626,0.1414891183,440.666626,0.1359925717,440.666626,0.132580325,440.666626,0.1323273033,440.666626,0.1257386655,
439.9999695,0.1410510391,439.9999695,0.1357055455,439.9999695,0.1321830451,439.9999695,0.1322281063,439.9999695,0.1255745441,
439.333313,0.1405182034,439.333313,0.1353003681,439.333313,0.1318661124,439.333313,0.131950289,439.333313,0.1252382845,
438.666626,0.1400887519,438.666626,0.1349082589,438.666626,0.1317009181,438.666626,0.1317806542,438.666626,0.1250265092,
437.9999695,0.1396012455,437.9999695,0.1345522106,437.9999695,0.1313694865,437.9999695,0.1316733658,437.9999695,0.1250434667,
437.333313,0.1391922086,437.333313,0.1341030598,437.333313,0.1310259551,437.333313,0.1312843412,437.333313,0.1247630566,
436.666626,0.138801381,436.666626,0.1337954551,436.666626,0.1306502968,436.666626,0.1312465519,436.666626,0.124564968,
435.9999695,0.1383684725,435.9999695,0.1332576126,435.9999695,0.1304648817,435.9999695,0.1308421642,435.9999695,0.1245515868,
435.333313,0.1377751529,435.333313,0.1328909546,435.333313,0.1299477369,435.333313,0.13063775,435.333313,0.1241514459,
434.666626,0.1371061206,434.666626,0.1321131438,434.666626,0.1292833835,434.666626,0.130160898,434.666626,0.123764582,
433.9999695,0.1367246509,433.9999695,0.1317427456,433.9999695,0.129045561,433.9999695,0.1299574375,433.9999695,0.1236673221,
433.333313,0.1361888647,433.333313,0.131299153,433.333313,0.1286222488,433.333313,0.1297104061,433.333313,0.1234045848,
432.666626,0.1358263195,432.666626,0.1309594512,432.666626,0.1283735484,432.666626,0.1294547617,432.666626,0.123194322,
431.9999695,0.1351376176,431.9999695,0.1303451806,431.9999695,0.1276112646,431.9999695,0.1290708929,431.9999695,0.1228618249,
431.333313,0.134583652,431.333313,0.1298037618,431.333313,0.127402395,431.333313,0.1286877245,431.333313,0.1225839183,
430.666626,0.1339541525,430.666626,0.1293025315,430.666626,0.1269589514,430.666626,0.1283558756,430.666626,0.1221710443,
429.9999695,0.1334985048,429.9999695,0.1288746595,429.9999695,0.126524955,429.9999695,0.1281135082,429.9999695,0.1219183281,
429.333313,0.1328545511,429.333313,0.1283621341,429.333313,0.1261527985,429.333313,0.127752766,429.333313,0.1216957346,
428.666626,0.1320830286,428.666626,0.1276413053,428.666626,0.1255122721,428.666626,0.1272227019,428.666626,0.121363692,
427.9999695,0.1314681768,427.9999695,0.1270844191,427.9999695,0.1250365227,427.9999695,0.1270503253,427.9999695,0.1210519895,
427.333313,0.1309423447,427.333313,0.1267514974,427.333313,0.1248449385,427.333313,0.126715064,427.333313,0.1207643002,
426.666626,0.1302793026,426.666626,0.1260257512,426.666626,0.1242253557,426.666626,0.1261923611,426.666626,0.1204197928,
425.9999695,0.129808262,425.9999695,0.1254995763,425.9999695,0.1238689646,425.9999695,0.1258960217,425.9999695,0.1201146021,
425.333313,0.1289628893,425.333313,0.1249201,425.333313,0.1230433658,425.333313,0.1253639162,425.333313,0.1195267066,
424.666626,0.128294304,424.666626,0.1241876557,424.666626,0.1226089075,424.666626,0.1248730272,424.666626,0.1192636043,
423.9999695,0.1276610345,423.9999695,0.1236662567,423.9999695,0.1220366955,423.9999695,0.1245087236,423.9999695,0.1189102381,
423.333313,0.1269371659,423.333313,0.1228844225,423.333313,0.1213571206,423.333313,0.1239830777,423.333313,0.1184029803,
422.666626,0.1263021976,422.666626,0.1223567277,422.666626,0.1208902523,422.666626,0.1236323565,422.666626,0.1180389673,
421.9999695,0.1255344152,421.9999695,0.1216634586,421.9999695,0.120225206,421.9999695,0.1230873168,421.9999695,0.1175071746,
421.333313,0.1247451529,421.333313,0.1209892258,421.333313,0.1196857914,421.333313,0.1225230247,421.333313,0.1170153841,
420.666626,0.1241096929,420.666626,0.1203191429,420.666626,0.1191720739,420.666626,0.1222016066,420.666626,0.116794914,
419.9999695,0.123364307,419.9999695,0.1196273118,419.9999695,0.1188094243,419.9999695,0.1216275319,419.9999695,0.1161350533,
419.333313,0.1228349283,419.333313,0.1191443875,419.333313,0.1181575432,419.333313,0.1213135123,419.333313,0.1158618256,
418.666626,0.1219046488,418.666626,0.1184404492,418.666626,0.117451638,418.666626,0.1205987111,418.666626,0.1153183058,
417.9999695,0.121090062,417.9999695,0.1175792515,417.9999695,0.1167096272,417.9999695,0.1200274974,417.9999695,0.1148166135,
417.333313,0.1202625558,417.333313,0.1170033514,417.333313,0.1160678193,417.333313,0.1195477396,417.333313,0.1142563522,
416.666626,0.1195637286,416.666626,0.1164134964,416.666626,0.1156514287,416.666626,0.1191281751,416.666626,0.1139768288,
415.9999695,0.1187487543,415.9999695,0.1156988293,415.9999695,0.1150463372,415.9999695,0.1187267378,415.9999695,0.1135757193,
415.333313,0.1182091907,415.333313,0.1150646508,415.333313,0.1143459082,415.333313,0.118195869,415.333313,0.1130946055,
414.666626,0.1173170134,414.666626,0.1142872348,414.666626,0.1135996282,414.666626,0.1175101995,414.666626,0.1123975441,
413.9999695,0.1164363772,413.9999695,0.1135536283,413.9999695,0.1130623594,413.9999695,0.1168551818,413.9999695,0.1119742766,
413.333313,0.1157430932,413.333313,0.1129651815,413.333313,0.1125085205,413.333313,0.1165289208,413.333313,0.1116166785,
412.666626,0.114940241,412.666626,0.1120037511,412.666626,0.1117808893,412.666626,0.1158596575,412.666626,0.1109783053,
411.9999695,0.1141440868,411.9999695,0.1113868207,411.9999695,0.1111725345,411.9999695,0.115325734,411.9999695,0.110463433,
411.333313,0.1134029999,411.333313,0.1109544039,411.333313,0.1106327847,411.333313,0.1149488464,411.333313,0.1099480689,
410.666626,0.1128363013,410.666626,0.1100989059,410.666626,0.1100118533,410.666626,0.1143678352,410.666626,0.1096434817,
409.9999695,0.1120342389,409.9999695,0.1095918342,409.9999695,0.1094701141,409.9999695,0.1138578132,409.9999695,0.1088577956,
409.333313,0.1112425551,409.333313,0.1087561697,409.333313,0.1085853875,409.333313,0.113267608,409.333313,0.1083976552,
408.666626,0.1103955656,408.666626,0.1081365868,408.666626,0.1078737229,408.666626,0.1125988215,408.666626,0.1079389676,
407.9999695,0.1096161604,407.9999695,0.1073008627,407.9999695,0.1072659716,407.9999695,0.1120679155,407.9999695,0.1074256599,
407.333313,0.1089834422,407.333313,0.1068053916,407.333313,0.1069497466,407.333313,0.1116392761,407.333313,0.107177861,
406.666626,0.1082510278,406.666626,0.1059918851,406.666626,0.1062326878,406.666626,0.1110764742,406.666626,0.106474489,
405.9999695,0.1075548306,405.9999695,0.1055289879,405.9999695,0.1057457626,405.9999695,0.1106479093,405.9999695,0.1062247232,
405.333313,0.1066876277,405.333313,0.1050228775,405.333313,0.1050664932,405.333313,0.109920457,405.333313,0.1054884642,
404.666626,0.1059043333,404.666626,0.1038623527,404.666626,0.1041996926,404.666626,0.1092597321,404.666626,0.1048290655,
403.9999695,0.1051331609,403.9999695,0.1033826098,403.9999695,0.1037710235,403.9999695,0.1087736264,403.9999695,0.1044836268,
403.333313,0.1046749428,403.333313,0.102763921,403.333313,0.1032087356,403.333313,0.1084309146,403.333313,0.1041006595,
402.666626,0.104055658,402.666626,0.1022115201,402.666626,0.1026520655,402.666626,0.1079250574,402.666626,0.1036004424,
401.9999695,0.1033404693,401.9999695,0.1016734615,401.9999695,0.1020524576,401.9999695,0.1072944328,401.9999695,0.1029552594,
401.333313,0.1027907133,401.333313,0.1011963561,401.333313,0.1014251262,401.333313,0.1070611551,401.333313,0.1025071293,
400.666626,0.1019877568,400.666626,0.1005458832,400.666626,0.1010618359,400.666626,0.1063830033,400.666626,0.1022932827,
399.9999695,0.1014790162,399.9999695,0.09974139929,399.9999695,0.1003554389,399.9999695,0.10585244,399.9999695,0.101699464,
399.333313,0.1007993594,399.333313,0.09933138639,399.333313,0.09994969517,399.333313,0.105308041,399.333313,0.1013279706,
398.666626,0.1000337452,398.666626,0.0987367034,398.666626,0.09931990504,398.666626,0.1047776639,398.666626,0.1006538048,
397.9999695,0.09956169128,397.9999695,0.09830617905,397.9999695,0.09887859225,397.9999695,0.1046557352,397.9999695,0.1005726084,
397.333313,0.09897081554,397.333313,0.09763260186,397.333313,0.09817245603,397.333313,0.1040239185,397.333313,0.09986231476,
396.666626,0.09854710847,396.666626,0.09742084146,396.666626,0.09805911779,396.666626,0.103870213,396.666626,0.0995343104,
395.9999695,0.09803718328,395.9999695,0.09658209234,395.9999695,0.09758012742,395.9999695,0.1033474654,395.9999695,0.09907340258,
395.333313,0.09773752838,395.333313,0.09638725966,395.333313,0.09715100378,395.333313,0.1028385013,395.333313,0.09876802564,
394.666626,0.09715586156,394.666626,0.09626954049,394.666626,0.09693957865,394.666626,0.1026343256,394.666626,0.09862350672,
393.9999695,0.09708551317,393.9999695,0.09605680406,393.9999695,0.09684180468,393.9999695,0.1026292145,393.9999695,0.09847465158,
393.333313,0.09642769396,393.333313,0.09524472058,393.333313,0.0960290283,393.333313,0.1019674316,393.333313,0.09789994359,
392.666626,0.09582915902,392.666626,0.09515573829,392.666626,0.0957365036,392.666626,0.1017291397,392.666626,0.09752164036,
391.9999695,0.0957987234,391.9999695,0.09492559731,391.9999695,0.09581353515,391.9999695,0.101558812,391.9999695,0.09748890996,
391.333313,0.09550605714,391.333313,0.09471225739,391.333313,0.09523131698,391.333313,0.1012689695,391.333313,0.09711947292,
390.666626,0.09521877766,390.666626,0.09453130513,390.666626,0.09515299648,390.666626,0.1010567397,390.666626,0.09703815728,
389.9999695,0.09524098784,389.9999695,0.0942709446,389.9999695,0.09500403702,389.9999695,0.101206027,389.9999695,0.09689172357,
389.333313,0.09484118223,389.333313,0.09399315715,389.333313,0.09478788823,389.333313,0.1004948542,389.333313,0.09663554281,
388.666626,0.09465769678,388.666626,0.0938597247,388.666626,0.09437891841,388.666626,0.1003736407,388.666626,0.09629503638,
387.9999695,0.09472607076,387.9999695,0.09386458248,387.9999695,0.09446328133,387.9999695,0.1007854864,387.9999695,0.09642387927,
387.333313,0.09475044161,387.333313,0.0939316079,387.333313,0.09445887059,387.333313,0.1004883647,387.333313,0.09624789655,
386.666626,0.09471393377,386.666626,0.09373193234,386.666626,0.0943416357,386.666626,0.1004089937,386.666626,0.09628433734,
385.9999695,0.09482247382,385.9999695,0.09373867512,385.9999695,0.09445513785,385.9999695,0.1005592942,385.9999695,0.09617498517,
385.3332825,0.09462618083,385.3332825,0.09371194988,385.3332825,0.09422492236,385.3332825,0.1001105309,385.3332825,0.09600936621,
384.666626,0.09491168708,384.666626,0.09404824674,384.666626,0.09452670068,384.666626,0.1003632322,384.666626,0.0961663276,
383.9999695,0.09486749768,383.9999695,0.09383016825,383.9999695,0.09447881579,383.9999695,0.1003878564,383.9999695,0.09604097903,
383.3332825,0.09507156909,383.3332825,0.09394346923,383.3332825,0.09464997053,383.3332825,0.1005011871,383.3332825,0.09621985257,
382.666626,0.095280312,382.666626,0.09426280856,382.666626,0.09474780411,382.666626,0.1006031558,382.666626,0.09612688422,
381.9999695,0.09550067037,381.9999695,0.09425997734,381.9999695,0.09491168708,381.9999695,0.1007785648,381.9999695,0.09627707303,
381.3332825,0.0955260545,381.3332825,0.09454636276,381.3332825,0.09487113357,381.3332825,0.1007394865,381.3332825,0.0960906148,
380.666626,0.09599477053,380.666626,0.0948459208,380.666626,0.09520127624,380.666626,0.1009708345,380.666626,0.0962440148,
379.9999695,0.09631688148,379.9999695,0.09526770562,379.9999695,0.09531145543,379.9999695,0.101158157,379.9999695,0.09647104144,
379.3332825,0.09639621526,379.3332825,0.09518222511,379.3332825,0.09553634375,379.3332825,0.1010789871,379.3332825,0.09641027451,
378.666626,0.09698103368,378.666626,0.09565618634,378.666626,0.09577680379,378.666626,0.1014667228,378.666626,0.09668476135,
377.9999695,0.09714734554,377.9999695,0.09562718123,377.9999695,0.09576231986,377.9999695,0.1015252247,377.9999695,0.09655774385,
377.3332825,0.09744951129,377.3332825,0.09620179236,377.3332825,0.09626524895,377.3332825,0.1019566283,377.3332825,0.09697019309,
376.666626,0.09793762863,376.666626,0.09635300934,376.666626,0.09657387435,376.666626,0.1021936983,376.666626,0.09711283445,
375.9999695,0.09862639755,375.9999695,0.09698233008,375.9999695,0.09685309231,375.9999695,0.1022538692,375.9999695,0.09755854309,
375.3332825,0.09891682118,375.3332825,0.09718859941,375.3332825,0.09710170329,375.3332825,0.1025675759,375.3332825,0.09769184887,
374.666626,0.09910035878,374.666626,0.09759023786,374.666626,0.09733587503,374.666626,0.102931276,374.666626,0.09753745049,
373.9999695,0.09943780303,373.9999695,0.09768277407,373.9999695,0.09752883017,373.9999695,0.1027827784,373.9999695,0.09786505252,
373.3332825,0.09997788817,373.3332825,0.09819192439,373.3332825,0.09809672087,373.3332825,0.1031922251,373.3332825,0.09819815308,
372.666626,0.1004789025,372.666626,0.09872441739,372.666626,0.09808409959,372.666626,0.1035661101,372.666626,0.09844367206,
371.9999695,0.1008154228,371.9999695,0.09900216013,371.9999695,0.09859144688,371.9999695,0.1038718522,371.9999695,0.0987091139,
371.3332825,0.1014371961,371.3332825,0.09950064868,371.3332825,0.09913103282,371.3332825,0.1039744169,371.3332825,0.09885083139,
370.666626,0.1015059277,370.666626,0.09949407727,370.666626,0.09912855923,370.666626,0.1041635647,370.666626,0.09875928611,
369.9999695,0.1014696285,369.9999695,0.0994874984,369.9999695,0.09897989035,369.9999695,0.104163602,369.9999695,0.09873384237,
369.3332825,0.1020171568,369.3332825,0.1000387296,369.3332825,0.09931381792,369.3332825,0.1043517143,369.3332825,0.09877800196,
368.666626,0.1028519198,368.666626,0.1005237624,368.666626,0.09994086623,368.666626,0.1049271449,368.666626,0.09942153096,
367.9999695,0.1027138382,367.9999695,0.1004870906,367.9999695,0.09961661696,367.9999695,0.1047380641,367.9999695,0.09897016734,
367.3332825,0.1030825898,367.3332825,0.1007258445,367.3332825,0.09998700768,367.3332825,0.104756251,367.3332825,0.09915100038,
366.666626,0.1035313159,366.666626,0.1011111364,366.666626,0.1003644392,366.666626,0.1051864251,366.666626,0.09927415848,
365.9999695,0.1035001352,365.9999695,0.1012098491,365.9999695,0.1002038047,365.9999695,0.105068408,365.9999695,0.09952132404,
365.3332825,0.1036659703,365.3332825,0.1011640355,365.3332825,0.1002842411,365.3332825,0.1052139625,365.3332825,0.09935282916,
364.666626,0.1041972935,364.666626,0.1013400927,364.666626,0.1004222408,364.666626,0.1049950868,364.666626,0.09940519184,
363.9999695,0.1042858139,363.9999695,0.1015771925,363.9999695,0.1007366478,363.9999695,0.105381377,363.9999695,0.09952008724,
363.3332825,0.1047633961,363.3332825,0.1017865017,363.3332825,0.1009106711,363.3332825,0.105620198,363.3332825,0.09969384968,
362.666626,0.1048481464,362.666626,0.1018649787,362.666626,0.1009609699,362.666626,0.1054482982,362.666626,0.09966783226,
361.9999695,0.1046968773,361.9999695,0.1015552431,361.9999695,0.1006708071,361.9999695,0.1052641943,361.9999695,0.0991627425,
361.3332825,0.1050140038,361.3332825,0.1017926186,361.3332825,0.1008360907,361.3332825,0.1053519472,361.3332825,0.09906267375,
360.666626,0.1048172414,360.666626,0.1017624512,360.666626,0.1009106115,360.666626,0.1051378176,360.666626,0.09923531115,
359.9999695,0.1050862744,359.9999695,0.1017367989,359.9999695,0.100719966,359.9999695,0.105199717,359.9999695,0.09914738685,
359.3332825,0.1050409749,359.3332825,0.1017436013,359.3332825,0.1006600037,359.3332825,0.1051898897,359.3332825,0.09915204346,
358.666626,0.1050123572,358.666626,0.1019004211,358.666626,0.100646399,358.666626,0.1047586873,358.666626,0.09883689135,
357.9999695,0.1050175652,357.9999695,0.1019795462,357.9999695,0.1007572114,357.9999695,0.1051295027,357.9999695,0.09871701151,
357.3332825,0.10544388,357.3332825,0.1016789526,357.3332825,0.1006670222,357.3332825,0.1048762575,357.3332825,0.09879814833,
356.666626,0.1051230058,356.666626,0.1016948894,356.666626,0.1002224237,356.666626,0.1046881825,356.666626,0.09847718477,
355.9999695,0.1047194451,355.9999695,0.1011151224,355.9999695,0.1000582501,355.9999695,0.1041061208,355.9999695,0.09797814488,
355.3332825,0.1050870642,355.3332825,0.1014285609,355.3332825,0.0999949947,355.3332825,0.1044186056,355.3332825,0.09815921634,
354.666626,0.1047744676,354.666626,0.1011685133,354.666626,0.09959649295,354.666626,0.1040126383,354.666626,0.09800951183,
353.9999695,0.1045173109,353.9999695,0.1010817289,353.9999695,0.09950423241,353.9999695,0.1036493108,353.9999695,0.09753190726,
353.3332825,0.1046881527,353.3332825,0.1007566899,353.3332825,0.09949528426,353.3332825,0.1034998745,353.3332825,0.09736981988,
352.666626,0.1042241752,352.666626,0.1003286913,352.666626,0.09897729009,352.666626,0.103072837,352.666626,0.09695436805,
351.9999695,0.1039860919,351.9999695,0.09998961538,351.9999695,0.09859833121,351.9999695,0.1031000838,351.9999695,0.09640623629,
351.3332825,0.103535451,351.3332825,0.09953512251,351.3332825,0.09810853004,351.3332825,0.1022505611,351.3332825,0.09595599025,
350.666626,0.1036866754,350.666626,0.09954700619,350.666626,0.0979834348,350.666626,0.1022488549,350.666626,0.09589290619,
349.9999695,0.1030187532,349.9999695,0.09886477888,349.9999695,0.09715145826,349.9999695,0.1017367318,349.9999695,0.09513701499,
349.3332825,0.1028229594,349.3332825,0.09832425416,349.3332825,0.09676387161,349.3332825,0.1010560542,349.3332825,0.09454945475,
348.666626,0.102411136,348.666626,0.09807676822,348.666626,0.09640394151,348.666626,0.1008225754,348.666626,0.09436071664,
347.9999695,0.1022909507,347.9999695,0.09781524539,347.9999695,0.09598595649,347.9999695,0.1003579795,347.9999695,0.09387357533,
347.3332825,0.1011756361,347.3332825,0.09697028995,347.3332825,0.09557560086,347.3332825,0.09930896759,347.3332825,0.09320866317,
346.666626,0.1007881984,346.666626,0.09657080472,346.666626,0.09503196925,346.666626,0.09923026711,346.666626,0.09272839129,
345.9999695,0.1005018055,345.9999695,0.09601970017,345.9999695,0.09424116462,345.9999695,0.09851362556,345.9999695,0.09237649292,
345.3332825,0.1000464857,345.3332825,0.09552846849,345.3332825,0.09403648227,345.3332825,0.09822379798,345.3332825,0.09196332842,
344.666626,0.09915275872,344.666626,0.09470070153,344.666626,0.09280906618,344.666626,0.09715243429,344.666626,0.09088896215,
343.9999695,0.09864592552,343.9999695,0.09411672503,343.9999695,0.09244550765,343.9999695,0.09648403525,343.9999695,0.09019587189,
343.3332825,0.0977101326,343.3332825,0.09349194914,343.3332825,0.09183052182,343.3332825,0.09609171003,343.3332825,0.08952749521,
342.666626,0.09706561267,342.666626,0.09255754948,342.666626,0.09096443653,342.666626,0.09499221295,342.666626,0.08864348382,
341.9999695,0.09662968665,341.9999695,0.09177813679,341.9999695,0.09000764787,341.9999695,0.09416437149,341.9999695,0.08803100139,
341.3332825,0.09558453411,341.3332825,0.09102256596,341.3332825,0.08947993815,341.3332825,0.09325287491,341.3332825,0.08740551025,
340.666626,0.09498048574,340.666626,0.09029532224,340.666626,0.08856005967,340.666626,0.09257142246,340.666626,0.086615026,
339.9999695,0.09418269992,339.9999695,0.08939769119,339.9999695,0.08769451082,339.9999695,0.09180947393,339.9999695,0.08553317934,
339.3332825,0.09307720512,339.3332825,0.08865839988,339.3332825,0.08656323701,339.3332825,0.09078446031,339.3332825,0.08492991328,
338.666626,0.0924141854,338.666626,0.08755926788,338.666626,0.08591515571,338.666626,0.09037200361,338.666626,0.08378449082,
337.9999695,0.0908664912,337.9999695,0.08636723459,337.9999695,0.08448939025,337.9999695,0.08879497647,337.9999695,0.08265502006,
337.3332825,0.09081499279,337.3332825,0.08595544845,337.3332825,0.08445225656,337.3332825,0.08870387077,337.3332825,0.08246978372,
336.666626,0.08937031031,336.666626,0.08460827172,336.666626,0.0828923434,336.666626,0.08723460138,336.666626,0.08104781061,
335.9999695,0.08876039088,335.9999695,0.08400057256,335.9999695,0.08264528215,335.9999695,0.08668856323,335.9999695,0.08069424331,
335.3332825,0.08729036152,335.3332825,0.08253091574,335.3332825,0.0809866637,335.3332825,0.08523263782,335.3332825,0.0793569237,
