imine undoped,,imine 5 sec TFA,,imine 10 sec TFA,,imine 30 sec TFA,,imine 1 min TFA,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
867.333313,-0.01815214567,867.333313,-0.007328571752,867.333313,-0.006330796052,867.333313,-0.00744441757,867.333313,-0.00947716739,
866.666626,-0.0138991978,866.666626,-0.006288495846,866.666626,-0.003840239253,866.666626,-0.004713377915,866.666626,-0.007131165825,
866,-0.01693240553,866,-0.009717759676,866,-0.004906254821,866,-0.006638558116,866,-0.008473455906,
865.333313,-0.01523865946,865.333313,-0.005498072598,865.333313,-0.003783377353,865.333313,-0.006571964361,865.333313,-0.008203724399,
864.666626,-0.01554112509,864.666626,-0.00938091334,864.666626,-0.008008189499,864.666626,-0.006987675559,864.666626,-0.0101683028,
864,-0.0165401157,864,-0.00837149471,864,-0.004841289483,864,-0.005610625725,864,-0.008556002751,
863.333313,-0.01669911668,863.333313,-0.007460956927,863.333313,-0.004488238133,863.333313,-0.005684725009,863.333313,-0.009873306379,
862.666626,-0.01696392335,862.666626,-0.00687282905,862.666626,-0.007492202334,862.666626,-0.006052888464,862.666626,-0.008699787781,
862,-0.01653243974,862,-0.006799849682,862,-0.004981856328,862,-0.005333228502,862,-0.008431719616,
861.333313,-0.01526350249,861.333313,-0.007267429959,861.333313,-0.005572549067,861.333313,-0.005594730843,861.333313,-0.008004225791,
860.666626,-0.01707404293,860.666626,-0.005994681269,860.666626,-0.006574922241,860.666626,-0.007084970828,860.666626,-0.008879490197,
860,-0.01694261283,860,-0.007484671194,860,-0.006328703836,860,-0.005341871176,860,-0.008596864529,
859.333313,-0.01558557991,859.333313,-0.004993935116,859.333313,-0.005040301476,859.333313,-0.005816335324,859.333313,-0.008416283876,
858.666626,-0.01508342288,858.666626,-0.00875276234,858.666626,-0.00594571,858.666626,-0.005827675574,858.666626,-0.009340176359,
858,-0.01762183011,858,-0.00696179457,858,-0.005526648369,858,-0.006068970542,858,-0.009173692204,
857.333313,-0.01811157726,857.333313,-0.01015742961,857.333313,-0.00540573895,857.333313,-0.008922958747,857.333313,-0.01113763172,
856.666626,-0.01498570293,856.666626,-0.007636441849,856.666626,-0.004141924903,856.666626,-0.006364469416,856.666626,-0.008836473338,
856,-0.01693723537,856,-0.009367131628,856,-0.007568576373,856,-0.006963475607,856,-0.01026337128,
855.333313,-0.01642761752,855.333313,-0.007899509743,855.333313,-0.005791252945,855.333313,-0.005856025033,855.333313,-0.009381318465,
854.666626,-0.01543666236,854.666626,-0.00777030969,854.666626,-0.005351945292,854.666626,-0.007142879069,854.666626,-0.009377113543,
854,-0.01520051807,854,-0.006292833481,854,-0.005672920961,854,-0.004502021242,854,-0.008045951836,
853.333313,-0.01568905823,853.333313,-0.006579052657,853.333313,-0.004456929397,853.333313,-0.00546428049,853.333313,-0.007416680455,
852.666626,-0.01511427481,852.666626,-0.006932549179,852.666626,-0.004850402474,852.666626,-0.005727135111,852.666626,-0.008281040005,
852,-0.01678230613,852,-0.006964087021,852,-0.006941363681,852,-0.006403292995,852,-0.008456802927,
851.333313,-0.01620268449,851.333313,-0.006584100891,851.333313,-0.005336041097,851.333313,-0.006265277974,851.333313,-0.008618993685,
850.666626,-0.0163698364,850.666626,-0.007551532239,850.666626,-0.005092650186,850.666626,-0.006744495127,850.666626,-0.008165061474,
850,-0.01555296313,850,-0.007547919638,850,-0.004826185759,850,-0.00569560891,850,-0.008542753756,
849.333313,-0.01698558033,849.333313,-0.007356721442,849.333313,-0.00606810255,849.333313,-0.0067789522,849.333313,-0.008411561139,
848.666626,-0.01535656303,848.666626,-0.007284129038,848.666626,-0.005575769115,848.666626,-0.005737149157,848.666626,-0.008480157703,
848,-0.01572495885,848,-0.006805914454,848,-0.00547951553,848,-0.006382836029,848,-0.009114938788,
847.333313,-0.01648234949,847.333313,-0.006035069469,847.333313,-0.006084490567,847.333313,-0.005884628277,847.333313,-0.007808753755,
846.666626,-0.01565909572,846.666626,-0.006012144033,846.666626,-0.004146181047,846.666626,-0.005914608482,846.666626,-0.007247064263,
846,-0.01608955115,846,-0.00632931618,846,-0.005558799952,846,-0.005745885894,846,-0.008228007704,
845.333313,-0.01469741482,845.333313,-0.006474094931,845.333313,-0.00525968289,845.333313,-0.005494954064,845.333313,-0.007708772086,
844.666626,-0.01515002362,844.666626,-0.006667058449,844.666626,-0.004671842325,844.666626,-0.004736781586,844.666626,-0.007469150238,
844,-0.01565175503,844,-0.007009479683,844,-0.00499316724,844,-0.006021028385,844,-0.008269763552,
843.333313,-0.01561270002,843.333313,-0.006280791014,843.333313,-0.00513194548,843.333313,-0.00573812006,843.333313,-0.008299172856,
842.666626,-0.01580743678,842.666626,-0.006134722382,842.666626,-0.005011079833,842.666626,-0.004922277294,842.666626,-0.007549344096,
842,-0.01713575982,842,-0.00768059399,842,-0.0057078721,842,-0.006082346197,842,-0.009399152361,
841.333313,-0.01603781432,841.333313,-0.006961335894,841.333313,-0.004895658232,841.333313,-0.005827675574,841.333313,-0.007860616781,
840.666626,-0.0156979952,840.666626,-0.006662367843,840.666626,-0.005294002127,840.666626,-0.005932432134,840.666626,-0.008385308087,
840,-0.01602404192,840,-0.006850049831,840,-0.004971466493,840,-0.005682578776,840,-0.008137726225,
839.333313,-0.01608710736,839.333313,-0.006399518345,839.333313,-0.005749871023,839.333313,-0.005668986589,839.333313,-0.008153680712,
838.666626,-0.01528539509,838.666626,-0.006588333286,838.666626,-0.004706259351,838.666626,-0.005063841585,838.666626,-0.007526498754,
838,-0.01606470533,838,-0.006536521949,838,-0.004976943135,838,-0.005495567806,838,-0.007766953204,
837.333313,-0.01526210271,837.333313,-0.006216234993,837.333313,-0.004304709844,837.333313,-0.004980064929,837.333313,-0.007534283679,
836.666626,-0.01541452762,836.666626,-0.006441960111,836.666626,-0.004402095452,836.666626,-0.005436467938,836.666626,-0.008134219795,
836,-0.01649127156,836,-0.007014472038,836,-0.005735871848,836,-0.006557379849,836,-0.008483914658,
835.333313,-0.01567677408,835.333313,-0.006867427379,835.333313,-0.004982265644,835.333313,-0.005683090072,835.333313,-0.007780327927,
834.666626,-0.01588945091,834.666626,-0.007173536345,834.666626,-0.005168117117,834.666626,-0.006218888797,834.666626,-0.007993551902,
834,-0.0156528037,834,-0.006760042161,834,-0.004625794943,834,-0.005624629091,834,-0.007440346293,
833.333313,-0.01551320031,833.333313,-0.006206997205,833.333313,-0.004209763836,833.333313,-0.00563203916,833.333313,-0.00713676773,
832.666626,-0.01524115913,832.666626,-0.006427371409,832.666626,-0.004733043257,832.666626,-0.005863482598,832.666626,-0.007457394619,
832,-0.01567597501,832,-0.006566099823,832,-0.005172567908,832,-0.005561866332,832,-0.008128935471,
831.333313,-0.01575591601,831.333313,-0.00705130212,831.333313,-0.005111377221,831.333313,-0.005531759933,831.333313,-0.007853244431,
830.666626,-0.0157564152,830.666626,-0.006635549944,830.666626,-0.00476535596,830.666626,-0.005654218141,830.666626,-0.008101038635,
830,-0.0161673706,830,-0.006855248008,830,-0.005456049461,830,-0.00586996926,830,-0.007577276323,
829.333313,-0.01578008011,829.333313,-0.006417423952,829.333313,-0.004329878837,829.333313,-0.005659890361,829.333313,-0.007891935296,
828.666626,-0.01594449952,828.666626,-0.006453488488,828.666626,-0.004963430576,828.666626,-0.00596021302,828.666626,-0.007946533151,
828,-0.01536920574,828,-0.006033078302,828,-0.004905589391,828,-0.005316453986,828,-0.007370159496,
827.333313,-0.01561739482,827.333313,-0.006467770319,827.333313,-0.004783534445,827.333313,-0.005186585244,827.333313,-0.007165541407,
826.666626,-0.01572411135,826.666626,-0.006330489647,826.666626,-0.00497008441,826.666626,-0.005303719547,826.666626,-0.007788006682,
826,-0.01573888958,826,-0.006771103013,826,-0.004823216237,826,-0.005551439244,826,-0.008241317235,
825.333313,-0.01576235518,825.333313,-0.006785527337,825.333313,-0.005067167338,825.333313,-0.005582924467,825.333313,-0.007677898277,
824.666626,-0.01623295806,824.666626,-0.006345541216,824.666626,-0.0047936216,824.666626,-0.00562846195,824.666626,-0.00756862713,
824,-0.01587991789,824,-0.006877924781,824,-0.005243672989,824,-0.005767241586,824,-0.008289014921,
823.333313,-0.01578127779,823.333313,-0.006868242752,823.333313,-0.004583226051,823.333313,-0.00506307371,823.333313,-0.007232706062,
822.666626,-0.01581896842,822.666626,-0.006918944418,822.666626,-0.005043474492,822.666626,-0.005901176482,822.666626,-0.008006664924,
822,-0.01609024964,822,-0.006903607398,822,-0.005028633866,822,-0.005883198231,822,-0.007955987938,
821.333313,-0.0166456569,821.333313,-0.007141402457,821.333313,-0.005334813613,821.333313,-0.005730047356,821.333313,-0.008237304166,
820.666626,-0.0151870707,820.666626,-0.006597205997,820.666626,-0.004483472556,820.666626,-0.005076020025,820.666626,-0.007807329763,
820,-0.01633902453,820,-0.006732974667,820,-0.005174920894,820,-0.005899593234,820,-0.008337367326,
819.333313,-0.01594290324,819.333313,-0.006640393287,819.333313,-0.004424081184,819.333313,-0.005541471764,819.333313,-0.007319459692,
818.666626,-0.01581078209,818.666626,-0.006154272705,818.666626,-0.004431665875,818.666626,-0.005057393573,818.666626,-0.007240088657,
818,-0.01599849388,818,-0.006456803996,818,-0.004690587521,818,-0.005283619743,818,-0.007548937108,
817.333313,-0.01605597511,817.333313,-0.006918689702,817.333313,-0.004816150293,817.333313,-0.005595753435,817.333313,-0.007668895181,
816.666626,-0.01611075364,816.666626,-0.006601999048,816.666626,-0.004325675312,816.666626,-0.005088710226,816.666626,-0.007085531019,
816,-0.01670454629,816,-0.006991598289,816,-0.005405380856,816,-0.005976911169,816,-0.007804075256,
815.333313,-0.0162992347,815.333313,-0.006466495339,815.333313,-0.005126675591,815.333313,-0.005696682259,815.333313,-0.00767250685,
814.666626,-0.0165088661,814.666626,-0.006679243408,814.666626,-0.004695248324,814.666626,-0.005613027606,814.666626,-0.007534283679,
814,-0.01568815857,814,-0.006320387125,814,-0.004604997579,814,-0.004992757924,814,-0.007255770732,
813.333313,-0.01644705795,813.333313,-0.00696515711,813.333313,-0.005003249738,813.333313,-0.005861184094,813.333313,-0.00794185698,
812.666626,-0.01623380743,812.666626,-0.006689643487,812.666626,-0.004692277871,812.666626,-0.005499555264,812.666626,-0.007497240324,
812,-0.01615250669,812,-0.006344061811,812,-0.004761208314,812,-0.005337728653,812,-0.007587909233,
811.333313,-0.01634944603,811.333313,-0.006572423503,811.333313,-0.005112656392,811.333313,-0.005595139693,811.333313,-0.00753463991,
810.666626,-0.01593826152,810.666626,-0.00653443113,810.666626,-0.004503814504,810.666626,-0.005258813035,810.666626,-0.007004589308,
810,-0.01595922187,810,-0.006186581682,810,-0.004849480931,810,-0.005052378867,810,-0.007305714302,
809.333313,-0.01622358337,809.333313,-0.006292935461,809.333313,-0.004573850892,809.333313,-0.00536273513,809.333313,-0.007185350638,
808.666626,-0.01641231403,808.666626,-0.006681435741,808.666626,-0.005152052734,808.666626,-0.005989370868,808.666626,-0.007757087704,
808,-0.01617101207,808,-0.0065028104,808,-0.004623079672,808,-0.005421129055,808,-0.007693615276,
807.333313,-0.01602987945,807.333313,-0.006276044995,807.333313,-0.004757623654,807.333313,-0.005249350797,807.333313,-0.006989764515,
806.666626,-0.01650353335,806.666626,-0.007076464593,806.666626,-0.004612425342,806.666626,-0.005476294551,806.666626,-0.007302405313,
806,-0.0160336215,806,-0.006592259742,806,-0.004567139782,806,-0.005194667727,806,-0.007378354669,
805.333313,-0.01620891877,805.333313,-0.006551260129,805.333313,-0.004589834251,805.333313,-0.005428133998,805.333313,-0.007205769885,
804.666626,-0.01608042233,804.666626,-0.006960622501,804.666626,-0.005100530107,804.666626,-0.005443063565,804.666626,-0.00722527178,
804,-0.01610885747,804,-0.006113742013,804,-0.004623130895,804,-0.00509848306,804,-0.007133508567,
803.333313,-0.0162164513,803.333313,-0.006768961903,803.333313,-0.004734374583,803.333313,-0.005070340354,803.333313,-0.007211472839,
802.666626,-0.01615774445,802.666626,-0.006255633198,802.666626,-0.004223043099,802.666626,-0.004884754308,802.666626,-0.0069263326,
802,-0.01597608998,802,-0.006331510376,802,-0.004160077777,802,-0.00501379231,802,-0.006701929495,
801.333313,-0.01623425633,801.333313,-0.006381815765,801.333313,-0.004238578025,801.333313,-0.005067372229,801.333313,-0.006833333988,
800.666626,-0.01615779474,800.666626,-0.006476237439,800.666626,-0.00493333349,800.666626,-0.005488308612,800.666626,-0.007046564948,
800,-0.01594030857,800,-0.00613436522,800,-0.004390102811,800,-0.00498666754,800,-0.006462210789,
799.333313,-0.01554162428,799.333313,-0.005708587356,799.333313,-0.004239090718,799.333313,-0.004708871245,799.333313,-0.006580582354,
798.666626,-0.01585870422,798.666626,-0.006593075581,798.666626,-0.004385695327,798.666626,-0.005104981363,798.666626,-0.006654567551,
798,-0.01555411238,798,-0.005917059723,798,-0.004381748848,798,-0.004825878423,798,-0.00662412867,
797.333313,-0.01574058831,797.333313,-0.006085307337,797.333313,-0.004081153311,797.333313,-0.004415164236,797.333313,-0.006125840358,
796.666626,-0.0152590042,796.666626,-0.005676855799,796.666626,-0.003895605914,796.666626,-0.004521286581,796.666626,-0.00611675391,
796,-0.01519931853,796,-0.00570347812,796,-0.004110130016,796,-0.004202790558,796,-0.006297323853,
795.333313,-0.01567802206,795.333313,-0.005802849308,795.333313,-0.004501457792,795.333313,-0.004846204538,795.333313,-0.006327734794,
794.666626,-0.01554562058,794.666626,-0.006168155931,794.666626,-0.004183049779,794.666626,-0.004753783345,794.666626,-0.006557583809,
794,-0.01566024497,794,-0.006084286142,794,-0.004239295609,794,-0.004975100514,794,-0.006237618625,
793.333313,-0.01544405706,793.333313,-0.005688659847,793.333313,-0.004130489193,793.333313,-0.004740008153,793.333313,-0.00624277303,
792.666626,-0.01583998464,792.666626,-0.005823180545,792.666626,-0.004064792302,792.666626,-0.004491363652,792.666626,-0.006285332143,
792,-0.01572755538,792,-0.006034354679,792,-0.004129463341,792,-0.004626255948,792,-0.005891982932,
791.333313,-0.0159062203,791.333313,-0.006039562635,791.333313,-0.004165051971,791.333313,-0.004889925011,791.333313,-0.00590173807,
790.666626,-0.01536016073,790.666626,-0.005787268281,790.666626,-0.004022937734,790.666626,-0.004484907258,790.666626,-0.006150801666,
790,-0.01572351158,790,-0.005787165835,790,-0.004194843117,790,-0.00461985264,790,-0.006087400485,
789.333313,-0.01588101499,789.333313,-0.006166165229,789.333313,-0.004282564856,789.333313,-0.004812924657,789.333313,-0.006295895204,
788.666626,-0.01546633989,788.666626,-0.006026287563,788.666626,-0.003622912336,788.666626,-0.004488904029,788.666626,-0.005994017702,
788,-0.0155996643,788,-0.006100214086,788,-0.004312040284,788,-0.004853730556,788,-0.006249407306,
787.333313,-0.01541622635,787.333313,-0.00566632906,787.333313,-0.00416105194,787.333313,-0.004631839227,787.333313,-0.006098886952,
786.666626,-0.01570144109,786.666626,-0.0059662899,786.666626,-0.004007241223,786.666626,-0.004575797822,786.666626,-0.006122930907,
786,-0.01589923352,786,-0.006028891541,786,-0.004136489239,786,-0.004673685879,786,-0.006136151496,
785.333313,-0.01534162089,785.333313,-0.00571584329,785.333313,-0.003689446254,785.333313,-0.004044634756,785.333313,-0.005442449823,
784.666626,-0.01549926307,784.666626,-0.006017097272,784.666626,-0.003838443197,784.666626,-0.00446420582,784.666626,-0.005485496949,
784,-0.01549471729,784,-0.005645019468,784,-0.004101103637,784,-0.004485727288,784,-0.005752578843,
783.333313,-0.01556724869,783.333313,-0.005610881373,783.333313,-0.003813708201,783.333313,-0.004258111119,783.333313,-0.005594117567,
782.666626,-0.01530473772,782.666626,-0.005487848539,782.666626,-0.003879391821,782.666626,-0.004148693755,782.666626,-0.004893200938,
782,-0.01546164416,782,-0.005791508127,782,-0.00391505193,782,-0.0043938444,782,-0.005344223231,
781.333313,-0.01547573227,781.333313,-0.005577353761,781.333313,-0.003441483714,781.333313,-0.00424314104,781.333313,-0.005070033018,
780.666626,-0.01562948152,780.666626,-0.005835746415,780.666626,-0.003988261335,780.666626,-0.004340027459,780.666626,-0.005626468919,
780,-0.01551574841,780,-0.005578017794,780,-0.003793898504,780,-0.004191664048,780,-0.00535726361,
779.333313,-0.01502726413,779.333313,-0.005266741384,779.333313,-0.00341821555,779.333313,-0.003838084172,779.333313,-0.004644183442,
778.666626,-0.01518956944,778.666626,-0.005288785324,778.666626,-0.003907150589,778.666626,-0.004200637341,778.666626,-0.004887723364,
778,-0.01523076184,778,-0.00548079377,778,-0.003675945336,778,-0.003947374411,778,-0.004822243471,
777.333313,-0.01508512255,777.333313,-0.005392291117,777.333313,-0.0032768331,777.333313,-0.003957378212,777.333313,-0.00474456558,
776.666626,-0.01506457105,776.666626,-0.005286995322,776.666626,-0.003003853373,776.666626,-0.003366486868,776.666626,-0.004868065007,
776,-0.01520001795,776,-0.005747163203,776,-0.003677639412,776,-0.003722452791,776,-0.004772269167,
775.333313,-0.01493883505,775.333313,-0.005135373678,775.333313,-0.003263627645,775.333313,-0.003548973706,775.333313,-0.004619135521,
774.666626,-0.0149060702,774.666626,-0.00528239226,774.666626,-0.003393353662,774.666626,-0.003857583972,774.666626,-0.004501304124,
774,-0.0150797721,774,-0.005317835137,774,-0.003626403632,774,-0.003866923042,774,-0.004403479397,
773.333313,-0.01523876004,773.333313,-0.005482480396,773.333313,-0.003298156429,773.333313,-0.003783839289,773.333313,-0.004733760376,
772.666626,-0.01514267456,772.666626,-0.005499504041,772.666626,-0.003175597172,772.666626,-0.003571721492,772.666626,-0.004329058342,
772,-0.01514277421,772,-0.005359973758,772,-0.00304955896,772,-0.003645758843,772,-0.004169102758,
771.333313,-0.01464791317,771.333313,-0.005072438158,771.333313,-0.00303665502,771.333313,-0.003357702168,771.333313,-0.004119668622,
770.666626,-0.01531283371,770.666626,-0.005208224058,770.666626,-0.003309203079,770.666626,-0.003741444554,770.666626,-0.004301737063,
770,-0.01508202311,770,-0.005540500861,770,-0.003105180804,770,-0.003577164374,770,-0.004323676229,
769.333313,-0.01490767114,769.333313,-0.005118438043,769.333313,-0.002884862712,769.333313,-0.003280635457,769.333313,-0.004046173766,
768.666626,-0.01497094799,768.666626,-0.004974332638,768.666626,-0.002927135443,768.666626,-0.003664086573,768.666626,-0.003955428954,
768,-0.01468209922,768,-0.004752912559,768,-0.002811209764,768,-0.002908570925,768,-0.003555906005,
767.333313,-0.01490677055,767.333313,-0.004957186058,767.333313,-0.002952846698,767.333313,-0.003196411533,767.333313,-0.003635080298,
766.666626,-0.01509992406,766.666626,-0.00511828484,766.666626,-0.003166500246,766.666626,-0.003429361852,766.666626,-0.003776089521,
766,-0.0147704808,766,-0.004734733142,766,-0.002917776117,766,-0.003106465796,766,-0.003791486379,
765.333313,-0.01475461759,765.333313,-0.004626153503,765.333313,-0.002837082371,765.333313,-0.003025909886,765.333313,-0.003327596467,
764.666626,-0.014699867,764.666626,-0.004519287962,764.666626,-0.002874113852,764.666626,-0.003401007503,764.666626,-0.003687444376,
764,-0.01478894521,764,-0.004544444382,764,-0.00285451836,764,-0.003044006648,764,-0.003147072159,
763.333313,-0.01462939288,763.333313,-0.004739803262,763.333313,-0.002864239039,763.333313,-0.003311515087,763.333313,-0.003446465824,
762.666626,-0.01482767332,762.666626,-0.004892791621,762.666626,-0.002890005475,762.666626,-0.003155244514,762.666626,-0.003127283417,
762,-0.01472504158,762,-0.004915724974,762,-0.002886456903,762,-0.002812598599,762,-0.00311535853,
761.333313,-0.01484123245,761.333313,-0.004833302461,761.333313,-0.002736052498,761.333313,-0.003246105043,761.333313,-0.003398233559,
760.666626,-0.01483427826,760.666626,-0.004668666515,760.666626,-0.002880388172,760.666626,-0.003010897199,760.666626,-0.003057887312,
760,-0.01454283576,760,-0.004365758039,760,-0.00224687811,760,-0.002871850738,760,-0.002688358771,
759.333313,-0.01455009542,759.333313,-0.004828028847,759.333313,-0.002745621605,759.333313,-0.003478412284,759.333313,-0.002846083371,
758.666626,-0.01455885638,758.666626,-0.004453803413,758.666626,-0.002183625707,758.666626,-0.002646165667,758.666626,-0.002542209113,
758,-0.01448260061,758,-0.004555305466,758,-0.002318979008,758,-0.002840528497,758,-0.002679611789,
757.333313,-0.01421682723,757.333313,-0.004434227943,757.333313,-0.002427725354,757.333313,-0.002651620191,757.333313,-0.002340812702,
756.666626,-0.01452436019,756.666626,-0.004622003995,756.666626,-0.002567634452,756.666626,-0.003211880568,756.666626,-0.002832504688,
756,-0.01451955363,756,-0.004439762793,756,-0.002438382246,756,-0.002714084229,756,-0.002433594316,
755.333313,-0.01465306897,755.333313,-0.00449484773,755.333313,-0.002270878758,755.333313,-0.00280071632,755.333313,-0.002436374547,
754.666626,-0.01441093907,754.666626,-0.004390615504,754.666626,-0.002098003868,754.666626,-0.002672459697,754.666626,-0.002129173838,
754,-0.01451895293,754,-0.004270978738,754,-0.00211402704,754,-0.002660316182,754,-0.002266037511,
753.333313,-0.01439601462,753.333313,-0.004130130168,753.333313,-0.001912689651,753.333313,-0.002302293899,753.333313,-0.001791130868,
752.666626,-0.01420961227,752.666626,-0.004131771158,752.666626,-0.001907999045,752.666626,-0.002225554781,752.666626,-0.001685731811,
752,-0.01478274073,752,-0.004061150365,752,-0.002109338762,752,-0.002499641618,752,-0.001917689457,
751.333313,-0.01434808131,751.333313,-0.004206738435,751.333313,-0.002039109822,751.333313,-0.002389522968,751.333313,-0.001632661675,
750.666626,-0.01430425048,750.666626,-0.004302044399,750.666626,-0.001768908463,750.666626,-0.002325518988,750.666626,-0.001846656203,
750,-0.01430319902,750,-0.003827974666,750,-0.001833407092,750,-0.001930008293,750,-0.001390333637,
749.333313,-0.01452986803,749.333313,-0.004357762169,749.333313,-0.001851192792,749.333313,-0.002117891097,749.333313,-0.001450347831,
748.666626,-0.01404458378,748.666626,-0.00369955902,748.666626,-0.001665566931,748.666626,-0.001853770344,748.666626,-0.00104918424,
748,-0.01429929119,748,-0.004109155387,748,-0.001926709549,748,-0.002067140769,748,-0.001230788766,
747.333313,-0.01425039582,747.333313,-0.003885754384,747.333313,-0.001703987713,747.333313,-0.002248629462,747.333313,-0.0009770790348,
746.666626,-0.01430505235,746.666626,-0.004142027348,746.666626,-0.001706720795,746.666626,-0.002327939263,746.666626,-0.001080481219,
746,-0.01430460159,746,-0.003696581582,746,-0.001359471935,746,-0.001808041823,746,-0.0007177938824,
745.333313,-0.0142300548,745.333313,-0.003640316892,745.333313,-0.001614351175,745.333313,-0.001616826979,745.333313,-0.0006355012883,
744.666626,-0.01428160723,744.666626,-0.003737851512,744.666626,-0.001420367626,744.666626,-0.001569010084,744.666626,-0.0008157803095,
744,-0.01401200145,744,-0.00366814225,744,-0.001410046942,744,-0.001745963003,744,-0.0006234559114,
743.333313,-0.01419939008,743.333313,-0.00366567797,743.333313,-0.001409169636,743.333313,-0.001620798605,743.333313,-0.0005267187953,
742.666626,-0.01375837903,742.666626,-0.003338077106,742.666626,-0.001245914842,742.666626,-0.001445961883,742.666626,-0.0001334475528,
742,-0.01442411076,742,-0.003502704436,742,-0.00148574356,742,-0.001657572924,742,-0.0003665976401,
741.333313,-0.01424934343,741.333313,-0.003711365396,741.333313,-0.001666753087,741.333313,-0.001734103076,741.333313,-6.33124655E-005,
740.666626,-0.01426307112,740.666626,-0.003463518107,740.666626,-0.0012791591,740.666626,-0.001576283597,740.666626,1.022507786E-005,
740,-0.01416892465,740,-0.003664856544,740,-0.001383521594,740,-0.001686608535,740,-0.0001751609088,
739.333313,-0.01422609668,739.333313,-0.003403524635,739.333313,-0.001272809925,739.333313,-0.001572259935,739.333313,8.789175627E-005,
738.666626,-0.01388921961,738.666626,-0.003301085206,738.666626,-0.001151691424,738.666626,-0.001241836464,738.666626,0.0004732979869,
738,-0.01402458362,738,-0.003471735632,738,-0.0009920072043,738,-0.001261298428,738,0.0004792323743,
737.333313,-0.01419192459,737.333313,-0.003445746843,737.333313,-0.0009255236946,737.333313,-0.001602126518,737.333313,0.0005241187173,
736.666626,-0.01387523022,736.666626,-0.003373473417,736.666626,-0.0008926655864,736.666626,-0.001171467127,736.666626,0.0006520908792,
736,-0.01365213189,736,-0.003082974115,736,-0.0007102992968,736,-0.00116821425,736,0.001009404776,
735.333313,-0.01394738164,735.333313,-0.003197747748,735.333313,-0.0007480293862,735.333313,-0.001053935732,735.333313,0.0009003405576,
734.666626,-0.0138465967,734.666626,-0.003137306543,734.666626,-0.0006433073431,734.666626,-0.0009551764815,734.666626,0.0008795892936,
734,-0.01374789607,734,-0.002833070466,734,-0.0008213611436,734,-0.0007919576019,734,0.001164512825,
733.333313,-0.01402032282,733.333313,-0.003091507358,733.333313,-0.0008426503628,733.333313,-0.0009377156966,733.333313,0.001064985059,
732.666626,-0.01366256736,732.666626,-0.002742792014,732.666626,-0.0004659562255,732.666626,-0.0007229624898,732.666626,0.00169432757,
732,-0.01381094102,732,-0.002952898154,732,-0.0003863573656,732,-0.0006899856962,732,0.001468895469,
731.333313,-0.0136026619,731.333313,-0.002683264902,731.333313,-0.0003893057292,731.333313,-0.0004825569049,731.333313,0.001945176045,
730.666626,-0.01372953691,730.666626,-0.002979687648,730.666626,-0.0003122795606,730.666626,-0.0006453234819,730.666626,0.001849602559,
730,-0.01382523309,730,-0.002956446027,730,-0.0005145669566,730,-0.0006887451163,730,0.001843207516,
729.333313,-0.0134792123,729.333313,-0.002591102617,729.333313,-0.0002313589212,729.333313,-0.0003824261948,729.333313,0.002308838535,
728.666626,-0.0133874556,728.666626,-0.002617142629,728.666626,0.0001101587623,728.666626,-0.0001557020732,728.666626,0.002694059862,
728,-0.01348282583,728,-0.002479514573,728,-1.599723328E-005,728,-0.0001018234616,728,0.002485472942,
727.333313,-0.01327680051,727.333313,-0.002321244683,727.333313,-8.018732478E-005,727.333313,-9.706153651E-005,727.333313,0.002679213183,
726.666626,-0.01354069076,726.666626,-0.002524760552,726.666626,0.0001632417116,726.666626,-0.0002634392295,726.666626,0.002593894489,
726,-0.0135906199,726,-0.002684654202,726,-2.303790097E-005,726,-0.0002465714933,726,0.002752252854,
725.333313,-0.01349908765,725.333313,-0.002518841298,725.333313,-0.0001603598503,725.333313,-0.0002681993356,725.333313,0.002898889827,
724.666626,-0.01351820864,724.666626,-0.002620127518,724.666626,1.082046947E-005,724.666626,-0.000294948084,724.666626,0.002808499616,
724,-0.01339483541,724,-0.00212391885,724,0.0001365958451,724,8.17038017E-005,724,0.003146941308,
723.333313,-0.0133867031,723.333313,-0.002314859303,723.333313,0.0003020389413,723.333313,5.04805721E-005,723.333313,0.003378437832,
722.666626,-0.01335848961,722.666626,-0.002182904631,722.666626,0.0003559484612,722.666626,0.0001707256306,722.666626,0.003530714894,
722,-0.01320423651,722,-0.002092284849,722,0.0004006406816,722,0.0001789088856,722,0.003703434952,
721.333313,-0.01329166349,721.333313,-0.002130049746,721.333313,0.000389577297,721.333313,0.0003053805558,721.333313,0.003773905104,
720.666626,-0.01304952614,720.666626,-0.001929132035,720.666626,0.0006276962813,720.666626,0.0006015144172,720.666626,0.004125121515,
720,-0.0131489886,720,-0.002132831607,720,0.0005316606839,720,0.0003919868614,720,0.00404262729,
719.333313,-0.01320584305,719.333313,-0.001935884007,719.333313,0.00054804096,719.333313,0.0004760967277,719.333313,0.004122142214,
718.666626,-0.013360749,718.666626,-0.002032050164,718.666626,0.0004797765869,718.666626,0.0003612335713,718.666626,0.004296718631,
718,-0.01298255194,718,-0.00183979969,718,0.0008758282638,718,0.0006653128075,718,0.004704432562,
717.333313,-0.0130825825,717.333313,-0.001744416077,717.333313,0.000668864639,717.333313,0.0006444950122,717.333313,0.004788910504,
716.666626,-0.0129561713,716.666626,-0.001768031972,716.666626,0.0008207389619,716.666626,0.0007389478851,716.666626,0.004868248012,
