imine undoped,,imine 5 sec TFA,,imine 10 sec TFA,,imine 30 sec TFA,,imine 1 min TFA,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1157.333374,-0.01677144691,1157.333374,-0.007111608516,1157.333374,-0.005368769169,1157.333374,-0.005970783532,1157.333374,-0.009067686275,
1156.666626,-0.01682011038,1156.666626,-0.007251035422,1156.666626,-0.005446642172,1156.666626,-0.005959447008,1156.666626,-0.009161576629,
1156,-0.01662303694,1156,-0.007030111272,1156,-0.00528065348,1156,-0.005796565674,1156,-0.008968755603,
1155.333374,-0.01683788933,1155.333374,-0.007246758789,1155.333374,-0.005412028171,1155.333374,-0.006043902598,1155.333374,-0.009164618328,
1154.666626,-0.01679316536,1154.666626,-0.007105343975,1154.666626,-0.005485752597,1154.666626,-0.006010357291,1154.666626,-0.009109362029,
1154,-0.01679605432,1154,-0.007224762812,1154,-0.005604748148,1154,-0.005962000228,1154,-0.009167761542,
1153.333374,-0.01673707739,1153.333374,-0.007193752564,1153.333374,-0.005413408391,1153.333374,-0.005851887632,1153.333374,-0.009179774672,
1152.666626,-0.01670977846,1152.666626,-0.007336207666,1152.666626,-0.005478544161,1152.666626,-0.006056156009,1152.666626,-0.009144493379,
1152,-0.01669712365,1152,-0.007008053362,1152,-0.005337882321,1152,-0.005928601604,1152,-0.009096636437,
1151.333374,-0.01690989919,1151.333374,-0.007119299378,1151.333374,-0.005257329904,1151.333374,-0.005785480142,1151.333374,-0.009017691016,
1150.666626,-0.01680516824,1150.666626,-0.007127498742,1150.666626,-0.00545937242,1150.666626,-0.005822107662,1150.666626,-0.009054554626,
1150,-0.01684506238,1150,-0.007203631569,1150,-0.005540960934,1150,-0.005986511242,1150,-0.009073821828,
1149.333374,-0.01683664508,1149.333374,-0.00729690725,1149.333374,-0.005526341498,1149.333374,-0.005845247302,1149.333374,-0.009078334086,
1148.666626,-0.0167948585,1148.666626,-0.007291612681,1148.666626,-0.005553381518,1148.666626,-0.006056717597,1148.666626,-0.009182816371,
1148,-0.01668197848,1148,-0.007213713601,1148,-0.00555016147,1148,-0.005900920834,1148,-0.008964850567,
1147.333374,-0.01688515022,1147.333374,-0.007248031441,1147.333374,-0.005454975646,1147.333374,-0.005866547115,1147.333374,-0.009056278504,
1146.666626,-0.01681522839,1146.666626,-0.007350562606,1146.666626,-0.005438615102,1146.666626,-0.006011582445,1146.666626,-0.009183626622,
1146,-0.01680975035,1146,-0.007231891155,1146,-0.005639244802,1146,-0.005907815881,1146,-0.009021544829,
1145.333374,-0.01678514481,1145.333374,-0.007185045164,1145.333374,-0.005456765182,1145.333374,-0.005983702838,1145.333374,-0.009105509147,
1144.666626,-0.01670678891,1144.666626,-0.007164523005,1144.666626,-0.005537638441,1144.666626,-0.005810971837,1144.666626,-0.008922096342,
1144,-0.01682753116,1144,-0.007429505698,1144,-0.005539478268,1144,-0.005994783249,1144,-0.009289958514,
1143.333374,-0.01674046367,1143.333374,-0.007310703397,1143.333374,-0.005523683503,1143.333374,-0.005937845446,1143.333374,-0.009126142599,
1142.666626,-0.0166588109,1142.666626,-0.007038771175,1142.666626,-0.005419902038,1142.666626,-0.005808774848,1142.666626,-0.008878424764,
1142,-0.01686139591,1142,-0.007008104585,1142,-0.005366877187,1142,-0.005950969644,1142,-0.00899005495,
1141.333374,-0.01663394831,1141.333374,-0.007246096618,1141.333374,-0.005392700434,1141.333374,-0.005888765212,1141.333374,-0.009016373195,
1140.666626,-0.0166454073,1140.666626,-0.007129332516,1140.666626,-0.005315993913,1140.666626,-0.006009489298,1140.666626,-0.009013786912,
1140,-0.01663061045,1140,-0.007110182662,1140,-0.005362377036,1140,-0.005834775977,1140,-0.008939239196,
1139.333374,-0.01662836783,1139.333374,-0.007036631461,1139.333374,-0.005446079653,1139.333374,-0.005894025788,1139.333374,-0.008945223875,
1138.666626,-0.01653139293,1138.666626,-0.007086193189,1138.666626,-0.005355678499,1138.666626,-0.005822158884,1138.666626,-0.008966777474,
1138,-0.01654823869,1138,-0.007043661084,1138,-0.005359871779,1138,-0.005881104153,1138,-0.008874924853,
1137.333374,-0.0165296495,1137.333374,-0.00696592126,1137.333374,-0.005246384069,1137.333374,-0.005720901303,1137.333374,-0.008843525313,
1136.666626,-0.01674001664,1136.666626,-0.007190544624,1136.666626,-0.005389836617,1136.666626,-0.006018730812,1136.666626,-0.009020023979,
1136,-0.01663643867,1136,-0.006905900314,1136,-0.005247304682,1136,-0.005827624816,1136,-0.008873554878,
1135.333374,-0.01661625877,1135.333374,-0.007103612181,1135.333374,-0.005313590169,1135.333374,-0.006004178897,1135.333374,-0.008901757188,
1134.666626,-0.01651325263,1134.666626,-0.007181429304,1134.666626,-0.005233237986,1134.666626,-0.005957863759,1134.666626,-0.008914437145,
1134,-0.01636774279,1134,-0.006902231369,1134,-0.005265564658,1134,-0.005698368419,1134,-0.008593057282,
1133.333374,-0.01628068462,1133.333374,-0.006961335894,1133.333374,-0.005287046544,1133.333374,-0.005728003569,1133.333374,-0.008742664941,
1132.666626,-0.01655551419,1132.666626,-0.007038109004,1132.666626,-0.005359564908,1132.666626,-0.005966187455,1132.666626,-0.008858236484,
1132,-0.01659119502,1132,-0.007157851476,1132,-0.005438615102,1132,-0.005928499624,1132,-0.008964495733,
1131.333374,-0.0165567603,1131.333374,-0.007136156783,1131.333374,-0.005365854595,1131.333374,-0.005665204953,1131.333374,-0.008893641643,
1130.666626,-0.01652182452,1130.666626,-0.007123118732,1130.666626,-0.005382780451,1130.666626,-0.005792938638,1130.666626,-0.008899170905,
1130,-0.01655127853,1130,-0.007088230457,1130,-0.005369536113,1130,-0.00582287414,1130,-0.008895416744,
1129.333374,-0.01658496633,1129.333374,-0.007021654863,1129.333374,-0.005368360318,1129.333374,-0.005757228006,1129.333374,-0.008831400424,
1128.666626,-0.01656702533,1128.666626,-0.007114919368,1128.666626,-0.005276356824,1128.666626,-0.005809796508,1128.666626,-0.008816486225,
1128,-0.01640987024,1128,-0.006959348917,1128,-0.005321772769,1128,-0.00570577709,1128,-0.008665229194,
1127.333374,-0.01640977152,1127.333374,-0.00707671931,1127.333374,-0.005330978427,1127.333374,-0.00561241433,1127.333374,-0.008725108579,
1126.666626,-0.01669866778,1126.666626,-0.007084563375,1126.666626,-0.005425373092,1126.666626,-0.00586189935,1126.666626,-0.008814964443,
1126,-0.01648823172,1126,-0.006976620294,1126,-0.005162131041,1126,-0.005892085377,1126,-0.008828762919,
1125.333374,-0.01649585739,1125.333374,-0.00696612522,1125.333374,-0.005198657978,1125.333374,-0.005657744128,1125.333374,-0.008835865185,
1124.666626,-0.01656986587,1124.666626,-0.007200881839,1124.666626,-0.005498532671,1124.666626,-0.005871910136,1124.666626,-0.008869395591,
1124,-0.01638170332,1124,-0.007028124761,1124,-0.005100478884,1124,-0.005727441516,1124,-0.008753777482,
1123.333374,-0.01649461128,1123.333374,-0.006941108964,1123.333374,-0.005356087349,1123.333374,-0.005741645116,1123.333374,-0.008814811707,
1122.666626,-0.01615829393,1122.666626,-0.007007391192,1122.666626,-0.005206177942,1122.666626,-0.005701178685,1122.666626,-0.008507877588,
1122,-0.01623779722,1122,-0.006836901419,1122,-0.005062561948,1122,-0.005672410131,1122,-0.008663554676,
1121.333374,-0.01644317061,1121.333374,-0.00695940014,1121.333374,-0.00529318396,1121.333374,-0.005819757935,1121.333374,-0.008677104488,
1120.666626,-0.01628841273,1120.666626,-0.006848521065,1120.666626,-0.005260142963,1120.666626,-0.005627541803,1120.666626,-0.008637163788,
1120,-0.01633089781,1120,-0.00699648913,1120,-0.005219068844,1120,-0.005777510349,1120,-0.008561941795,
1119.333374,-0.01643698849,1119.333374,-0.006950789597,1119.333374,-0.005256051198,1119.333374,-0.005785122514,1119.333374,-0.008715011179,
1118.666626,-0.01623640023,1118.666626,-0.00692383619,1118.666626,-0.00520264823,1118.666626,-0.005668730941,1118.666626,-0.008629601449,
1118,-0.0163131468,1118,-0.00701386109,1118,-0.005366672762,1118,-0.005805659108,1118,-0.008759510703,
1117.333374,-0.01640458591,1117.333374,-0.006849693134,1117.333374,-0.00522566773,1117.333374,-0.00567358546,1117.333374,-0.008522295393,
1116.666626,-0.01646754518,1116.666626,-0.006994808093,1116.666626,-0.005309396423,1116.666626,-0.005727952346,1116.666626,-0.008645233698,
1116,-0.01647561975,1116,-0.006978505291,1116,-0.005396944471,1116,-0.005804994609,1116,-0.008708922192,
1115.333374,-0.01620602608,1115.333374,-0.006737307645,1115.333374,-0.004952067975,1115.333374,-0.005481918342,1115.333374,-0.008418263867,
1114.666626,-0.01641400903,1114.666626,-0.006947273854,1114.666626,-0.005228020716,1114.666626,-0.00577112427,1114.666626,-0.008823435754,
1114,-0.01642716862,1114,-0.006787923165,1114,-0.005305765197,1114,-0.005704551004,1114,-0.008745963685,
1113.333374,-0.01616133563,1113.333374,-0.006807902362,1113.333374,-0.00524474727,1113.333374,-0.005659737159,1113.333374,-0.008742867969,
1112.666626,-0.01634311303,1112.666626,-0.00668067066,1112.666626,-0.005179371685,1112.666626,-0.00563193718,1112.666626,-0.008665533736,
1112,-0.01633134671,1112,-0.006973919924,1112,-0.005160698667,1112,-0.005650180858,1112,-0.008808267303,
1111.333374,-0.01642851532,1111.333374,-0.006868548691,1111.333374,-0.005172465462,1111.333374,-0.005847188644,1111.333374,-0.008780515753,
1110.666626,-0.01619156264,1110.666626,-0.006851476617,1110.666626,-0.005082416348,1110.666626,-0.005653911736,1110.666626,-0.008724195883,
1110,-0.0162419863,1110,-0.006730884779,1110,-0.005141154863,1110,-0.005632652435,1110,-0.008611888625,
1109.333374,-0.0163094569,1109.333374,-0.006803672295,1109.333374,-0.005216817837,1109.333374,-0.00576100871,1109.333374,-0.008689993992,
1108.666626,-0.01635487936,1108.666626,-0.006684647407,1108.666626,-0.005165047478,1108.666626,-0.005685593933,1108.666626,-0.008632798679,
1108,-0.01626098715,1108,-0.00676131621,1108,-0.005138801411,1108,-0.005553381518,1108,-0.008429232053,
1107.333374,-0.01631828211,1107.333374,-0.006982631981,1107.333374,-0.005126880482,1107.333374,-0.005675067194,1107.333374,-0.008720795624,
1106.666626,-0.01623236015,1106.666626,-0.006868650205,1106.666626,-0.005206536036,1106.666626,-0.005736944731,1106.666626,-0.008635590784,
1106,-0.01637741551,1106,-0.007011313923,1106,-0.00527482247,1106,-0.005809234921,1106,-0.008657718077,
1105.333374,-0.01638958044,1105.333374,-0.007079979405,1105.333374,-0.005322437733,1105.333374,-0.005740112625,1105.333374,-0.008874671534,
1104.666626,-0.01627056114,1104.666626,-0.006862127688,1104.666626,-0.005149903707,1104.666626,-0.005786910653,1104.666626,-0.00849990733,
1104,-0.0164824985,1104,-0.006992515642,1104,-0.005419902038,1104,-0.00579436915,1104,-0.008857475594,
1103.333374,-0.01626971364,1103.333374,-0.007010397036,1103.333374,-0.005170930643,1103.333374,-0.005675833672,1103.333374,-0.008661980741,
1102.666626,-0.01625500247,1102.666626,-0.006922715344,1102.666626,-0.005274873693,1102.666626,-0.005634389818,1102.666626,-0.008583717979,
1102,-0.01618443057,1102,-0.006724003237,1102,-0.005141820293,1102,-0.005688710604,1102,-0.008451725356,
1101.333374,-0.0162875168,1101.333374,-0.006932599936,1101.333374,-0.005169395823,1101.333374,-0.005711448845,1101.333374,-0.008674059063,
1100.666626,-0.01610486768,1100.666626,-0.00696276268,1100.666626,-0.00512790354,1100.666626,-0.00557745574,1100.666626,-0.00865655113,
1100,-0.01628422551,1100,-0.006787005346,1100,-0.005089119542,1100,-0.005502162501,1100,-0.008508842438,
1099.333374,-0.01607578248,1099.333374,-0.006635549944,1099.333374,-0.005118336063,1099.333374,-0.00558813801,1099.333374,-0.00854549557,
1098.666626,-0.01618757285,1098.666626,-0.006773600355,1098.666626,-0.005066706799,1098.666626,-0.005553841591,1098.666626,-0.008419127204,
1098,-0.01612028293,1098,-0.006878281478,1098,-0.005039278418,1098,-0.005578886718,1098,-0.008558794856,
1097.333374,-0.0161952544,1097.333374,-0.006808513775,1097.333374,-0.005164638162,1097.333374,-0.005619160365,1097.333374,-0.00847233925,
1096.666626,-0.01611279882,1096.666626,-0.006781246047,1096.666626,-0.005125652533,1096.666626,-0.00555777736,1096.666626,-0.008492546156,
1096,-0.01620118879,1096,-0.006787209306,1096,-0.005173897836,1096,-0.00555491494,1096,-0.008560977876,
1095.333374,-0.01611943357,1095.333374,-0.0067853746,1095.333374,-0.005087891594,1095.333374,-0.005648647901,1095.333374,-0.008427911438,
1094.666626,-0.01598601975,1094.666626,-0.006576094776,1094.666626,-0.005086816847,1094.666626,-0.00545349298,1094.666626,-0.008589301258,
1094,-0.01612876169,1094,-0.006690102164,1094,-0.004947153851,1094,-0.005522660911,1094,-0.008453096263,
1093.333374,-0.01608790457,1093.333374,-0.006802347023,1093.333374,-0.005162540358,1093.333374,-0.005715127569,1093.333374,-0.008429282345,
1092.666626,-0.01615280658,1092.666626,-0.006718395744,1092.666626,-0.005058263429,1092.666626,-0.005425935611,1092.666626,-0.008389776573,
1092,-0.01607982256,1092,-0.006718599703,1092,-0.005148573779,1092,-0.005482634064,1092,-0.008439132944,
1091.333374,-0.0159759894,1091.333374,-0.00668449467,1091.333374,-0.005013127346,1091.333374,-0.005538864993,1091.333374,-0.008449795656,
1090.666626,-0.01595138758,1090.666626,-0.006524332799,1090.666626,-0.004797922447,1090.666626,-0.005354962312,1090.666626,-0.008265141398,
1090,-0.01613240503,1090,-0.006746126339,1090,-0.005036412273,1090,-0.005490148906,1090,-0.008369310759,
1089.333374,-0.01608141884,1089.333374,-0.006618265063,1089.333374,-0.005039073527,1089.333374,-0.005520820618,1089.333374,-0.008444667794,
1088.666626,-0.01610935666,1088.666626,-0.00666145049,1088.666626,-0.005094696768,1088.666626,-0.005585173611,1088.666626,-0.008448323235,
1088,-0.01614756882,1088,-0.006803519093,1088,-0.005051969551,1088,-0.00565697765,1088,-0.008655992337,
1087.333374,-0.01605936699,1087.333374,-0.006614797749,1087.333374,-0.004982316867,1087.333374,-0.005435189698,1087.333374,-0.008451369591,
1086.666626,-0.0160471946,1086.666626,-0.006627544761,1086.666626,-0.004979860503,1086.666626,-0.005444750655,1086.666626,-0.00833579246,
1086,-0.01604943909,1086,-0.006697443314,1086,-0.005000179168,1086,-0.005479413085,1086,-0.0084733041,
1085.333374,-0.01607997343,1085.333374,-0.006717681885,1085.333374,-0.004894634709,1085.333374,-0.005414584652,1085.333374,-0.008435985073,
1084.666626,-0.01595837437,1084.666626,-0.006354623009,1084.666626,-0.004944492131,1084.666626,-0.0052903709,1084.666626,-0.00830618199,
1084,-0.01601481065,1084,-0.006555033848,1084,-0.004992348608,1084,-0.005462644622,1084,-0.008353364654,
1083.333374,-0.01604844071,1083.333374,-0.00657089334,1083.333374,-0.004823062569,1083.333374,-0.00539459195,1083.333374,-0.008279516362,
1082.666626,-0.01611115225,1082.666626,-0.006471493747,1082.666626,-0.004873389378,1082.666626,-0.005367593374,1082.666626,-0.008255844936,
1082,-0.01594539918,1082,-0.006534991786,1082,-0.004916748963,1082,-0.005303668324,1082,-0.008185739629,
1081.333374,-0.01591385715,1081.333374,-0.006404772401,1081.333374,-0.004981498234,1081.333374,-0.005357416812,1081.333374,-0.008145754226,
1080.666626,-0.01589643769,1080.666626,-0.006439460907,1080.666626,-0.004882706795,1080.666626,-0.005400983617,1080.666626,-0.008232782595,
1080,-0.01605273224,1080,-0.006588384509,1080,-0.005015839357,1080,-0.005556090735,1080,-0.00824715849,
1079.333374,-0.01599954255,1079.333374,-0.006502300501,1079.333374,-0.004922942724,1079.333374,-0.005407324061,1079.333374,-0.008280226961,
1078.666626,-0.01599894278,1078.666626,-0.006341714878,1078.666626,-0.004808572587,1078.666626,-0.005469853058,1078.666626,-0.008242383599,
1078,-0.01590227708,1078,-0.0064193625,1078,-0.004943877924,1078,-0.005510341376,1078,-0.008167449385,
1077.333374,-0.01579176262,1077.333374,-0.006430329755,1077.333374,-0.004917107057,1077.333374,-0.005181827582,1077.333374,-0.008225925267,
1076.666626,-0.01601426303,1076.666626,-0.006395538803,1076.666626,-0.004964147229,1076.666626,-0.005508092232,1076.666626,-0.008362099528,
1076,-0.01597773656,1076,-0.006394875702,1076,-0.004985131789,1076,-0.005420720205,1076,-0.008182182908,
1075.333374,-0.01588046551,1075.333374,-0.006572423503,1075.333374,-0.004990505986,1075.333374,-0.005281317979,1075.333374,-0.008236085065,
1074.666626,-0.0158188194,1074.666626,-0.006453794427,1074.666626,-0.004923863802,1074.666626,-0.005193389021,1074.666626,-0.008324313909,
1074,-0.01597703807,1074,-0.006555900909,1074,-0.005012052599,1074,-0.005403898191,1074,-0.008394905366,
1073.333374,-0.01597339474,1073.333374,-0.006630145013,1073.333374,-0.005048489664,1073.333374,-0.005502673332,1073.333374,-0.008312023245,
1072.666626,-0.01586733945,1072.666626,-0.006422779988,1072.666626,-0.004865198396,1072.666626,-0.005217534024,1072.666626,-0.008263261989,
1072,-0.01587692276,1072,-0.006329928525,1072,-0.004946846981,1072,-0.005269247573,1072,-0.008094432764,
1071.333374,-0.01601600833,1071.333374,-0.006523466203,1071.333374,-0.004869959317,1071.333374,-0.005375314504,1071.333374,-0.008266156539,
1070.666626,-0.01587931812,1070.666626,-0.006426963024,1070.666626,-0.004999411292,1070.666626,-0.005413664039,1070.666626,-0.008112421259,
1070,-0.0157812275,1070,-0.006445632782,1070,-0.004865044728,1070,-0.005257432349,1070,-0.008158964105,
1069.333374,-0.01584707387,1069.333374,-0.006355541293,1069.333374,-0.004721008707,1069.333374,-0.005345910788,1069.333374,-0.008254168555,
1068.666626,-0.01568925753,1068.666626,-0.006430482958,1068.666626,-0.004774009809,1068.666626,-0.005176404491,1068.666626,-0.008109271526,
1068,-0.01593501866,1068,-0.006498271134,1068,-0.004892023746,1068,-0.005429667886,1068,-0.008189448155,
1067.333374,-0.01593536697,1067.333374,-0.006436553318,1067.333374,-0.004838217515,1067.333374,-0.005249913316,1067.333374,-0.008312733844,
1066.666626,-0.01601715572,1066.666626,-0.006497557275,1066.666626,-0.0047895764,1066.666626,-0.005243519321,1066.666626,-0.008291807957,
1066,-0.01573304832,1066,-0.00632079551,1066,-0.004803145304,1066,-0.005188426934,1066,-0.008033805527,
1065.333374,-0.01584013551,1065.333374,-0.006315999199,1065.333374,-0.004728946369,1065.333374,-0.005368309096,1065.333374,-0.008064755239,
1064.666626,-0.0156766735,1064.666626,-0.006442572456,1064.666626,-0.004700881895,1064.666626,-0.005256664939,1064.666626,-0.008075122721,
1064,-0.0156979952,1064,-0.006418699399,1064,-0.004747433122,1064,-0.005155787338,1064,-0.008204841986,
1063.333374,-0.0157344956,1063.333374,-0.006417933851,1063.333374,-0.004846767522,1063.333374,-0.005349848419,1063.333374,-0.008125328459,
1062.666626,-0.01586424373,1062.666626,-0.006448999513,1062.666626,-0.004893661942,1062.666626,-0.005175739527,1062.666626,-0.008092908189,
1062,-0.01581607386,1062,-0.006469810847,1062,-0.00492990436,1062,-0.005313743837,1062,-0.008208194748,
1061.333374,-0.01588211395,1061.333374,-0.006564621348,1061.333374,-0.004900367931,1061.333374,-0.005337524228,1061.333374,-0.008127513342,
1060.666626,-0.01569245383,1060.666626,-0.006378652528,1060.666626,-0.004719779361,1060.666626,-0.00520101143,1060.666626,-0.007961020805,
1060,-0.01556110475,1060,-0.006377071142,1060,-0.004857263062,1060,-0.005325557198,1060,-0.007903018035,
1059.333374,-0.01570723392,1059.333374,-0.006441807374,1059.333374,-0.004887262825,1059.333374,-0.005200857762,1059.333374,-0.007969458587,
1058.666626,-0.01576310582,1058.666626,-0.006178568583,1058.666626,-0.004778055474,1058.666626,-0.005276408046,1058.666626,-0.007982166484,
1058,-0.01562878117,1058,-0.006380081177,1058,-0.004679678474,1058,-0.005213646684,1058,-0.007990298793,
1057.333374,-0.01572730578,1057.333374,-0.006307069678,1057.333374,-0.004734681919,1057.333374,-0.00501512317,1057.333374,-0.008089198731,
1056.666626,-0.0156798698,1056.666626,-0.006379366852,1056.666626,-0.004789166618,1056.666626,-0.00524679292,1056.666626,-0.008110896684,
1056,-0.01568900794,1056,-0.00632722443,1056,-0.004761771765,1056,-0.005256716162,1056,-0.008059318177,
1055.333374,-0.01550890412,1055.333374,-0.006121552549,1055.333374,-0.004744975362,1055.333374,-0.005262802821,1055.333374,-0.007893612608,
1054.666626,-0.01561429817,1054.666626,-0.006242517848,1054.666626,-0.00468270015,1054.666626,-0.005129848141,1054.666626,-0.008085133508,
1054,-0.01541267894,1054,-0.00611491641,1054,-0.004513088614,1054,-0.005078425165,1054,-0.007909474894,
1053.333374,-0.01565490104,1053.333374,-0.006194646005,1053.333374,-0.004722698592,1053.333374,-0.005141104106,1053.333374,-0.007971797138,
1052.666626,-0.01563252695,1052.666626,-0.006265890319,1052.666626,-0.004704364575,1052.666626,-0.005329699721,1052.666626,-0.008020692505,
1052,-0.01573304832,1052,-0.006371918134,1052,-0.004787527956,1052,-0.005120791961,1052,-0.008161504753,
1051.333374,-0.01562568545,1051.333374,-0.006248998921,1051.333374,-0.004774419591,1051.333374,-0.005246435292,1051.333374,-0.008054896258,
1050.666626,-0.01583079994,1050.666626,-0.006326867267,1050.666626,-0.004714760929,1050.666626,-0.005356189795,1050.666626,-0.008064603433,
1050,-0.01554721873,1050,-0.006333653349,1050,-0.00463506626,1050,-0.005163768306,1050,-0.008055810817,
1049.333374,-0.01555256359,1049.333374,-0.006138193421,1049.333374,-0.004774419591,1049.333374,-0.005003556609,1049.333374,-0.008037515916,
1048.666626,-0.01571432315,1048.666626,-0.006371663418,1048.666626,-0.00479326304,1048.666626,-0.005240194499,1048.666626,-0.008057437837,
1048,-0.01567312889,1048,-0.006403089035,1048,-0.004835401662,1048,-0.005205308087,1048,-0.008116689511,
1047.333374,-0.01535311434,1047.333374,-0.006258950103,1047.333374,-0.004606841598,1047.333374,-0.00501379231,1047.333374,-0.00783499144,
1046.666626,-0.01549306791,1046.666626,-0.006326714065,1046.666626,-0.004751069006,1046.666626,-0.005114089232,1046.666626,-0.007954310626,
1046,-0.01549271867,1046,-0.006340235006,1046,-0.004644849338,1046,-0.005107539706,1046,-0.007927623577,
1045.333374,-0.01547048707,1045.333374,-0.006159478799,1045.333374,-0.004510475323,1045.333374,-0.004966399167,1045.333374,-0.007803566754,
1044.666626,-0.01530803554,1044.666626,-0.0061294646,1044.666626,-0.004514164757,1044.666626,-0.004921611864,1044.666626,-0.0079054581,
1044,-0.01557194442,1044,-0.006435379852,1044,-0.00471204659,1044,-0.005115265958,1044,-0.008071717806,
1043.333374,-0.01538919378,1043.333374,-0.006160601974,1043.333374,-0.004636346828,1043.333374,-0.004973001778,1043.333374,-0.007862192579,
1042.666626,-0.01539049298,1042.666626,-0.006098529324,1042.666626,-0.004509963095,1042.666626,-0.004995470401,1042.666626,-0.00790057797,
1042,-0.01541287918,1042,-0.006232616957,1042,-0.004587836564,1042,-0.005142024718,1042,-0.007885732688,
1041.333374,-0.01537815109,1041.333374,-0.006097814534,1041.333374,-0.004648537375,1041.333374,-0.004988714587,1041.333374,-0.007821668871,
1040.666626,-0.01548817195,1040.666626,-0.006286454853,1040.666626,-0.004620467313,1040.666626,-0.005190831143,1040.666626,-0.007853854448,
1040,-0.01544980332,1040,-0.006099192891,1040,-0.004478245974,1040,-0.005067986436,1040,-0.007793396711,
1039.333374,-0.015383997,1039.333374,-0.006149014924,1039.333374,-0.004383747932,1039.333374,-0.005048642866,1039.333374,-0.007659230847,
1038.666626,-0.01549611613,1038.666626,-0.006203730591,1038.666626,-0.004620211199,1038.666626,-0.004972490016,1038.666626,-0.007848464884,
1038,-0.0155567592,1038,-0.006187500432,1038,-0.004534966312,1038,-0.00507909013,1038,-0.007839922793,
1037.333374,-0.01540378481,1037.333374,-0.006102307234,1037.333374,-0.004669895861,1037.333374,-0.004876921885,1037.333374,-0.007819483057,
1036.666626,-0.0153261777,1036.666626,-0.0062282281,1036.666626,-0.004617547616,1036.666626,-0.004979962483,1036.666626,-0.007710196078,
1036,-0.01545554865,1036,-0.006194747984,1036,-0.004624616355,1036,-0.005042399745,1036,-0.00780336326,
1035.333374,-0.01541812532,1035.333374,-0.006154017057,1035.333374,-0.00447558146,1035.333374,-0.005001100246,1035.333374,-0.007701702416,
1034.666626,-0.01535056625,1034.666626,-0.006123543251,1034.666626,-0.004633990582,1034.666626,-0.004983545281,1034.666626,-0.007795989979,
1034,-0.01536555775,1034,-0.006211080123,1034,-0.004597006366,1034,-0.005072693806,1034,-0.007646767888,
1033.333374,-0.01533112582,1033.333374,-0.006054573227,1033.333374,-0.004517033696,1033.333374,-0.005041171797,1033.333374,-0.007848007604,
1032.666626,-0.01528354548,1032.666626,-0.006011020858,1032.666626,-0.004499407951,1032.666626,-0.004895658232,1032.666626,-0.007604545448,
1032,-0.0152726993,1032,-0.006061005872,1032,-0.004421724007,1032,-0.004893815611,1032,-0.007616703864,
1031.333374,-0.0153086856,1031.333374,-0.006260787137,1031.333374,-0.004555612803,1031.333374,-0.005007753614,1031.333374,-0.007821770385,
1030.666626,-0.01536056027,1030.666626,-0.006178211421,1030.666626,-0.00458450662,1030.666626,-0.005049461965,1030.666626,-0.007875767536,
1030,-0.01556105539,1030,-0.006262215786,1030,-0.004503302276,1030,-0.005159266293,1030,-0.00775083201,
1029.333374,-0.01540333498,1029.333374,-0.006265379954,1029.333374,-0.004600591958,1029.333374,-0.005111325998,1029.333374,-0.007845719345,
1028.666626,-0.01516387332,1028.666626,-0.006020926405,1028.666626,-0.004383388907,1028.666626,-0.004958005156,1028.666626,-0.007740152534,
1028,-0.01511167455,1028,-0.006041349843,1028,-0.004371190909,1028,-0.004757418763,1028,-0.007699515205,
1027.333374,-0.01525410544,1027.333374,-0.006055543199,1027.333374,-0.004505658988,1027.333374,-0.004939015489,1027.333374,-0.007651499007,
1026.666626,-0.01515257359,1026.666626,-0.006046455353,1026.666626,-0.004341257736,1026.666626,-0.004942240193,1026.666626,-0.007577937562,
1026,-0.01523516048,1026,-0.005979617592,1026,-0.004473429639,1026,-0.004968907218,1026,-0.007613702212,
1025.333374,-0.01519666892,1025.333374,-0.005896835122,1025.333374,-0.004429820925,1025.333374,-0.004869191442,1025.333374,-0.007602612022,
1024.666626,-0.01519916859,1024.666626,-0.005975889973,1024.666626,-0.004508272279,1024.666626,-0.004882450681,1024.666626,-0.00759009691,
1024,-0.01527299918,1024,-0.006024500821,1024,-0.004559813999,1024,-0.004931439646,1024,-0.007763851434,
1023.333313,-0.01535876188,1023.333313,-0.00618612254,1023.333313,-0.004541011527,1023.333313,-0.005003915168,1023.333313,-0.007605867926,
1022.666687,-0.01538594626,1022.666687,-0.006238996517,1022.666687,-0.004750506021,1022.666687,-0.00504362816,1022.666687,-0.007668437436,
1022,-0.01514077466,1022,-0.006104093976,1022,-0.004472712055,1022,-0.004806524608,1022,-0.007579514757,
1021.333313,-0.01531443279,1021.333313,-0.006104042754,1021.333313,-0.00451180758,1021.333313,-0.004935739562,1021.333313,-0.007649616804,
1020.666687,-0.01517397165,1020.666687,-0.006075351965,1020.666687,-0.004531789571,1020.666687,-0.004881375469,1020.666687,-0.007779768202,
1020,-0.01524720713,1020,-0.005979515612,1020,-0.004533736501,1020,-0.005002072547,1020,-0.007612837479,
1019.333313,-0.01524580736,1019.333313,-0.006095160265,1019.333313,-0.004441351164,1019.333313,-0.005085844547,1019.333313,-0.007696209475,
1018.666687,-0.01525880396,1018.666687,-0.006171167362,1018.666687,-0.004412140697,1018.666687,-0.004914649762,1018.666687,-0.007623622194,
1018,-0.01529903989,1018,-0.005904853344,1018,-0.004407271743,1018,-0.004818249494,1018,-0.007491184864,
