FeCl3 0 uM,,FeCl3 5 uM,,FeCl3 20 uM,,FeCl3 50 uM,,FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
686.666687,0.003597137518,686.666687,0.03117031418,686.666687,0.05488517135,686.666687,0.09316343069,686.666687,0.1018962041,
686,0.003687170101,686,0.0313307941,686,0.05486675724,686,0.09312708676,686,0.1017660797,
685.333374,0.00370212947,685.333374,0.0314014405,685.333374,0.05480369925,685.333374,0.09298449755,685.333374,0.1015564203,
684.666687,0.003639867296,684.666687,0.03131173551,684.666687,0.05463093519,684.666687,0.09271035343,684.666687,0.1012915224,
684,0.003744634567,684,0.03152909875,684,0.05466055498,684,0.0926849097,684,0.1011804044,
683.333374,0.003753251163,683.333374,0.03148534521,683.333374,0.05465271696,683.333374,0.09245821834,683.333374,0.100852415,
682.666687,0.00370181608,682.666687,0.03150288016,682.666687,0.05452124402,682.666687,0.0922286436,682.666687,0.1006233916,
682,0.003812656971,682,0.03153625503,682,0.05447790027,682,0.09210333973,682,0.1004686579,
681.333374,0.003780694213,681.333374,0.03163928539,681.333374,0.0543882288,681.333374,0.09203060716,681.333374,0.1003086343,
680.666687,0.003630026244,680.666687,0.03152464703,680.666687,0.05420747772,680.666687,0.09173094481,680.666687,0.09991952777,
680,0.003770536743,680,0.03166028112,680,0.05424660072,680,0.09169173986,680,0.09983960539,
679.333374,0.003797589336,679.333374,0.03170689195,679.333374,0.05417348817,679.333374,0.09145215154,679.333374,0.099616386,
678.666687,0.00384206255,678.666687,0.03179002181,678.666687,0.05410953611,678.666687,0.09140410274,678.666687,0.09947816283,
678,0.003902629716,678,0.03191384301,678,0.05416642129,678,0.09123952687,678,0.09928720444,
677.333374,0.003754661186,677.333374,0.0317729786,677.333374,0.05391559377,677.333374,0.09097599238,677.333374,0.09895069152,
676.666687,0.003934653476,676.666687,0.03189679235,676.666687,0.05394367129,676.666687,0.09090571105,676.666687,0.09879184514,
676,0.003897405695,676,0.03192743659,676,0.05390574411,676,0.09067931771,676,0.09852693975,
675.333374,0.003823964391,675.333374,0.03188659623,675.333374,0.05374034122,675.333374,0.09047605842,675.333374,0.09840360284,
674.666687,0.003817357589,674.666687,0.03202019632,674.666687,0.05375472456,674.666687,0.09039495885,674.666687,0.09818349034,
674,0.003913260531,674,0.03206824139,674,0.05364818498,674,0.09022257477,674,0.0979103595,
673.333374,0.003971382044,673.333374,0.03212844208,673.333374,0.05365585908,673.333374,0.09024239331,673.333374,0.09779582173,
672.666687,0.003936377354,672.666687,0.03218667582,672.666687,0.05354208127,672.666687,0.08994606137,672.666687,0.0975504443,
672,0.003877163865,672,0.03203100711,672,0.05340915918,672,0.08973534405,672,0.09723719954,
671.333374,0.003908637445,671.333374,0.03215049207,671.333374,0.05336396396,671.333374,0.08958135545,671.333374,0.09710053355,
670.666687,0.003885600017,670.666687,0.03213744611,670.666687,0.05328742787,670.666687,0.08947472274,670.666687,0.09685762227,
670,0.003962134477,670,0.0322139971,670,0.05324783549,670,0.08932245523,670,0.09668310732,
669.333374,0.003940583207,669.333374,0.03225124255,669.333374,0.05317515135,669.333374,0.08911982924,669.333374,0.09644521028,
668.666687,0.003967332654,668.666687,0.03226431832,668.666687,0.05313773453,668.666687,0.08897660673,668.666687,0.09624195099,
668,0.003871052293,668,0.03223540634,668,0.05297498778,668,0.08885033429,668,0.09602289647,
667.333374,0.003861388657,667.333374,0.03219665587,667.333374,0.05284311622,667.333374,0.08862145245,667.333374,0.09575960785,
666.666687,0.004006075673,666.666687,0.03224787116,666.666687,0.05287150666,666.666687,0.08851121366,666.666687,0.09564505517,
666,0.003923761193,666,0.0322076939,666,0.05282943696,666,0.08836333454,666,0.09529700875,
665.333374,0.004018616397,665.333374,0.03232499585,665.333374,0.05272639543,665.333374,0.08822575957,665.333374,0.09514193982,
664.666687,0.003882909892,664.666687,0.03225305676,664.666687,0.05257788673,664.666687,0.08803080767,664.666687,0.09482479095,
664,0.003829657566,664,0.03228640184,664,0.0525171496,664,0.08784329891,664,0.09464539587,
663.333374,0.00396336196,663.333374,0.03235458583,663.333374,0.05241529271,663.333374,0.08768418431,663.333374,0.09438410401,
662.666687,0.003968299367,662.666687,0.03231113777,662.666687,0.05244236812,662.666687,0.08760525286,662.666687,0.09419003129,
662,0.003911197186,662,0.03229471296,662,0.05226201564,662,0.08741301298,662,0.09398155659,
661.333374,0.003951998428,661.333374,0.03231342509,661.333374,0.05227232352,661.333374,0.08723194152,661.333374,0.09375820309,
660.666687,0.004018773325,660.666687,0.03247608244,660.666687,0.05233740807,660.666687,0.08721984923,660.666687,0.09361669421,
660,0.00386757846,660,0.0323580429,660,0.05210234225,660,0.08694138378,660,0.09330014139,
659.333374,0.003956961911,659.333374,0.03240612522,659.333374,0.05206755549,659.333374,0.08688307554,659.333374,0.09315210581,
658.666687,0.003911040258,658.666687,0.03245415539,658.666687,0.05207516998,658.666687,0.08664918691,658.666687,0.0928908363,
658,0.003864366096,658,0.03239443898,658,0.05188940093,658,0.08646451682,658,0.09258574247,
657.333374,0.003949438687,657.333374,0.03249859437,657.333374,0.05187426135,657.333374,0.08634266257,657.333374,0.09248265624,
656.666687,0.003871966386,656.666687,0.03244623542,656.666687,0.05180906877,656.666687,0.08623666316,656.666687,0.09220204502,
656,0.003884215839,656,0.03250830248,656,0.05179075524,656,0.08609950542,656,0.09204951674,
655.333374,0.003817305202,655.333374,0.03246352822,655.333374,0.05161618069,655.333374,0.08585745841,655.333374,0.09167774022,
654.666687,0.003923290875,654.666687,0.03253318742,654.666687,0.05160784349,654.666687,0.0857931748,654.666687,0.09157541394,
654,0.003927757498,654,0.03256985173,654,0.05156551674,654,0.0856737867,654,0.0913855657,
653.333374,0.003863034071,653.333374,0.03267734125,653.333374,0.05155388638,653.333374,0.08556227386,653.333374,0.09120608866,
652.666687,0.003957327455,652.666687,0.03266235441,652.666687,0.05155676976,652.666687,0.08536372334,652.666687,0.09107460082,
652,0.003877346637,652,0.03262833506,652,0.05147909746,652,0.08513512462,652,0.09075874835,
651.333374,0.003952599596,651.333374,0.03259228542,651.333374,0.05135741085,651.333374,0.08510263264,651.333374,0.09051157534,
650.666687,0.003868388245,650.666687,0.03260252625,650.666687,0.05130135641,650.666687,0.08485899866,650.666687,0.09025896341,
650,0.003940583207,650,0.03262060508,650,0.05126339942,650,0.08480247855,650,0.09003423899,
649.333374,0.003941602074,649.333374,0.03273620456,649.333374,0.05114063621,649.333374,0.08459880203,649.333374,0.08990456909,
648.666687,0.003980734386,648.666687,0.03275033087,648.666687,0.05116265267,648.666687,0.08454043418,648.666687,0.08969349414,
648,0.00396534754,648,0.03271396086,648,0.05106111616,648,0.08433829248,648,0.08945786953,
647.333374,0.003918563016,647.333374,0.03278684244,647.333374,0.05101275817,647.333374,0.0842108503,647.333374,0.08922223747,
646.666687,0.004019818269,646.666687,0.03278142586,646.666687,0.05093622953,646.666687,0.08404043317,646.666687,0.08900653571,
646,0.00384026044,646,0.03278709203,646,0.05086078867,646,0.08389529586,646,0.0887735039,
645.333374,0.003989459947,645.333374,0.03286861628,645.333374,0.05089201778,645.333374,0.08382710069,645.333374,0.0886792317,
644.666687,0.003916342743,644.666687,0.03287037462,644.666687,0.05077223852,644.666687,0.08364063501,644.666687,0.08839420974,
644,0.004027917515,644,0.03298338503,644,0.05082548782,644,0.0835891068,644,0.08828615397,
643.333374,0.004028335679,643.333374,0.03300458565,643.333374,0.05077180266,643.333374,0.08339293301,643.333374,0.08804567903,
642.666687,0.004089373164,642.666687,0.03305581212,642.666687,0.05076397583,642.666687,0.08335153013,642.666687,0.08784320205,
642,0.004017963074,642,0.03308366239,642,0.05069220439,642,0.08321584761,642,0.08768180758,
641.333374,0.004045893438,641.333374,0.03314931318,641.333374,0.05065342784,641.333374,0.08309346437,641.333374,0.08749580383,
640.666687,0.00411286531,640.666687,0.03320511058,640.666687,0.05072746426,640.666687,0.08301848918,640.666687,0.08732558787,
640,0.004118483514,640,0.03313104063,640,0.05061939359,640,0.08279259503,640,0.08700843155,
639.333374,0.004080070648,639.333374,0.03324875981,639.333374,0.05056128651,639.333374,0.0827440843,639.333374,0.08684421331,
638.666687,0.004123501014,638.666687,0.03324127197,638.666687,0.0504781194,638.666687,0.08258460462,638.666687,0.08661926538,
638,0.004085949622,638,0.03330281004,638,0.05046454072,638,0.0824438706,638,0.08645977825,
637.333374,0.004137456417,637.333374,0.03338196874,637.333374,0.05047491938,637.333374,0.08237092197,637.333374,0.08626940846,
636.666687,0.004167798907,636.666687,0.03345865384,636.666687,0.05048169568,636.666687,0.08222211897,636.666687,0.08609376103,
636,0.004222660791,636,0.0334922336,636,0.05045084655,636,0.08219900727,636,0.08593793958,
635.333374,0.004232933745,635.333374,0.03360800818,635.333374,0.05043776333,635.333374,0.08203174919,635.333374,0.08571468294,
634.666687,0.004297215492,634.666687,0.03366403282,634.666687,0.05037098378,634.666687,0.08190829307,634.666687,0.08551578224,
634,0.004255884793,634,0.03368694335,634,0.05031627789,634,0.08177606016,634,0.08534740657,
633.333374,0.004203632008,633.333374,0.03376908228,633.333374,0.05030302703,633.333374,0.08166591823,633.333374,0.08512105048,
632.666687,0.004311855882,632.666687,0.03377683461,632.666687,0.05033249781,632.666687,0.08153568953,632.666687,0.08494653553,
632,0.004297267646,632,0.03385728225,632,0.05023940653,632,0.08146158606,632,0.08474580944,
631.333374,0.004408522043,631.333374,0.03404750675,631.333374,0.05039633438,631.333374,0.08135211468,631.333374,0.0846311748,
630.666687,0.004445473664,630.666687,0.03403756768,630.666687,0.05028962716,630.666687,0.08117251843,630.666687,0.08445031196,
630,0.004457347095,630,0.03414559364,630,0.05039883405,630,0.08114081621,630,0.08428265899,
629.333374,0.004421178717,629.333374,0.03417177871,629.333374,0.05026931316,629.333374,0.08106294274,629.333374,0.08402296901,
628.666687,0.004498722963,628.666687,0.03428137302,628.666687,0.05025419965,628.666687,0.08101604879,628.666687,0.08390829712,
628,0.004577457905,628,0.03439060599,628,0.05037101358,628,0.08093164861,628,0.08374086022,
627.333374,0.004597968422,627.333374,0.03442361578,627.333374,0.05030828714,627.333374,0.08077847213,627.333374,0.0835909918,
626.666687,0.004605319817,626.666687,0.03448916227,626.666687,0.05026579648,626.666687,0.0807485804,626.666687,0.08344632387,
626,0.004588314798,626,0.0346426852,626,0.05021034926,626,0.08061117679,626,0.08318245411,
625.333374,0.004734971561,625.333374,0.0348132588,625.333374,0.05027901754,625.333374,0.08056779951,625.333374,0.08308757097,
624.666687,0.004676957149,624.666687,0.03486983106,624.666687,0.05028105155,624.666687,0.08041011542,624.666687,0.0828570351,
624,0.004811184481,624,0.03503468633,624,0.05039264262,624,0.08043035865,624,0.0827594623,
623.333374,0.004785612691,623.333374,0.03505283967,623.333374,0.05037019774,623.333374,0.0802352652,623.333374,0.08251739293,
622.666687,0.004807990976,622.666687,0.03517394513,622.666687,0.05038275942,622.666687,0.08017539233,622.666687,0.08234798163,
622,0.004859321751,622,0.03532344103,622,0.0504203178,622,0.08011060208,622,0.08216588199,
621.333374,0.005014606752,621.333374,0.03541745991,621.333374,0.05048849806,621.333374,0.08003138751,621.333374,0.0820409134,
620.666687,0.005031182896,620.666687,0.03560039401,620.666687,0.05042837188,620.666687,0.08002148569,620.666687,0.0818599388,
620,0.005014842376,620,0.03565302119,620,0.05048992485,620,0.07984116673,620,0.08163867891,
619.333374,0.00508225197,619.333374,0.035818737,619.333374,0.05046892911,619.333374,0.07979643345,619.333374,0.08152616769,
618.666687,0.00512156589,618.666687,0.03595428169,618.666687,0.05053377524,618.666687,0.07973247766,618.666687,0.08134565502,
618,0.005269345827,618,0.03616062179,618,0.05064179003,618,0.07972828299,618,0.08121814579,
617.333374,0.005239450373,617.333374,0.03624823689,617.333374,0.05060738325,617.333374,0.07960507274,617.333374,0.0810347721,
616.666687,0.005411121529,616.666687,0.03644235805,616.666687,0.05070922151,616.666687,0.07964876294,616.666687,0.08098077029,
616,0.005423126277,616,0.03665915132,616,0.05077680945,616,0.07959471643,616,0.08081354946,
615.333374,0.005543242674,615.333374,0.03684161976,615.333374,0.05083928257,615.333374,0.07953968644,615.333374,0.08060815185,
614.666687,0.005590910558,614.666687,0.03696232289,614.666687,0.05091032386,614.666687,0.07944540679,614.666687,0.08044332266,
614,0.005713643972,614,0.03720628098,614,0.05113260075,614,0.07942529768,614,0.08038920909,
613.333374,0.005780663341,613.333374,0.03730767593,613.333374,0.0511296019,613.333374,0.07943023741,613.333374,0.08029244095,
612.666687,0.005898884963,612.666687,0.03751863912,612.666687,0.05120858178,612.666687,0.07933606952,612.666687,0.08006033301,
612,0.005975958426,612,0.03775797039,612,0.05121845752,612,0.07933221757,612,0.07996124029,
611.333374,0.006077405531,611.333374,0.03784782812,611.333374,0.0512987636,611.333374,0.07928305864,611.333374,0.07976846397,
610.666687,0.006288644392,610.666687,0.03803958744,610.666687,0.05148393288,610.666687,0.07931031287,610.666687,0.07971033454,
610,0.006251719315,610,0.03822775185,610,0.05143145099,610,0.07916749269,610,0.07943487167,
609.333374,0.006445360836,609.333374,0.03850987181,609.333374,0.05151768401,609.333374,0.07909934968,609.333374,0.0793146342,
608.666687,0.006565734278,608.666687,0.03873822838,608.666687,0.05172685906,608.666687,0.07913724333,608.666687,0.07921434194,
608,0.006701992825,608,0.0390133746,608,0.05175546557,608,0.07919048518,608,0.07913646847,
607.333374,0.00683637429,607.333374,0.0391613096,607.333374,0.05185194686,607.333374,0.07901919633,607.333374,0.07881033421,
606.666687,0.006903304253,606.666687,0.03938842192,606.666687,0.05193867162,606.666687,0.07893303782,606.666687,0.07876800001,
606,0.00705916388,606,0.03963479772,606,0.0521016717,606,0.07900687307,606,0.07862108201,
605.333374,0.007147285622,605.333374,0.03984311968,605.333374,0.05211626366,605.333374,0.07891472429,605.333374,0.0784387663,
604.666687,0.007203130983,604.666687,0.04009404033,604.666687,0.05221676454,604.666687,0.07891310751,604.666687,0.07827317715,
604,0.007370998617,604,0.04029903188,604,0.05239817873,604,0.07887598127,604,0.07810971886,
603.333374,0.00765984552,603.333374,0.04063940421,603.333374,0.05249597132,603.333374,0.07888597995,603.333374,0.07796686143,
602.666687,0.00777054159,602.666687,0.04086652398,602.666687,0.05270541087,602.666687,0.07891292125,602.666687,0.07789970934,
602,0.007903383113,602,0.04113146663,602,0.05273811892,602,0.07879326493,602,0.0776585415,
601.333374,0.008101691492,601.333374,0.04150274023,601.333374,0.05298449472,601.333374,0.07889066637,601.333374,0.07756844163,
600.666687,0.008297769353,600.666687,0.04169480875,600.666687,0.05311880633,600.666687,0.07886924595,600.666687,0.07743956149,
600,0.008423143998,600,0.04205201566,600,0.05324651673,600,0.07879789174,600,0.07729343325,
599.333374,0.008656229824,599.333374,0.04229120538,599.333374,0.05339440703,599.333374,0.07889013737,599.333374,0.07716073841,
598.666687,0.008935125545,598.666687,0.04276249185,598.666687,0.05357206985,598.666687,0.07892148942,598.666687,0.07703182846,
598,0.009068720043,598,0.04298852384,598,0.05375542864,598,0.07887194306,598,0.07691144943,
597.333374,0.009359280579,597.333374,0.04343407601,597.333374,0.05393397063,597.333374,0.07897020131,597.333374,0.07681857049,
596.666687,0.009641513228,596.666687,0.04374427721,596.666687,0.05410047621,596.666687,0.07891193032,596.666687,0.07667042315,
596,0.009802965447,596,0.04415524378,596,0.05427502468,596,0.07897209376,596,0.07652674615,
595.333374,0.01009528991,595.333374,0.04451408237,595.333374,0.05444667861,595.333374,0.07903578132,595.333374,0.07641231269,
594.666687,0.0102813486,594.666687,0.04480442032,594.666687,0.05462779477,594.666687,0.07894471288,594.666687,0.07631453872,
594,0.01068639196,594,0.04532053694,594,0.05490640923,594,0.0791086331,594,0.07623706013,
593.333374,0.01096340921,593.333374,0.04571024701,593.333374,0.0551372394,593.333374,0.07915382832,593.333374,0.07610801607,
592.666687,0.01131809875,592.666687,0.04617270827,592.666687,0.05535410345,592.666687,0.07917691022,592.666687,0.07594525069,
592,0.01168233249,592,0.04651253298,592,0.05560814589,592,0.07920241356,592,0.0758004263,
591.333374,0.01195535623,591.333374,0.046964515,591.333374,0.0558360219,591.333374,0.07919933647,591.333374,0.07562782615,
590.666687,0.01240255591,590.666687,0.04751098529,590.666687,0.05617300421,590.666687,0.07934402674,590.666687,0.07562782615,
