FeCl3 0 uM,,FeCl3 5 uM,,FeCl3 20 uM,,FeCl3 50 uM,,FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
852,0.003518162295,852,0.02936732955,852,0.08507932723,852,0.1537479907,852,0.1784183979,
851.333374,0.003170148004,851.333374,0.02915242687,851.333374,0.08432804793,851.333374,0.153369233,851.333374,0.1779281646,
850.666687,0.003416997846,850.666687,0.02939414047,850.666687,0.08437601477,850.666687,0.1530741304,850.666687,0.1778386384,
850,0.003129498102,850,0.02929659747,850,0.08401184529,850,0.1529743075,850,0.1774314791,
849.333374,0.00337421149,849.333374,0.02935453318,849.333374,0.08388914168,849.333374,0.1526149064,849.333374,0.1770104021,
848.666687,0.003404813819,848.666687,0.02944045514,848.666687,0.08407837898,848.666687,0.1525721699,848.666687,0.1770399362,
848,0.003197450191,848,0.02896081656,848,0.08359877765,848,0.1514263302,848,0.176131472,
847.333374,0.003376716049,847.333374,0.02920483425,847.333374,0.08350169659,847.333374,0.1518533081,847.333374,0.1761502326,
846.666687,0.003299711039,846.666687,0.02920430712,846.666687,0.08382210881,846.666687,0.1514056772,846.666687,0.1757944226,
846,0.002747251187,846,0.02901461348,846,0.08310879022,846,0.1510231644,846,0.1753419936,
845.333374,0.003206081688,845.333374,0.02903846838,845.333374,0.08316938579,845.333374,0.1508150399,845.333374,0.1748002768,
844.666687,0.003073105356,844.666687,0.02904037945,844.666687,0.08303438127,844.666687,0.1504551619,844.666687,0.1744199693,
844,0.003475861857,844,0.02914068848,844,0.08312217146,844,0.1502453238,844,0.1742923409,
843.333374,0.003239306156,843.333374,0.02913565002,843.333374,0.08284960687,843.333374,0.1499890089,843.333374,0.1737448722,
842.666687,0.003254224081,842.666687,0.02900855243,842.666687,0.08262327313,842.666687,0.1496786177,842.666687,0.1735010594,
842,0.003203734756,842,0.02933711186,842,0.08299943805,842,0.1496092677,842,0.1731237769,
841.333374,0.003069221042,841.333374,0.02904333919,841.333374,0.08248849958,841.333374,0.1488710344,841.333374,0.1727795303,
840.666687,0.003403378883,840.666687,0.02906099707,840.666687,0.08258385211,840.666687,0.1490086317,840.666687,0.1725659519,
840,0.003637779038,840,0.02925644442,840,0.08258485794,840,0.1488229036,840,0.1722982675,
839.333374,0.00326413475,839.333374,0.02892440371,839.333374,0.08224408329,839.333374,0.1482974887,839.333374,0.1715728939,
838.666687,0.003103347495,838.666687,0.02877363563,838.666687,0.08219731599,838.666687,0.1479011774,838.666687,0.1714513302,
838,0.003327360377,838,0.02878315002,838,0.08183049411,838,0.1478356868,838,0.1709659845,
837.333374,0.003385977354,837.333374,0.02877139486,837.333374,0.08185165375,837.333374,0.1477306336,837.333374,0.1707831621,
836.666687,0.003606560174,836.666687,0.02925638855,836.666687,0.082207039,836.666687,0.1476742476,836.666687,0.1705709547,
836,0.003575578332,836,0.02929457463,836,0.08203234524,836,0.1470468938,836,0.1701344103,
835.333374,0.003311266191,835.333374,0.02901231684,835.333374,0.08175846189,835.333374,0.146722734,835.333374,0.1694595218,
834.666687,0.003409092547,834.666687,0.02920533158,834.666687,0.08157414198,834.666687,0.146644935,834.666687,0.1695415527,
834,0.003402622184,834,0.0290192347,834,0.08133794367,834,0.1461114287,834,0.1687392443,
833.333374,0.003244339488,833.333374,0.02872133441,833.333374,0.08096012473,833.333374,0.1460520029,833.333374,0.1684932262,
832.666687,0.003448307514,832.666687,0.02900711261,832.666687,0.08117816597,832.666687,0.1457016468,832.666687,0.1684315652,
832,0.003401709022,832,0.02907278948,832,0.08102706075,832,0.1454974264,832,0.1679782718,
831.333374,0.003315570066,831.333374,0.02879863977,831.333374,0.08093801141,831.333374,0.1451648176,831.333374,0.1677176058,
830.666687,0.00368737895,830.666687,0.02909598313,830.666687,0.08088018745,830.666687,0.1449753046,830.666687,0.167277202,
830,0.003406248754,830,0.0290121492,830,0.08071699739,830,0.1445862353,830,0.166916877,
829.333374,0.003402230795,829.333374,0.02887919545,829.333374,0.08056604862,829.333374,0.1443975866,829.333374,0.1664785594,
828.666687,0.00339923054,828.666687,0.02863691002,828.666687,0.08028478175,828.666687,0.1441641152,828.666687,0.1661085039,
828,0.003427877557,828,0.02871151827,828,0.07995992899,828,0.1436968148,828,0.1657818705,
827.333374,0.003425477305,827.333374,0.02883153036,827.333374,0.08009207994,827.333374,0.1435578316,827.333374,0.1652573198,
826.666687,0.003529931884,826.666687,0.02887819894,826.666687,0.08000963181,826.666687,0.1430751234,826.666687,0.1650331765,
826,0.003517353209,826,0.02890309878,826,0.07989247143,826,0.1428372562,826,0.1647171825,
825.333374,0.003561849939,825.333374,0.02873303369,825.333374,0.07963703573,825.333374,0.142493546,825.333374,0.1642730683,
824.666687,0.003490370233,824.666687,0.02856015973,824.666687,0.07931984961,824.666687,0.1422780454,824.666687,0.1638261825,
824,0.003417493543,824,0.02849486656,824,0.07928474247,824,0.1419571787,824,0.163369596,
823.333374,0.00348376832,823.333374,0.02862446755,823.333374,0.07918480039,823.333374,0.1416151971,823.333374,0.1630557477,
822.666687,0.00333615113,822.666687,0.02854838222,822.666687,0.07912065834,822.666687,0.1413802356,822.666687,0.1628760844,
822,0.003421641886,822,0.02840924077,822,0.07896020263,822,0.1408816874,822,0.1623390913,
821.333374,0.00311820861,821.333374,0.02844240516,821.333374,0.07877662778,821.333374,0.1406119466,821.333374,0.1620765179,
820.666687,0.003680460621,820.666687,0.02879817039,820.666687,0.07884019613,820.666687,0.1408801824,820.666687,0.1619481742,
820,0.003422946436,820,0.0285321828,820,0.07860479504,820,0.1403284222,820,0.1612503827,
819.333374,0.003442045301,819.333374,0.02845603228,819.333374,0.0784522593,819.333374,0.1399327368,819.333374,0.1609469801,
818.666687,0.003289512591,818.666687,0.0285560675,818.666687,0.07831650972,818.666687,0.1396508366,818.666687,0.1606079787,
818,0.003678607289,818,0.02852283977,818,0.078219302,818,0.1395413429,818,0.1603963375,
817.333374,0.003394952044,817.333374,0.02842808887,817.333374,0.07785756141,817.333374,0.1391558349,817.333374,0.159854129,
816.666687,0.003323004115,816.666687,0.02835831232,816.666687,0.07772386074,816.666687,0.1388462484,816.666687,0.1594260931,
816,0.003530297196,816,0.02835416608,816,0.07774293423,816,0.1386584491,816,0.1592449844,
815.333374,0.003495354438,815.333374,0.02847615257,815.333374,0.07773085684,815.333374,0.1384666562,815.333374,0.1589413732,
814.666687,0.003349167993,814.666687,0.02844033204,814.666687,0.07752589136,814.666687,0.1380484402,814.666687,0.1585573554,
814,0.003564407816,814,0.0286382921,814,0.07736689597,814,0.1379110217,814,0.1581726372,
813.333374,0.003456657054,813.333374,0.02849898487,813.333374,0.07730762661,813.333374,0.1376109421,813.333374,0.1578064114,
812.666687,0.003603793448,812.666687,0.02844265476,812.666687,0.07714323699,812.666687,0.1374525577,812.666687,0.1576402634,
812,0.003581268247,812,0.02848836966,812,0.07708422095,812,0.1372403204,812,0.1572238505,
811.333374,0.00347716664,811.333374,0.02841628902,811.333374,0.07675138116,811.333374,0.1368054748,811.333374,0.1568468064,
810.666687,0.003488908987,810.666687,0.02825801633,810.666687,0.07684671879,810.666687,0.1365637034,810.666687,0.1565230042,
810,0.003546947613,810,0.02841147967,810,0.0766146183,810,0.136272639,810,0.1562720537,
809.333374,0.003567304695,809.333374,0.02841139771,809.333374,0.07667573541,809.333374,0.1360813826,809.333374,0.1558069587,
808.666687,0.003578031668,808.666687,0.02836707048,808.666687,0.07645299286,808.666687,0.1356657743,808.666687,0.1554809064,
808,0.003410188248,808,0.0284221191,808,0.0762180239,808,0.1354325861,808,0.1551468074,
807.333374,0.003547130385,807.333374,0.02853229456,807.333374,0.07614392042,807.333374,0.1352636516,807.333374,0.1547904909,
806.666687,0.003396595595,806.666687,0.02834794857,806.666687,0.07591506839,806.666687,0.1350158751,806.666687,0.1545647234,
806,0.003534733783,806,0.02863956429,806,0.07602410018,806,0.134833321,806,0.1542506814,
805.333374,0.003594501177,805.333374,0.0285252165,805.333374,0.07579062879,805.333374,0.1344390512,805.333374,0.1537570953,
804.666687,0.003524868982,804.666687,0.02844022214,804.666687,0.07559403032,804.666687,0.134152025,804.666687,0.1533792913,
804,0.003543946426,804,0.02845885046,804,0.07556124777,804,0.1340041161,804,0.1532064527,
803.333374,0.003553811461,803.333374,0.02835930698,803.333374,0.07533273101,803.333374,0.1334907562,803.333374,0.1526439041,
802.666687,0.003390621161,802.666687,0.02845437266,802.666687,0.07522264868,802.666687,0.1333263963,802.666687,0.1522492617,
802,0.003502452513,802,0.02841662057,802,0.07505073398,802,0.1330537796,802,0.1519529074,
801.333374,0.003541728016,801.333374,0.02823058516,801.333374,0.07480760664,801.333374,0.1328124404,801.333374,0.1516535878,
800.666687,0.003632636741,800.666687,0.028248569,800.666687,0.07471400499,800.666687,0.1325045675,800.666687,0.1513233036,
800,0.003547573928,800,0.02826080658,800,0.07453424484,800,0.1322088391,800,0.1510534734,
799.333374,0.003570253961,799.333374,0.02842234075,799.333374,0.07455080748,799.333374,0.1319666952,799.333374,0.1506957114,
798.666687,0.003516909666,798.666687,0.02824865095,798.666687,0.07435729355,798.666687,0.1315585822,798.666687,0.150112465,
798,0.003362081014,798,0.0279907044,798,0.07402327657,798,0.131214723,798,0.1496495306,
797.333374,0.003458509687,797.333374,0.02831283025,797.333374,0.07412026078,797.333374,0.1308658123,797.333374,0.1495273709,
796.666687,0.003368733218,796.666687,0.02808171324,796.666687,0.07383303344,796.666687,0.1305976659,796.666687,0.1492329389,
796,0.003446846269,796,0.02842427604,796,0.0738838464,796,0.1305817664,796,0.1489919871,
795.333374,0.003550523194,795.333374,0.02820113674,795.333374,0.07361468673,795.333374,0.1302608848,795.333374,0.1485619545,
794.666687,0.003339568386,794.666687,0.02820006013,794.666687,0.07340297848,794.666687,0.1298262775,794.666687,0.1482058614,
794,0.003320630407,794,0.02807804011,794,0.07324483991,794,0.1296392977,794,0.1477258205,
793.333374,0.003327125451,793.333374,0.02818942629,793.333374,0.07315795124,793.333374,0.1292598844,793.333374,0.1473425478,
792.666687,0.003383525182,792.666687,0.02817787975,792.666687,0.07298541814,792.666687,0.1291615963,792.666687,0.1470732242,
792,0.003300702199,792,0.02828254923,792,0.07285436988,792,0.1287697554,792,0.1466619968,
791.333374,0.003427199321,791.333374,0.02825025283,791.333374,0.07278671861,791.333374,0.1286394447,791.333374,0.1465406418,
790.666687,0.00340851862,790.666687,0.02831741609,790.666687,0.07264327258,790.666687,0.1282965243,790.666687,0.1461923569,
790,0.003397404449,790,0.02818434313,790,0.07250563055,790,0.1280512512,790,0.1458300501,
789.333374,0.003517614212,789.333374,0.02829617076,789.333374,0.07245280594,789.333374,0.1278264225,789.333374,0.1455181986,
788.666687,0.003423259594,788.666687,0.02819486707,788.666687,0.07225236297,788.666687,0.1276133806,788.666687,0.1450572163,
788,0.003379272763,788,0.02818481252,788,0.07208532095,788,0.1272504479,788,0.1449010372,
787.333374,0.003334090346,787.333374,0.02830860391,787.333374,0.07199744135,787.333374,0.1270858794,787.333374,0.1445127875,
786.666687,0.003511585994,786.666687,0.0282354746,786.666687,0.07187891006,786.666687,0.1267212778,786.666687,0.1443039775,
786,0.003464041511,786,0.02819072455,786,0.07166706771,786,0.1265066564,786,0.143879056,
785.333374,0.00344037544,785.333374,0.02825754695,785.333374,0.07168505341,785.333374,0.1263400465,785.333374,0.1435170472,
784.666687,0.003374159336,784.666687,0.02811791934,784.666687,0.07147629559,784.666687,0.1258797199,784.666687,0.1431701779,
784,0.003398474073,784,0.02820320986,784,0.07127828896,784,0.125765875,784,0.1428431869,
783.333374,0.003349585459,783.333374,0.02817926183,783.333374,0.07104741037,783.333374,0.1253894269,783.333374,0.1424343288,
782.666687,0.003411231795,782.666687,0.02827365324,782.666687,0.07110415399,782.666687,0.1252690703,782.666687,0.1422168314,
782,0.00331789162,782,0.02821105346,782,0.07083506137,782,0.1248025596,782,0.141859442,
781.333374,0.003275245428,781.333374,0.02810405567,781.333374,0.07070270926,781.333374,0.1245203763,781.333374,0.1414954662,
780.666687,0.00329358154,780.666687,0.02812347002,780.666687,0.07052238286,780.666687,0.124236308,780.666687,0.1411394477,
780,0.003306779778,780,0.02813117579,780,0.07031735033,780,0.1240704209,780,0.1408300996,
779.333374,0.003274984658,779.333374,0.02821624838,779.333374,0.07026749849,779.333374,0.1238065809,779.333374,0.1404382139,
778.666687,0.003212653333,778.666687,0.02809104696,778.666687,0.07001817971,778.666687,0.1235275567,778.666687,0.1400502324,
778,0.003364063567,778,0.02824367955,778,0.07008257508,778,0.1233343929,778,0.1398621202,
777.333374,0.003289538668,777.333374,0.02828840725,777.333374,0.06983724982,777.333374,0.1229742616,777.333374,0.1394407004,
776.666687,0.003498042235,776.666687,0.02822395414,776.666687,0.06982621551,776.666687,0.1229092628,776.666687,0.1392911673,
776,0.003338029142,776,0.02810038254,776,0.06969827414,776,0.1225933209,776,0.138985008,
775.333374,0.003291390603,775.333374,0.02813796885,775.333374,0.06943515688,775.333374,0.1222060248,775.333374,0.1384798288,
774.666687,0.003345802892,774.666687,0.02830595151,774.666687,0.0693013519,774.666687,0.1221654564,774.666687,0.1382746696,
774,0.003310926957,774,0.02822547406,774,0.06910220534,774,0.1217773408,774,0.137939781,
773.333374,0.003358298214,773.333374,0.02825249173,773.333374,0.0691440329,773.333374,0.1215348542,773.333374,0.1377099305,
772.666687,0.003422789974,772.666687,0.0282434579,772.666687,0.06895518303,772.666687,0.1213759184,772.666687,0.1374373138,
772,0.003348124446,772,0.02826732583,772,0.0688367486,772,0.1209744513,772,0.1369786859,
771.333374,0.003305318998,771.333374,0.02829183266,771.333374,0.06864096969,771.333374,0.1207667291,771.333374,0.1365492791,
770.666687,0.003419815563,770.666687,0.02826743759,770.666687,0.06861180812,770.666687,0.1205249056,770.666687,0.1362733245,
770,0.003332838183,770,0.02825011499,770,0.06845564395,770,0.1202498227,770,0.1360135078,
769.333374,0.003413240891,769.333374,0.02848137729,769.333374,0.06849215925,769.333374,0.1202101484,769.333374,0.1358944178,
768.666687,0.003371707164,768.666687,0.0284662582,768.666687,0.0682111457,768.666687,0.11987409,768.666687,0.1355311871,
768,0.00345715275,768,0.02831573226,768,0.06811141968,768,0.1195141971,768,0.1351307333,
767.333374,0.003372411476,767.333374,0.02825865149,767.333374,0.06802906096,767.333374,0.1193115339,767.333374,0.1346959174,
766.666687,0.003364898264,766.666687,0.02829710953,766.666687,0.06790619344,766.666687,0.1190175414,766.666687,0.1344475895,
766,0.003331116633,766,0.02831437811,766,0.06766741723,766,0.118802622,766,0.1339660883,
765.333374,0.003474870231,765.333374,0.02839161083,765.333374,0.06754866987,765.333374,0.1186071932,765.333374,0.1338524967,
764.666687,0.003425685922,764.666687,0.02845619805,764.666687,0.06743984669,764.666687,0.1183561981,764.666687,0.1335843354,
764,0.003470434342,764,0.02851642668,764,0.06731441617,764,0.1181243807,764,0.1332487911,
763.333374,0.003395578125,763.333374,0.02833686955,763.333374,0.06715591252,763.333374,0.1177121252,763.333374,0.1327890605,
762.666687,0.003342281329,762.666687,0.02832156233,762.666687,0.06691102684,762.666687,0.1174572036,762.666687,0.1326283067,
762,0.003457674757,762,0.02848145925,762,0.0669099763,762,0.11724668,762,0.1322788596,
761.333374,0.003505923087,761.333374,0.02854653075,761.333374,0.06674506515,761.333374,0.1171174049,761.333374,0.1319021583,
760.666687,0.003273367649,760.666687,0.02836361714,760.666687,0.06660363078,760.666687,0.1168028414,760.666687,0.1315706819,
760,0.003396386746,760,0.02853854187,760,0.0666494742,760,0.1166268662,760,0.1314024478,
759.333374,0.003555064322,759.333374,0.02849395387,759.333374,0.06662177294,759.333374,0.1163531914,759.333374,0.1312291473,
758.666687,0.00326734269,758.666687,0.02845945954,758.666687,0.0661707297,758.666687,0.1159279421,758.666687,0.1307079643,
758,0.003446689807,758,0.02848776244,758,0.06621211767,758,0.1157645211,758,0.1304420978,
757.333374,0.003388873301,757.333374,0.02848947607,757.333374,0.06609316915,757.333374,0.1155853495,757.333374,0.1300572306,
756.666687,0.003341681324,756.666687,0.02842867002,756.666687,0.06579041481,756.666687,0.115139693,756.666687,0.1296360493,
756,0.003353263484,756,0.02852430567,756,0.06573993713,756,0.1150640771,756,0.1294747442,
755.333374,0.003336385824,755.333374,0.02851258405,755.333374,0.06553784013,755.333374,0.1147951335,755.333374,0.1291506886,
754.666687,0.003414284438,754.666687,0.02868236974,754.666687,0.06542127579,754.666687,0.1145802364,754.666687,0.1288821101,
754,0.003380942391,754,0.02856883965,754,0.06544552743,754,0.1142342612,754,0.1284585446,
753.333374,0.003296920098,753.333374,0.02856248245,753.333374,0.06519252807,753.333374,0.1139912307,753.333374,0.12810947,
752.666687,0.003420650493,752.666687,0.02864003554,752.666687,0.06524077058,752.666687,0.1138362437,752.666687,0.1279184073,
752,0.003496998455,752,0.02868933789,752,0.06504790485,752,0.113786757,752,0.1277151853,
751.333374,0.00334436819,751.333374,0.02866749279,751.333374,0.06490927935,751.333374,0.1134241074,751.333374,0.1272972375,
750.666687,0.003460753709,750.666687,0.02874946222,750.666687,0.06483587623,750.666687,0.11309544,750.666687,0.1271453649,
750,0.003277853597,750,0.02867324464,750,0.06454686075,750,0.1127280667,750,0.1267531961,
749.333374,0.00338822091,749.333374,0.02881703526,749.333374,0.06462450325,749.333374,0.112568289,749.333374,0.1264444888,
748.666687,0.003357776674,748.666687,0.02866721712,748.666687,0.0643279627,748.666687,0.1123354509,748.666687,0.1260668635,
748,0.003532750532,748,0.02888647094,748,0.06439004838,748,0.1123851091,748,0.1260336488,
747.333374,0.003334455425,747.333374,0.02872418426,747.333374,0.06416010112,747.333374,0.1119149476,747.333374,0.1255119592,
746.666687,0.003435444087,746.666687,0.02890849486,746.666687,0.06411179155,746.666687,0.1116979271,746.666687,0.1252287626,
746,0.003304458223,746,0.02879869565,746,0.06386496127,746,0.111365445,746,0.1248813048,
745.333374,0.003366046119,745.333374,0.02882566489,745.333374,0.06387531012,745.333374,0.1111167297,745.333374,0.1247299388,
744.666687,0.003320291406,744.666687,0.02882358991,744.666687,0.06364815682,744.666687,0.1109632328,744.666687,0.1243670359,
744,0.00326465629,744,0.0288486816,744,0.06345392019,744,0.1107563972,744,0.1239425093,
743.333374,0.003384777345,743.333374,0.02896217257,743.333374,0.0634662658,743.333374,0.1105472296,743.333374,0.1236400977,
742.666687,0.003365654964,742.666687,0.02899023332,742.666687,0.06329328567,742.666687,0.110345535,742.666687,0.1234662533,
742,0.003555534175,742,0.02909523621,742,0.06329358369,742,0.11014577,742,0.1232888624,
741.333374,0.003320656484,741.333374,0.02896748669,741.333374,0.06302902102,741.333374,0.1097162887,741.333374,0.1229507327,
740.666687,0.003391795093,740.666687,0.02909105644,740.666687,0.06300232559,740.666687,0.1096235216,740.666687,0.1226017997,
740,0.003428608179,740,0.02905222401,740,0.06290189922,740,0.1094294488,740,0.122292228,
739.333374,0.003329499392,739.333374,0.02896925621,739.333374,0.06276758015,739.333374,0.1091159061,739.333374,0.122018151,
738.666687,0.003385142656,738.666687,0.02909495868,738.666687,0.06260614842,738.666687,0.1089082584,738.666687,0.121678777,
738,0.003341811709,738,0.02916316688,738,0.06239005551,738,0.1086036339,738,0.1213831753,
737.333374,0.003412614577,737.333374,0.02915677242,737.333374,0.06244011596,737.333374,0.1083664596,737.333374,0.1212617978,
736.666687,0.0033101968,736.666687,0.02913769893,736.666687,0.06230013818,736.666687,0.108128719,736.666687,0.1208267957,
736,0.003357463516,736,0.02926165052,736,0.06216229871,736,0.1080120876,736,0.1205252782,
735.333374,0.003422920359,735.333374,0.02930446155,735.333374,0.06211728975,735.333374,0.1078647301,735.333374,0.1204213947,
734.666687,0.003411701415,734.666687,0.02929042093,734.666687,0.06199577823,734.666687,0.1075132191,734.666687,0.1200681776,
734,0.003375281114,734,0.02929850668,734,0.0618326962,734,0.107341893,734,0.1198469028,
733.333374,0.003390021157,733.333374,0.02935334295,733.333374,0.06172908098,733.333374,0.107080996,733.333374,0.1195084006,
732.666687,0.003442097455,732.666687,0.02930025198,732.666687,0.06160350516,732.666687,0.106913425,732.666687,0.1191903949,
732,0.003456578823,732,0.02929457463,732,0.06154706702,732,0.1066579074,732,0.1189344749,
731.333374,0.003406587755,731.333374,0.02935486473,731.333374,0.06126955524,731.333374,0.1064272895,731.333374,0.1186703965,
730.666687,0.003348854836,730.666687,0.02925301157,730.666687,0.06121682748,730.666687,0.106190905,730.666687,0.1182444021,
730,0.003441810608,730,0.02947873995,730,0.06113171577,730,0.1060250923,730,0.1181501374,
729.333374,0.003436566098,729.333374,0.02948993258,729.333374,0.06110623851,729.333374,0.1057222858,729.333374,0.1178448051,
728.666687,0.003375750734,728.666687,0.0294813998,728.666687,0.06093273312,728.666687,0.105537273,728.666687,0.1175044328,
728,0.003342046402,728,0.02940641157,728,0.06077088416,728,0.1052937508,728,0.1172199622,
727.333374,0.00334718544,727.333374,0.02946294844,727.333374,0.06071830541,727.333374,0.1050655395,727.333374,0.1170065701,
726.666687,0.003410266479,726.666687,0.02956501953,726.666687,0.06056495756,726.666687,0.1049634069,726.666687,0.1167948768,
726,0.003514091251,726,0.02951026894,726,0.06046280265,726,0.1046721116,726,0.1165407002,
725.333374,0.003449168522,725.333374,0.02961830795,725.333374,0.06034282595,725.333374,0.1044641063,725.333374,0.1162473932,
724.666687,0.003477610182,724.666687,0.0296193324,724.666687,0.06032700464,724.666687,0.1042173356,724.666687,0.1159267277,
724,0.003343585413,724,0.02960051596,724,0.0600146018,724,0.1039507762,724,0.1156239659,
723.333374,0.003354072338,723.333374,0.02968934178,723.333374,0.06004269049,723.333374,0.1039178893,723.333374,0.1153666526,
722.666687,0.003329551546,722.666687,0.02968213521,722.666687,0.05993548781,722.666687,0.1035684422,722.666687,0.1150473431,
722,0.003517509904,722,0.02984683402,722,0.05982935429,722,0.1034449488,722,0.1150030866,
721.333374,0.003418641631,721.333374,0.02969571762,721.333374,0.05963955075,721.333374,0.1030646712,721.333374,0.1145378724,
720.666687,0.003448646748,720.666687,0.02972989529,720.666687,0.05953037366,720.666687,0.1029913574,720.666687,0.1143428087,
720,0.003514273791,720,0.02982703596,720,0.05952437595,720,0.1028077379,720,0.1140487567,
719.333374,0.003357880982,719.333374,0.02977386117,719.333374,0.05936153606,719.333374,0.1024161875,719.333374,0.1137835607,
718.666687,0.003466441995,718.666687,0.0299110543,718.666687,0.05930188671,718.666687,0.1023858413,718.666687,0.1135724261,
718,0.003314187517,718,0.0298111774,718,0.05914402381,718,0.1021037325,718,0.1132449955,
717.333374,0.003418615321,717.333374,0.02982931025,717.333374,0.05898375809,717.333374,0.1019181311,717.333374,0.11300648,
716.666687,0.003427016549,716.666687,0.0298601985,716.666687,0.05884755775,716.666687,0.101673983,716.666687,0.1126548797,
716,0.003365211422,716,0.02998088859,716,0.05887177587,716,0.1014657095,716,0.1124350354,
715.333374,0.00342346821,715.333374,0.03002404794,715.333374,0.05873445794,715.333374,0.1012478918,715.333374,0.1121910065,
714.666687,0.003352480941,714.666687,0.02997187525,714.666687,0.05858862028,714.666687,0.1010458916,714.666687,0.1119469702,
714,0.003465763526,714,0.03007534146,714,0.05858565867,714,0.1008482352,714,0.1117281541,
713.333374,0.003356941743,713.333374,0.0299459435,713.333374,0.0582799539,713.333374,0.1005061492,713.333374,0.1113334298,
712.666687,0.003460649401,712.666687,0.03015186079,712.666687,0.05831648409,712.666687,0.100388214,712.666687,0.1111884192,
712,0.00346054486,712,0.03015410714,712,0.0582277365,712,0.1003148332,712,0.1109632999,
711.333374,0.003519545309,711.333374,0.03011559695,711.333374,0.05801171064,711.333374,0.1000468135,711.333374,0.1107374281,
710.666687,0.003450394841,710.666687,0.03022750467,710.666687,0.05804289505,710.666687,0.09980605543,710.666687,0.1104201972,
710,0.003436618252,710,0.03017966449,710,0.05795555934,710,0.09959948808,710,0.1101561114,
709.333374,0.003417311003,709.333374,0.03022331558,709.333374,0.05788634345,709.333374,0.09944749624,709.333374,0.1098662838,
708.666687,0.003499503713,708.666687,0.03023158386,708.666687,0.05773961172,708.666687,0.09930122644,708.666687,0.10963168,
708,0.003453839105,708,0.03036170639,708,0.05759520084,708,0.09910683334,708,0.1093891189,
707.333374,0.003355924506,707.333374,0.0302819293,707.333374,0.05744451657,707.333374,0.09882895648,707.333374,0.1091986448,
706.666687,0.00345790945,706.666687,0.0303776972,706.666687,0.05746735632,706.666687,0.09867067635,706.666687,0.1088746935,
706,0.003453604179,706,0.03030160815,706,0.05726328492,706,0.09844961762,706,0.1086125076,
705.333374,0.003503861604,705.333374,0.0304029882,705.333374,0.05724580213,705.333374,0.09826290607,705.333374,0.108466208,
704.666687,0.00344008836,704.666687,0.03046848625,704.666687,0.05714005604,704.666687,0.0981355235,704.666687,0.1081797555,
704,0.003444132628,704,0.03037594818,704,0.05703749508,704,0.09788895398,704,0.1079521105,
703.333374,0.003467459697,703.333374,0.03050330654,703.333374,0.05699708313,703.333374,0.09777542949,703.333374,0.10773357,
702.666687,0.003480219515,702.666687,0.03063289821,702.666687,0.05696934089,702.666687,0.09754120559,702.666687,0.1074894443,
702,0.00349819893,702,0.03054829687,702,0.05678792298,702,0.09740671515,702,0.1072346866,
701.333374,0.003475705395,701.333374,0.03062678874,701.333374,0.05666418001,701.333374,0.09712928534,701.333374,0.1070104167,
700.666687,0.003556577954,700.666687,0.03070657142,700.666687,0.05669157952,700.666687,0.09697524458,700.666687,0.1067916527,
700,0.003562946105,700,0.03067940101,700,0.0565787144,700,0.09675931185,700,0.1065370739,
699.333374,0.003540344769,699.333374,0.03067912348,699.333374,0.05645629764,699.333374,0.09664233029,699.333374,0.1063779742,
698.666687,0.003417389235,698.666687,0.03065076098,698.666687,0.05631658807,698.666687,0.09642168134,698.666687,0.1060211584,
698,0.003405283438,698,0.03073074296,698,0.05618476123,698,0.09620977193,698,0.1057641208,
697.333374,0.003551566973,697.333374,0.03081187978,697.333374,0.05629893765,697.333374,0.09601414204,697.333374,0.105636768,
696.666687,0.003601183183,696.666687,0.03090815246,696.666687,0.05620821193,696.666687,0.09595821798,696.666687,0.1053195521,
696,0.003537369659,696,0.03077014349,696,0.05613185093,696,0.09568629414,696,0.1050651371,
695.333374,0.003462867346,695.333374,0.03085028753,695.333374,0.05596058816,695.333374,0.0954772234,695.333374,0.104836382,
694.666687,0.003525495529,694.666687,0.03082508035,694.666687,0.05582251027,694.666687,0.09526119381,694.666687,0.1046006009,
694,0.003549061716,694,0.03101617843,694,0.05576422811,694,0.09524733573,694,0.1043792963,
693.333374,0.003535673255,693.333374,0.03094965406,693.333374,0.05573244393,693.333374,0.09496515244,693.333374,0.104205355,
692.666687,0.003517092206,692.666687,0.03098921105,692.666687,0.05566316843,692.666687,0.09479336441,692.666687,0.1039727777,
692,0.003650778905,692,0.03108179756,692,0.05557787046,692,0.09462412447,692,0.1037601754,
691.333374,0.00360562047,691.333374,0.0310824085,691.333374,0.05539827049,691.333374,0.09444947541,691.333374,0.1035882905,
690.666687,0.003635716857,690.666687,0.03107534721,690.666687,0.05546920747,690.666687,0.09425344318,690.666687,0.1032917351,
690,0.003573385999,690,0.03115206957,690,0.05532963946,690,0.09405782819,690,0.1030900031,
689.333374,0.003545747139,689.333374,0.03108463436,689.333374,0.05516936257,689.333374,0.0939052254,689.333374,0.1028148532,
688.666687,0.003570958739,688.666687,0.03117290139,688.666687,0.05509012938,688.666687,0.09377066791,688.666687,0.1026013419,
688,0.003689885139,688,0.03125117347,688,0.05512853712,688,0.09359867871,688,0.1024637669,
687.333374,0.003714113031,687.333374,0.03127982467,687.333374,0.0550250113,687.333374,0.09340836108,687.333374,0.1022019163,
