non-imine polymer t=48hrs FeCl3 0uM,,non-imine polymer t=48hrs FeCl3 5uM,,non-imine polymer t=48hrs FeCl3 20uM,,non-imine polymer t=48hrs FeCl3 50uM,,non-imine polymer t=48hrs FeCl3 100uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
964,8.255820285E-005,964,-0.0007371758693,964,-0.001717086066,964,-0.001000943244,964,-0.0001033762528,
963.333313,0.0001151819451,963.333313,-0.0007097307243,963.333313,-0.001640140312,963.333313,-0.0008889456512,963.333313,8.610526857E-005,
962.666687,0.0001681619178,962.666687,-0.0006439793506,962.666687,-0.0015381095,962.666687,-0.0007749553188,962.666687,0.0002247483499,
962,0.0002561395231,962,-0.0005774425226,962,-0.001452515018,962,-0.0006006566109,962,0.0004931746516,
961.333313,0.0003548344539,961.333313,-0.0004924859386,961.333313,-0.001263518119,961.333313,-0.0004126333224,961.333313,0.000676538737,
960.666687,0.0004539405345,960.666687,-0.0004024438385,960.666687,-0.001071701758,960.666687,-0.0002620939922,960.666687,0.0008803934325,
960,0.0004826531222,960,-0.0003702185932,960,-0.001019796124,960,-7.542515959E-005,960,0.001058445778,
959.333313,0.0005547798355,959.333313,-0.0002824276162,959.333313,-0.000891787291,959.333313,1.53765377E-005,959.333313,0.001268347143,
958.666687,0.0006542945048,958.666687,-0.0002592482488,958.666687,-0.0008018279332,958.666687,0.0001512003655,958.666687,0.001419548295,
958,0.0007077032933,958,-0.0001603081037,958,-0.0007056473987,958,0.000257097854,958,0.001548122382,
957.333313,0.0007551285671,957.333313,-0.0001200425322,957.333313,-0.0006557657034,957.333313,0.0003251977032,957.333313,0.001692040707,
956.666687,0.0008129067137,956.666687,-5.20794456E-005,956.666687,-0.0005478156381,956.666687,0.0003846545878,956.666687,0.001734583522,
956,0.0008379601059,956,-7.920384087E-005,956,-0.0005137912813,956,0.0003972465056,956,0.001834550872,
955.333313,0.0008233065601,955.333313,-6.823005242E-005,955.333313,-0.0005454887869,955.333313,0.0003642906668,955.333313,0.001795663266,
954.666687,0.0008291938575,954.666687,-3.950019163E-005,954.666687,-0.000513222476,954.666687,0.0003678400244,954.666687,0.001821917249,
954,0.0007887623506,954,-6.232893793E-005,954,-0.0005808032001,954,0.0003058986622,954,0.001781497151,
953.333313,0.0007904480444,953.333313,-7.868621469E-005,953.333313,-0.0005587773048,953.333313,0.0002871444158,953.333313,0.001782146981,
952.666687,0.0008210761007,952.666687,-6.564185605E-005,952.666687,-0.0005447649164,952.666687,0.0003118307504,952.666687,0.001796339056,
952,0.0008132697549,952,-8.981502469E-005,952,-0.0005718585453,952,0.0002389932342,952,0.001781705185,
951.333313,0.0007820976316,951.333313,-8.629524382E-005,951.333313,-0.000618079328,951.333313,0.0002198792936,951.333313,0.001760573825,
950.666687,0.0007480235072,950.666687,-0.0001207153764,950.666687,-0.0006260924856,950.666687,0.000180203715,950.666687,0.001740145264,
950,0.0007630894543,950,-0.0001463863591,950,-0.000594762736,950,0.0001685244642,950,0.001757428981,
949.333313,0.0007548951544,949.333313,-0.0001080345901,949.333313,-0.0005690665566,949.333313,0.0001634488726,949.333313,0.001795975142,
948.666687,0.0007888142136,948.666687,-0.0001412108832,948.666687,-0.0005796657642,948.666687,0.0001769407536,948.666687,0.001771620242,
948,0.0007570215384,948,-0.000176661677,948,-0.0006138400058,948,0.0001243998995,948,0.001787969377,
947.333313,0.0007567103603,947.333313,-0.0001712278026,947.333313,-0.0005867489963,947.333313,0.0001400915644,947.333313,0.001819837606,
946.666687,0.0007671347703,946.666687,-0.0001894439629,946.666687,-0.0005873694317,946.666687,0.0001486885594,946.666687,0.001817004289,
946,0.0007864024956,946,-0.0002155765978,946,-0.0005626551574,946,0.0001549292647,946,0.001814352814,
945.333313,0.0007800489548,945.333313,-0.0001983447582,945.333313,-0.0005513316719,945.333313,0.0001423184876,945.333313,0.001846197061,
944.666687,0.0007921596407,944.666687,-0.0002179051808,944.666687,-0.0005070171319,944.666687,0.0001649767219,944.666687,0.001869464293,
944,0.0007733065868,944,-0.0002742011275,944,-0.0005205653142,944,0.0001255651005,944,0.001861301134,
943.333313,0.0007641007542,943.333313,-0.0002402071113,943.333313,-0.0005016390933,943.333313,0.0001645623852,943.333313,0.001883919234,
942.666687,0.0007819160819,942.666687,-0.00027414941,942.666687,-0.000518910645,942.666687,0.0001592278859,942.666687,0.001907864469,
942,0.0007820198662,942,-0.0002917404054,942,-0.0004566989082,942,0.000166970698,942,0.001881813398,
941.333313,0.0008088349714,941.333313,-0.0002754946181,941.333313,-0.0004654390796,941.333313,0.00013159831,941.333313,0.001882593264,
940.666687,0.0007720877766,940.666687,-0.0002940168197,940.666687,-0.0004447002721,940.666687,0.0001608075108,940.666687,0.001908436534,
940,0.0007850539405,940,-0.0003572864516,940,-0.0004413385177,940,0.0001524692343,940,0.001911426545,
939.333313,0.0007595886709,939.333313,-0.000349061389,939.333313,-0.0004494066816,939.333313,0.0001638890972,939.333313,0.001956825145,
938.666687,0.0007776372368,938.666687,-0.0003629766288,938.666687,-0.0004725758918,938.666687,0.0001613513305,938.666687,0.001901416574,
938,0.0007594071794,938,-0.000371253147,938,-0.0004308910866,938,0.0001434060541,938,0.001925414777,
937.333313,0.0007363030454,937.333313,-0.0003771500778,937.333313,-0.0003932368709,937.333313,0.000154204201,937.333313,0.001938831527,
936.666687,0.0007600554381,936.666687,-0.0003672700841,936.666687,-0.0004032196885,936.666687,0.0001599270618,936.666687,0.001936179353,
936,0.0007761591114,936,-0.0003618903283,936,-0.0003850642242,936,0.0001632675994,936,0.001987483585,
935.333313,0.000763841439,935.333313,-0.0003628731647,935.333313,-0.0003711496829,935.333313,0.0001775881537,935.333313,0.00200607744,
934.666687,0.0007496052422,934.666687,-0.0003589935077,934.666687,-0.0004111850867,934.666687,0.0001463321387,934.666687,0.001963898074,
934,0.0007280574064,934,-0.0003765810688,934,-0.0003611143911,934,0.0001882835641,934,0.001995077124,
933.333313,0.0007375995046,933.333313,-0.0003778742393,933.333313,-0.0003553724673,933.333313,0.0001679547422,933.333313,0.002034268575,
932.666687,0.0007206157316,932.666687,-0.0003850642242,932.666687,-0.0003452850797,932.666687,0.0001773809927,932.666687,0.002053332515,
932,0.0007170634926,932,-0.0003738912637,932,-0.0003567691601,932,0.0001911063737,932,0.002021785127,
931.333313,0.0006989137619,931.333313,-0.0004089610011,931.333313,-0.0003491131356,931.333313,0.0001661938295,931.333313,0.002060823143,
930.666687,0.0006925355992,930.666687,-0.0004452691646,930.666687,-0.0003613730369,930.666687,0.0002092608047,930.666687,0.002034528647,
930,0.000711203611,930,-0.0004200813419,930,-0.0003168839321,930,0.0001612218475,930,0.002077053068,
929.333313,0.0006900465814,929.333313,-0.0004388559901,929.333313,-0.0003483371693,929.333313,0.0001721499139,929.333313,0.002057884121,
928.666687,0.0006905132323,928.666687,-0.0004417522869,928.666687,-0.0002974314557,928.666687,0.0001823531493,928.666687,0.002100670943,
928,0.0007121111266,928,-0.0004299083957,928,-0.0002556263353,928,0.0001970369049,928,0.002120570047,
927.333313,0.0007397257723,927.333313,-0.0004190469044,927.333313,-0.0002684580395,927.333313,0.0002265613148,927.333313,0.002189717256,
926.666687,0.0007312467205,926.666687,-0.0004337874416,926.666687,-0.0002714589646,926.666687,0.0001930745784,926.666687,0.002182302531,
926,0.0007358103758,926,-0.000413771224,926,-0.0002693893621,926,0.0002120319405,926,0.002227625344,
925.333313,0.0007430448313,925.333313,-0.0003919437295,925.333313,-0.000209315258,925.333313,0.0002356780169,925.333313,0.002268789569,
924.666687,0.0007173227496,924.666687,-0.0004483723023,924.666687,-0.0002341013605,924.666687,0.0002090277121,924.666687,0.002219715621,
924,0.0007795821875,924,-0.000383977982,924,-0.0001939978829,924,0.0002517622197,924,0.002306262264,
923.333313,0.0007150669699,923.333313,-0.0004378215817,923.333313,-0.0002724937513,923.333313,0.0002091054193,923.333313,0.002278417582,
922.666687,0.0007247903268,922.666687,-0.0004106678534,922.666687,-0.000192290172,922.666687,0.0002029416355,922.666687,0.002331818221,
922,0.0007437709137,922,-0.0003942713665,922,-0.0001741776359,922,0.0002440956014,922,0.002349515911,
921.333313,0.0007198378444,921.333313,-0.0004075644829,921.333313,-0.0001505266991,921.333313,0.0002456755319,921.333313,0.002395402873,
920.666687,0.000740011048,920.666687,-0.0004249431659,920.666687,-0.0001790422248,920.666687,0.0002475144865,920.666687,0.002398734679,
920,0.0006994841387,920,-0.0004418040044,920,-0.0002131445217,920,0.0002469187602,920,0.00239006686,
919.333313,0.0007682757569,919.333313,-0.0003744085261,919.333313,-0.000111347159,919.333313,0.0002721726778,919.333313,0.002459673677,
918.666687,0.0007375217392,918.666687,-0.0004019783228,918.666687,-0.0001740741282,918.666687,0.0002279598848,918.666687,0.002448870102,
918,0.00075295032,918,-0.0003762707056,918,-0.0001682262082,918,0.0002318448387,918,0.002465583151,
917.333313,0.0007695723325,917.333313,-0.0003435779363,917.333313,-8.872803301E-005,917.333313,0.0002962882863,917.333313,0.002538456582,
916.666687,0.0007595368079,916.666687,-0.0004057024198,916.666687,-0.000118438038,916.666687,0.0002428005828,916.666687,0.002507576952,
916,0.0007579809753,916,-0.0004110816517,916,-0.0001064300595,916,0.000265386363,916,0.002524005948,
915.333313,0.0007437449531,915.333313,-0.0003853745875,915.333313,-9.390414198E-005,915.333313,0.000262070942,915.333313,0.002576134866,
914.666687,0.00071167032,914.666687,-0.0004151677422,914.666687,-0.0001031692154,914.666687,0.0002628220827,914.666687,0.002546840813,
914,0.0007318949793,914,-0.000383977982,914,-6.657360791E-005,914,0.0002484469151,914,0.002567723859,
913.333313,0.0007185154827,913.333313,-0.0003855814866,913.333313,-9.053968097E-005,913.333313,0.000255750987,913.333313,0.00259157666,
912.666687,0.000760496303,912.666687,-0.0003930299717,912.666687,-8.256838919E-005,912.666687,0.0002819379151,912.666687,0.002609727671,
912,0.0007207713206,912,-0.0003737877996,912,-1.915519351E-005,912,0.0002999666322,912,0.002707734704,
911.333313,0.000736588263,911.333313,-0.0003920471936,911.333313,-9.778617823E-005,911.333313,0.0002624594781,911.333313,0.002659054007,
910.666687,0.0006829685299,910.666687,-0.000426546525,910.666687,-0.0001380020549,910.666687,0.0002455978538,910.666687,0.002656084718,
910,0.0007535726763,910,-0.0003343697172,910,-3.370222475E-005,910,0.0002789850114,910,0.00275569153,
909.333313,0.0007420335896,909.333313,-0.000363752566,909.333313,-8.494943904E-005,909.333313,0.0002746075043,909.333313,0.002732767491,
908.666687,0.000715741131,908.666687,-0.0003706324205,908.666687,-7.69780454E-005,908.666687,0.0002477993839,908.666687,0.002776558511,
908,0.0007573845214,908,-0.0003608557454,908,-4.690284186E-005,908,0.0003177111212,908,0.002843204653,
907.333313,0.0007249199552,907.333313,-0.0003832020739,907.333313,-2.764533383E-005,907.333313,0.000264686998,907.333313,0.002837941516,
906.666687,0.000711722183,906.666687,-0.0003782363201,906.666687,-3.566939995E-005,906.666687,0.0002718100441,906.666687,0.002843100578,
906,0.0007083514938,906,-0.0003810295602,906,-5.321828939E-005,906,0.0002699969045,906,0.002877104795,
905.333313,0.0007529244176,905.333313,-0.0003344214638,905.333313,6.652745014E-006,905.333313,0.0003327880404,905.333313,0.002949891146,
904.666687,0.0007244272856,904.666687,-0.0003104171192,904.666687,-1.532422357E-005,904.666687,0.0003271147143,904.666687,0.002991410438,
904,0.0007384552155,904,-0.0003501994652,904,-1.485829125E-005,904,0.0003218300408,904,0.00298403413,
903.333313,0.0007589145098,903.333313,-0.0003187463444,903.333313,3.474035839E-005,903.333313,0.0003369589103,903.333313,0.003082855605,
902.666687,0.0007223788998,902.666687,-0.0003624593373,902.666687,-2.179543844E-005,902.666687,0.0002962364815,902.666687,0.003060175106,
902,0.0007586810971,902,-0.0003366459277,902,2.624916488E-005,902,0.0003074010892,902,0.00314874039,
901.333313,0.0007739808061,901.333313,-0.0003338006791,901.333313,2.500656592E-005,901.333313,0.0003191618016,901.333313,0.003197867423,
900.666687,0.000774525397,900.666687,-0.0003225746623,900.666687,3.241044033E-005,900.666687,0.0003234620672,900.666687,0.003207724541,
900,0.0007521983352,900,-0.0003234023752,900,2.039862193E-005,900,0.0003255344927,900,0.00326217874,
899.333313,0.0004725464969,899.333313,0.003605255159,899.333313,0.002262726659,899.333313,0.0009378769319,899.333313,0.004213250708,
898.666626,0.002337856218,898.666626,0.003895760281,898.666626,0.002875593491,898.666626,0.003003556747,898.666626,0.006455922965,
898,-0.0007334545953,898,-0.0006932421238,898,-0.002118715318,898,0.002837550594,898,0.004306077957,
897.333313,-0.0004187365703,897.333313,-0.0004867457319,897.333313,-0.0007565569831,897.333313,-0.0006022593006,897.333313,0.004400128033,
896.666626,0.0005701501505,896.666626,0.001843129518,896.666626,0.002094636206,896.666626,0.003156901803,896.666626,0.003622795688,
896,0.0002588850621,896,0.0005387362908,896,0.001709660282,896,0.001531158807,896,0.004260798916,
895.333313,0.002589936135,895.333313,0.002465869533,895.333313,0.002165392274,895.333313,0.002141302684,895.333313,0.005401371513,
894.666626,-0.001249786583,894.666626,-0.0002087460452,894.666626,-0.00176437106,894.666626,0.0003310005413,894.666626,0.00487743644,
894,0.00169929117,894,0.001520508318,894,0.0001319867151,894,0.001981944544,894,0.005307680927,
893.333313,-0.0009000020218,893.333313,0.0004702142032,893.333313,-0.000454733643,893.333313,0.001571139903,893.333313,0.004067109898,
892.666626,0.0009754943312,892.666626,0.0009731593891,892.666626,0.001763952663,892.666626,-0.0001647588215,892.666626,0.003628433915,
892,0.001407134463,892,0.001288260217,892,0.0004837156157,892,0.001443545916,892,0.006810630206,
891.333313,-0.0006122890627,891.333313,0.002468759194,891.333313,0.001513130963,891.333313,0.001407524105,891.333313,0.004796683788,
890.666626,0.0003273737675,890.666626,0.002810427453,890.666626,0.0006863908493,890.666626,0.00259571732,890.666626,0.003685786389,
890,0.0008441069513,890,0.002598738065,890,0.003083846299,890,0.003005407518,890,0.006188723259,
889.333313,-0.001104184776,889.333313,0.0009727443103,889.333313,0.0004543551186,889.333313,0.0009087970247,889.333313,0.004180343822,
888.666626,0.0008379082428,888.666626,0.00222036615,888.666626,0.0005324123194,888.666626,0.003003582824,888.666626,0.006317929365,
888,0.003813231364,888,0.002273811726,888,0.001251005102,888,0.003110282589,888,0.007390719838,
887.333313,0.001299684052,887.333313,0.000305950467,887.333313,0.0004978135112,887.333313,-0.0003478715953,887.333313,0.004242291674,
886.666626,-0.001105372561,886.666626,0.0004574387858,886.666626,-0.0003719773376,886.666626,-5.435713319E-005,886.666626,0.004862541333,
886,0.002739800839,886,0.003094639629,886,0.000842032081,886,0.003291886067,886,0.007287148852,
885.333313,0.001358391601,885.333313,0.0006361992564,885.333313,0.001316197217,885.333313,0.003097846406,885.333313,0.007357834373,
884.666626,0.001803123392,884.666626,0.002654443961,884.666626,0.0006010219222,884.666626,0.001599095063,884.666626,0.007084264886,
884,0.0009458411951,884,0.0009171757847,884,0.0002351341245,884,0.001194362645,884,0.004269059747,
883.333313,0.001009456581,883.333313,0.002104156418,883.333313,0.001123427297,883.333313,0.002246125368,883.333313,0.005416966509,
882.666626,0.0001859787299,882.666626,0.001787293586,882.666626,0.0007127852296,882.666626,0.0007951938314,882.666626,0.005215608981,
882,0.003193616634,882,0.002825513016,882,0.002737951232,882,0.003347028978,882,0.008660613559,
881.333313,0.001086290111,881.333313,0.001441520173,881.333313,0.001226706663,881.333313,0.002502317773,881.333313,0.006484667305,
880.666626,0.001513910247,880.666626,0.002044905908,880.666626,0.001150107826,880.666626,0.002087535337,880.666626,0.006377739366,
880,0.002505624201,880,0.002616863232,880,0.002218622947,880,0.002458215691,880,0.005781529471,
879.333313,0.001467363094,879.333313,0.001379607245,879.333313,0.001831093454,879.333313,0.002357844496,879.333313,0.007308287546,
878.666626,0.001449649455,878.666626,0.002262986731,878.666626,0.0006895280094,878.666626,0.001942159724,878.666626,0.007178181317,
878,0.002302957233,878,0.001282678219,878,0.001546407817,878,0.0025943371,878,0.00702819787,
877.333313,0.002423723461,877.333313,0.001073833904,877.333313,0.001733336016,877.333313,0.002761943731,877.333313,0.006189353298,
876.666626,0.0005918716197,876.666626,0.001188859809,876.666626,0.001263881801,876.666626,0.00173840404,876.666626,0.006047953386,
876,2.901914013E-005,876,0.001796599012,876,0.0008582943701,876,0.001595561625,876,0.006138127763,
875.333313,0.001852826099,875.333313,0.002621915424,875.333313,0.002102179453,875.333313,0.003089242848,875.333313,0.007145259529,
874.666626,0.001083798823,874.666626,0.001991306432,874.666626,0.0009729518206,874.666626,0.002211571904,874.666626,0.006951989606,
874,0.001852384186,874,0.002789949533,874,0.001770476578,874,0.003561562859,874,0.007578310557,
873.333313,0.001403446775,873.333313,0.001981112408,873.333313,0.001591326669,873.333313,0.002925445326,873.333313,0.007843019441,
872.666626,0.0005811144365,872.666626,0.001146889525,872.666626,0.0009919173317,872.666626,0.001471337047,872.666626,0.006454845425,
872,0.000682398153,872,0.002169320593,872,0.001978824148,872,0.002295878949,872,0.006452638656,
871.333313,0.001408900484,871.333313,0.002873743419,871.333313,0.00093089859,871.333313,0.002667049877,871.333313,0.007309261709,
870.666626,0.0009777514497,870.666626,0.001926974859,870.666626,0.000694194925,870.666626,0.002044229535,870.666626,0.00698124012,
870,0.0005394619657,870,0.001706255833,870,0.001109205303,870,0.002163831377,870,0.006033464335,
869.333313,0.00108623819,869.333313,0.002174003283,869.333313,0.001670705853,869.333313,0.002455742564,869.333313,0.006060553249,
868.666626,0.001239660429,868.666626,0.001070278813,868.666626,0.001091921469,868.666626,0.002105066786,868.666626,0.006552173756,
868,0.001315236441,868,0.002966936212,868,0.001946424134,868,0.002782055642,868,0.007113892585,
867.333313,0.001892186818,867.333313,0.0021524888,867.333313,0.001371842809,867.333313,0.001919486676,867.333313,0.007261747029,
866.666626,0.001901650568,866.666626,0.003277227748,866.666626,0.001837020507,866.666626,0.003273680573,866.666626,0.007185918745,
866,0.001040515373,866,0.001775311073,866,0.0009668290731,866,0.001741418848,866,0.006354702171,
865.333313,0.001257495373,865.333313,0.002206342295,865.333313,0.00127006066,865.333313,0.002985806437,865.333313,0.007348935585,
864.666626,0.001933371183,864.666626,0.0027070574,864.666626,0.001791738323,864.666626,0.002358234953,864.666626,0.007074608468,
864,0.00180699653,864,0.001956097083,864,0.002410604153,864,0.002361956751,864,0.007304233499,
863.333313,0.001169885742,863.333313,0.002077391138,863.333313,0.001614970039,863.333313,0.002627644921,863.333313,0.007355859969,
862.666626,0.001442662906,862.666626,0.001766239991,862.666626,0.001483778702,862.666626,0.001845885068,862.666626,0.007462291047,
862,0.00220384472,862,0.002403862309,862,0.001510819071,862,0.002720524324,862,0.00771167269,
861.333313,0.001367090619,861.333313,0.001968136523,861.333313,0.0008611215162,861.333313,0.001685517957,861.333313,0.007627387997,
860.666626,0.001708828611,860.666626,0.002570093609,860.666626,0.001612060005,860.666626,0.002227625344,860.666626,0.007877497002,
860,0.001423314097,860,0.001725721173,860,0.001315080677,860,0.002335670171,860,0.007083422504,
859.333313,0.0018957227,859.333313,0.002758036135,859.333313,0.002138493117,859.333313,0.003063146956,859.333313,0.008341887966,
858.666626,0.00131165341,858.666626,0.002106887521,858.666626,0.001476505888,858.666626,0.002002670662,858.666626,0.007378186565,
858,0.0015699449,858,0.002910747193,858,0.001872324036,858,0.002544419141,858,0.00775096193,
857.333313,0.001373348874,857.333313,0.002336554928,857.333313,0.001324376091,857.333313,0.002707239706,857.333313,0.007922758348,
856.666626,0.001923152711,856.666626,0.002588581992,856.666626,0.00179680693,856.666626,0.002954217372,856.666626,0.008262810297,
856,0.001602524659,856,0.002058248268,856,0.001423444017,856,0.002260826994,856,0.007616296876,
855.333313,0.001510819071,855.333313,0.002258459106,855.333313,0.001309342566,855.333313,0.001945670112,855.333313,0.007692964748,
854.666626,0.002344649052,854.666626,0.00338389026,854.666626,0.002652620897,854.666626,0.00331489183,854.666626,0.008762901649,
854,0.002129908651,854,0.002387646353,854,0.001666028402,854,0.002779163886,854,0.008301120251,
853.333313,0.001633080188,853.333313,0.002757488983,853.333313,0.001688012737,853.333313,0.003278922988,853.333313,0.008491454646,
852.666626,0.001432248158,852.666626,0.002620326821,852.666626,0.001537055825,852.666626,0.002719274024,852.666626,0.008057518862,
852,0.001455103746,852,0.002340510953,852,0.001610397128,852,0.002795941662,852,0.008510513231,
851.333313,0.001555760158,851.333313,0.00268585491,851.333313,0.001813936862,851.333313,0.003014817368,851.333313,0.008264209144,
850.666626,0.001765044406,850.666626,0.002461678116,850.666626,0.001161346328,850.666626,0.00255655311,850.666626,0.008248168044,
850,0.001678423723,850,0.002424087841,850,0.002023527632,850,0.002668612637,850,0.008704847656,
849.333313,0.001606681733,849.333313,0.002519996138,849.333313,0.001400460256,849.333313,0.002554469975,849.333313,0.008209018037,
848.666626,0.001755089732,848.666626,0.002645432716,848.666626,0.00166285818,848.666626,0.002704113955,848.666626,0.008686493151,
848,0.0014679085,848,0.002456731861,848,0.001701863832,848,0.002653558506,848,0.008521099575,
847.333313,0.001410043216,847.333313,0.002540461486,847.333313,0.001486428082,847.333313,0.002766476478,847.333313,0.008631487377,
846.666626,0.002011694713,846.666626,0.002857587766,846.666626,0.00192229473,846.666626,0.00293917954,846.666626,0.009056297131,
846,0.001939065522,846,0.002657282865,846,0.001713974285,846,0.002901339438,846,0.008805191144,
845.333313,0.002191278385,845.333313,0.003191739088,845.333313,0.002317504724,845.333313,0.00343961874,845.333313,0.009277927689,
844.666626,0.001988653792,844.666626,0.002736570546,844.666626,0.001675902982,844.666626,0.002765721176,844.666626,0.008938824758,
844,0.001732946141,844,0.003108561737,844,0.001816042466,844,0.002968916902,844,0.008986391127,
843.333313,0.001747864415,843.333313,0.002782420255,843.333313,0.001632976229,843.333313,0.00286404998,843.333313,0.008897736669,
842.666626,0.002037753584,842.666626,0.002676504431,842.666626,0.001823190949,842.666626,0.002860949142,842.666626,0.008998653851,
842,0.001917770598,842,0.002391446382,842,0.001550278626,842,0.002924428787,842,0.009007929824,
841.333313,0.001779157901,841.333313,0.003021698911,841.333313,0.001836136566,841.333313,0.003076676978,841.333313,0.009202672169,
840.666626,0.002002748661,840.666626,0.002943323459,840.666626,0.001900194562,840.666626,0.003014765214,840.666626,0.009175439365,
840,0.001868762309,840,0.002858786378,840,0.001838060329,840,0.002976371208,840,0.009220149368,
839.333313,0.001789892791,839.333313,0.002805451164,839.333313,0.002061993582,839.333313,0.003004521364,839.333313,0.009288479574,
838.666626,0.002053254517,838.666626,0.002931100549,838.666626,0.002086650813,838.666626,0.003095004708,838.666626,0.009512240067,
838,0.001814534771,838,0.002964772983,838,0.001801641774,838,0.003019874217,838,0.009455991909,
837.333313,0.002081474755,837.333313,0.002860271838,837.333313,0.001988159725,837.333313,0.003058558796,837.333313,0.009580986574,
836.666626,0.001962805865,836.666626,0.003046593396,836.666626,0.001895878697,836.666626,0.003315413604,836.666626,0.009748320095,
836,0.001978252083,836,0.002908271505,836,0.002075232333,836,0.003139666747,836,0.009395386092,
835.333313,0.002003736794,835.333313,0.002873951802,835.333313,0.002059782622,835.333313,0.003266273299,835.333313,0.01000338886,
834.666626,0.002200566465,834.666626,0.003043412929,834.666626,0.001968318596,834.666626,0.003239853773,834.666626,0.009930047207,
834,0.001915976522,834,0.002894225297,834,0.001763432869,834,0.003149783472,834,0.009899457917,
833.333313,0.002021317137,833.333313,0.002907645889,833.333313,0.001873467932,833.333313,0.002924272558,833.333313,0.009896147996,
832.666626,0.001983687049,832.666626,0.003306101542,832.666626,0.002088575624,832.666626,0.0032781146,832.666626,0.009955207817,
832,0.002016973915,832,0.002813918749,832,0.001979994355,832,0.0032265794,832,0.009976953268,
831.333313,0.001916834619,831.333313,0.003039476695,831.333313,0.002062019426,831.333313,0.00307367905,831.333313,0.01023880858,
830.666626,0.001932513202,830.666626,0.003057828872,830.666626,0.002022851491,830.666626,0.003125534859,830.666626,0.01016778499,
830,0.001999289962,830,0.002951089991,830,0.001969696721,830,0.003135077655,830,0.01028447691,
829.333313,0.001862263074,829.333313,0.002799328649,829.333313,0.001709608245,829.333313,0.003035436152,829.333313,0.0100131901,
828.666626,0.002225127537,828.666626,0.003007362364,828.666626,0.001869724249,828.666626,0.003297780873,828.666626,0.0103496071,
828,0.00203320221,828,0.003061061492,828,0.002069302136,828,0.003182820976,828,0.01053744648,
827.333313,0.002032474149,827.333313,0.002996962285,827.333313,0.001931473147,827.333313,0.003274541348,827.333313,0.01043601334,
826.666626,0.002001344226,826.666626,0.002946711378,826.666626,0.001926376834,826.666626,0.003194477176,826.666626,0.01031782292,
826,0.00220785127,826,0.002967848442,826,0.002028442919,826,0.003225457855,826,0.01066787355,
825.333313,0.002192943357,825.333313,0.002947962377,825.333313,0.001984597184,825.333313,0.003227778943,825.333313,0.01051026303,
824.666626,0.002056531608,824.666626,0.002936834004,824.666626,0.002107225824,824.666626,0.003343794262,824.666626,0.01076540817,
824,0.002067091409,824,0.0028261384,824,0.001996013336,824,0.003211349482,824,0.01086500753,
823.333313,0.002024854068,823.333313,0.002951976145,823.333313,0.001945513999,823.333313,0.003237584839,823.333313,0.01076402795,
822.666626,0.00204550405,822.666626,0.002941681538,822.666626,0.002042148961,822.666626,0.003133643651,822.666626,0.01069132704,
822,0.002035412937,822,0.002850083634,822,0.00177403749,822,0.003125847783,822,0.01080956589,
821.333313,0.001929418999,821.333313,0.002980984515,821.333313,0.001831041533,821.333313,0.003172938246,821.333313,0.01092783641,
820.666626,0.002243471332,820.666626,0.003090025159,820.666626,0.002015855629,820.666626,0.003332707798,820.666626,0.01100979,
820,0.002222187351,820,0.002966727596,820,0.001807932276,820,0.003384151263,820,0.01104058977,
819.333313,0.002022201195,819.333313,0.002805633703,819.333313,0.00199104636,819.333313,0.003171086777,819.333313,0.01111789141,
818.666626,0.00206714333,818.666626,0.003011533059,818.666626,0.002163909376,818.666626,0.003285547951,818.666626,0.01123539638,
818,0.001982542686,818,0.00276368903,818,0.001905212528,818,0.003141335445,818,0.01112500858,
817.333313,0.002245995216,817.333313,0.003153068945,817.333313,0.002083997708,817.333313,0.003336725058,817.333313,0.01139768213,
816.666626,0.00222567399,816.666626,0.003168479307,816.666626,0.002121766564,816.666626,0.003186784685,816.666626,0.01150670368,
816,0.002372211544,816,0.0031729904,816,0.002190627856,816,0.003427355783,816,0.01145957783,
815.333313,0.002091046656,815.333313,0.002953018527,815.333313,0.001908358536,815.333313,0.003254093463,815.333313,0.01142529305,
814.666626,0.00204227888,814.666626,0.002821214031,814.666626,0.001846950967,814.666626,0.003052328248,814.666626,0.0114298379,
814,0.002114613308,814,0.002991931746,814,0.001972687198,814,0.003254432697,814,0.01142808422,
813.333313,0.00207835366,813.333313,0.003082803451,813.333313,0.002106263302,813.333313,0.003289825516,813.333313,0.01162200049,
812.666626,0.002191226231,812.666626,0.002981584053,812.666626,0.002122677164,812.666626,0.003297885181,812.666626,0.01174426917,
812,0.00201239693,812,0.002891775686,812,0.002077104989,812,0.003281635698,812,0.01180472504,
811.333313,0.002184565878,811.333313,0.003017788986,811.333313,0.002064802451,811.333313,0.003330020932,811.333313,0.01183316112,
810.666626,0.002128998283,810.666626,0.003006867133,810.666626,0.001987171592,810.666626,0.003336933674,810.666626,0.01198981609,
810,0.001981736626,810,0.002882733475,810,0.002057909966,810,0.003227596404,810,0.01182294637,
809.333313,0.002229030477,809.333313,0.002909965347,809.333313,0.002011018572,809.333313,0.00340489205,809.333313,0.01193547994,
808.666626,0.002036375226,808.666626,0.002827701624,808.666626,0.002045608126,808.666626,0.00327954907,808.666626,0.01191515289,
808,0.002069718204,808,0.003002540208,808,0.002076818841,808,0.003412327729,808,0.01213683747,
