non-imine polymer t=48hrs FeCl3 0uM,,non-imine polymer t=48hrs FeCl3 5uM,,non-imine polymer t=48hrs FeCl3 20uM,,non-imine polymer t=48hrs FeCl3 50uM,,non-imine polymer t=48hrs FeCl3 100uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
309.3332825,0.1559125036,309.3332825,0.1921614856,309.3332825,0.2730555534,309.3332825,0.3456291258,309.3332825,0.5681128502,
308.666626,0.1556081176,308.666626,0.1914912611,308.666626,0.2738388777,308.666626,0.3457807899,308.666626,0.5672994852,
307.9999695,0.155423224,307.9999695,0.1908878535,307.9999695,0.2747248709,307.9999695,0.3462305367,307.9999695,0.5662986636,
307.3332825,0.155023247,307.3332825,0.1904934794,307.3332825,0.2753463686,307.3332825,0.3461064398,307.3332825,0.5652763844,
306.666626,0.154922083,306.666626,0.190275386,306.666626,0.2762507498,306.666626,0.3465362787,306.666626,0.5644666553,
305.9999695,0.1548475772,305.9999695,0.1899913549,305.9999695,0.2774910033,305.9999695,0.3467878997,305.9999695,0.5637878776,
305.3332825,0.1546279192,305.3332825,0.1893762201,305.3332825,0.2781557441,305.3332825,0.3466906846,305.3332825,0.5627727509,
304.666626,0.1546019763,304.666626,0.1894951463,304.666626,0.2793051302,304.666626,0.3469054103,304.666626,0.5616122484,
303.9999695,0.1542896777,303.9999695,0.1891011447,303.9999695,0.279985249,303.9999695,0.3468652964,303.9999695,0.5606721044,
303.3332825,0.1543484032,303.3332825,0.1891682595,303.3332825,0.2812627852,303.3332825,0.3472373188,303.3332825,0.5597773194,
302.666626,0.1541900933,302.666626,0.1887061894,302.666626,0.2818987072,302.666626,0.3471120894,302.666626,0.5585555434,
301.9999695,0.1542023122,301.9999695,0.1887380928,301.9999695,0.2827835679,301.9999695,0.3470118046,301.9999695,0.5572285652,
301.3332825,0.1541627795,301.3332825,0.1890012175,301.3332825,0.2838384509,301.3332825,0.3469561338,301.3332825,0.5562690496,
300.666626,0.1540282369,300.666626,0.1887498498,300.666626,0.2848420143,300.666626,0.3469084501,300.666626,0.5552065969,
299.9999695,0.1539307833,299.9999695,0.1888052523,299.9999695,0.285721153,299.9999695,0.346914947,299.9999695,0.5540970564,
299.3332825,0.1548300087,299.3332825,0.1901613474,299.3332825,0.2891621888,299.3332825,0.3487627804,299.3332825,0.556196928,
298.666626,0.1552314311,298.666626,0.1905068457,298.666626,0.2908815145,298.666626,0.3487635553,298.666626,0.5554547906,
297.9999695,0.1552067846,297.9999695,0.190704897,297.9999695,0.292542994,297.9999695,0.3486766517,297.9999695,0.5543432236,
297.3332825,0.155257076,297.3332825,0.1909330934,297.3332825,0.2947257757,297.3332825,0.3486373425,297.3332825,0.5534710884,
296.666626,0.1559318155,296.666626,0.1913257837,296.666626,0.29745996,296.666626,0.3486989439,296.666626,0.5526112914,
295.9999695,0.155836463,295.9999695,0.1911989152,295.9999695,0.3003523052,295.9999695,0.3485849798,295.9999695,0.5514977574,
295.3332825,0.1565739363,295.3332825,0.1917705387,295.3332825,0.3040084243,295.3332825,0.3484243155,295.3332825,0.5506899357,
294.666626,0.1569814831,294.666626,0.1923247874,294.666626,0.3080235124,294.666626,0.3484742939,294.666626,0.5502640605,
293.9999695,0.1575633436,293.9999695,0.1929562986,293.9999695,0.3122353852,293.9999695,0.3482200503,293.9999695,0.5493859649,
293.3332825,0.1579865515,293.3332825,0.1936729997,293.3332825,0.3168052733,293.3332825,0.3484036624,293.3332825,0.549164474,
292.666626,0.1586424261,292.666626,0.1947574764,292.666626,0.3211731911,292.666626,0.3485010266,292.666626,0.5490168333,
291.9999695,0.1598016173,291.9999695,0.1960078031,291.9999695,0.3253613412,291.9999695,0.3488803208,291.9999695,0.5490014553,
291.3332825,0.1607072055,291.3332825,0.1975361258,291.3332825,0.3282672465,291.3332825,0.3491916656,291.3332825,0.5492680669,
290.666626,0.1619587392,290.666626,0.1994573772,290.666626,0.3302908838,290.666626,0.3495599926,290.666626,0.5496822,
289.9999695,0.1628987938,289.9999695,0.2015332282,289.9999695,0.331061542,289.9999695,0.3501720726,289.9999695,0.5503848195,
289.3332825,0.1641847342,289.3332825,0.2044436187,289.3332825,0.3314000666,289.3332825,0.3514011204,289.3332825,0.5521309376,
288.666626,0.1656821519,288.666626,0.2071711868,288.666626,0.3314846158,288.666626,0.3527273834,288.666626,0.5536757112,
287.9999695,0.1674537063,287.9999695,0.2096166015,287.9999695,0.3311585188,287.9999695,0.3545295298,287.9999695,0.5562717915,
287.3332825,0.1692805886,287.3332825,0.2117568254,287.3332825,0.3312429786,287.3332825,0.3564997613,287.3332825,0.5590338111,
286.666626,0.1713717729,286.666626,0.2137366682,286.666626,0.3315954208,286.666626,0.3591068685,286.666626,0.5628291368,
285.9999695,0.173615098,285.9999695,0.2155240923,285.9999695,0.3324716985,285.9999695,0.362331897,285.9999695,0.5674910545,
285.3332825,0.1766015589,285.3332825,0.2178761214,285.3332825,0.3350714445,285.3332825,0.3665004075,285.3332825,0.5729400516,
284.666626,0.1800153404,284.666626,0.2215076834,284.666626,0.3405163884,284.666626,0.372018218,284.666626,0.5804507732,
283.9999695,0.1845109761,283.9999695,0.2271942049,283.9999695,0.3494512439,283.9999695,0.3798050284,283.9999695,0.5904612541,
283.3332825,0.1905581057,283.3332825,0.236123845,283.3332825,0.3635371029,283.3332825,0.3914477825,283.3332825,0.6047677994,
282.666626,0.1985651553,282.666626,0.2483566105,282.666626,0.3841557503,282.666626,0.4073607028,282.666626,0.6243789792,
281.9999695,0.2095846385,281.9999695,0.2656965852,281.9999695,0.4144761264,281.9999695,0.4294637442,281.9999695,0.6515192389,
281.3332825,0.2242737561,281.3332825,0.2889398932,281.3332825,0.4543733597,281.3332825,0.4593308568,281.3332825,0.6873909235,
280.666626,0.2442026287,280.666626,0.3207997382,280.666626,0.5092307329,280.666626,0.5000424385,280.666626,0.7363494635,
279.9999695,0.2713159025,279.9999695,0.3635055721,279.9999695,0.582420826,279.9999695,0.5548181534,279.9999695,0.8016452193,
279.3332825,0.308591187,279.3332825,0.4220597148,279.3332825,0.6806004643,279.3332825,0.6290206313,279.3332825,0.8897733092,
278.666626,0.360285759,278.666626,0.5007023811,278.666626,0.8120761514,278.666626,0.7299352884,278.666626,1.007057548,
277.9999695,0.4309749603,277.9999695,0.6056500673,277.9999695,0.9829175472,277.9999695,0.8637447357,277.9999695,1.161317587,
277.3332825,0.5297837257,277.3332825,0.7498150468,277.3332825,1.212386966,277.3332825,1.045998335,277.3332825,1.369488955,
276.666626,0.6626791954,276.666626,0.9403014779,276.666626,1.507944822,276.666626,1.283288956,276.666626,1.638525128,
275.9999695,0.8424335122,275.9999695,1.191907167,275.9999695,1.88690865,275.9999695,1.592049241,275.9999695,1.985559225,
275.3332825,1.080337524,275.3332825,1.517975569,275.3332825,2.364788294,275.3332825,1.98651731,275.3332825,2.42521286,
274.666626,1.39051342,274.666626,1.936609983,274.666626,2.964448214,274.666626,2.489883661,274.666626,2.980701208,
273.9999695,1.785941482,273.9999695,2.470299244,273.9999695,3.696837425,273.9999695,3.124767303,273.9999695,3.674326897,
273.3332825,2.287713528,273.3332825,3.150333405,273.3332825,4.420308113,273.3332825,3.885933876,273.3332825,4.44677639,
272.666626,2.834258556,272.666626,3.885159969,272.666626,4.89054203,272.666626,4.53708744,272.666626,4.938231945,
271.9999695,3.092273951,271.9999695,4.354593754,271.9999695,5.238270283,271.9999695,4.95096302,271.9999695,5.282635689,
271.3332825,2.935161352,271.3332825,4.342438698,271.3332825,5.384082317,271.3332825,5.165186882,271.3332825,5.42402935,
270.666626,2.771592379,270.666626,4.24596262,270.666626,5.528946877,270.666626,5.299393177,270.666626,5.611604214,
269.9999695,2.711091518,269.9999695,4.18350172,269.9999695,5.445097446,269.9999695,5.27485466,269.9999695,5.476868153,
269.3332825,2.762345314,269.3332825,4.252055168,269.3332825,5.328253746,269.3332825,5.250272274,269.3332825,5.3795681,
268.666626,2.916947365,268.666626,4.432326794,268.666626,5.4646101,268.666626,5.219364643,268.666626,5.427518368,
267.9999695,3.151215315,267.9999695,4.700201988,267.9999695,5.438790798,267.9999695,5.257954121,267.9999695,5.426803112,
267.3332825,3.426047087,267.3332825,4.985854149,267.3332825,5.480423927,267.3332825,5.340553761,267.3332825,5.561627388,
266.666626,3.718214273,266.666626,5.152037621,266.666626,5.508560181,266.666626,5.36631918,266.666626,5.556685925,
265.9999695,4.052430153,265.9999695,5.404427528,265.9999695,5.711249352,265.9999695,5.63631773,265.9999695,5.794290543,
265.3332825,4.331751347,265.3332825,5.224338531,265.3332825,5.497243881,265.3332825,5.385169983,265.3332825,5.485243797,
264.666626,4.32634306,264.666626,5.191810608,264.666626,5.273243427,264.666626,5.269566536,264.666626,5.413743973,
263.9999695,4.131646156,263.9999695,5.141322613,263.9999695,5.315541744,263.9999695,5.169776917,263.9999695,5.23912859,
263.3332825,3.969414711,263.3332825,5.154777527,263.3332825,5.328433037,263.3332825,5.212762833,263.3332825,5.321674824,
262.666626,3.868468285,262.666626,5.086156368,262.666626,5.284271717,262.666626,5.1395998,262.666626,5.293232918,
261.9999695,3.817128897,261.9999695,5.046341896,261.9999695,5.234826088,261.9999695,5.1139431,261.9999695,5.240604877,
261.3332825,3.76621151,261.3332825,5.003419876,261.3332825,5.157002926,261.3332825,5.167562962,261.3332825,5.174260139,
260.666626,3.724701881,260.666626,4.923313618,260.666626,5.098206997,260.666626,5.067286015,260.666626,5.090073109,
259.9999695,3.702511072,259.9999695,4.920793056,259.9999695,5.096889496,259.9999695,4.995942116,259.9999695,5.110982418,
259.3332825,3.731055021,259.3332825,4.882623672,259.3332825,4.975949287,259.3332825,4.94972229,259.3332825,5.000906944,
258.666626,3.742757559,258.666626,4.863381863,258.666626,4.992946148,258.666626,4.878676891,258.666626,4.978593826,
257.9999695,3.660415173,257.9999695,4.826969147,257.9999695,4.942294598,257.9999695,4.857860088,257.9999695,4.947741985,
257.3332825,3.494756222,257.3332825,4.721803188,257.3332825,4.895928383,257.3332825,4.838311195,257.3332825,4.88119173,
256.666626,3.323456287,256.666626,4.613415718,256.666626,4.814536572,256.666626,4.784108162,256.666626,4.821866989,
255.9999542,3.17208004,255.9999542,4.525458336,255.9999542,4.79142952,255.9999542,4.730103016,255.9999542,4.794213295,
255.3332977,3.018075943,255.3332977,4.397715092,255.3332977,4.749542713,255.3332977,4.665833473,255.3332977,4.74112606,
254.666626,2.873208761,254.666626,4.256709576,254.666626,4.688083172,254.666626,4.595570564,254.666626,4.698683739,
253.9999542,2.751214266,253.9999542,4.112369537,253.9999542,4.649605274,253.9999542,4.551907063,253.9999542,4.618349552,
253.3332977,2.672815323,253.3332977,4.030501842,253.3332977,4.580383778,253.3332977,4.498262405,253.3332977,4.564497471,
252.666626,2.635489225,252.666626,3.984885693,252.666626,4.547795296,252.666626,4.46503067,252.666626,4.530740738,
251.9999542,2.596849442,251.9999542,3.913518667,251.9999542,4.469227314,251.9999542,4.39527607,251.9999542,4.468999863,
251.3332977,2.503947973,251.3332977,3.768456936,251.3332977,4.415432453,251.3332977,4.302912712,251.3332977,4.396867275,
250.666626,2.348358154,250.666626,3.549068451,250.666626,4.367163658,250.666626,4.207854271,250.666626,4.344738483,

non-imine polymer t=48hrs FeCl3 0uM,
non-imine polymer t=48hrs FeCl3 0uM
Collection Time: 2024-09-12 8:54:20 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-12 8:41:50 AM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-12 8:41:51 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-12 8:41:51 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-12 8:41:51 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-12 8:41:51 AM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-12 8:45:07 AM, Old:800.000, New:1200.000
X Stop nm Changed: 2024-09-12 8:45:07 AM, Old:200.000, New:250.000
UVVIS Scan Rate nm Changed: 2024-09-12 8:45:07 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-12 8:45:07 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-12 8:45:07 AM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-12 8:45:07 AM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-12 8:45:07 AM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-12 8:45:07 AM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-12 8:45:07 AM, Old:0, New:2
Sipper Type Changed: 2024-09-12 8:45:07 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 250.000
<SBW (nm)> , 2.00
<Energy> , 52.48
<Slit Height> , Full

non-imine polymer t=48hrs FeCl3 5uM,
non-imine polymer t=48hrs FeCl3 5uM
Collection Time: 2024-09-12 8:58:32 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-12 8:41:50 AM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-12 8:41:51 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-12 8:41:51 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-12 8:41:51 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-12 8:41:51 AM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-12 8:45:07 AM, Old:800.000, New:1200.000
X Stop nm Changed: 2024-09-12 8:45:07 AM, Old:200.000, New:250.000
UVVIS Scan Rate nm Changed: 2024-09-12 8:45:07 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-12 8:45:07 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-12 8:45:07 AM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-12 8:45:07 AM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-12 8:45:07 AM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-12 8:45:07 AM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-12 8:45:07 AM, Old:0, New:2
Sipper Type Changed: 2024-09-12 8:45:07 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 250.000
<SBW (nm)> , 2.00
<Energy> , 52.48
<Slit Height> , Full

non-imine polymer t=48hrs FeCl3 20uM,
non-imine polymer t=48hrs FeCl3 20uM
Collection Time: 2024-09-12 9:02:40 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-12 8:41:50 AM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-12 8:41:51 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-12 8:41:51 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-12 8:41:51 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-12 8:41:51 AM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-12 8:45:07 AM, Old:800.000, New:1200.000
X Stop nm Changed: 2024-09-12 8:45:07 AM, Old:200.000, New:250.000
UVVIS Scan Rate nm Changed: 2024-09-12 8:45:07 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-12 8:45:07 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-12 8:45:07 AM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-12 8:45:07 AM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-12 8:45:07 AM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-12 8:45:07 AM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-12 8:45:07 AM, Old:0, New:2
Sipper Type Changed: 2024-09-12 8:45:07 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 250.000
<SBW (nm)> , 2.00
<Energy> , 52.48
<Slit Height> , Full

non-imine polymer t=48hrs FeCl3 50uM,
non-imine polymer t=48hrs FeCl3 50uM
Collection Time: 2024-09-12 9:06:40 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-12 8:41:50 AM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-12 8:41:51 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-12 8:41:51 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-12 8:41:51 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-12 8:41:51 AM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-12 8:45:07 AM, Old:800.000, New:1200.000
X Stop nm Changed: 2024-09-12 8:45:07 AM, Old:200.000, New:250.000
UVVIS Scan Rate nm Changed: 2024-09-12 8:45:07 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2024-09-12 8:45:07 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2024-09-12 8:45:07 AM, Old:    1.000, New:    0.667
Source changeover Changed: 2024-09-12 8:45:07 AM, Old:   350.00, New:   300.00
Detector changeover Changed: 2024-09-12 8:45:07 AM, Old:   800.00, New:   900.00
Grating changeover Changed: 2024-09-12 8:45:07 AM, Old:   800.00, New:   900.00
Baseline Correction Changed: 2024-09-12 8:45:07 AM, Old:0, New:2
Sipper Type Changed: 2024-09-12 8:45:07 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 250.000
<SBW (nm)> , 2.00
<Energy> , 52.48
<Slit Height> , Full

non-imine polymer t=48hrs FeCl3 100uM,
non-imine polymer t=48hrs FeCl3 100uM
Collection Time: 2024-09-12 9:10:50 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2024-09-12 8:41:50 AM
Method Modifications:
ConcentrationReportSelected Changed: 2024-09-12 8:41:51 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2024-09-12 8:41:51 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2024-09-12 8:41:51 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2024-09-12 8:41:51 AM, Old:ON, New:Choice 0
X Start nm Changed: 2024-09-12 8:45:07 AM, Old:800.000, New:1200.000
X Stop nm Changed: 2024-09-12 8:45:07 AM, Old:200.000, New:250.000
UVVIS Scan Rate nm Changed: 2024-09-12 8:45:07 AM, Old:  602.007, New:  600.000
