non-imine undoped,,non-imine 1 min FeCl3 doping,,non-imine 10 min FeCl3,,non-imine 30 min FeCl3 doping,,non-imine polymer 1 hour FeCl3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
660.666626,-0.01318123378,660.666626,-0.01635767147,660.666626,-0.02335960045,660.666626,-0.01538704522,660.666626,-0.01905176416,
660,-0.01306700893,660,-0.01625340618,660,-0.0232292749,660,-0.01525565516,660,-0.01905830391,
659.333313,-0.01306876726,659.333313,-0.0162948966,659.333313,-0.02330661193,659.333313,-0.01528284606,659.333313,-0.01908114552,
658.666626,-0.0131820878,658.666626,-0.01638130471,658.666626,-0.02341832221,658.666626,-0.01547463331,658.666626,-0.01912147366,
658,-0.01298541576,658,-0.01619999111,658,-0.02334924787,658,-0.01530768629,658,-0.01905637234,
657.333313,-0.01317460462,657.333313,-0.0163079109,657.333313,-0.02338358946,657.333313,-0.01543061715,657.333313,-0.0191133488,
656.666626,-0.0131640071,656.666626,-0.0163101051,656.666626,-0.02334811911,656.666626,-0.01540208608,656.666626,-0.01912330836,
656,-0.01293602027,656,-0.01609294489,656,-0.02326912247,656,-0.01525270566,656,-0.01899576932,
655.333313,-0.01310433354,655.333313,-0.01634760015,655.333313,-0.02358286828,655.333313,-0.01553942636,655.333313,-0.01912013628,
654.666626,-0.01316968258,654.666626,-0.01635213755,654.666626,-0.02338903584,654.666626,-0.01549516618,654.666626,-0.01912652701,
654,-0.01314708032,654,-0.01648469269,654,-0.02354991436,654,-0.01540938113,654,-0.01905939355,
653.333313,-0.01310569048,653.333313,-0.01628038473,653.333313,-0.02354604006,653.333313,-0.01550720632,653.333313,-0.01920826361,
652.666626,-0.01308675203,652.666626,-0.01624014042,652.666626,-0.02349503525,652.666626,-0.01540788263,652.666626,-0.01904200204,
652,-0.01302556135,652,-0.01647891104,652,-0.02363984287,652,-0.01560331043,652,-0.01929275692,
651.333313,-0.01291074231,651.333313,-0.01627101004,651.333313,-0.02344515361,651.333313,-0.01546154357,651.333313,-0.01901529357,
650.666626,-0.01310483646,650.666626,-0.01636978798,650.666626,-0.02366724983,650.666626,-0.01554527041,650.666626,-0.01908763684,
650,-0.01320579275,650,-0.01643634215,650,-0.02360150032,650,-0.01557773817,650,-0.01921524666,
649.333313,-0.01307655405,649.333313,-0.01640947163,649.333313,-0.0236875955,649.333313,-0.01565395109,649.333313,-0.01919994131,
648.666626,-0.01314421743,648.666626,-0.01642173529,648.666626,-0.02355290577,648.666626,-0.0155856302,648.666626,-0.01926254667,
648,-0.01310046576,648,-0.01642756723,648,-0.02374587953,648,-0.01569330133,648,-0.01925908029,
647.333313,-0.01316606626,647.333313,-0.01639486477,647.333313,-0.02364592254,647.333313,-0.01561389863,647.333313,-0.01923644543,
646.666626,-0.01297200006,646.666626,-0.01635487936,646.666626,-0.02358502522,646.666626,-0.01558727771,646.666626,-0.01917948388,
646,-0.01315391157,646,-0.01639910229,646,-0.02359105647,646,-0.01575421728,646,-0.01918423921,
645.333313,-0.01315903477,645.333313,-0.01642038859,645.333313,-0.02378940582,645.333313,-0.01570818201,645.333313,-0.01930315606,
644.666626,-0.01319188159,644.666626,-0.01638289914,644.666626,-0.02374632098,644.666626,-0.01573409699,644.666626,-0.01918557659,
644,-0.01307203248,644,-0.01633787714,644,-0.0236873012,644,-0.01575551555,644,-0.01932187565,
643.333313,-0.01306947041,643.333313,-0.01635941677,643.333313,-0.02376911417,643.333313,-0.01578402333,643.333313,-0.01937866956,
642.666626,-0.01315044519,642.666626,-0.0163292028,642.666626,-0.02372328192,642.666626,-0.01569694653,642.666626,-0.01921648532,
642,-0.01295893546,642,-0.01629878581,642,-0.02365288511,642,-0.01570713334,642,-0.01918949001,
641.333313,-0.01306982245,641.333313,-0.01644606143,641.333313,-0.02383503318,641.333313,-0.01586599089,641.333313,-0.01929503493,
640.666626,-0.0130179245,640.666626,-0.01639905199,640.666626,-0.02370391972,640.666626,-0.01573274843,640.666626,-0.01921281964,
640,-0.0129867224,640,-0.01643021032,640,-0.02372328192,640,-0.0158603508,640,-0.0191788394,
639.333313,-0.01285601128,639.333313,-0.01613095775,639.333313,-0.02370087989,639.333313,-0.01573879085,639.333313,-0.01909665391,
638.666626,-0.01289104205,638.666626,-0.016325064,638.666626,-0.02374195866,638.666626,-0.01577179134,638.666626,-0.01915501244,
638,-0.01277613733,638,-0.01626328006,638,-0.02357766964,638,-0.0156628415,638,-0.01908030361,
637.333313,-0.01280825958,637.333313,-0.01626682095,637.333313,-0.02358487807,637.333313,-0.01557034533,637.333313,-0.01912841015,
636.666626,-0.01282610372,636.666626,-0.01628731564,636.666626,-0.02371181175,636.666626,-0.01569549926,636.666626,-0.01919662394,
636,-0.01277960651,636,-0.01641859487,636,-0.02378994413,636,-0.01572171412,636,-0.01923000813,
635.333313,-0.01264797803,635.333313,-0.01617081277,635.333313,-0.02366675995,635.333313,-0.01565090567,635.333313,-0.01901900955,
634.666626,-0.0127518056,634.666626,-0.01612821408,634.666626,-0.02351180837,634.666626,-0.0156336762,634.666626,-0.01899903826,
634,-0.01263364591,634,-0.01609992795,634,-0.02361042425,634,-0.01556644961,634,-0.01912756823,
633.333313,-0.01253944729,633.333313,-0.01606914587,633.333313,-0.02356398851,633.333313,-0.01556345262,633.333313,-0.01908768527,
632.666626,-0.01246992871,632.666626,-0.01598392427,632.666626,-0.02345805429,632.666626,-0.01556275319,632.666626,-0.0190115273,
632,-0.01233166456,632,-0.01592733152,632,-0.02341434918,632,-0.01536715683,632,-0.01886417717,
631.333313,-0.0123353377,631.333313,-0.01568056829,631.333313,-0.02314043976,631.333313,-0.01522311382,631.333313,-0.01868617907,
630.666626,-0.01227766555,630.666626,-0.01572810486,630.666626,-0.02334547043,630.666626,-0.01516912226,630.666626,-0.01878981292,
630,-0.01218474843,630,-0.01586164907,630,-0.02316841669,630,-0.01517967135,630,-0.018692974,
629.333313,-0.01221203152,629.333313,-0.0157337971,629.333313,-0.02325395867,629.333313,-0.0150866732,629.333313,-0.01865136437,
628.666626,-0.01208415814,628.666626,-0.01562308799,628.666626,-0.02311039716,628.666626,-0.01510227378,628.666626,-0.01867189631,
628,-0.01220095716,628,-0.01562313829,628,-0.02295765467,628,-0.01513317507,628,-0.01864675246,
627.333313,-0.01182784513,627.333313,-0.01543861069,627.333313,-0.0228518676,627.333313,-0.01471753418,627.333313,-0.01837443374,
626.666626,-0.01193418633,626.666626,-0.01556030568,626.666626,-0.02289847843,626.666626,-0.01482937485,626.666626,-0.01848295517,
626,-0.0118440669,626,-0.01554851793,626,-0.02292981185,626,-0.01477393322,626,-0.0184289217,
625.333313,-0.01151905116,625.333313,-0.01514482405,625.333313,-0.02245009132,625.333313,-0.0144738378,625.333313,-0.0182506945,
624.666626,-0.01154375449,624.666626,-0.01529629063,624.666626,-0.02263598889,624.666626,-0.01459835656,624.666626,-0.01822219975,
624,-0.0114156846,624,-0.0150278639,624,-0.02248027734,624,-0.01428781915,624,-0.01805476658,
623.333313,-0.01128641609,623.333313,-0.01497870032,623.333313,-0.02242880315,623.333313,-0.01418591104,623.333313,-0.01802471839,
622.666626,-0.01122542471,622.666626,-0.01498990413,622.666626,-0.02218772285,622.666626,-0.01420410071,622.666626,-0.01795940101,
622,-0.01097743865,622,-0.01483687945,622,-0.02208184637,622,-0.01406748965,622,-0.01788731664,
621.333313,-0.01091902982,621.333313,-0.01474375837,621.333313,-0.02202333696,621.333313,-0.01395384874,621.333313,-0.01780463755,
620.666626,-0.01081567165,620.666626,-0.01454874314,620.666626,-0.02188537456,620.666626,-0.01370330248,620.666626,-0.01758891903,
620,-0.01075597759,620,-0.01459505223,620,-0.02194483764,620,-0.0137515571,620,-0.01769629493,
619.333313,-0.01051601022,619.333313,-0.01435193792,619.333313,-0.02162783779,619.333313,-0.01346636377,619.333313,-0.01733906753,
618.666626,-0.0103763137,618.666626,-0.01417298336,618.666626,-0.0214954149,618.666626,-0.01347549818,618.666626,-0.01728290133,
618,-0.01021113712,618,-0.01411540341,618,-0.02136068419,618,-0.01319524646,618,-0.01713158004,
617.333313,-0.01003780309,617.333313,-0.01410322543,617.333313,-0.02116605453,617.333313,-0.01306685805,617.333313,-0.01702207327,
616.666626,-0.009887172841,616.666626,-0.01390712056,616.666626,-0.02113661729,616.666626,-0.01300802641,616.666626,-0.01697652042,
616,-0.0098338807,616,-0.01369146351,616,-0.02099620178,616,-0.01290174667,616,-0.0169454515,
615.333313,-0.009712798521,615.333313,-0.01370871998,615.333313,-0.02097414993,615.333313,-0.01284037903,615.333313,-0.0168369431,
614.666626,-0.009435476735,614.666626,-0.01350746863,614.666626,-0.02065318264,614.666626,-0.01248200238,614.666626,-0.0166272223,
614,-0.009339516982,614,-0.01335874014,614,-0.02053053677,614,-0.01230529509,614,-0.01651150733,
613.333313,-0.009121225215,613.333313,-0.01315360982,613.333313,-0.02037767507,613.333313,-0.01218847372,613.333313,-0.01627978683,
612.666626,-0.008977630176,612.666626,-0.01312578283,612.666626,-0.02032130584,612.666626,-0.0120075671,612.666626,-0.01622916758,
612,-0.008735612035,612,-0.01279312931,612,-0.01999965869,612,-0.01178375911,612,-0.0158848092,
611.333313,-0.008457513526,611.333313,-0.01272732206,611.333313,-0.01990026794,611.333313,-0.01164819952,611.333313,-0.01594579779,
610.666626,-0.008279922418,610.666626,-0.01262303535,610.666626,-0.01972546615,610.666626,-0.0115746567,610.666626,-0.01581587456,
610,-0.008054744452,610,-0.01243964303,610,-0.0197200235,610,-0.01139213331,610,-0.01563842036,
609.333313,-0.007897171192,609.333313,-0.01233483478,609.333313,-0.01951639168,609.333313,-0.01122931018,609.333313,-0.01540788263,
608.666626,-0.007793803699,608.666626,-0.01206633355,608.666626,-0.01940733567,608.666626,-0.01107157301,608.666626,-0.01527299918,
608,-0.007482839283,608,-0.01187288295,608,-0.01919394918,608,-0.01089560334,608,-0.0150768226,
607.333313,-0.00699628517,607.333313,-0.01151199266,607.333313,-0.01891875081,607.333313,-0.01048508286,607.333313,-0.01485063881,
606.666626,-0.006982631981,606.666626,-0.01157460641,606.666626,-0.01887726411,606.666626,-0.01054289378,606.666626,-0.01478429139,
606,-0.006791337859,606,-0.01143671293,606,-0.01872337051,606,-0.01044424716,606,-0.01472919527,
605.333313,-0.006651304662,605.333313,-0.01129272114,605.333313,-0.0186536964,605.333313,-0.01032839064,605.333313,-0.01460316218,
604.666626,-0.006361714564,604.666626,-0.01098430343,604.666626,-0.01861277781,604.666626,-0.01010138821,604.666626,-0.01441750024,
604,-0.006227360573,604,-0.01091504097,604,-0.01838341542,604,-0.01000249013,604,-0.01433646027,
603.333313,-0.00587298302,603.333313,-0.01076077577,603.333313,-0.01822552644,603.333313,-0.009850988165,603.333313,-0.01411560364,
602.666626,-0.005643026438,602.666626,-0.01053885091,602.666626,-0.01812935434,602.666626,-0.009728694335,602.666626,-0.01395735797,
602,-0.005468830466,602,-0.01045582164,602,-0.01799645647,602,-0.009594162926,602,-0.01384027861,
601.333313,-0.005259376019,601.333313,-0.01028142218,601.333313,-0.0178411603,601.333313,-0.009548837319,601.333313,-0.01395419985,
600.666626,-0.005010824185,600.666626,-0.01022479031,600.666626,-0.01785363071,600.666626,-0.00937235076,600.666626,-0.01370877028,
600,-0.004762795754,600,-0.009885149077,600,-0.01757594198,600,-0.00930658076,600,-0.01352252439,
599.333313,-0.004507298581,599.333313,-0.009725302458,599.333313,-0.01748857833,599.333313,-0.009119856171,599.333313,-0.01342204306,
598.666626,-0.004089410417,598.666626,-0.009334805422,598.666626,-0.01721413992,598.666626,-0.008749972098,598.666626,-0.01305359602,
598,-0.003827153472,598,-0.009185705334,598,-0.01699673384,598,-0.008609198034,598,-0.01285993122,
597.333313,-0.003571978305,597.333313,-0.008976615965,597.333313,-0.01695062965,597.333313,-0.008392315358,597.333313,-0.01295431238,
596.666626,-0.003142395057,596.666626,-0.008622800931,596.666626,-0.01666434109,596.666626,-0.008226026781,596.666626,-0.01276100613,
596,-0.002764913253,596,-0.00839957688,596,-0.01641565375,596,-0.008018354885,596,-0.01242616028,
595.333313,-0.002471329644,595.333313,-0.008206975646,595.333313,-0.01622886956,595.333313,-0.00780199049,595.333313,-0.01231586281,
594.666626,-0.001996183535,594.666626,-0.007831024937,594.666626,-0.01584362984,594.666626,-0.007370973937,594.666626,-0.01199568156,
594,-0.001665927935,594,-0.0074676238,594,-0.0155355297,594,-0.007138499524,594,-0.01173326932,
593.333313,-0.00124281738,593.333313,-0.007053798065,593.333313,-0.0153251281,593.333313,-0.006834047381,593.333313,-0.01145703346,
592.666626,-0.0007974870387,592.666626,-0.006834964734,592.666626,-0.01508402266,592.666626,-0.006521680858,592.666626,-0.01123733167,
592,-0.0003949954989,592,-0.006452213041,592,-0.01479860302,592,-0.006229095627,592,-0.01099071465,
591.333313,2.542076436E-005,591.333313,-0.006186888088,591.333313,-0.01448074821,591.333313,-0.005946220364,591.333313,-0.01076724008,
590.666626,0.0005598859279,590.666626,-0.005780677777,590.666626,-0.01416676957,590.666626,-0.005522303283,590.666626,-0.01030007843,
590,0.001088599791,590,-0.005347393919,590,-0.01372502279,590,-0.005107437726,590,-0.01008687168,
589.333313,0.001641862676,589.333313,-0.004921918735,589.333313,-0.01320689823,589.333313,-0.004738062155,589.333313,-0.009788225405,
588.666626,0.002128295833,588.666626,-0.004525334109,588.666626,-0.01293210033,588.666626,-0.004218069836,588.666626,-0.009364750236,
588,0.002649964299,588,-0.004018475302,588,-0.0125471428,588,-0.003897966119,588,-0.009096534923,
587.333313,0.003159092041,587.333313,-0.0035406549,587.333313,-0.01213707402,587.333313,-0.003572389018,587.333313,-0.008721658029,
586.666626,0.003797693644,586.666626,-0.003126615193,586.666626,-0.01168398373,586.666626,-0.003100091824,586.666626,-0.008338585496,
586,0.004106018692,586,-0.002722779056,586,-0.01141719706,586,-0.002645290922,586,-0.008082897402,
585.333313,0.004808776546,585.333313,-0.002150089946,585.333313,-0.01078395732,585.333313,-0.002156838542,585.333313,-0.007555347867,
584.666626,0.005532598123,584.666626,-0.001634105807,584.666626,-0.01030205004,584.666626,-0.001594647183,584.666626,-0.007273131981,
584,0.005992860068,584,-0.001086213626,584,-0.009719075635,584,-0.001011790242,584,-0.006826249883,
583.333313,0.006662403699,583.333313,-0.0007345399936,583.333313,-0.009408170357,583.333313,-0.0006750987959,583.333313,-0.006356102414,
582.666626,0.007234346122,582.666626,-0.0001735048718,582.666626,-0.008927371353,582.666626,-0.0001438503823,582.666626,-0.006001932081,
582,0.007810838055,582,0.0003367257596,582,-0.008381194435,582,0.0002953039657,582,-0.005662139039,
581.333313,0.008451887406,581.333313,0.0008015215863,581.333313,-0.007903272286,581.333313,0.0008882528637,581.333313,-0.005202955101,
580.666626,0.009289563634,580.666626,0.001578050549,580.666626,-0.0072039878,580.666626,0.001490298309,580.666626,-0.00465340307,
580,0.009860158898,580,0.002066128887,580,-0.006680415943,580,0.002223800635,580,-0.004234989174,
579.333313,0.0104481047,579.333313,0.002536920365,579.333313,-0.006230116356,579.333313,0.002701926045,579.333313,-0.003778809682,
578.666626,0.01109438855,578.666626,0.003063407494,578.666626,-0.005714463536,578.666626,0.003086062381,578.666626,-0.003384312615,
578,0.01182299946,578,0.003696202999,578,-0.005120228976,578,0.003767847316,578,-0.00285811862,
577.333313,0.0123891579,577.333313,0.004243023694,577.333313,-0.004655298311,577.333313,0.004308718722,577.333313,-0.002488831757,
576.666626,0.01314673293,576.666626,0.004756143317,576.666626,-0.004043967929,576.666626,0.004966740031,576.666626,-0.001930472092,
576,0.01370836888,576,0.005294343457,576,-0.003394329688,576,0.005507298745,576,-0.001714817132,
575.333313,0.01432030462,575.333313,0.005969423335,575.333313,-0.003038351657,575.333313,0.006034697872,575.333313,-0.001274461742,
574.666626,0.01508822758,574.666626,0.006496438757,574.666626,-0.002274329308,574.666626,0.006676361896,574.666626,-0.0006966536166,
574,0.01580072939,574,0.007096526213,574,-0.001747406786,574,0.007289991714,574,-9.022911399E-005,
573.333313,0.01662385464,573.333313,0.007681371178,573.333313,-0.0009955713758,573.333313,0.008029566146,573.333313,0.0004777293361,
572.666626,0.01711468957,572.666626,0.008193270303,572.666626,-0.0005483843852,572.666626,0.00846233964,572.666626,0.0007707652403,
572,0.01802745834,572,0.009014828131,572,1.760281521E-005,572,0.009214332327,572,0.001255678013,
571.333313,0.01864092052,571.333313,0.009540023282,571.333313,0.0007534430479,571.333313,0.009910819121,571.333313,0.001941691735,
570.666626,0.01927378587,570.666626,0.01015909389,570.666626,0.001284962986,570.666626,0.01050718687,570.666626,0.002299079672,
570,0.02011220343,570,0.01091745682,570,0.001993438695,570,0.01129044127,570,0.00297736167,
569.333313,0.0207762178,569.333313,0.01139762904,569.333313,0.002414482646,569.333313,0.01185859181,569.333313,0.003453447716,
568.666626,0.02136489004,568.666626,0.01211828366,568.666626,0.003153981408,568.666626,0.0125032505,568.666626,0.004027133808,
568,0.02211364917,568,0.01257668249,568,0.003728316166,568,0.01320090052,568,0.004551847931,
567.333313,0.02298792079,567.333313,0.01321920659,567.333313,0.004375861958,567.333313,0.01390378829,567.333313,0.004948464222,
566.666626,0.02360611223,566.666626,0.01404504199,566.666626,0.005203138571,566.666626,0.01461986266,566.666626,0.005651853047,
566,0.02442761138,566,0.01463346276,566,0.005823975895,566,0.01533135492,566,0.006278480403,
565.333313,0.02520320751,565.333313,0.01536704786,565.333313,0.006607311778,565.333313,0.01614536904,565.333313,0.006870929152,
564.666626,0.02591696009,564.666626,0.01602824777,564.666626,0.007198104169,564.666626,0.01683765091,564.666626,0.007361336146,
564,0.02663447522,564,0.01656226814,564,0.007827099413,564,0.01731008478,564,0.007844311185,
563.333313,0.02738430351,563.333313,0.01733546145,563.333313,0.008633625694,563.333313,0.01824731752,563.333313,0.00851999037,
562.666626,0.02805777267,562.666626,0.01789914444,562.666626,0.009263039567,562.666626,0.01898403652,562.666626,0.008941731416,
562,0.02895774506,562,0.01864586398,562,0.009934389964,562,0.0197428111,562,0.009757877328,
561.333313,0.02972703986,561.333313,0.01943623461,561.333313,0.01057566609,561.333313,0.02038911358,561.333313,0.01026936807,
560.666626,0.03034946322,560.666626,0.01988817193,560.666626,0.01123061497,560.666626,0.02110624313,560.666626,0.01083037164,
560,0.03118199669,560,0.02065653726,560,0.01190078538,560,0.02179232985,560,0.01138101984,
559.333313,0.03182790056,559.333313,0.02131695487,559.333313,0.01256277319,559.333313,0.02245027944,559.333313,0.0119155515,
558.666626,0.03255442157,558.666626,0.02198739164,558.666626,0.01317592338,558.666626,0.02323073335,558.666626,0.01247999258,
558,0.03345501795,558,0.02280201204,558,0.01411033887,558,0.02418229543,558,0.01330882683,
557.333313,0.03433745727,557.333313,0.02360542864,557.333313,0.01480138954,557.333313,0.02496375889,557.333313,0.01401258539,
556.666626,0.03498945385,556.666626,0.0242086798,556.666626,0.01521882229,556.666626,0.0256433133,556.666626,0.01438722108,
555.999939,0.03562000394,555.999939,0.02490355447,555.999939,0.01608205028,555.999939,0.02638518624,555.999939,0.01495440304,
555.333313,0.03638645262,555.333313,0.02566882409,555.333313,0.01687002368,555.333313,0.02704156749,555.333313,0.01556112245,
554.666626,0.0373336859,554.666626,0.02640950307,554.666626,0.0175205525,554.666626,0.02792538516,554.666626,0.01642258465,
553.999939,0.03805679455,553.999939,0.02702005394,553.999939,0.01814625412,553.999939,0.02866893075,553.999939,0.01682567596,
553.333313,0.03872818127,553.333313,0.0277100075,553.333313,0.01892335713,553.333313,0.02939040028,553.333313,0.01743771136,
552.666626,0.03961619362,552.666626,0.02854863182,552.666626,0.01969394274,552.666626,0.03028243035,552.666626,0.01822509989,
551.999939,0.0404468365,551.999939,0.02926705033,551.999939,0.02037438378,551.999939,0.03114567325,551.999939,0.01891586743,
551.333313,0.04124067351,551.333313,0.03007323295,551.333313,0.02122150734,551.333313,0.03189110756,551.333313,0.01954469271,
550.666626,0.04183268547,550.666626,0.03068181872,550.666626,0.02172777429,550.666626,0.03248768672,550.666626,0.02020930499,
549.999939,0.04285679385,549.999939,0.03153305501,549.999939,0.02271788567,549.999939,0.03331477195,549.999939,0.02086434327,
549.333313,0.04371905699,549.333313,0.0322891064,549.333313,0.02348884568,549.333313,0.03432252631,549.333313,0.0215711575,
548.666626,0.0445888862,548.666626,0.03312774375,548.666626,0.02423837595,548.666626,0.03498894721,548.666626,0.02223245054,
547.999939,0.04534461722,547.999939,0.03380344436,547.999939,0.02506346069,547.999939,0.03579669818,547.999939,0.02284604684,
547.333313,0.04595822096,547.333313,0.03462872282,547.333313,0.0256473776,547.333313,0.03653402999,547.333313,0.0236319676,
546.666626,0.04697284847,546.666626,0.03530878574,546.666626,0.0265473444,546.666626,0.03746620566,546.666626,0.02427751943,
545.999939,0.04783578962,545.999939,0.03624441102,545.999939,0.02732133679,545.999939,0.03839402646,545.999939,0.02504637651,
545.333313,0.04891220853,545.333313,0.0370083265,545.333313,0.02832197584,545.333313,0.03943139315,545.333313,0.02598307654,
544.666626,0.04961966723,544.666626,0.0378828235,544.666626,0.0290239118,544.666626,0.04018702731,544.666626,0.02676858753,
543.999939,0.05058103055,543.999939,0.03882180899,543.999939,0.03004388139,543.999939,0.04117907956,543.999939,0.02753563784,
543.333313,0.05124131963,543.333313,0.03917774186,543.333313,0.03042841889,543.333313,0.04182709754,543.333313,0.02796955593,
542.666626,0.05215321481,542.666626,0.04015431553,542.666626,0.03131535277,542.666626,0.04264270887,542.666626,0.02879590169,
541.999939,0.05284028128,541.999939,0.04086942598,541.999939,0.03198681399,541.999939,0.04337580502,541.999939,0.02933143452,
541.333313,0.05374373868,541.333313,0.04175188392,541.333313,0.03292412683,541.333313,0.04436236247,541.333313,0.03008377366,
540.666626,0.05439218879,540.666626,0.04246278107,540.666626,0.03355996311,540.666626,0.04512717575,540.666626,0.03076981008,
539.999939,0.05506785214,539.999939,0.04310008511,539.999939,0.03405699879,539.999939,0.04570446908,539.999939,0.03136526421,
539.333313,0.0560682565,539.333313,0.04394409806,539.333313,0.03488666192,539.333313,0.0466177091,539.333313,0.03197240829,
538.666626,0.05683793128,538.666626,0.04476811737,538.666626,0.03579669818,538.666626,0.0473911874,538.666626,0.03282115236,
537.999939,0.05762366578,537.999939,0.04550679773,537.999939,0.03650511429,537.999939,0.0482259728,537.999939,0.03356401622,
537.333313,0.05844443291,537.333313,0.04615774006,537.333313,0.03726032004,537.333313,0.04892715812,537.333313,0.03405081108,
536.666626,0.05936512351,536.666626,0.04697789624,536.666626,0.03792488202,536.666626,0.04981556162,536.666626,0.03482307494,
535.999939,0.06004845724,535.999939,0.0477107279,535.999939,0.03874881566,535.999939,0.05060156435,535.999939,0.03551380709,
535.333313,0.06070836261,535.333313,0.04845301434,535.333313,0.03941123933,535.333313,0.05135455355,535.333313,0.03617795184,
534.666626,0.0615445599,534.666626,0.04919558764,534.666626,0.0401058495,534.666626,0.05209174752,534.666626,0.03684948385,
533.999939,0.06223677099,533.999939,0.05001247302,533.999939,0.04079036787,533.999939,0.05300350115,533.999939,0.0375466086,
533.333313,0.06311031431,533.333313,0.05065555125,533.333313,0.04167412221,533.333313,0.05382237583,533.333313,0.03828827664,
532.666626,0.06385362893,532.666626,0.05134904757,532.666626,0.04220350087,532.666626,0.05441792309,532.666626,0.0387929976,
531.999939,0.06481809169,531.999939,0.05229673162,531.999939,0.04323875159,531.999939,0.05551162362,531.999939,0.0396785289,
531.333313,0.06542154402,531.333313,0.0529489629,531.333313,0.0439077802,531.333313,0.05608268827,531.333313,0.04032925516,
530.666626,0.06620301306,530.666626,0.053769283,530.666626,0.04457213357,530.666626,0.05701768771,530.666626,0.04096294567,
529.999939,0.0670876652,529.999939,0.05453533307,529.999939,0.04547155648,529.999939,0.05773050338,529.999939,0.04180113226,
529.333313,0.06771570444,529.333313,0.05508254468,529.333313,0.04605276138,529.333313,0.05828418583,529.333313,0.0424204506,
528.666626,0.06841394305,528.666626,0.05597027764,528.666626,0.04670423269,528.666626,0.05925530195,528.666626,0.04309853911,
527.999939,0.06911896169,527.999939,0.05648489669,527.999939,0.04743662849,527.999939,0.05989388749,527.999939,0.04360564798,
527.333313,0.06985269487,527.333313,0.05719577521,527.333313,0.04816699401,527.333313,0.06074387953,527.333313,0.04429737478,
526.666626,0.07047439367,526.666626,0.05794553086,526.666626,0.04881698638,526.666626,0.06138063222,526.666626,0.04501012713,
525.999939,0.0712871924,525.999939,0.05883169919,525.999939,0.04957387969,525.999939,0.06232081726,525.999939,0.04569905996,
525.333313,0.07204624265,525.333313,0.05945654213,525.333313,0.05036470667,525.333313,0.06300495565,525.333313,0.0464464128,
524.666626,0.07255286723,524.666626,0.06007461622,524.666626,0.05090546235,524.666626,0.06361024082,524.666626,0.04699243605,
523.999939,0.0732466504,523.999939,0.06074393913,523.999939,0.05158615485,523.999939,0.06443025172,523.999939,0.04765976593,
523.333313,0.07406291366,523.333313,0.06152926013,523.333313,0.05243746191,523.333313,0.06526195258,523.333313,0.04841348156,
522.666626,0.07476799935,522.666626,0.06215223297,522.666626,0.05305998027,522.666626,0.06594920903,522.666626,0.04906807467,
521.999939,0.07548716664,521.999939,0.06294783205,521.999939,0.05377702042,521.999939,0.06670249999,521.999939,0.04971050844,
521.333313,0.07586842775,521.333313,0.06349886209,521.333313,0.0544141382,521.333313,0.06735105067,521.333313,0.05030436441,
520.666626,0.0767371729,520.666626,0.0642657429,520.666626,0.05513121188,520.666626,0.06814606488,520.666626,0.05080994964,
519.999939,0.07732222974,519.999939,0.06477754563,519.999939,0.05560087785,519.999939,0.06885182112,519.999939,0.05157192796,
519.333313,0.0778632015,519.333313,0.06551604718,519.333313,0.05622264743,519.333313,0.06935497373,519.333313,0.05224750564,
518.666626,0.07848311216,518.666626,0.06599630415,518.666626,0.05676706508,518.666626,0.07004704326,518.666626,0.05272046477,
517.999939,0.07902897894,517.999939,0.06671853364,517.999939,0.05754797161,517.999939,0.07077345252,517.999939,0.05348179489,
517.333313,0.07971117646,517.333313,0.06724499166,517.333313,0.05807168409,517.333313,0.07144852728,517.333313,0.05400827155,
516.666626,0.08031567186,516.666626,0.06788085401,516.666626,0.05872118101,516.666626,0.07225621492,516.666626,0.05474112183,
515.999939,0.08078948408,515.999939,0.06842146069,515.999939,0.05937806517,515.999939,0.07262761146,515.999939,0.05512697995,
515.333313,0.08135386556,515.333313,0.06907340139,515.333313,0.05995982885,515.333313,0.07342299819,515.333313,0.05576811358,
514.666626,0.08212353289,514.666626,0.06984135509,514.666626,0.06080685183,514.666626,0.07415099442,514.666626,0.05651166663,
513.999939,0.08258572966,513.999939,0.07039773464,513.999939,0.06126433983,513.999939,0.07471723109,513.999939,0.05713533238,
513.333313,0.0832285434,513.333313,0.07095495611,513.333313,0.06191720068,513.333313,0.07541907579,513.333313,0.05783414468,
512.666626,0.08385099471,512.666626,0.07157991827,512.666626,0.06250572205,512.666626,0.07620342821,512.666626,0.05839959905,
511.9999695,0.08437356353,511.9999695,0.07210320234,511.9999695,0.06306780875,511.9999695,0.07661724836,511.9999695,0.05889267847,
511.333313,0.08479571342,511.333313,0.07263412327,511.333313,0.06354992092,511.333313,0.07719085366,511.333313,0.05947661027,
510.666626,0.08532717824,510.666626,0.07316824049,510.666626,0.06404228508,510.666626,0.07781130075,510.666626,0.06006230786,
509.9999695,0.08588979393,509.9999695,0.07371136546,509.9999695,0.06478088349,509.9999695,0.07844223827,509.9999695,0.06062495708,
509.333313,0.08641052991,509.333313,0.07441689074,509.333313,0.06530810148,509.333313,0.07909549773,509.333313,0.06118836626,
508.666626,0.08695779741,508.666626,0.07489362359,508.666626,0.06595815718,508.666626,0.07973300666,508.666626,0.06183935329,
