non-imine polymer 0.0% TFA,,non-imine polymer 0.017% TFA,,non-imine polymer 0.05% TFA,,non-imine polymer 0.1% TFA,,non-imine polymer 0.25% TFA,,non-imine polymer 0.5% TFA,,non-imine polymer 1.0% TFA,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
888.666687,0.001319754287,888.666687,0.0006341771805,888.666687,0.0003427100892,888.666687,0.001080295537,888.666687,0.001644565025,888.666687,0.003259388031,888.666687,0.002300745109,
888,0.0001019250194,888,-0.001082598581,888,-0.001477797865,888,-0.0005113091902,888,0.001077544759,888,0.0001722793968,888,0.0001170721298,
887.333374,0.0009019228746,887.333374,0.0005076615489,887.333374,0.0008846214041,887.333374,0.0004324591428,887.333374,0.00104791054,887.333374,0.002752617467,887.333374,0.001054449705,
886.666687,3.383427975E-005,886.666687,-0.000811336271,886.666687,-0.0001367081713,886.666687,-0.001153705176,886.666687,-0.00121313252,886.666687,0.002051095711,886.666687,-8.432829782E-005,
886,-0.001237241901,886,9.809301264E-005,886,-0.0003366459277,886,0.001214038697,886,0.0008597209235,886,0.001491051633,886,0.0004505718534,
885.333374,0.0002232202824,885.333374,0.0003672182502,885.333374,0.0007731769001,885.333374,0.0002268203098,885.333374,0.0009672701126,885.333374,0.001904848497,885.333374,-0.0004949682043,
884.666687,5.009223605E-005,884.666687,-0.0006532327388,884.666687,-0.0008084424189,884.666687,-0.00130723929,884.666687,0.001230808208,884.666687,0.0008637930732,884.666687,-0.0004174435162,
884,9.855906683E-005,884,-6.046541239E-005,884,-0.0001839067409,884,0.000772969448,884,0.00158033683,884,0.002207070822,884,0.000236170119,
883.333374,-0.0009471177473,883.333374,-0.0003507685033,883.333374,-0.0003372667124,883.333374,-0.001777364407,883.333374,-0.0005200482556,883.333374,0.001891900785,883.333374,-0.0004696797987,
882.666687,0.001020483905,882.666687,-0.000208642552,882.666687,1.985499148E-005,882.666687,0.0003700421948,882.666687,0.001146552037,882.666687,0.001880357391,882.666687,0.0004332105746,
882,-0.0001576169452,882,-0.0003963920753,882,-0.0009212873993,882,-0.0007073014276,882,0.0004918270279,882,0.002154179849,882,-0.0001094320833,
881.333374,0.0001257981348,881.333374,-0.001066020806,881.333374,-0.0007449284312,881.333374,-0.001392501174,881.333374,0.0005251553957,881.333374,0.001788723166,881.333374,8.020213136E-005,
880.666687,0.001375530264,880.666687,0.001049078302,880.666687,0.0005737271276,880.666687,0.0009025195031,880.666687,0.001802889514,880.666687,0.003135312349,880.666687,0.001165161724,
880,0.0002650237293,880,0.0004891837016,880,-0.0002438808733,880,-0.0007897354662,880,-2.552281512E-005,880,0.002409406705,880,-0.0005406283308,
879.333374,0.0001665045711,879.333374,-0.0003986162483,879.333374,-0.000843425456,879.333374,-0.0007217737148,879.333374,0.0005936083617,879.333374,0.002120465972,879.333374,-8.05496602E-005,
878.666687,0.0006054805126,878.666687,0.0007343842299,878.666687,-0.0001081381124,878.666687,6.541876792E-005,878.666687,0.0009133106214,878.666687,0.00309995818,878.666687,-0.0001751609088,
878,0.0004920084612,878,0.0002424638806,878,0.0004445341765,878,0.0003298606898,878,0.000309628871,878,0.001832705224,878,-0.000187373982,
877.333374,-0.0001311185188,877.333374,-0.0001593765483,877.333374,-0.0008053935599,877.333374,-4.2970496E-006,877.333374,0.001327232225,877.333374,0.00234196824,877.333374,-0.0003856849216,
876.666687,0.000221925322,876.666687,-0.0009872550145,876.666687,-0.0002153696114,876.666687,-0.0001944636169,876.666687,0.000519220368,876.666687,0.00183361501,876.666687,0.0001220436025,
876,0.0001500092039,876,-0.0005025182036,876,-0.001084096264,876,-0.001257065334,876,0.0008106504101,876,0.001510247588,876,0.0002782079391,
875.333374,0.0004952478921,875.333374,0.0001496207842,875.333374,-0.0006313655758,875.333374,-2.169189975E-005,875.333374,0.001463648863,875.333374,0.001782952808,875.333374,0.0007301058504,
874.666687,0.001281509991,874.666687,0.0001336439309,874.666687,0.001041293726,874.666687,0.0004267326731,874.666687,0.001526093343,874.666687,0.002146505518,874.666687,0.0004850891128,
874,0.000984990038,874,0.001074586529,874,0.0003359226685,874,0.0003937486908,874,0.002126605017,874,0.002051147865,874,0.0002879214881,
873.333374,0.0001869369153,873.333374,-0.0002376199409,873.333374,0.0004759930889,873.333374,9.718679939E-005,873.333374,0.001537912991,873.333374,0.001486921567,873.333374,-0.000117040574,
872.666687,-1.12861353E-005,872.666687,0.0007509795832,872.666687,0.0002132232767,872.666687,-0.0002165080368,872.666687,0.001203681459,872.666687,0.002019496635,872.666687,0.0007283685845,
872,0.001321909367,872,0.0005000940873,872,0.0007960755611,872,0.0004656015371,872,0.001020328258,872,0.001848302782,872,0.0003919350565,
871.333374,0.000525284966,871.333374,0.0005742714275,871.333374,6.728284643E-005,871.333374,0.0003336688387,871.333374,0.0007106591365,871.333374,0.00167917728,871.333374,0.0002405472478,
870.666687,-0.0005713932333,870.666687,-0.0005235127755,870.666687,-0.000795678352,870.666687,-0.001210138202,870.666687,0.0004468403931,870.666687,0.0007765221526,870.666687,-0.001273068017,
870,0.0002073443175,870,-0.0002959828125,870,-0.0007202231209,870,-0.0001529073779,870,0.0003877895651,870,0.001701915869,870,0.0001030901622,
869.333374,-0.0002728041727,869.333374,-0.0001527521235,869.333374,-0.0002812376188,869.333374,-0.0007191377226,869.333374,0.0007653714274,869.333374,0.001425599563,869.333374,-0.0006101693725,
868.666687,0.001521781087,868.666687,0.0003817527904,868.666687,4.954856922E-005,868.666687,0.0003374252119,868.666687,0.0006830721977,868.666687,0.001941015711,868.666687,0.0001799447491,
868,0.0008668018272,868,0.0005617262213,868,-9.281716484E-005,868,-0.0002407245483,868,0.001077674562,868,0.001353172236,868,-0.0003216434561,
867.333374,4.330938464E-005,867.333374,-0.000229030411,867.333374,-0.0005113608786,867.333374,-0.0008518478135,867.333374,4.781401367E-005,867.333374,0.0007301577134,867.333374,-0.0009923687903,
866.666687,0.0005133631639,866.666687,-0.0003828399931,866.666687,-0.0004467690305,866.666687,-0.000655714015,866.666687,0.0002976612013,866.666687,0.001599095063,866.666687,-0.0001054466338,
866,-0.0001087074634,866,0.0004575424537,866,-0.0004943476524,866,-0.0002819619549,866,0.00114258111,866,0.001836812473,866,-2.329730933E-006,
865.333374,0.0006198674673,865.333374,-0.0003557345481,865.333374,-0.0003313175403,865.333374,-0.0004457863688,865.333374,0.0003862350131,865.333374,0.001710283919,865.333374,-0.0001482495136,
864.666687,0.000368902256,864.666687,0.0001865743543,864.666687,-0.0001913069427,864.666687,-0.0007681335555,864.666687,0.0004203066928,864.666687,0.001923360745,864.666687,-0.0003731153265,
864,0.001034936518,864,0.001173363766,864,0.0005068840692,864,0.0005928566097,864,0.001689935685,864,0.002829577541,864,0.0006494984264,
863.333374,0.0007668494945,863.333374,0.0009375915397,863.333374,0.0006069580559,863.333374,0.0003093439154,863.333374,0.001295815455,863.333374,0.002376480028,863.333374,0.0007571511669,
862.666687,0.0005240150495,862.666687,-0.0001681744616,862.666687,-0.0002719245967,862.666687,-1.506537228E-005,862.666687,0.001045730896,862.666687,0.002164585749,862.666687,0.0007808528608,
862,-0.0002059516992,862,7.372949767E-005,862,-7.019707118E-005,862,-0.0005893341149,862,0.0004349466763,862,0.00199705339,862,0.0001660384441,
861.333374,0.000958267774,861.333374,0.0005302352365,861.333374,-0.0001647588215,861.333374,3.839058627E-005,861.333374,0.001285482198,861.333374,0.002116329968,861.333374,0.00061743072,
860.666687,0.0003912873217,860.666687,0.0001067150733,860.666687,-0.0002844453848,860.666687,6.837022374E-005,860.666687,0.001113072154,860.666687,0.001949466416,860.666687,0.000271680532,
860,0.0005427536089,860,0.000156638358,860,5.350959327E-005,860,-0.000257695996,860,0.001121792244,860,0.001833718969,860,0.0002750737476,
859.333374,0.0006568351528,859.333374,0.0001876361348,859.333374,0.0001124890987,859.333374,-0.0001053431115,859.333374,0.001326167723,859.333374,0.002170179039,859.333374,0.0004867217503,
858.666687,0.0002171080996,858.666687,-6.740183017E-005,858.666687,-0.0003370080667,858.666687,-0.0005391805316,858.666687,0.0005699427566,858.666687,0.001929730992,858.666687,0.0005844581756,
858,0.0006568611134,858,0.0007313764072,858,-3.882877991E-006,858,0.0001612995256,858,0.00136283203,858,0.002160241129,858,0.0003632802691,
857.333374,0.0006652868469,857.333374,0.0003638502385,857.333374,-9.629473425E-006,857.333374,0.0002207080688,857.333374,0.001390903606,857.333374,0.002731282497,857.333374,0.0007742660819,
856.666687,0.0004833009734,856.666687,6.518576265E-005,856.666687,-0.000200466442,856.666687,1.141586199E-005,856.666687,0.0008402165258,856.666687,0.002332416829,856.666687,0.0004957402707,
856,0.0003415702085,856,0.0002736232127,856,-0.000298000552,856,-0.0003061230818,856,0.000939303718,856,0.001902794582,856,0.0004731684166,
855.333374,0.000652661256,855.333374,-3.918958828E-005,855.333374,-0.0001226304012,855.333374,5.073679404E-006,855.333374,0.0009657135233,855.333374,0.002115783747,855.333374,0.0004303602909,
854.666687,0.0004235715023,854.666687,0.0002270793048,854.666687,-0.0001644482982,854.666687,-6.336422666E-005,854.666687,0.001376724686,854.666687,0.002136906376,854.666687,0.0002795030596,
854,0.0007174524362,854,-3.598000694E-005,854,5.842855899E-005,854,8.98853832E-005,854,0.001293842332,854,0.002175252186,854,0.0007191896439,
853.333374,0.0006191675784,853.333374,0.0004570501042,853.333374,0.0002877401712,853.333374,0.0002418940712,853.333374,0.001309939777,853.333374,0.002672050614,853.333374,0.0006569647812,
852.666687,0.0005277730525,852.666687,-0.0001257875847,852.666687,2.751765533E-005,852.666687,-0.0001249594789,852.666687,0.00118501822,852.666687,0.002220756374,852.666687,0.0006456616102,
852,0.0008805490215,852,0.0004652387579,852,0.000166634054,852,0.0003450675867,852,0.001607071492,852,0.002532936633,852,0.0009340115939,
851.333374,0.0004736866977,851.333374,0.0001652097853,851.333374,-8.784809324E-005,851.333374,1.651556158E-005,851.333374,0.00133258116,851.333374,0.002066310961,851.333374,0.0007968794671,
850.666687,0.0007803601329,850.666687,0.0002492239291,850.666687,5.325070015E-005,850.666687,0.000391131849,850.666687,0.001388540375,850.666687,0.002327498049,850.666687,0.000710062799,
850,0.0006056360435,850,0.000275539991,850,0.0001060159775,850,0.0001092525272,850,0.001251238747,850,0.002537519205,850,0.0007364845369,
849.333374,0.0004382116022,849.333374,6.249322178E-005,849.333374,-0.0001979825174,849.333374,-0.0001024963422,849.333374,0.001068721758,849.333374,0.002176604932,849.333374,0.0004968027934,
848.666687,0.0004530594742,848.666687,0.0003736952494,848.666687,2.44629282E-005,848.666687,5.495938967E-005,848.666687,0.001357119181,848.666687,0.00244858372,848.666687,0.0007061216747,
848,0.0006495243288,848,0.0001949392026,848,6.632491568E-005,848,0.0001604708814,848,0.001195426914,848,0.002423176775,848,0.0008040112443,
847.333374,0.0004702919687,847.333374,0.0001948097051,847.333374,-0.0002792198211,847.333374,0.0002141038422,847.333374,0.00125907897,847.333374,0.002183915582,847.333374,0.0005414317711,
846.666687,0.0007909666747,846.666687,0.0003619071504,846.666687,0.000285590213,846.666687,0.000407195912,846.666687,0.001340085175,846.666687,0.002410890535,846.666687,0.0007372883847,
846,0.0007236494566,846,0.0002735714079,846,0.0004188038583,846,0.0002293584548,846,0.001319001312,846,0.002467483515,846,0.000855804421,
845.333374,0.000759692397,845.333374,0.0006331661716,845.333374,0.0001253838418,845.333374,0.0002196721034,845.333374,0.001322896103,845.333374,0.002472481923,845.333374,0.0008958789986,
844.666687,0.000796672015,844.666687,0.0001140426612,844.666687,4.789168088E-005,844.666687,9.4856543E-005,844.666687,0.001229302608,844.666687,0.00216968474,844.666687,0.0006399063859,
844,0.0005387362908,844,0.0002898124221,844,-2.73347232E-005,844,0.000116139985,844,0.001275071292,844,0.002544002607,844,0.0007089996943,
843.333374,0.000795971835,843.333374,2.516188943E-005,843.333374,0.0001680324349,843.333374,0.0001675663079,843.333374,0.001354081091,843.333374,0.002467275364,843.333374,0.0008378045168,
842.666687,0.0006763053825,842.666687,0.0002885949798,842.666687,0.0001086052143,842.666687,0.0001210596602,842.666687,0.001532717492,842.666687,0.002659757156,842.666687,0.0007963867392,
842,0.0007080922369,842,0.0003872714005,842,-1.868926665E-005,842,-7.506866041E-006,842,0.001381788519,842,0.00244199764,842,0.000740374031,
841.333374,0.0006457393756,841.333374,0.000109951623,841.333374,6.212636663E-007,841.333374,0.0001037633556,841.333374,0.001388021046,841.333374,0.002224945463,841.333374,0.0006607239484,
840.666687,0.0004786881909,840.666687,0.000184891047,840.666687,9.159421461E-005,840.666687,8.54579921E-005,840.666687,0.001244515064,840.666687,0.002355996519,840.666687,0.0006183121004,
840,0.0007216528757,840,0.0002820415248,840,0.0002389932342,840,0.0001230793278,840,0.001400953741,840,0.002439290285,840,0.000804089068,
839.333374,0.0007814234123,839.333374,0.0002975316602,839.333374,0.0002018021187,839.333374,5.741887435E-005,839.333374,0.001455752994,839.333374,0.002404617378,839.333374,0.0007631672197,
838.666687,0.000954013085,838.666687,0.0006223301752,838.666687,0.0003555598669,838.666687,0.0003216486948,838.666687,0.001698329579,838.666687,0.002617149614,838.666687,0.001029254054,
838,0.0006645090762,838,0.0001293196692,838,0.0001954830514,838,0.0001787276124,838,0.001565320534,838,0.002578113694,838,0.0006310145254,
837.333374,0.0005857283249,837.333374,0.0002553883824,837.333374,0.0001108319702,837.333374,-5.02158764E-005,837.333374,0.001470194198,837.333374,0.002399619669,837.333374,0.0006777572562,
836.666687,0.0006194527377,836.666687,0.000406185427,836.666687,0.0002021905821,836.666687,0.0002333729208,836.666687,0.001538406592,836.666687,0.002504036063,836.666687,0.0008696290897,
836,0.0007272536168,836,0.0002809536236,836,0.0001818352175,836,0.0001778989244,836,0.00147938903,836,0.002586420625,836,0.0009545319481,
835.333374,0.0007602110272,835.333374,0.000321286032,835.333374,0.0001888792031,835.333374,0.000282999943,835.333374,0.001591586508,835.333374,0.002612175653,835.333374,0.0007653714274,
834.666687,0.0006875057006,834.666687,0.0004207731108,834.666687,7.155471394E-005,834.666687,0.0002817565983,834.666687,0.001409393968,834.666687,0.00267403014,834.666687,0.0007173746126,
834,0.0007947011036,834,0.000284320995,834,0.0001884648518,834,1.252898983E-005,834,0.00155659148,834,0.002423749538,834,0.0006276444183,
833.333374,0.0008673983975,833.333374,0.0004219909315,833.333374,0.0001129292723,833.333374,0.0002717064344,833.333374,0.001381710637,833.333374,0.002527052071,833.333374,0.0008484123973,
832.666687,0.0006278000074,832.666687,0.0003175816091,832.666687,0.0001173569472,832.666687,0.0001125926719,832.666687,0.001471778611,832.666687,0.002513929736,832.666687,0.0008829094586,
832,0.0006836166722,832,0.0002463489654,832,3.551700138E-005,832,-2.811125159E-005,832,0.001420483342,832,0.002523511183,832,0.0007728916244,
831.333374,0.0009236091282,831.333374,0.0003681509115,831.333374,0.0002696083684,831.333374,0.0002653345582,831.333374,0.001548304223,831.333374,0.00260313903,831.333374,0.0008834282053,
830.666687,0.0005383475218,830.666687,0.0001900445786,830.666687,6.937495073E-006,830.666687,4.429314868E-005,830.666687,0.001400953741,830.666687,0.00248877937,830.666687,0.0006827610778,
830,0.0006916281418,830,0.0003254567564,830,0.0001011223649,830,0.0001720981236,830,0.001482090331,830,0.002543898532,830,0.0007766518393,
829.333374,0.0006361992564,829.333374,0.0002610089723,829.333374,5.169735596E-005,829.333374,7.494634337E-005,829.333374,0.001592911547,829.333374,0.002536035143,829.333374,0.0006937023136,
828.666687,0.0006503020995,828.666687,0.000260283734,828.666687,0.0001094078834,828.666687,9.599577606E-005,828.666687,0.001529756119,828.666687,0.002439290285,828.666687,0.0007259311969,
828,0.000684550032,828,0.0002960551647,828,8.848725702E-005,828,0.0001045919053,828,0.001663611853,828,0.002567828167,828,0.0007210824406,
827.333374,0.0007198897074,827.333374,0.0003703790135,827.333374,0.0001521584927,827.333374,0.000117227486,827.333374,0.001610553009,827.333374,0.002664445201,827.333374,0.0008602915332,
826.666687,0.0006638350314,826.666687,0.0002545077296,826.666687,0.000160988784,826.666687,8.649363008E-005,826.666687,0.001568931621,826.666687,0.002581551205,826.666687,0.0007904220838,
826,0.0006906947237,826,0.0002917033853,826,6.534109707E-005,826,0.0001691200741,826,0.001551239868,826,0.002560849534,826,0.0008254850982,
825.333374,0.0006982655614,825.333374,0.00036872091,825.333374,0.0001722793968,825.333374,0.0001263677987,825.333374,0.001497129793,825.333374,0.002556865569,825.333374,0.00079872075,
824.666687,0.0006611905992,824.666687,0.0002770164283,824.666687,9.123173368E-005,824.666687,8.887562581E-005,824.666687,0.001557370881,824.666687,0.002494611312,824.666687,0.0008380897925,
824,0.0006976432633,824,0.00022739009,824,0.0001019250194,824,0.0002294102596,824,0.001540147117,824,0.002540149027,824,0.0008624443435,
823.333374,0.0006768757594,823.333374,0.0001435355225,823.333374,-5.989599958E-005,823.333374,-9.695801418E-005,823.333374,0.00164339575,823.333374,0.00245680986,823.333374,0.000640606333,
822.666687,0.00078842527,822.666687,0.0003996042651,822.666687,0.0001046178004,822.666687,0.0001870405104,822.666687,0.001811909373,822.666687,0.002572150668,822.666687,0.0008834282053,
822,0.0004214727087,822,0.0001267562038,822,-2.645465429E-005,822,-3.779186954E-005,822,0.001593716908,822,0.002494168701,822,0.0005977039691,
821.333374,0.0007874398143,821.333374,0.0002379313228,821.333374,0.0001642775314,821.333374,0.000168006547,821.333374,0.001756805112,821.333374,0.002595977625,821.333374,0.0008192087989,
820.666687,0.0005489481264,820.666687,0.000191028681,820.666687,-1.812014034E-006,820.666687,0.0001455294114,820.666687,0.001628273167,820.666687,0.002494142624,820.666687,0.0006105871871,
820,0.0005838361103,820,0.0001544890547,820,3.779367717E-006,820,-0.0001654833468,820,0.00148783077,820,0.002443507314,820,0.0007198897074,
819.333374,0.0007079885108,819.333374,0.0002242044575,819.333374,6.715339259E-005,819.333374,-1.278748005E-005,819.333374,0.001740976935,819.333374,0.002489482285,819.333374,0.000773021311,
818.666687,0.0007239605766,818.666687,0.0003040335432,818.666687,9.215502359E-006,818.666687,0.0001812654809,818.666687,0.001738014165,818.666687,0.002580639673,818.666687,0.0007806195063,
818,0.0005980409333,818,0.000211280887,818,4.400616831E-007,818,3.077950532E-005,818,0.001662390539,818,0.002506587654,818,0.0006873501698,
817.333374,0.000720330514,817.333374,0.0002504412842,817.333374,0.0001154926576,817.333374,8.916042862E-005,817.333374,0.001811909373,817.333374,0.002691845875,817.333374,0.0007591997273,
816.666687,0.0007098812493,816.666687,0.0003106650547,816.666687,0.0001038669216,816.666687,9.933581896E-005,816.666687,0.001769436873,816.666687,0.002618894447,816.666687,0.0008146961918,
816,0.0007653195644,816,0.0003005624167,816,6.031849625E-005,816,0.0001581920806,816,0.0017776764,816,0.002608972369,816,0.0008575162501,
815.333374,0.0005911717308,815.333374,0.0002580562141,815.333374,-4.974998228E-005,815.333374,1.910426545E-005,815.333374,0.001712311059,815.333374,0.002528744517,815.333374,0.000688724278,
814.666687,0.0007088960265,814.666687,0.0002608794603,814.666687,2.309089723E-005,814.666687,9.464941104E-005,814.666687,0.001870296197,814.666687,0.002567854011,814.666687,0.0007277203258,
814,0.0006635239115,814,0.0001831300615,814,-4.193506811E-006,814,-4.969821384E-005,814,0.001761951367,814,0.002486800775,814,0.0005311682471,
813.333374,0.0007068995037,813.333374,0.000289423886,813.333374,-2.065651097E-005,813.333374,0.0001296303817,813.333374,0.001712311059,813.333374,0.002529239282,813.333374,0.0007223011344,
812.666687,0.0006721313111,812.666687,0.0002563726157,812.666687,0.0001364663767,812.666687,0.0001369842648,812.666687,0.001804085216,812.666687,0.002630223054,812.666687,0.0006837203982,
812,0.0006059989682,812,0.000202812138,812,-0.0001420389599,812,4.382715633E-005,812,0.001790542621,812,0.002603191184,812,0.0006121684564,
811.333374,0.0006245595869,811.333374,0.0002252404374,811.333374,-7.407932571E-005,811.333374,0.0001166319489,811.333374,0.001848614658,811.333374,0.00258845184,811.333374,0.0006319736713,
810.666687,0.0006271259626,810.666687,0.000262070942,810.666687,-9.856258112E-005,810.666687,3.919312439E-005,810.666687,0.00183923007,810.666687,0.002625066554,810.666687,0.0006713534822,
810,0.0007441339549,810,0.0003098361194,810,8.128954505E-005,810,0.0001040999559,810,0.001999185886,810,0.002734825248,810,0.0008493980276,
809.333374,0.0007671866333,809.333374,0.0002770682331,809.333374,6.992362614E-005,809.333374,0.0001601860276,809.333374,0.001883165329,809.333374,0.002725291299,809.333374,0.0008543519652,
808.666687,0.0006222265074,808.666687,0.0002529795747,808.666687,7.432497659E-005,808.666687,6.166475214E-005,808.666687,0.001883061253,808.666687,0.002651657211,808.666687,0.00061613461,
808,0.0007418001769,808,0.0001270928187,808,-2.019100748E-006,808,5.946413876E-005,808,0.0018974907,808,0.002650954062,808,0.0006325698923,
807.333374,0.0005859097582,807.333374,0.0001831818518,807.333374,1.866418461E-005,807.333374,4.447437095E-005,807.333374,0.001881787321,807.333374,0.002570406068,807.333374,0.0006337364903,
806.666687,0.0006696164492,806.666687,0.0002292807621,806.666687,-0.0001250629866,806.666687,-5.855011477E-005,806.666687,0.001852644142,806.666687,0.002636812162,806.666687,0.0006572240382,
806,0.0007962830132,806,0.0002724835067,806,2.873437552E-005,806,9.319048331E-006,806,0.002053514589,806,0.002695284085,806,0.0007097516209,
805.333374,0.0007354732952,805.333374,0.0002645316126,805.333374,4.046165486E-005,805.333374,4.299872307E-005,805.333374,0.001948842313,805.333374,0.002591290278,805.333374,0.000689035398,
804.666687,0.0005902645062,804.666687,0.0001507083653,804.666687,-8.955621888E-005,804.666687,-3.841307989E-005,804.666687,0.001957709203,804.666687,0.002632515039,804.666687,0.0005322308862,
804,0.0007914594025,804,0.0002941901039,804,0.0001446231036,804,8.504373545E-005,804,0.00217738538,804,0.002781221876,804,0.0007345657214,
803.333374,0.0007060957723,803.333374,0.0002937756362,803.333374,5.565518677E-006,803.333374,1.54283116E-005,803.333374,0.002035517013,803.333374,0.002749126637,803.333374,0.0006303923437,
802.666687,0.0006232893211,802.666687,0.0002284778748,802.666687,-9.266188135E-005,802.666687,-5.922305718E-005,802.666687,0.002058612416,802.666687,0.002684474457,802.666687,0.0006395175005,
802,0.0007237012614,802,0.0001993418118,802,-3.877544805E-005,802,-6.471444067E-006,802,0.002182614757,802,0.002691116417,802,0.0007552063325,
801.333374,0.0007516019396,801.333374,0.0002563467133,801.333374,-7.754744001E-005,801.333374,-0.000110519024,801.333374,0.002096483018,801.333374,0.002667492488,801.333374,0.0006762535777,
800.666687,0.0006295887288,800.666687,0.0002568647615,800.666687,-5.823952233E-005,800.666687,3.05724061E-005,800.666687,0.002122495091,800.666687,0.00274808472,800.666687,0.0008081088308,
800,0.0005073506036,800,0.0001876620372,800,-0.0001414178987,800,-9.302420949E-005,800,0.002020536922,800,0.002626082394,800,0.0005661585019,
799.333374,0.0007191118784,799.333374,0.0002911076008,799.333374,1.504000829E-005,799.333374,-4.327918214E-005,799.333374,0.002239724388,799.333374,0.002737768926,799.333374,0.000689450244,
798.666687,0.0007936896873,798.666687,0.0002350823197,798.666687,-1.097551194E-005,798.666687,0.0001171756958,798.666687,0.002232829342,798.666687,0.002777053509,798.666687,0.0006396730896,
798,0.0006253372412,798,0.0001912099688,798,-9.618160402E-005,798,-9.16266581E-005,798,0.002142317127,798,0.002718466567,798,0.0006331661716,
797.333374,0.0005711869453,797.333374,0.0001505012042,797.333374,-0.0001221645798,797.333374,-9.079848678E-005,797.333374,0.002061291132,797.333374,0.002665226581,797.333374,0.0004538887006,
796.666687,0.000655150041,796.666687,0.0002288663673,796.666687,-3.12691227E-005,796.666687,-2.17441584E-006,796.666687,0.002299652202,796.666687,0.002714116359,796.666687,0.0006678276113,
796,0.0006456356496,796,0.0001627496822,796,-9.188546392E-005,796,-6.465833576E-005,796,0.002338194521,796,0.002781456336,796,0.0007247903268,
795.333374,0.000609394745,795.333374,0.0002100118581,795.333374,3.041707714E-005,795.333374,-1.190752869E-006,795.333374,0.002291376935,795.333374,0.002818269888,795.333374,0.0006366918096,
794.666687,0.0006386361201,794.666687,0.0002635991259,794.666687,3.701851165E-005,794.666687,5.322481229E-005,794.666687,0.002394439885,794.666687,0.00279476936,794.666687,0.0007024399238,
794,0.0006746720755,794,0.0001704925671,794,-0.0001166265138,794,-0.0001094838444,794,0.002261997899,794,0.002824705327,794,0.000563696085,
793.333374,0.0005879056989,793.333374,6.490097439E-005,793.333374,-3.944842319E-005,793.333374,-9.768265591E-005,793.333374,0.00229613902,793.333374,0.002721383935,793.333374,0.0006731683388,
792.666687,0.0006622276269,792.666687,0.0001692236547,792.666687,-7.35099311E-005,792.666687,-4.814763543E-006,792.666687,0.00245155138,792.666687,0.002768143779,792.666687,0.0005994925159,
792,0.0006523501361,792,0.0002175224799,792,-4.214031287E-005,792,2.327210859E-005,792,0.002410734305,792,0.002779710805,792,0.0006488243816,
791.333374,0.0006985766813,791.333374,0.0002960551647,791.333374,-2.433274176E-006,791.333374,-9.991868865E-006,791.333374,0.00243746792,791.333374,0.002869730582,791.333374,0.0007495793398,
790.666687,0.0006562389317,790.666687,0.0001678511617,790.666687,-2.640288585E-005,790.666687,-4.762991921E-006,790.666687,0.00242669112,790.666687,0.00282236049,790.666687,0.0006881020381,
790,0.0005953969085,790,0.0001179265964,790,-5.161355512E-005,790,-0.000109069777,790,0.002351780189,790,0.002646604553,790,0.0006104575587,
789.333374,0.0006801684503,789.333374,0.0001205935841,789.333374,-5.337358743E-005,789.333374,2.552431397E-005,789.333374,0.002425545594,789.333374,0.002824418712,789.333374,0.0006346178707,
788.666687,0.0005580715952,788.666687,0.0001285687467,788.666687,6.290335932E-006,788.666687,-9.659569332E-005,788.666687,0.002404357074,788.666687,0.002769837156,788.666687,0.0006118573947,
788,0.0006927948561,788,0.0002425674757,788,-3.256332639E-005,788,4.491447908E-005,788,0.002442440018,788,0.002854513237,788,0.0007270720671,
787.333374,0.0006390768103,787.333374,0.0002505448938,787.333374,-0.000103945611,787.333374,-7.226761227E-005,787.333374,0.0025464762,787.333374,0.002996571362,787.333374,0.0006808425533,
786.666687,0.0006329587777,786.666687,0.0001524692343,786.666687,-0.0001531143935,786.666687,-1.149321815E-005,786.666687,0.0024587363,786.666687,0.002813788597,786.666687,0.0006365621812,
786,0.000720382377,786,0.0001824826322,786,-9.261012019E-005,786,-3.996609667E-005,786,0.002544497373,786,0.002945225919,786,0.000621345127,
785.333374,0.0007069254643,785.333374,0.0002610348747,785.333374,6.277801003E-005,785.333374,6.531520921E-005,785.333374,0.00259058713,785.333374,0.00293571339,785.333374,0.0006644054083,
784.666687,0.0006288369186,784.666687,0.0002596621052,784.666687,-0.0001471626747,784.666687,3.266932254E-005,784.666687,0.002520621056,784.666687,0.00288367155,784.666687,0.0007030103006,
784,0.0006657016929,784,0.0001646918681,784,-2.14330521E-005,784,-0.0001019269839,784,0.00254413276,784,0.002950933529,784,0.0006486947532,
783.333374,0.0005539245321,783.333374,0.0001765264024,783.333374,-9.069496446E-005,783.333374,-6.626302638E-005,783.333374,0.002513617277,783.333374,0.002923516789,783.333374,0.0006433802191,
782.666687,0.0006679053768,782.666687,0.0001009411208,782.666687,-6.326069706E-005,782.666687,-3.308100713E-005,782.666687,0.002615118399,782.666687,0.002968187211,782.666687,0.0006550722755,
782,0.0006062322645,782,0.0001877397299,782,-0.0001203530774,782,-0.000144109159,782,0.002576134866,782,0.00289545022,782,0.0006027068594,
781.333374,0.0005903941346,781.333374,0.0001427845855,781.333374,-0.0001688989869,781.333374,-0.0001507854759,781.333374,0.002530098427,781.333374,0.002912571188,781.333374,0.0005708758836,
