AU_030_A1 + buffer time 0 hrs,,au-030-a1 + buffer 4 hrs1,,AU-030-A1+buffer 23 hrs,,AU+030_A1 + buffer time 48 hrs,,AU+030_A1 + buffer time 48 hrs1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
319.333313,0.01666387729,319.333313,0.03994984552,319.333313,0.05951986089,319.333313,0.07343372703,319.333313,0.07387457788,
318.6666565,0.01702446863,318.6666565,0.04071715474,318.6666565,0.0609886758,318.6666565,0.07525136322,318.6666565,0.0755809322,
318,0.01697474718,318,0.04182330891,318,0.0622603111,318,0.07693573833,318,0.07745286822,
317.333313,0.01722308062,317.333313,0.04289707914,317.333313,0.06367327273,317.333313,0.07891217619,317.333313,0.07940208167,
316.6666565,0.01720977575,316.6666565,0.04365522042,316.6666565,0.06539611518,316.6666565,0.08094514906,316.6666565,0.08124473691,
316,0.01748395339,316,0.04487617314,316,0.06686159968,316,0.08288162947,316,0.08330129087,
315.333313,0.01775584929,315.333313,0.04584431648,315.333313,0.06867304444,315.333313,0.08501138538,315.333313,0.08551877737,
314.6666565,0.0178666953,314.6666565,0.04716556147,314.6666565,0.07025431842,314.6666565,0.08724051714,314.6666565,0.08775907755,
314,0.01788697951,314,0.04836556315,314,0.07211393118,314,0.08968028426,314,0.09021129459,
313.333313,0.01805150136,313.333313,0.04954506829,313.333313,0.07405421883,313.333313,0.0921747759,313.333313,0.09248127788,
312.6666565,0.01832855865,312.6666565,0.0508187376,312.6666565,0.07599705458,312.6666565,0.09461903572,312.6666565,0.09503690153,
312,0.01847928204,312,0.05212653801,312,0.07789643109,312,0.0970325619,312,0.09750258178,
311.333313,0.01847963221,311.333313,0.05345245823,311.333313,0.07998538762,311.333313,0.09973091632,311.333313,0.1001018956,
310.6666565,0.01911816187,310.6666565,0.05496589839,310.6666565,0.08185784519,310.6666565,0.1023064181,310.6666565,0.1027225628,
310,0.01929730177,310,0.05619713292,310,0.08403480798,310,0.104956612,310,0.1052978113,
309.333313,0.01928176917,309.333313,0.05742749572,309.333313,0.08599132299,309.333313,0.1076122373,309.333313,0.1079110578,
308.6666565,0.01955362968,308.6666565,0.0589427799,308.6666565,0.08800021559,308.6666565,0.1101737916,308.6666565,0.1106167883,
308,0.01978965104,308,0.06031751633,308,0.08996946365,308,0.1128425747,308,0.1132450923,
307.333313,0.01985148154,307.333313,0.06169380993,307.333313,0.09194931388,307.333313,0.1154715344,307.333313,0.1157563776,
306.6666565,0.02022256702,306.6666565,0.06305009127,306.6666565,0.09397406131,306.6666565,0.1179381534,306.6666565,0.1183856428,
306,0.02030325495,306,0.06433529407,306,0.09570129216,306,0.1202838644,306,0.120781973,
305.333313,0.02041768283,305.333313,0.06539596617,305.333313,0.09747154266,305.333313,0.1224964261,305.333313,0.1228875518,
304.6666565,0.02056392282,304.6666565,0.06645634025,304.6666565,0.09908689559,304.6666565,0.1247959062,304.6666565,0.1250464767,
304,0.02078982256,304,0.06764403731,304,0.1005247757,304,0.1269036084,304,0.1272662729,
303.333313,0.02090209723,303.333313,0.06859516352,303.333313,0.1020882428,303.333313,0.1289590895,303.333313,0.1293556243,
302.6666565,0.02103966847,302.6666565,0.069785662,302.6666565,0.1035896987,302.6666565,0.1310651898,302.6666565,0.1313583553,
302,0.02126731165,302,0.07061164081,302,0.1048731953,302,0.132923618,302,0.1333433986,
301.333313,0.02127345651,301.333313,0.07150816172,301.333313,0.1061280668,301.333313,0.1348079741,301.333313,0.1351037025,
300.6666565,0.02143235691,300.6666565,0.07232699543,300.6666565,0.1075072512,300.6666565,0.136395663,300.6666565,0.1369625032,
300,0.02154972218,300,0.07333897799,300,0.1085859165,300,0.1383015066,300,0.1386669874,
299.333313,0.02171520144,299.333313,0.07407172024,299.333313,0.1097597182,299.333313,0.1399946958,299.333313,0.1404312104,
298.6666565,0.02179499716,298.6666565,0.07498412579,298.6666565,0.1107108667,298.6666565,0.1415803432,298.6666565,0.1421590894,
298,0.02185539901,298,0.07552277297,298,0.1119121686,298,0.1431588084,298,0.1435551643,
297.333313,0.02187429182,297.333313,0.0762154907,297.333313,0.1129439622,297.333313,0.1446564794,297.333313,0.14503856,
296.6666565,0.02200740576,296.6666565,0.07694732398,296.6666565,0.1137845367,296.6666565,0.1461647451,296.6666565,0.1465777904,
296,0.02215728723,296,0.07748188823,296,0.1149057746,296,0.1476055533,296,0.1479608715,
295.333313,0.02215744928,295.333313,0.07816345245,295.333313,0.1156456172,295.333313,0.1490631998,295.333313,0.1494096667,
294.6666565,0.02220446989,294.6666565,0.07873268425,294.6666565,0.1163328215,294.6666565,0.1502998769,294.6666565,0.1507397294,
294,0.02247732133,294,0.07936214656,294,0.1170576811,294,0.1515959948,294,0.1518346816,
293.333313,0.02228574641,293.333313,0.07986297458,293.333313,0.1176404357,293.333313,0.1526296288,293.333313,0.1529212594,
292.6666565,0.02234853245,292.6666565,0.08023949713,292.6666565,0.1180985197,292.6666565,0.1535572857,292.6666565,0.1538960189,
292,0.0224292092,292,0.08055583388,292,0.1185095087,292,0.1544541866,292,0.1547958851,
291.333313,0.0223425366,291.333313,0.08081068099,291.333313,0.1187509298,291.333313,0.1552449018,291.333313,0.1555464119,
290.6666565,0.02244469151,290.6666565,0.08101280779,290.6666565,0.1188602671,290.6666565,0.1555859745,290.6666565,0.1560706943,
290,0.02233798616,290,0.08123303205,290,0.1188427433,290,0.1560217887,290,0.1563046277,
289.333313,0.02243804,289.333313,0.08126208931,289.333313,0.118649818,289.333313,0.1562716812,289.333313,0.1566542387,
288.6666565,0.0223425366,288.6666565,0.08124055713,288.6666565,0.1185136586,288.6666565,0.1564353108,288.6666565,0.15670003,
288,0.0222826954,288,0.08099637181,288,0.1183956042,288,0.1563793123,288,0.1566352397,
287.333313,0.02234419994,287.333313,0.08088446409,287.333313,0.1180009246,287.333313,0.1561273932,287.333313,0.1564460397,
286.6666565,0.02232100815,286.6666565,0.08051258326,286.6666565,0.1177421287,286.6666565,0.1558125913,286.6666565,0.1562785059,
286,0.02215720527,286,0.08032224327,286,0.1170374155,286,0.155654788,286,0.1561302841,
285.333313,0.02226324007,285.333313,0.08005557209,285.333313,0.116573371,285.333313,0.155009076,285.333313,0.1556113064,
284.6666565,0.02221575007,284.6666565,0.07969142497,284.6666565,0.1159565747,284.6666565,0.1545292288,284.6666565,0.1549672782,
284,0.02212942019,284,0.0792331323,284,0.1152620018,284,0.1539572775,284,0.1543961912,
283.333313,0.02216262557,283.333313,0.07880651951,283.333313,0.1145076156,283.333313,0.1532580703,283.333313,0.1535921544,
282.6666565,0.02194167301,282.6666565,0.07820101827,282.6666565,0.1137386858,282.6666565,0.1523303241,282.6666565,0.1527362168,
282,0.02190905623,282,0.0777355656,282,0.1127467528,282,0.1515503526,282,0.1519152224,
281.333313,0.02172739245,281.333313,0.07714323699,281.333313,0.1118897945,281.333313,0.1504316926,281.333313,0.1508801728,
280.6666565,0.02152768709,280.6666565,0.07660594583,280.6666565,0.1109626964,280.6666565,0.1492894441,280.6666565,0.1497334987,
280,0.02149809338,280,0.07588069886,280,0.1099621728,280,0.1482880265,280,0.1487759054,
279.333313,0.02145408653,279.333313,0.07517026365,279.333313,0.1088518426,279.333313,0.1472011954,279.333313,0.1476267129,
278.6666565,0.0212223772,278.6666565,0.07434930652,278.6666565,0.1078461483,278.6666565,0.145916149,278.6666565,0.1462517977,
278,0.0211034175,278,0.07387270778,278,0.1066541672,278,0.1447003335,278,0.1451700181,
277.333313,0.0211084988,277.333313,0.07303006947,277.333313,0.105490014,277.333313,0.1435250491,277.333313,0.1439055204,
276.6666565,0.02098878101,276.6666565,0.07219544798,276.6666565,0.1046435833,276.6666565,0.1421423256,276.6666565,0.1425752342,
276,0.0208238773,276,0.07146573812,276,0.103287369,276,0.1408622861,276,0.1412887722,
275.333313,0.02076144703,275.333313,0.07084484398,275.333313,0.1022586226,275.333313,0.1396467686,275.333313,0.1400104165,
274.6666565,0.02066492662,274.6666565,0.0697447136,274.6666565,0.1011558697,274.6666565,0.1383845508,274.6666565,0.1387407333,
274,0.02060428262,274,0.06914117932,274,0.1001870483,274,0.1372462064,274,0.1376282871,
273.333313,0.02053344436,273.333313,0.06845837086,273.333313,0.09903119504,273.333313,0.1359904855,273.333313,0.1363988221,
272.6666565,0.02043879218,272.6666565,0.06772196293,272.6666565,0.09817748517,272.6666565,0.1350295097,272.6666565,0.1353724897,
272,0.02030217089,272,0.06707730144,272,0.09745787084,272,0.1340153962,272,0.1345226765,
271.333313,0.0202371031,271.333313,0.06648921967,271.333313,0.09657931328,271.333313,0.1331162751,271.333313,0.1334712952,
270.6666565,0.02035694011,270.6666565,0.06598964334,270.6666565,0.09605622292,270.6666565,0.1324982345,270.6666565,0.1329705566,
270,0.02015927434,270,0.06551192701,270,0.09555924684,270,0.1320141256,270,0.1324082017,
269.333313,0.02019824088,269.333313,0.06499092281,269.333313,0.09521304071,269.333313,0.1316703558,269.333313,0.1320694834,
268.6666565,0.02013991401,268.6666565,0.06467305124,268.6666565,0.09495066106,268.6666565,0.1315611154,268.6666565,0.1319565922,
268,0.0200586319,268,0.06435642391,268,0.09496853501,268,0.1316482723,268,0.1320676208,
267.333313,0.02010496333,267.333313,0.06422261149,267.333313,0.09510304779,267.333313,0.1319465935,267.333313,0.1323916316,
266.6666565,0.02014623024,266.6666565,0.06423807144,266.6666565,0.09550657123,266.6666565,0.1324882656,266.6666565,0.1329431981,
266,0.02014167607,266,0.06429614872,266,0.09586082399,266,0.1332632154,266,0.1335999966,
265.333313,0.02030651085,265.333313,0.06439362466,265.333313,0.09648620337,265.333313,0.1340840608,265.333313,0.1345221102,
264.6666565,0.02025421709,264.6666565,0.06454349309,264.6666565,0.0972674787,264.6666565,0.1353693008,264.6666565,0.1357111037,
264,0.02045219764,264,0.06493287534,264,0.09826212376,264,0.1367239356,264,0.1371917129,
263.333313,0.02042053267,263.333313,0.06530355662,263.333313,0.09918814152,263.333313,0.1383426189,263.333313,0.1387470067,
262.6666565,0.02056305483,262.6666565,0.06573093683,262.6666565,0.1005424634,262.6666565,0.1400660574,262.6666565,0.1405055672,
262,0.02066308074,262,0.06618420035,262,0.1018586904,262,0.1420385838,262,0.1424110383,
261.333313,0.02075666748,261.333313,0.06671478599,261.333313,0.1032180265,261.333313,0.1440755576,261.333313,0.1444719881,
260.6666565,0.02084897086,260.6666565,0.06742116064,260.6666565,0.1047208011,260.6666565,0.1460716724,260.6666565,0.1464947909,
260,0.02095979452,260,0.06801707298,260,0.1063500345,260,0.148328051,260,0.1486253738,
259.333313,0.02102521434,259.333313,0.06872580945,259.333313,0.1078180075,259.333313,0.1505888849,259.333313,0.1510188133,
258.6666565,0.02117236517,258.6666565,0.06928495318,258.6666565,0.1094937995,258.6666565,0.1527145058,258.6666565,0.1531648785,
258,0.02122751437,258,0.07006991655,258,0.1110117286,258,0.1548594087,258,0.1553504765,
257.333313,0.02145797573,257.333313,0.07066262513,257.333313,0.1124998629,257.333313,0.1570189744,257.333313,0.1574168056,
256.6666565,0.02165789343,256.6666565,0.0712011531,256.6666565,0.1138644069,256.6666565,0.1589173079,256.6666565,0.1594029218,
255.9999847,0.02159583382,255.9999847,0.07185899466,255.9999847,0.1151701361,255.9999847,0.1607402712,255.9999847,0.1611965746,
255.3333282,0.02178337611,255.3333282,0.07234314084,255.3333282,0.1163641885,255.3333282,0.162352562,255.3333282,0.1627381742,
254.6666565,0.02182635292,254.6666565,0.07269624621,254.6666565,0.1172734722,254.6666565,0.1637782007,254.6666565,0.1641287953,
253.9999847,0.02206094563,253.9999847,0.07298213989,253.9999847,0.1182777435,253.9999847,0.1650270075,253.9999847,0.165381223,
253.3333282,0.02195520513,253.3333282,0.07336197048,253.3333282,0.1188399494,253.3333282,0.1659421027,253.3333282,0.1663600504,
252.6666565,0.02207475528,252.6666565,0.07367289811,252.6666565,0.119502373,252.6666565,0.1668354869,252.6666565,0.1672206968,
251.9999847,0.02217352204,251.9999847,0.07390990108,251.9999847,0.1198962331,251.9999847,0.167407766,251.9999847,0.1677931398,
251.3333282,0.02221166342,251.3333282,0.07398561388,251.3333282,0.1202909648,251.3333282,0.1677912325,251.3333282,0.1682505161,
250.6666565,0.02235777117,250.6666565,0.07388694584,250.6666565,0.1205636188,250.6666565,0.168043077,250.6666565,0.1685050577,
249.9999847,0.02235777117,249.9999847,0.07383941859,249.9999847,0.1204541549,249.9999847,0.1683019549,249.9999847,0.1686600745,
249.3333282,0.02232141607,249.3333282,0.07376400381,249.3333282,0.1203945801,249.3333282,0.1680912077,249.3333282,0.1684489697,
248.6666565,0.02239252068,248.6666565,0.07353207469,248.6666565,0.1202205941,248.6666565,0.1676604748,248.6666565,0.1681899875,
247.9999847,0.02252653055,247.9999847,0.07329062372,247.9999847,0.1199478209,247.9999847,0.1673108637,247.9999847,0.1676740348,
247.3333282,0.0225769449,247.3333282,0.07313463837,247.3333282,0.1194380224,247.3333282,0.1667046398,247.3333282,0.1670245081,
246.6666565,0.02255635895,246.6666565,0.07271721214,246.6666565,0.1190621108,246.6666565,0.1659383029,246.6666565,0.1662727296,
245.9999847,0.0227207765,245.9999847,0.0724978596,245.9999847,0.1183533072,245.9999847,0.1651148349,245.9999847,0.1654570252,
245.3333282,0.02269516513,245.3333282,0.07202622294,245.3333282,0.1176955253,245.3333282,0.1640607715,245.3333282,0.1643429548,
244.6666565,0.0227816347,244.6666565,0.07158043236,244.6666565,0.1169157252,244.6666565,0.163048327,244.6666565,0.163440749,
243.9999847,0.02296412177,243.9999847,0.07108908892,243.9999847,0.1161912307,243.9999847,0.1617721319,243.9999847,0.162002638,
243.3333282,0.02299316041,243.3333282,0.07073963434,243.3333282,0.115332894,243.3333282,0.1606982201,243.3333282,0.1609890163,
242.6666565,0.02311788127,242.6666565,0.07025481015,242.6666565,0.1145454571,242.6666565,0.1594873518,242.6666565,0.1597809345,
241.9999847,0.02336584777,241.9999847,0.06963810325,241.9999847,0.1137303114,241.9999847,0.1583835632,241.9999847,0.1585492194,
241.3333282,0.02347433753,241.3333282,0.06938516349,241.3333282,0.1130062789,241.3333282,0.157301411,241.3333282,0.1572973132,
240.6666565,0.02366785891,240.6666565,0.0689483583,240.6666565,0.1122972965,240.6666565,0.1560821533,240.6666565,0.1562571824,
239.9999847,0.02396121621,239.9999847,0.06852413714,239.9999847,0.111783199,239.9999847,0.1553833485,239.9999847,0.1554156691,
239.3333282,0.02411108837,239.3333282,0.06828884035,239.3333282,0.1113596931,239.3333282,0.1546293944,239.3333282,0.15478912,
238.6666565,0.02450374514,238.6666565,0.0681143254,238.6666565,0.1110567525,238.6666565,0.1537408382,238.6666565,0.1536765546,
237.9999847,0.02495188825,237.9999847,0.06798852235,237.9999847,0.1106602699,237.9999847,0.1529522985,237.9999847,0.1528330743,
237.3333282,0.02520427667,237.3333282,0.06800762564,237.3333282,0.1107378229,237.3333282,0.1528162509,237.3333282,0.152876541,
236.6666565,0.02557689138,236.6666565,0.06778353453,236.6666565,0.1105322018,236.6666565,0.1521206796,236.6666565,0.15218319,
235.9999847,0.02602320164,235.9999847,0.06800505519,235.9999847,0.1113733724,235.9999847,0.1522578299,235.9999847,0.1521196812,
235.3333282,0.02661837451,235.3333282,0.06830678135,235.3333282,0.1111868098,235.3333282,0.1523306519,235.3333282,0.1524318606,
234.6666565,0.02752877027,234.6666565,0.06844067574,234.6666565,0.1117907017,234.6666565,0.1525724977,234.6666565,0.1528166533,
233.9999847,0.02776974812,233.9999847,0.06895178556,233.9999847,0.1126762182,233.9999847,0.153584227,233.9999847,0.1531605273,
233.3333282,0.02784674615,233.3333282,0.06982205063,233.3333282,0.1146445051,233.3333282,0.154609412,233.3333282,0.1541246772,
232.6666565,0.0287036635,232.6666565,0.07083439082,232.6666565,0.1151478961,232.6666565,0.1563514769,232.6666565,0.1552521288,
231.9999847,0.0287576206,231.9999847,0.07076239586,231.9999847,0.1159481928,231.9999847,0.1562281698,231.9999847,0.1557975411,
231.3333282,0.03082663752,231.3333282,0.07065089792,231.3333282,0.1169936582,231.3333282,0.1550251693,231.3333282,0.1541445702,
230.6666565,0.02692629024,230.6666565,0.06938301027,230.6666565,0.1158879846,230.6666565,0.1535005122,230.6666565,0.1530282497,
229.9999847,0.0294898767,229.9999847,0.06585469842,229.9999847,0.1099287271,229.9999847,0.1413301229,229.9999847,0.142264396,
229.3333282,0.02576511726,229.3333282,0.0592228137,229.3333282,0.104238227,229.3333282,0.1278626323,229.3333282,0.1304757595,
228.6666565,0.02652634867,228.6666565,0.0531154424,228.6666565,0.08671404421,228.6666565,0.1041357666,228.6666565,0.1060024202,
227.9999847,0.01380597427,227.9999847,0.03113669157,227.9999847,0.06290417165,227.9999847,0.06759984046,227.9999847,0.0666635707,
227.3333282,0.01795622893,227.3333282,0.01989855058,227.3333282,0.03862127662,227.3333282,0.04853585362,227.3333282,0.05208378285,
226.6666565,0.009896862321,226.6666565,0.01862443797,226.6666565,0.02367955819,226.6666565,0.05934461951,226.6666565,0.04898797721,
225.9999847,-0.006917518098,225.9999847,0.01982248947,225.9999847,0.0280082915,225.9999847,0.03929237649,225.9999847,0.03769799694,
225.3333282,0.01284690946,225.3333282,0.01099279802,225.3333282,0.02358028293,225.3333282,0.03742907196,225.3333282,0.0410428308,
224.6666565,0.01354978513,224.6666565,0.02381166816,224.6666565,0.01185508072,224.6666565,0.0313304849,224.6666565,0.04919378832,
223.9999847,-0.005530788563,223.9999847,0.01982844993,223.9999847,0.01535321027,223.9999847,0.02945319749,223.9999847,0.03781371191,
223.333313,0.007612714078,223.333313,0.01371761318,223.333313,0.02082235552,223.333313,0.03213429451,223.333313,0.03120327368,
222.6666565,0.01096444391,222.6666565,0.02280157618,222.6666565,0.02298175171,222.6666565,0.04129068926,222.6666565,0.0244379621,
221.9999847,0.01779632829,221.9999847,0.03022356518,221.9999847,0.01577957533,221.9999847,0.04505009577,221.9999847,0.03661028668,
221.333313,0.01371040009,221.333313,0.00610323716,221.333313,0.02033195458,221.333313,0.03288039938,221.333313,0.02690373547,
220.6666565,-0.002164411126,220.6666565,0.0238683857,220.6666565,0.01961201429,220.6666565,0.03493906558,220.6666565,0.02876578085,
219.9999847,0.01495228708,219.9999847,0.01352647133,219.9999847,0.006414543837,219.9999847,0.03479522467,219.9999847,0.01407071017,
219.333313,0.01643909141,219.333313,0.03263849393,219.333313,0.02336579375,219.333313,0.02754137479,219.333313,0.03046018444,
218.6666565,0.004442152102,218.6666565,0.01828492619,218.6666565,0.00197510561,218.6666565,0.04334125295,218.6666565,0.0473013483,
217.9999847,0.002697680378,217.9999847,0.02075226791,217.9999847,0.00847838819,217.9999847,0.02263849229,217.9999847,0.03894836083,
217.333313,-0.003186595626,217.333313,0.02757662348,217.333313,0.01845572889,217.333313,0.0128181139,217.333313,0.01152100414,
216.6666565,0.01092565991,216.6666565,0.006609808654,216.6666565,0.01950998232,216.6666565,0.01986053213,216.6666565,0.04449280351,
215.9999847,0.02802223526,215.9999847,0.005936986767,215.9999847,0.009387027472,215.9999847,0.03059201129,215.9999847,0.03366481885,
215.333313,0.0003384355514,215.333313,0.0009758835076,215.333313,0.02610684559,215.333313,0.03752896935,215.333313,0.06558950245,
214.6666565,0.01434489246,214.6666565,0.02278929949,214.6666565,0.0367170088,214.6666565,-0.001161140506,214.6666565,0.02512865141,
213.9999847,0.08210464567,213.9999847,0.03133057058,213.9999847,0.01624043286,213.9999847,0.02142101713,213.9999847,0.01253506262,
213.333313,-0.01941520907,213.333313,0.02701415867,213.333313,0.004222085699,213.333313,0.003000402823,213.333313,0.03271510452,
212.6666565,0.01049795747,212.6666565,0.02634070814,212.6666565,0.03484556824,212.6666565,0.06255594641,212.6666565,0.03948627785,
211.9999847,0.008095388301,211.9999847,0.01356054749,211.9999847,-0.000775265391,211.9999847,0.02751834504,211.9999847,0.04010144994,
211.333313,0.00801187288,211.333313,0.002034268575,211.333313,0.02044310607,211.333313,0.01905608363,211.333313,0.02377858199,
210.6666565,-0.004056175239,210.6666565,0.01775682159,210.6666565,0.01574537717,210.6666565,0.01946807094,210.6666565,0.02578519657,
209.9999847,0.006658986676,209.9999847,0.03739386052,209.9999847,-0.0004434590228,209.9999847,0.04570800439,209.9999847,0.01866921224,
209.333313,0.01278889459,209.333313,0.007043088786,209.333313,0.02826591767,209.333313,0.02826356888,209.333313,0.03237508237,
208.6666565,-0.01254447736,208.6666565,0.005879389122,208.6666565,0.0199818369,208.6666565,0.0140156867,208.6666565,0.03331555426,
207.9999847,-0.02764193527,207.9999847,-0.0002656640718,207.9999847,-0.02737495676,207.9999847,0.01526370272,207.9999847,0.0297044199,
207.333313,0.002413571579,207.333313,0.02861879952,207.333313,0.02205032483,207.333313,0.003048861166,207.333313,0.0006955172285,
206.6666565,0.05375756696,206.6666565,-0.005421845242,206.6666565,0.001952430699,206.6666565,0.02069959603,206.6666565,0.02056788467,
205.9999847,0.01782559045,205.9999847,0.02289286815,205.9999847,-0.01267477963,205.9999847,0.03429470956,205.9999847,0.02471690625,
205.333313,0.003934523091,205.333313,-0.002812804421,205.333313,0.01819635183,205.333313,0.02009924315,205.333313,0.01289343927,
204.6666565,0.02826550417,204.6666565,0.012690478,204.6666565,0.01497326605,204.6666565,0.008179948665,204.6666565,0.01554521173,
203.9999847,0.02358788066,203.9999847,0.002042044885,203.9999847,0.008299220353,203.9999847,0.01927992888,203.9999847,-0.02241331525,
203.333313,0.008412983268,203.333313,0.02641753666,203.333313,-0.01117981505,203.333313,0.01692565344,203.333313,0.008771274239,
202.6666565,-0.000109846158,202.6666565,-0.007284129038,202.6666565,-0.06894459575,202.6666565,0.02021464705,202.6666565,0.02939970791,
201.9999847,0.03478549421,201.9999847,0.02860826626,201.9999847,0.03257336468,201.9999847,0.04607437551,201.9999847,0.02031139284,
201.333313,0.02524007857,201.333313,0.04065944627,201.333313,0.01288637239,201.333313,0.06898761541,201.333313,0.02764583565,
200.6666565,0.009678965434,200.6666565,0.02776169032,200.6666565,-0.01569420099,200.6666565,0.01745385304,200.6666565,0.007848581299,
199.9999847,-0.006061567459,199.9999847,0.02298472635,199.9999847,-0.03142928705,199.9999847,0.0232055001,199.9999847,0.02803038061,

AU_030_A1 + buffer time 0 hrs,
AU_030_A1 + buffer time 0 hrs
Collection Time: 2023-10-25 9:58:34 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2023-10-25 9:52:30 AM
Method Modifications:
ConcentrationReportSelected Changed: 2023-10-25 9:52:31 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2023-10-25 9:52:31 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2023-10-25 9:52:31 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2023-10-25 9:52:31 AM, Old:ON, New:Choice 0
X Start nm Changed: 2023-10-25 9:53:14 AM, Old:800.000, New:650.000
UVVIS Scan Rate nm Changed: 2023-10-25 9:53:14 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2023-10-25 9:53:14 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2023-10-25 9:53:14 AM, Old:    1.000, New:    0.667
Baseline Correction Changed: 2023-10-25 9:53:14 AM, Old:0, New:2
Sipper Type Changed: 2023-10-25 9:53:14 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 200.000
<SBW (nm)> , 2.00
<Energy> , 5754.40
<Slit Height> , Full

au-030-a1 + buffer 4 hrs1,
au-030-a1 + buffer 4 hrs1
Collection Time: 2023-10-25 2:47:23 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2023-10-25 2:29:36 PM
Method Modifications:
ConcentrationReportSelected Changed: 2023-10-25 2:29:36 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2023-10-25 2:29:36 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2023-10-25 2:29:36 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2023-10-25 2:29:36 PM, Old:ON, New:Choice 0
X Start nm Changed: 2023-10-25 2:32:01 PM, Old:800.000, New:650.000
UVVIS Scan Rate nm Changed: 2023-10-25 2:32:01 PM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2023-10-25 2:32:01 PM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2023-10-25 2:32:01 PM, Old:    1.000, New:    0.667
Baseline Correction Changed: 2023-10-25 2:32:01 PM, Old:0, New:2
Sipper Type Changed: 2023-10-25 2:32:01 PM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 200.000
<SBW (nm)> , 2.00
<Energy> , 5754.40
<Slit Height> , Full

AU-030-A1+buffer 23 hrs,
AU-030-A1+buffer 23 hrs
Collection Time: 2023-10-26 9:19:24 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2023-10-26 9:13:47 AM
Method Modifications:
ConcentrationReportSelected Changed: 2023-10-26 9:13:47 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2023-10-26 9:13:47 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2023-10-26 9:13:47 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2023-10-26 9:13:47 AM, Old:ON, New:Choice 0
X Start nm Changed: 2023-10-26 9:14:26 AM, Old:800.000, New:650.000
UVVIS Scan Rate nm Changed: 2023-10-26 9:14:26 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2023-10-26 9:14:26 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2023-10-26 9:14:26 AM, Old:    1.000, New:    0.667
Baseline Correction Changed: 2023-10-26 9:14:26 AM, Old:0, New:2
Sipper Type Changed: 2023-10-26 9:14:26 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 200.000
<SBW (nm)> , 2.00
<Energy> , 5754.40
<Slit Height> , Full

AU+030_A1 + buffer time 48 hrs,
AU+030_A1 + buffer time 48 hrs
Collection Time: 2023-10-27 9:56:11 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 2023-10-27 9:46:34 AM
Method Modifications:
ConcentrationReportSelected Changed: 2023-10-27 9:46:34 AM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 2023-10-27 9:46:34 AM, Old:ON, New:Choice 0
MCAReportSelected Changed: 2023-10-27 9:46:34 AM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 2023-10-27 9:46:34 AM, Old:ON, New:Choice 0
X Start nm Changed: 2023-10-27 9:48:54 AM, Old:800.000, New:650.000
UVVIS Scan Rate nm Changed: 2023-10-27 9:48:54 AM, Old:  602.007, New:  600.000
NIR Scan Rate nm Changed: 2023-10-27 9:48:54 AM, Old:    0.004, New:   12.000
Common Interval nm Changed: 2023-10-27 9:48:54 AM, Old:    1.000, New:    0.667
Baseline Correction Changed: 2023-10-27 9:48:54 AM, Old:0, New:2
Sipper Type Changed: 2023-10-27 9:48:54 AM, Old:Internal RSA, New:External sipper
End Method Modifications
<Current Wavelength> , 200.000
<SBW (nm)> , 2.00
<Energy> , 5754.40
<Slit Height> , Full

AU+030_A1 + buffer time 48 hrs1,
AU+030_A1 + buffer time 48 hrs1
Collection Time: 2023-10-27 9:57:47 AM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 7000
Instrument Version  3.07
